seed,method,learning_rate,beta,gamma,episodes_per_update,center_returns,normalize_returns,handoff_fraction,updates,evaluation_episodes,environment_steps,final_training_mean,stochastic_evaluation_mean,deterministic_evaluation_mean,mean_min_probability
104,reward_only,0.003,0.0,0.99,8,True,True,0.25,200,32,279657,-29.008962493183446,1.6237997981428487,-222.417349127095,
105,reward_only,0.001,0.0,0.97,4,True,False,0.25,200,32,73297,-157.09340742393735,-163.0038293990216,-791.2495179502413,
105,reward_only,0.001,0.0,0.97,4,True,True,0.25,200,32,76074,-174.3514923564946,-149.75067284604552,-706.2161384527144,
105,reward_only,0.001,0.0,0.97,8,True,False,0.25,200,32,151686,-160.12953114861418,-161.09304430452306,-458.8434908489845,
105,reward_only,0.001,0.0,0.97,8,True,True,0.25,200,32,150591,-152.83706640334228,-149.52060084108,-984.693988787451,
105,reward_only,0.001,0.0,0.99,4,True,True,0.25,200,32,73407,-186.27226904242968,-155.17887308035668,-416.0728460498717,
105,reward_only,0.001,0.0,0.99,4,True,False,0.25,200,32,73584,-163.11052932430061,-156.63246744916256,-131.98518898586653,
105,reward_only,0.001,0.0,0.99,8,True,False,0.25,200,32,147652,-144.5008390316367,-142.542951377941,-150.13678138180055,
105,reward_only,0.001,0.0,0.99,8,True,True,0.25,200,32,146056,-144.17102517365007,-144.09628155023069,-134.43454127175494,
105,reward_only,0.003,0.0,0.97,4,True,False,0.25,200,32,97721,-63.47515791589598,-79.36911764854688,-1555.938058346161,
105,reward_only,0.003,0.0,0.97,4,True,True,0.25,200,32,93626,-81.4627432181853,-74.13075411948161,-798.99815355086,
105,reward_only,0.003,0.0,0.97,8,True,False,0.25,200,32,195400,-54.901130341279284,-50.29268220287737,-1048.7166417864382,
105,reward_only,0.003,0.0,0.97,8,True,True,0.25,200,32,236006,-57.8905358936323,-25.797621194599976,-2896.84015112022,
105,log_barrier,0.003,2.0,0.97,8,True,True,0.05,200,32,252179,-41.66752213366695,-49.07346947759734,-1403.5445130205944,0.2032598838210106
105,log_barrier,0.003,2.0,0.97,8,True,True,0.1,200,32,228690,-43.35577308883455,-47.49921547412815,-628.040943118003,0.20335963144898414
105,log_barrier,0.003,2.0,0.97,8,True,True,0.25,200,32,240871,-40.168741570483796,-28.96392110839585,-1653.6313454066776,0.2097904458642006
105,log_barrier,0.003,5.0,0.97,8,True,True,0.05,200,32,217431,-62.0900452548727,-24.766999663093543,-413.5891307850324,0.2057393118739128
105,log_barrier,0.003,5.0,0.97,8,True,True,0.1,200,32,179125,-70.46603050915763,-65.17575008595118,-1436.0437355508218,0.20704299360513687
105,log_barrier,0.003,5.0,0.97,8,True,True,0.25,200,32,216980,-58.82123061654895,-38.635928023500526,-602.1059543300986,0.22310524955391883
105,log_barrier,0.003,10.0,0.97,8,True,True,0.05,200,32,220062,-52.404255236226916,-29.600455220351936,-1257.1480663543389,0.20359500646591186
