seed,method,learning_rate,beta,gamma,episodes_per_update,center_returns,normalize_returns,handoff_fraction,updates,evaluation_episodes,environment_steps,final_training_mean,stochastic_evaluation_mean,deterministic_evaluation_mean,mean_min_probability
105,log_barrier,0.003,10.0,0.97,8,True,True,0.1,200,32,218109,-59.77851874557431,-72.47371328726078,-916.5660710552498,0.20746042355895042
105,log_barrier,0.003,10.0,0.97,8,True,True,0.25,200,32,226215,-53.34598341183164,-46.647855545049936,-510.7587878517383,0.21052559539675714
105,log_barrier,0.003,20.0,0.97,8,True,True,0.05,200,32,204911,-52.07548836148694,-31.561302584277733,-1250.045900078353,0.20653158724308013
105,log_barrier,0.003,20.0,0.97,8,True,True,0.1,200,32,185861,-61.06518129875974,-39.81547606633634,-944.2344930642162,0.2089640624821186
105,log_barrier,0.003,20.0,0.97,8,True,True,0.25,200,32,195214,-50.911359738409494,-33.18112532541295,-2410.8610119236846,0.22402270510792732
105,log_barrier,0.003,40.0,0.97,8,True,True,0.05,200,32,244600,-45.17555762675913,-65.68261712722133,-795.7111777846969,0.21048944294452668
105,log_barrier,0.003,40.0,0.97,8,True,True,0.1,200,32,202727,-56.94908630094169,-44.29437685391342,-2467.222797467958,0.2195701263844967
105,log_barrier,0.003,40.0,0.97,8,True,True,0.25,200,32,218958,-41.82193939444077,-27.401613071527635,-647.1065728040973,0.23823626711964607
105,log_barrier,0.003,100.0,0.97,8,True,True,0.1,200,32,205552,-46.30241427371385,-27.233974831470128,-2247.404552218109,0.2259869933128357
105,log_barrier,0.003,100.0,0.97,8,True,True,0.25,200,32,225085,-53.25428897776182,-40.73908378769663,-431.83305314411723,0.24160768762230872
105,log_barrier,0.003,100.0,0.97,8,True,True,0.5,200,32,164754,-98.39825678965124,-76.99609069824538,-1309.1799153346906,0.23097220808267593
105,log_barrier,0.003,200.0,0.97,8,True,True,0.1,200,32,175788,-94.56715269762,-68.1235282131216,-1261.9202351546278,0.22632936835289003
105,log_barrier,0.003,200.0,0.97,8,True,True,0.25,200,32,172742,-131.8071950956273,-77.91191863937638,-1578.7249486612618,0.24285306856036187
105,log_barrier,0.003,200.0,0.97,8,True,True,0.5,200,32,152556,-113.97340213197644,-108.59121266302438,-1218.8441803641047,0.23881990239024162
105,log_barrier,0.003,400.0,0.97,8,True,True,0.1,200,32,160938,-125.85824741463958,-104.02703412287408,-1055.9432550314525,0.22685422897338867
105,log_barrier,0.003,400.0,0.97,8,True,True,0.25,200,32,156645,-105.42796625326244,-97.07378420103511,-1217.4419954551704,0.24444182142615317
105,log_barrier,0.003,400.0,0.97,8,True,True,0.5,200,32,150719,-139.76028928773775,-131.9705955628795,-1026.1403042966967,0.24490293934941293
105,log_barrier,0.003,800.0,0.97,8,True,True,0.1,200,32,152660,-129.43723861101634,-127.44903215190489,-1306.3844010435446,0.227228357642889
105,log_barrier,0.003,800.0,0.97,8,True,True,0.25,200,32,146627,-124.90255829344942,-141.92474928685726,-1791.2237094449465,0.24480147957801818
105,log_barrier,0.003,800.0,0.97,8,True,True,0.5,200,32,149918,-155.26097233092597,-148.92980610438252,-813.7385478155595,0.24709854200482367
105,reward_only,0.003,0.0,0.99,4,True,False,0.25,200,32,75174,-130.07851849518738,-107.72973149845018,-809.2714090095894,
105,reward_only,0.003,0.0,0.99,4,True,True,0.25,200,32,79922,-72.29675997202672,-70.90481259016323,-795.4719149250598,
105,reward_only,0.003,0.0,0.99,8,True,False,0.25,200,32,165887,-72.18156920461212,-59.04083396868008,-1975.3910203512587,
105,reward_only,0.003,0.0,0.99,8,True,True,0.25,200,32,175859,-54.13309594817595,-36.83288076706854,-2068.0141445794593,
