environment,run_label,method,seed,update,environment_steps,fisher,analysis_batch_identifier,training_batch_reused,parameter_count,state_count,action_count,score_row_count,maximum_possible_rank,numerical_rank,eigenvalue_threshold,trace,largest_eigenvalue,smallest_positive_eigenvalue,k90,participation_ratio,entropy_effective_rank,log_pseudodeterminant,positive_spectrum_condition_number,dtype,spectral_floor_used,decomposition_space
CartPole-v1,gpomdp_logbarrier_fixed,gpomdp_logbarrier_fixed,102,3,1536,fixed_reference,analysis-fixed_reference-102-3,False,130,38,2,76,76,18,1e-10,0.9184938509723009,0.8694687899344506,1.4741330678545568e-10,1,1.112511780189169,1.2373631219537462,-256.9465823113505,5898170313.755118,float64,False,score_gram
CartPole-v1,gpomdp_logbarrier_fixed,gpomdp_logbarrier_fixed,102,6,3072,on_policy,analysis-on_policy-102-6,False,130,64,2,128,128,21,1e-10,0.8953141702233434,0.8764291910118577,1.1777964682162935e-10,1,1.043149163920244,1.1154004748832673,-317.69251772457847,7441261836.513743,float64,False,score_gram
CartPole-v1,gpomdp_logbarrier_fixed,gpomdp_logbarrier_fixed,102,6,3072,fixed_reference,analysis-fixed_reference-102-6,False,130,38,2,76,76,18,1e-10,0.9399417861501189,0.8862158352539138,1.2648359223928225e-10,1,1.1209157434589814,1.2509774759147958,-257.0875205128692,7006567567.88949,float64,False,score_gram
CartPole-v1,gpomdp_logbarrier_fixed,gpomdp_logbarrier_fixed,102,9,4608,on_policy,analysis-on_policy-102-9,False,130,64,2,128,128,20,1e-10,0.9052287352165447,0.8798645217951938,1.471912121060728e-10,1,1.0576974987077687,1.1445448393330302,-298.38100028240916,5977697372.049106,float64,False,score_gram
CartPole-v1,gpomdp_logbarrier_fixed,gpomdp_logbarrier_fixed,102,9,4608,fixed_reference,analysis-fixed_reference-102-9,False,130,38,2,76,76,18,1e-10,0.964058032714727,0.9042558260873641,1.3105486747013307e-10,1,1.1318268316738571,1.268447775902317,-255.1205129039078,6899826336.426923,float64,False,score_gram
CartPole-v1,gpomdp_logbarrier_fixed,gpomdp_logbarrier_fixed,102,12,6144,on_policy,analysis-on_policy-102-12,False,130,64,2,128,128,23,1e-10,0.917530508465223,0.8687266297458531,1.3263096978912255e-10,1,1.1124668089642833,1.2502963034482104,-341.14136997264217,6549953085.06822,float64,False,score_gram
CartPole-v1,gpomdp_logbarrier_fixed,gpomdp_logbarrier_fixed,102,12,6144,fixed_reference,analysis-fixed_reference-102-12,False,130,38,2,76,76,18,1e-10,0.9883345288348695,0.9219752592358831,1.6032068358251143e-10,1,1.1433751264674843,1.2866731020995996,-251.69115065219458,5750819162.153677,float64,False,score_gram
CartPole-v1,gpomdp_logbarrier_fixed,gpomdp_logbarrier_fixed,102,15,7680,on_policy,analysis-on_policy-102-15,False,130,64,2,128,128,23,1e-10,0.9485743534269557,0.8650534398765152,1.6204139398044515e-10,1,1.1923864787392553,1.3770381981598698,-324.4060688596811,5338471970.81573,float64,False,score_gram
CartPole-v1,gpomdp_logbarrier_fixed,gpomdp_logbarrier_fixed,102,15,7680,fixed_reference,analysis-fixed_reference-102-15,False,130,38,2,76,76,18,1e-10,1.0184050541244596,0.9440399508841948,2.0742448979117628e-10,1,1.1567912724297218,1.3075087994055885,-247.77532814452354,4551246344.318374,float64,False,score_gram
CartPole-v1,gpomdp_logbarrier_fixed,gpomdp_logbarrier_fixed,102,18,9216,on_policy,analysis-on_policy-102-18,False,130,64,2,128,128,26,1e-10,1.0195996939648593,0.9005738815754316,1.0793739289860454e-10,2,1.261365768780469,1.4676984469510068,-386.1775896513893,8343483730.623575,float64,False,score_gram
