environment,run_label,method,seed,update,environment_steps,fisher,analysis_batch_identifier,training_batch_reused,reward_gradient_norm,captured_euclidean_energy_fraction,leading_k90_euclidean_energy_fraction,leading_k90_natural_energy_fraction,natural_energy
CartPole-v1,gpomdp_logbarrier_handoff_h25,gpomdp_logbarrier_handoff,101,30,15360,on_policy,analysis-on_policy-101-30,False,30.540205403600154,0.9999999969837993,0.9909687948357042,0.015413552744428129,91607.15171017943
CartPole-v1,gpomdp_logbarrier_handoff_h25,gpomdp_logbarrier_handoff,101,30,15360,fixed_reference,analysis-fixed_reference-101-30,False,30.540205403600154,0.9999988385188431,0.9935392908926793,0.00011001661654684591,8906322.937291693
CartPole-v1,gpomdp_logbarrier_handoff_h25,gpomdp_logbarrier_handoff,102,0,0,on_policy,analysis-on_policy-102-0,False,29.089078740954843,0.9999999796562447,0.9980713343579535,0.004771802616439231,217946.6163283953
CartPole-v1,gpomdp_logbarrier_handoff_h25,gpomdp_logbarrier_handoff,102,0,0,fixed_reference,analysis-fixed_reference-102-0,False,29.089078740954843,0.9999998195141612,0.8830169861508446,0.0008371849300921907,1043919.3062721166
CartPole-v1,gpomdp_logbarrier_handoff_h25,gpomdp_logbarrier_handoff,102,3,1536,on_policy,analysis-on_policy-102-3,False,1.8593124049775682,0.9999993299873752,0.06125205228425492,1.5763264946907073e-06,164821.1943321317
CartPole-v1,gpomdp_logbarrier_handoff_h25,gpomdp_logbarrier_handoff,102,3,1536,fixed_reference,analysis-fixed_reference-102-3,False,1.8593124049775682,0.9999422878271829,0.030500157154726606,4.7852928586298467e-08,2534073.6146447025
CartPole-v1,gpomdp_logbarrier_handoff_h25,gpomdp_logbarrier_handoff,102,6,3072,on_policy,analysis-on_policy-102-6,False,10.877699220979633,0.9999997192824133,0.4219746392406069,8.405798835908828e-05,677742.146977567
CartPole-v1,gpomdp_logbarrier_handoff_h25,gpomdp_logbarrier_handoff,102,6,3072,fixed_reference,analysis-fixed_reference-102-6,False,10.877699220979633,0.999999614100551,0.3580508268070173,4.437481103737621e-05,1077314.6921498447
CartPole-v1,gpomdp_logbarrier_handoff_h25,gpomdp_logbarrier_handoff,102,7,3584,on_policy,analysis-on_policy-102-7,False,30.940543345945287,0.999999988474422,0.9969128975691897,0.011856422910709138,95300.61612833205
CartPole-v1,gpomdp_logbarrier_handoff_h25,gpomdp_logbarrier_handoff,102,7,3584,fixed_reference,analysis-fixed_reference-102-7,False,30.940543345945287,0.9999999046696585,0.9327250621565089,0.0006496557298924716,1540388.7437615837
CartPole-v1,gpomdp_logbarrier_handoff_h25,gpomdp_logbarrier_handoff,102,8,4096,on_policy,analysis-on_policy-102-8,False,5.378168161823662,0.9999998133408016,0.7229173762468993,0.00019449121745960027,126666.96916290767
CartPole-v1,gpomdp_logbarrier_handoff_h25,gpomdp_logbarrier_handoff,102,8,4096,fixed_reference,analysis-fixed_reference-102-8,False,5.378168161823662,0.9999988448925115,0.3914070126968382,2.1696967727732276e-05,580888.4774429932
CartPole-v1,gpomdp_logbarrier_handoff_h25,gpomdp_logbarrier_handoff,102,9,4608,on_policy,analysis-on_policy-102-9,False,29.25920805448919,0.999999991191294,0.7920301440720979,0.003580690318692839,215213.72290997804
CartPole-v1,gpomdp_logbarrier_handoff_h25,gpomdp_logbarrier_handoff,102,9,4608,fixed_reference,analysis-fixed_reference-102-9,False,29.25920805448919,0.9999998852632663,0.9925975171309493,0.0005084786308820825,1848075.806978261
CartPole-v1,gpomdp_logbarrier_handoff_h25,gpomdp_logbarrier_handoff,102,10,5120,on_policy,analysis-on_policy-102-10,False,35.5987189991854,0.9999990489254431,0.8939549834094814,4.878776071480491e-05,25716629.92922392
CartPole-v1,gpomdp_logbarrier_handoff_h25,gpomdp_logbarrier_handoff,102,10,5120,fixed_reference,analysis-fixed_reference-102-10,False,35.5987189991854,0.9999988337926228,0.9236436710165482,0.00020642782586628635,6231059.483258484
CartPole-v1,gpomdp_logbarrier_handoff_h25,gpomdp_logbarrier_handoff,102,12,6144,on_policy,analysis-on_policy-102-12,False,22.903989703842942,0.9999994779262374,0.14795061857398503,7.888148604603951e-05,1132283.0642125194
CartPole-v1,gpomdp_logbarrier_handoff_h25,gpomdp_logbarrier_handoff,102,12,6144,fixed_reference,analysis-fixed_reference-102-12,False,22.903989703842942,0.999995202777944,0.023516985153063837,8.11336106568484e-07,16486453.393359946
CartPole-v1,gpomdp_logbarrier_handoff_h25,gpomdp_logbarrier_handoff,102,15,7680,on_policy,analysis-on_policy-102-15,False,44.95887854901277,0.9999999416054809,0.9779707696806562,0.005534160873919159,412656.5762871358
CartPole-v1,gpomdp_logbarrier_handoff_h25,gpomdp_logbarrier_handoff,102,15,7680,fixed_reference,analysis-fixed_reference-102-15,False,44.95887854901277,0.9999999813609662,0.9528474024813796,0.007066838676560368,288430.4123413196
CartPole-v1,gpomdp_logbarrier_handoff_h25,gpomdp_logbarrier_handoff,102,18,9216,on_policy,analysis-on_policy-102-18,False,32.44039226546587,0.9999999623275373,0.9977923041969321,0.0025964826920465735,587730.1374852804
CartPole-v1,gpomdp_logbarrier_handoff_h25,gpomdp_logbarrier_handoff,102,18,9216,fixed_reference,analysis-fixed_reference-102-18,False,32.44039226546587,0.9999996607250974,0.9599047414816775,0.0008434163860338488,1234006.0303282873
CartPole-v1,gpomdp_logbarrier_handoff_h25,gpomdp_logbarrier_handoff,102,21,10752,on_policy,analysis-on_policy-102-21,False,61.82436170812538,0.9999999104885714,0.9968014474527666,0.0029891473239806003,2941559.006831363
CartPole-v1,gpomdp_logbarrier_handoff_h25,gpomdp_logbarrier_handoff,102,21,10752,fixed_reference,analysis-fixed_reference-102-21,False,61.82436170812538,0.9999997998883969,0.5773473657980124,0.0003020917359603154,7317757.236940745
CartPole-v1,gpomdp_logbarrier_handoff_h25,gpomdp_logbarrier_handoff,102,24,12288,on_policy,analysis-on_policy-102-24,False,37.80564776402789,0.9999999272713277,0.9939705210181228,0.001537371207438629,1006817.2065718761
CartPole-v1,gpomdp_logbarrier_handoff_h25,gpomdp_logbarrier_handoff,102,24,12288,fixed_reference,analysis-fixed_reference-102-24,False,37.80564776402789,0.9999993716356798,0.7311999858529011,0.0005049674224963385,2016443.9671246286
CartPole-v1,gpomdp_logbarrier_handoff_h25,gpomdp_logbarrier_handoff,102,27,13824,on_policy,analysis-on_policy-102-27,False,31.491322996651668,0.9999999272787389,0.9926326663405043,0.002330524086814229,1682552.5006937478
CartPole-v1,gpomdp_logbarrier_handoff_h25,gpomdp_logbarrier_handoff,102,27,13824,fixed_reference,analysis-fixed_reference-102-27,False,31.491322996651668,0.9999985673901145,0.984133237302714,0.0002685824395277417,3959948.7723229323
CartPole-v1,gpomdp_logbarrier_handoff_h25,gpomdp_logbarrier_handoff,102,30,15360,on_policy,analysis-on_policy-102-30,False,8.515450882786332,0.9999999795111975,0.9889527433495627,0.018867994652187383,24062.021306150076
CartPole-v1,gpomdp_logbarrier_handoff_h25,gpomdp_logbarrier_handoff,102,30,15360,fixed_reference,analysis-fixed_reference-102-30,False,8.515450882786332,0.9999986912278236,0.9643780578866654,0.00035004491854018254,767269.6543780132
CartPole-v1,gpomdp_logbarrier_handoff_h35,gpomdp_logbarrier_handoff,101,0,0,on_policy,analysis-on_policy-101-0,False,22.7820391542493,0.9999999295732438,0.9556085231570005,0.001694082012927775,322602.68639325874
CartPole-v1,gpomdp_logbarrier_handoff_h35,gpomdp_logbarrier_handoff,101,0,0,fixed_reference,analysis-fixed_reference-101-0,False,22.7820391542493,0.9999999312805815,0.907487390453039,0.001378174322445132,361498.46342840244
CartPole-v1,gpomdp_logbarrier_handoff_h35,gpomdp_logbarrier_handoff,101,3,1536,on_policy,analysis-on_policy-101-3,False,21.65293118513833,0.9999999960817253,0.8687720404778019,0.019657827550302168,22974.468026730417
CartPole-v1,gpomdp_logbarrier_handoff_h35,gpomdp_logbarrier_handoff,101,3,1536,fixed_reference,analysis-fixed_reference-101-3,False,21.65293118513833,0.9999999625415418,0.7023237313249032,0.0009044664440064762,374682.26929759025
CartPole-v1,gpomdp_logbarrier_handoff_h35,gpomdp_logbarrier_handoff,101,6,3072,on_policy,analysis-on_policy-101-6,False,16.836027275549927,0.9999999747283855,0.9959832497612068,0.02365916793970606,82998.99934025535
CartPole-v1,gpomdp_logbarrier_handoff_h35,gpomdp_logbarrier_handoff,101,6,3072,fixed_reference,analysis-fixed_reference-101-6,False,16.836027275549927,0.9999993496109227,0.46342039064622603,8.631051188620265e-05,1524109.015585606
CartPole-v1,gpomdp_logbarrier_handoff_h35,gpomdp_logbarrier_handoff,101,9,4608,on_policy,analysis-on_policy-101-9,False,31.998994046662748,0.9999999849630179,0.9989065104939421,0.015672060654383563,277572.3903321079
CartPole-v1,gpomdp_logbarrier_handoff_h35,gpomdp_logbarrier_handoff,101,9,4608,fixed_reference,analysis-fixed_reference-101-9,False,31.998994046662748,0.9999999623867082,0.4244996554225065,0.0019736104912049003,213513.32098966153
CartPole-v1,gpomdp_logbarrier_handoff_h35,gpomdp_logbarrier_handoff,101,10,5120,on_policy,analysis-on_policy-101-10,False,17.04067520563763,0.9999999452387266,0.9973428358606944,0.006893514848404756,240042.93192741065
CartPole-v1,gpomdp_logbarrier_handoff_h35,gpomdp_logbarrier_handoff,101,10,5120,fixed_reference,analysis-fixed_reference-101-10,False,17.04067520563763,0.9999977811612186,0.01003897628338593,1.5231377969168712e-06,1834851.2252881364
CartPole-v1,gpomdp_logbarrier_handoff_h35,gpomdp_logbarrier_handoff,101,11,5632,on_policy,analysis-on_policy-101-11,False,15.475951057815438,0.999999949425173,0.7656547888828933,0.0014226767650844393,138661.07246380462
CartPole-v1,gpomdp_logbarrier_handoff_h35,gpomdp_logbarrier_handoff,101,11,5632,fixed_reference,analysis-fixed_reference-101-11,False,15.475951057815438,0.9999995303755045,0.3694190657248318,5.719834830423136e-05,1467047.3118603178
CartPole-v1,gpomdp_logbarrier_handoff_h35,gpomdp_logbarrier_handoff,101,12,6144,on_policy,analysis-on_policy-101-12,False,52.581345619345186,0.9999966980902506,0.9651712997598525,8.927428885521926e-05,31919184.99848646
CartPole-v1,gpomdp_logbarrier_handoff_h35,gpomdp_logbarrier_handoff,101,12,6144,fixed_reference,analysis-fixed_reference-101-12,False,52.581345619345186,0.9999827507713349,0.9134917856159094,7.152158744399626e-05,33145839.935040772
CartPole-v1,gpomdp_logbarrier_handoff_h35,gpomdp_logbarrier_handoff,101,15,7680,on_policy,analysis-on_policy-101-15,False,10.169735382553904,0.9999997334639615,0.9782434227248785,0.00018854861836849858,538118.1771143549
CartPole-v1,gpomdp_logbarrier_handoff_h35,gpomdp_logbarrier_handoff,101,15,7680,fixed_reference,analysis-fixed_reference-101-15,False,10.169735382553904,0.9999992407993723,0.9926076320247397,0.00011405342691405832,820432.8495903112
CartPole-v1,gpomdp_logbarrier_handoff_h35,gpomdp_logbarrier_handoff,101,18,9216,on_policy,analysis-on_policy-101-18,False,13.266919136691866,0.9999992160915944,0.1482901945550422,3.2346992873102804e-05,770126.7848951635
CartPole-v1,gpomdp_logbarrier_handoff_h35,gpomdp_logbarrier_handoff,101,18,9216,fixed_reference,analysis-fixed_reference-101-18,False,13.266919136691866,0.9999935956490767,0.03505779601892125,6.500859918503788e-07,8407825.43320071
CartPole-v1,gpomdp_logbarrier_handoff_h35,gpomdp_logbarrier_handoff,101,21,10752,on_policy,analysis-on_policy-101-21,False,5.430291809415179,0.999999214245282,0.030157868273005595,1.129052577267997e-06,780527.938894097
CartPole-v1,gpomdp_logbarrier_handoff_h35,gpomdp_logbarrier_handoff,101,21,10752,fixed_reference,analysis-fixed_reference-101-21,False,5.430291809415179,0.9999987281647263,0.4224435379287996,8.114494200241153e-05,132460.24641404997
CartPole-v1,gpomdp_logbarrier_handoff_h35,gpomdp_logbarrier_handoff,101,24,12288,on_policy,analysis-on_policy-101-24,False,3.0999816473693764,0.9999993485697548,0.8818422308143168,0.000767694264376629,48278.33626839245
CartPole-v1,gpomdp_logbarrier_handoff_h35,gpomdp_logbarrier_handoff,101,24,12288,fixed_reference,analysis-fixed_reference-101-24,False,3.0999816473693764,0.9999889224630614,0.00527197458732994,2.5911522027207067e-07,165053.0812684069
CartPole-v1,gpomdp_logbarrier_handoff_h35,gpomdp_logbarrier_handoff,101,27,13824,on_policy,analysis-on_policy-101-27,False,4.418983518425555,0.9999993828724382,0.9839678621129904,0.00045765735703218906,108516.46628272175
CartPole-v1,gpomdp_logbarrier_handoff_h35,gpomdp_logbarrier_handoff,101,27,13824,fixed_reference,analysis-fixed_reference-101-27,False,4.418983518425555,0.9999982602347812,0.281123796528793,1.2788179881509712e-05,356499.3688147974
CartPole-v1,gpomdp_logbarrier_handoff_h35,gpomdp_logbarrier_handoff,101,30,15360,on_policy,analysis-on_policy-101-30,False,30.147733629443646,0.9999999970394582,0.9909833897233454,0.015513667282623862,90590.85711680964
CartPole-v1,gpomdp_logbarrier_handoff_h35,gpomdp_logbarrier_handoff,101,30,15360,fixed_reference,analysis-fixed_reference-101-30,False,30.147733629443646,0.9999988422054691,0.9933396686621332,0.00010444568703952443,9000621.537260355
CartPole-v1,gpomdp_logbarrier_handoff_h35,gpomdp_logbarrier_handoff,102,0,0,on_policy,analysis-on_policy-102-0,False,29.089078740954843,0.9999999796562447,0.9980713343579535,0.004771802616439231,217946.6163283953
CartPole-v1,gpomdp_logbarrier_handoff_h35,gpomdp_logbarrier_handoff,102,0,0,fixed_reference,analysis-fixed_reference-102-0,False,29.089078740954843,0.9999998195141612,0.8830169861508446,0.0008371849300921907,1043919.3062721166
CartPole-v1,gpomdp_logbarrier_handoff_h35,gpomdp_logbarrier_handoff,102,3,1536,on_policy,analysis-on_policy-102-3,False,1.8593124049775682,0.9999993299873752,0.06125205228425492,1.5763264946907073e-06,164821.1943321317
CartPole-v1,gpomdp_logbarrier_handoff_h35,gpomdp_logbarrier_handoff,102,3,1536,fixed_reference,analysis-fixed_reference-102-3,False,1.8593124049775682,0.9999422878271829,0.030500157154726606,4.7852928586298467e-08,2534073.6146447025
CartPole-v1,gpomdp_logbarrier_handoff_h35,gpomdp_logbarrier_handoff,102,6,3072,on_policy,analysis-on_policy-102-6,False,10.877699220979633,0.9999997192824133,0.4219746392406069,8.405798835908828e-05,677742.146977567
CartPole-v1,gpomdp_logbarrier_handoff_h35,gpomdp_logbarrier_handoff,102,6,3072,fixed_reference,analysis-fixed_reference-102-6,False,10.877699220979633,0.999999614100551,0.3580508268070173,4.437481103737621e-05,1077314.6921498447
CartPole-v1,gpomdp_logbarrier_handoff_h35,gpomdp_logbarrier_handoff,102,9,4608,on_policy,analysis-on_policy-102-9,False,29.249811330945622,0.9999999911862961,0.7919440402127851,0.003579204817319788,215148.4748071179
CartPole-v1,gpomdp_logbarrier_handoff_h35,gpomdp_logbarrier_handoff,102,9,4608,fixed_reference,analysis-fixed_reference-102-9,False,29.249811330945622,0.9999998852637425,0.9926040414652395,0.000508058012135981,1848491.710387304
CartPole-v1,gpomdp_logbarrier_handoff_h35,gpomdp_logbarrier_handoff,102,10,5120,on_policy,analysis-on_policy-102-10,False,35.5466625145157,0.9999990470580398,0.8933318111908575,4.8584070380155365e-05,25733967.836503223
CartPole-v1,gpomdp_logbarrier_handoff_h35,gpomdp_logbarrier_handoff,102,10,5120,fixed_reference,analysis-fixed_reference-102-10,False,35.5466625145157,0.9999988313410415,0.9231064897559024,0.00020550413797596002,6237876.904108828
CartPole-v1,gpomdp_logbarrier_handoff_h35,gpomdp_logbarrier_handoff,102,11,5632,on_policy,analysis-on_policy-102-11,False,7.722325946290083,0.9999994841495469,0.5427233824612303,0.000149201000143072,252932.90364848703
CartPole-v1,gpomdp_logbarrier_handoff_h35,gpomdp_logbarrier_handoff,102,11,5632,fixed_reference,analysis-fixed_reference-102-11,False,7.722325946290083,0.9999634164247223,0.6899184616269887,5.26818331459107e-06,8529304.89866152
CartPole-v1,gpomdp_logbarrier_handoff_h35,gpomdp_logbarrier_handoff,102,12,6144,on_policy,analysis-on_policy-102-12,False,22.930736580095097,0.9999994793241679,0.1507521225389348,8.041539194033762e-05,1134591.6381465648
CartPole-v1,gpomdp_logbarrier_handoff_h35,gpomdp_logbarrier_handoff,102,12,6144,fixed_reference,analysis-fixed_reference-102-12,False,22.930736580095097,0.9999952171411252,0.024760508841249668,8.563159537499894e-07,16488981.079790818
CartPole-v1,gpomdp_logbarrier_handoff_h35,gpomdp_logbarrier_handoff,102,15,7680,on_policy,analysis-on_policy-102-15,False,44.96981871294381,0.999999941833856,0.9779991071877664,0.005532831540102661,413083.76145706774
CartPole-v1,gpomdp_logbarrier_handoff_h35,gpomdp_logbarrier_handoff,102,15,7680,fixed_reference,analysis-fixed_reference-102-15,False,44.96981871294381,0.9999999814227577,0.9529146031058193,0.0070692490647243315,288600.24758038035
CartPole-v1,gpomdp_logbarrier_handoff_h35,gpomdp_logbarrier_handoff,102,18,9216,on_policy,analysis-on_policy-102-18,False,32.37413296779426,0.9999999620434515,0.9978057236348544,0.0025601771363552043,594886.4253708486
CartPole-v1,gpomdp_logbarrier_handoff_h35,gpomdp_logbarrier_handoff,102,18,9216,fixed_reference,analysis-fixed_reference-102-18,False,32.37413296779426,0.9999996602650625,0.9602349581284909,0.0008370801829404467,1239247.393128134
CartPole-v1,gpomdp_logbarrier_handoff_h35,gpomdp_logbarrier_handoff,102,21,10752,on_policy,analysis-on_policy-102-21,False,61.80761421838345,0.9999999106749037,0.9968067646586434,0.0029839221037628056,2949985.1966092694
CartPole-v1,gpomdp_logbarrier_handoff_h35,gpomdp_logbarrier_handoff,102,21,10752,fixed_reference,analysis-fixed_reference-102-21,False,61.80761421838345,0.9999998004172623,0.5774376345698472,0.0003018787941740471,7323558.054126144
CartPole-v1,gpomdp_logbarrier_handoff_h35,gpomdp_logbarrier_handoff,102,24,12288,on_policy,analysis-on_policy-102-24,False,37.774941019852434,0.9999999273489948,0.9939692549253996,0.0015361912311552166,1006714.511237521
CartPole-v1,gpomdp_logbarrier_handoff_h35,gpomdp_logbarrier_handoff,102,24,12288,fixed_reference,analysis-fixed_reference-102-24,False,37.774941019852434,0.9999993730394683,0.7311057206481972,0.0005038311205154931,2018411.6538118345
CartPole-v1,gpomdp_logbarrier_handoff_h35,gpomdp_logbarrier_handoff,102,27,13824,on_policy,analysis-on_policy-102-27,False,31.48907638126362,0.9999999274330635,0.9926338025027149,0.002332015977999061,1683173.040089377
CartPole-v1,gpomdp_logbarrier_handoff_h35,gpomdp_logbarrier_handoff,102,27,13824,fixed_reference,analysis-fixed_reference-102-27,False,31.48907638126362,0.9999985710600904,0.9841594126900912,0.00026891498226573195,3957160.577163227
CartPole-v1,gpomdp_logbarrier_handoff_h35,gpomdp_logbarrier_handoff,102,30,15360,on_policy,analysis-on_policy-102-30,False,8.457150291787874,0.9999999794304185,0.9889187254229812,0.018687730368666697,24113.939637716547
CartPole-v1,gpomdp_logbarrier_handoff_h35,gpomdp_logbarrier_handoff,102,30,15360,fixed_reference,analysis-fixed_reference-102-30,False,8.457150291787874,0.9999986821107538,0.9642662763810819,0.0003488096231609663,766732.0583016977
CartPole-v1,gpomdp_reward_only,gpomdp_reward_only,101,0,0,on_policy,analysis-on_policy-101-0,False,22.7820391542493,0.9999999295732438,0.9556085231570005,0.001694082012927775,322602.68639325874
CartPole-v1,gpomdp_reward_only,gpomdp_reward_only,101,0,0,fixed_reference,analysis-fixed_reference-101-0,False,22.7820391542493,0.9999999312805815,0.907487390453039,0.001378174322445132,361498.46342840244
CartPole-v1,gpomdp_reward_only,gpomdp_reward_only,101,3,1536,on_policy,analysis-on_policy-101-3,False,21.573459049528324,0.9999999960395023,0.8676583051513886,0.019452405254575273,23028.543387056634
CartPole-v1,gpomdp_reward_only,gpomdp_reward_only,101,3,1536,fixed_reference,analysis-fixed_reference-101-3,False,21.573459049528324,0.9999999621650453,0.7007807199926961,0.0008969423241533309,374419.60467658454
CartPole-v1,gpomdp_reward_only,gpomdp_reward_only,101,6,3072,on_policy,analysis-on_policy-101-6,False,17.044554520468786,0.999999974962957,0.9961655446813817,0.023958990599145923,83003.09793500701
CartPole-v1,gpomdp_reward_only,gpomdp_reward_only,101,6,3072,fixed_reference,analysis-fixed_reference-101-6,False,17.044554520468786,0.9999993724644425,0.4911411415536655,9.457865320293463e-05,1512679.5646046256
CartPole-v1,gpomdp_reward_only,gpomdp_reward_only,101,9,4608,on_policy,analysis-on_policy-101-9,False,36.31784313072214,0.9999999969746769,0.9993141831686768,0.058977878240389525,43720.72024788197
CartPole-v1,gpomdp_reward_only,gpomdp_reward_only,101,9,4608,fixed_reference,analysis-fixed_reference-101-9,False,36.31784313072214,0.9999999434835626,0.7441200018412866,0.004678066178649893,203734.6718278926
CartPole-v1,gpomdp_reward_only,gpomdp_reward_only,101,12,6144,on_policy,analysis-on_policy-101-12,False,53.62316297326461,0.9999966967487147,0.9664219733097684,9.110822904123962e-05,32625583.91029167
CartPole-v1,gpomdp_reward_only,gpomdp_reward_only,101,12,6144,fixed_reference,analysis-fixed_reference-101-12,False,53.62316297326461,0.9999833016713987,0.9117601978095567,7.46474098651979e-05,33011651.40351617
CartPole-v1,gpomdp_reward_only,gpomdp_reward_only,101,15,7680,on_policy,analysis-on_policy-101-15,False,10.541124079415077,0.9999997596067457,0.9828259492831424,0.00020994280001703368,522044.14556493325
CartPole-v1,gpomdp_reward_only,gpomdp_reward_only,101,15,7680,fixed_reference,analysis-fixed_reference-101-15,False,10.541124079415077,0.9999993133700108,0.9904999780647278,0.00012468287255500084,804884.1995693776
CartPole-v1,gpomdp_reward_only,gpomdp_reward_only,101,18,9216,on_policy,analysis-on_policy-101-18,False,13.036467533723929,0.9999991994291182,0.1232998502697579,2.608412794056661e-05,766188.7410345995
CartPole-v1,gpomdp_reward_only,gpomdp_reward_only,101,18,9216,fixed_reference,analysis-fixed_reference-101-18,False,13.036467533723929,0.999993153231475,0.022773602986996287,4.0200354789507526e-07,8520243.90430609
CartPole-v1,gpomdp_reward_only,gpomdp_reward_only,101,21,10752,on_policy,analysis-on_policy-101-21,False,5.480628231940254,0.9999993163988737,0.006429249546618484,4.944351739080257e-07,385174.06745500467
CartPole-v1,gpomdp_reward_only,gpomdp_reward_only,101,21,10752,fixed_reference,analysis-fixed_reference-101-21,False,5.480628231940254,0.9999986186016699,0.3809311196624525,7.076612186331778e-05,139237.36646036623
CartPole-v1,gpomdp_reward_only,gpomdp_reward_only,101,24,12288,on_policy,analysis-on_policy-101-24,False,3.408591912821599,0.9999994373602582,0.8963707833828579,0.0008121804294942218,51431.116520480966
CartPole-v1,gpomdp_reward_only,gpomdp_reward_only,101,24,12288,fixed_reference,analysis-fixed_reference-101-24,False,3.408591912821599,0.9999904895037123,0.01665145731531183,1.0334061307564342e-06,157543.43492304545
CartPole-v1,gpomdp_reward_only,gpomdp_reward_only,101,27,13824,on_policy,analysis-on_policy-101-27,False,34.67924387573707,0.9999999519646506,0.9935241783307974,0.003551870102844651,1379931.6949949057
CartPole-v1,gpomdp_reward_only,gpomdp_reward_only,101,27,13824,fixed_reference,analysis-fixed_reference-101-27,False,34.67924387573707,0.9999979033332881,0.03027376317480985,2.6918762576223064e-06,11187886.816358292
CartPole-v1,gpomdp_reward_only,gpomdp_reward_only,101,30,15360,on_policy,analysis-on_policy-101-30,False,30.868182757577156,0.9999999969205173,0.9909213175175198,0.015361567043166841,92055.82867410865
CartPole-v1,gpomdp_reward_only,gpomdp_reward_only,101,30,15360,fixed_reference,analysis-fixed_reference-101-30,False,30.868182757577156,0.999998823528889,0.9938178021096291,0.00011558641783242823,8765291.417856228
CartPole-v1,gpomdp_reward_only,gpomdp_reward_only,102,0,0,on_policy,analysis-on_policy-102-0,False,29.089078740954843,0.9999999796562447,0.9980713343579535,0.004771802616439231,217946.6163283953
CartPole-v1,gpomdp_reward_only,gpomdp_reward_only,102,0,0,fixed_reference,analysis-fixed_reference-102-0,False,29.089078740954843,0.9999998195141612,0.8830169861508446,0.0008371849300921907,1043919.3062721166
CartPole-v1,gpomdp_reward_only,gpomdp_reward_only,102,3,1536,on_policy,analysis-on_policy-102-3,False,1.942778068995269,0.9999993869300974,0.1323689618315883,3.668936848699416e-06,167234.52639937677
CartPole-v1,gpomdp_reward_only,gpomdp_reward_only,102,3,1536,fixed_reference,analysis-fixed_reference-102-3,False,1.942778068995269,0.9999470689631772,0.08250240856996548,1.4119240276083174e-07,2539366.8467095266
CartPole-v1,gpomdp_reward_only,gpomdp_reward_only,102,6,3072,on_policy,analysis-on_policy-102-6,False,2.1957229547797916,0.9998842711103789,0.5093017312200842,1.544791125283265e-06,1814581.4144008406
CartPole-v1,gpomdp_reward_only,gpomdp_reward_only,102,6,3072,fixed_reference,analysis-fixed_reference-102-6,False,2.1957229547797916,0.9999608694658593,0.43380540717023697,1.582154094079077e-06,1493541.1865948061
CartPole-v1,gpomdp_reward_only,gpomdp_reward_only,102,9,4608,on_policy,analysis-on_policy-102-9,False,24.393236272478312,0.999999988723981,0.7017661014716071,0.002385184134670075,199136.7858193087
CartPole-v1,gpomdp_reward_only,gpomdp_reward_only,102,9,4608,fixed_reference,analysis-fixed_reference-102-9,False,24.393236272478312,0.9999998275203943,0.987032909602623,0.0003236496035830253,2008436.7822380033
CartPole-v1,gpomdp_reward_only,gpomdp_reward_only,102,12,6144,on_policy,analysis-on_policy-102-12,False,22.656906660516373,0.9999996495403779,0.11164671412321768,7.233753230995768e-05,921041.2446605599
CartPole-v1,gpomdp_reward_only,gpomdp_reward_only,102,12,6144,fixed_reference,analysis-fixed_reference-102-12,False,22.656906660516373,0.9999930674524604,0.004218863919223433,2.2654139556930632e-07,10328207.850340314
CartPole-v1,gpomdp_reward_only,gpomdp_reward_only,102,15,7680,on_policy,analysis-on_policy-102-15,False,48.195774473425324,0.9999999355804587,0.9747965922944498,0.0051379198653349655,506655.84712940245
CartPole-v1,gpomdp_reward_only,gpomdp_reward_only,102,15,7680,fixed_reference,analysis-fixed_reference-102-15,False,48.195774473425324,0.9999999814538021,0.9557187828646787,0.006715647613284952,347858.9362406798
CartPole-v1,gpomdp_reward_only,gpomdp_reward_only,102,18,9216,on_policy,analysis-on_policy-102-18,False,32.13533675461283,0.9999999519454311,0.9978170677036855,0.002864597493165022,518767.42290824064
CartPole-v1,gpomdp_reward_only,gpomdp_reward_only,102,18,9216,fixed_reference,analysis-fixed_reference-102-18,False,32.13533675461283,0.9999996284905099,0.9587642218991742,0.0007878907339692879,1287062.9636071331
CartPole-v1,gpomdp_reward_only,gpomdp_reward_only,102,21,10752,on_policy,analysis-on_policy-102-21,False,17.649955970978795,0.9999996850649088,0.9972888511816432,0.00029005171200636976,1189082.169348404
CartPole-v1,gpomdp_reward_only,gpomdp_reward_only,102,21,10752,fixed_reference,analysis-fixed_reference-102-21,False,17.649955970978795,0.9999996368215844,0.8633447535042986,0.00022682469904264084,1180741.396596468
CartPole-v1,gpomdp_reward_only,gpomdp_reward_only,102,24,12288,on_policy,analysis-on_policy-102-24,False,36.78660715135322,0.9999999450836147,0.9960443832044124,0.0018417565439469957,785384.4243028947
CartPole-v1,gpomdp_reward_only,gpomdp_reward_only,102,24,12288,fixed_reference,analysis-fixed_reference-102-24,False,36.78660715135322,0.9999994046647411,0.7255153547872114,0.000502762931776664,1891529.4759487333
CartPole-v1,gpomdp_reward_only,gpomdp_reward_only,102,27,13824,on_policy,analysis-on_policy-102-27,False,49.03183664734992,0.9999998205289775,0.9983077815587769,0.001601926875313006,5978501.43999456
CartPole-v1,gpomdp_reward_only,gpomdp_reward_only,102,27,13824,fixed_reference,analysis-fixed_reference-102-27,False,49.03183664734992,0.9999979465851466,0.9852519081951687,0.00046037448595214896,5604023.290760184
