environment,method,seed,update,environment_steps,deterministic_return,stochastic_return,deterministic_return_standard_deviation,stochastic_return_standard_deviation,episode_length,deterministic_termination_rate,stochastic_termination_rate,entropy,mean_min_probability,global_min_probability,barrier_value,beta,barrier_active,entropy_coefficient,entropy_bonus_active
Acrobot-v1,gpomdp_entropy_handoff,1161,0,0,-500.0,-498.4375,0.0,8.838834764831844,500.0,0.0,0.03125,1.087857961654663,0.28218549489974976,0.22022046148777008,-1.1095868349075317,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1161,50,192947,-95.96875,-394.625,20.50253229835674,97.40893182865727,96.96875,1.0,0.65625,1.0858023166656494,0.28160446882247925,0.18473093211650848,-1.1114985942840576,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1161,100,309248,-87.4375,-242.09375,23.730934622650583,50.56542193200102,88.4375,1.0,1.0,1.0487771034240723,0.22734493017196655,0.13025404512882233,-1.1511526107788086,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1161,150,409006,-85.3125,-258.125,20.640451201619882,62.50303218451137,86.3125,1.0,1.0,1.0518386363983154,0.22531525790691376,0.13475342094898224,-1.1481633186340332,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1161,200,510765,-115.59375,-267.78125,102.8151675063307,85.80049416167192,116.53125,0.9375,1.0,1.0553067922592163,0.2284477949142456,0.1378505975008011,-1.1449289321899414,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1161,249,612169,-285.53125,-243.03125,204.78328188678535,79.93928517641453,286.0625,0.53125,0.96875,1.0481818914413452,0.21841759979724884,0.13134899735450745,-1.1532702445983887,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1161,250,614148,-160.09375,-237.09375,149.33581109635577,78.93499137203492,160.9375,0.84375,0.96875,1.0514025688171387,0.22348514199256897,0.130592480301857,-1.1495352983474731,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1161,251,615906,-121.6875,-234.71875,101.42832762675962,52.88284945167982,122.625,0.9375,1.0,1.0467040538787842,0.21776774525642395,0.13016819953918457,-1.1547634601593018,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1161,300,689630,-279.28125,-145.34375,210.89352677855425,37.17318611753682,279.8125,0.53125,1.0,0.9014342427253723,0.13739536702632904,0.05543382838368416,-1.329114317893982,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1161,350,746552,-85.0,-113.34375,29.55585199409373,13.537544864846872,86.0,1.0,1.0,0.7979671359062195,0.1009930819272995,0.03216802328824997,-1.4814965724945068,0.0,False,0.0,False
