update,true_environment_steps,training_return,training_episode_length,beta
1,3819,-476.875,477.375,0.0
2,7454,-454.125,454.375,0.0
3,11079,-452.75,453.125,0.0
4,13857,-346.25,347.25,0.0
5,17074,-401.375,402.125,0.0
6,19943,-357.75,358.625,0.0
7,22747,-349.75,350.5,0.0
8,25798,-380.5,381.375,0.0
9,28710,-363.375,364.0,0.0
10,31612,-361.875,362.75,0.0
11,34171,-319.0,319.875,0.0
12,36441,-282.75,283.75,0.0
13,38990,-317.75,318.625,0.0
14,41769,-346.5,347.375,0.0
15,44037,-282.5,283.5,0.0
16,45837,-224.0,225.0,0.0
17,47796,-243.875,244.875,0.0
18,49798,-249.25,250.25,0.0
19,51728,-240.25,241.25,0.0
20,53493,-219.625,220.625,0.0
21,55176,-209.375,210.375,0.0
22,56990,-225.75,226.75,0.0
23,58809,-226.375,227.375,0.0
24,60798,-247.75,248.625,0.0
25,62611,-225.625,226.625,0.0
26,64224,-200.625,201.625,0.0
27,65712,-185.0,186.0,0.0
28,67328,-201.0,202.0,0.0
29,68728,-174.0,175.0,0.0
30,70450,-214.25,215.25,0.0
31,71966,-188.5,189.5,0.0
32,73475,-187.625,188.625,0.0
33,74854,-171.375,172.375,0.0
34,76535,-209.125,210.125,0.0
35,78094,-193.875,194.875,0.0
36,79659,-194.625,195.625,0.0
37,81032,-170.625,171.625,0.0
38,82493,-181.625,182.625,0.0
39,84055,-194.25,195.25,0.0
40,85410,-168.375,169.375,0.0
41,86907,-186.125,187.125,0.0
42,88223,-163.5,164.5,0.0
43,89701,-183.75,184.75,0.0
44,90991,-160.25,161.25,0.0
45,92365,-170.75,171.75,0.0
46,93627,-156.75,157.75,0.0
47,95127,-186.5,187.5,0.0
48,96422,-160.875,161.875,0.0
49,97559,-141.125,142.125,0.0
50,98871,-163.0,164.0,0.0
51,100036,-144.625,145.625,0.0
52,101198,-144.25,145.25,0.0
53,102260,-131.75,132.75,0.0
54,103405,-142.125,143.125,0.0
55,104714,-162.625,163.625,0.0
56,106223,-187.625,188.625,0.0
57,107701,-183.75,184.75,0.0
58,108956,-155.875,156.875,0.0
59,110161,-149.625,150.625,0.0
60,111241,-134.0,135.0,0.0
61,112345,-137.0,138.0,0.0
62,113444,-136.375,137.375,0.0
63,114518,-133.25,134.25,0.0
64,115640,-139.25,140.25,0.0
65,116788,-142.5,143.5,0.0
66,118040,-155.5,156.5,0.0
67,119294,-155.75,156.75,0.0
68,120330,-128.5,129.5,0.0
69,121364,-128.25,129.25,0.0
70,122632,-157.5,158.5,0.0
71,123901,-157.625,158.625,0.0
72,125030,-140.125,141.125,0.0
73,126263,-153.125,154.125,0.0
74,127463,-149.0,150.0,0.0
75,128472,-125.125,126.125,0.0
76,129603,-140.375,141.375,0.0
77,130651,-130.0,131.0,0.0
78,131811,-144.0,145.0,0.0
79,132886,-133.375,134.375,0.0
80,133947,-131.625,132.625,0.0
81,135008,-131.625,132.625,0.0
82,136094,-134.75,135.75,0.0
83,137107,-125.625,126.625,0.0
84,138172,-132.125,133.125,0.0
85,139151,-121.375,122.375,0.0
86,140118,-119.875,120.875,0.0
87,141159,-129.125,130.125,0.0
88,142085,-114.75,115.75,0.0
89,143077,-123.0,124.0,0.0
90,143985,-112.5,113.5,0.0
91,145169,-147.0,148.0,0.0
92,146112,-116.875,117.875,0.0
93,147021,-112.625,113.625,0.0
94,148080,-131.375,132.375,0.0
95,149082,-124.25,125.25,0.0
96,150130,-130.0,131.0,0.0
97,151059,-115.125,116.125,0.0
98,152023,-119.5,120.5,0.0
99,152958,-115.875,116.875,0.0
100,154174,-151.0,152.0,0.0
101,155188,-125.75,126.75,0.0
102,156282,-135.75,136.75,0.0
103,157622,-166.625,167.5,0.0
104,158616,-123.25,124.25,0.0
105,159511,-110.875,111.875,0.0
106,160506,-123.375,124.375,0.0
107,161514,-125.0,126.0,0.0
108,162418,-112.0,113.0,0.0
109,163313,-110.875,111.875,0.0
110,164178,-107.125,108.125,0.0
111,165194,-126.0,127.0,0.0
112,166378,-147.0,148.0,0.0
113,167440,-131.75,132.75,0.0
114,168633,-148.125,149.125,0.0
115,169536,-111.875,112.875,0.0
116,170543,-124.875,125.875,0.0
117,171612,-132.625,133.625,0.0
118,172609,-123.625,124.625,0.0
119,173550,-116.625,117.625,0.0
120,174419,-107.625,108.625,0.0
121,175424,-124.625,125.625,0.0
122,176434,-125.25,126.25,0.0
123,177322,-110.0,111.0,0.0
