method,seed,update,true_environment_steps,stochastic_return,deterministic_return,stochastic_termination_rate,deterministic_termination_rate,stochastic_episode_length,entropy,mean_min_probability,global_min_probability,minimum_probability_q01,minimum_probability_q05,minimum_probability_q10,action_margin_mean,action_margin_q10,beta,barrier_active
npg_reward_only,715,0,0,-482.78125,-226.0,0.3125,0.75,483.09375,1.0730072259902954,0.24870695173740387,0.15269522368907928,0.16151714324951172,0.17430700361728668,0.1831899881362915,0.04625554382801056,0.005298429634422064,0.0,False
npg_reward_only,715,50,98871,-164.75,-92.03125,0.96875,1.0,165.71875,0.8103317618370056,0.11207547783851624,0.011271821334958076,0.015590685419738293,0.02233985625207424,0.028535762801766396,0.37633129954338074,0.04847731068730354,0.0,False
npg_reward_only,715,100,154174,-133.1875,-500.0,1.0,0.0,134.1875,0.6013535261154175,0.08559579402208328,9.471293742535636e-05,0.00011423657997511327,0.0001955996558535844,0.0003561828634701669,0.5604085326194763,0.11094984412193298,0.0,False
npg_reward_only,715,150,201904,-102.875,-91.9375,1.0,0.96875,103.875,0.45129889249801636,0.06701592355966568,9.222956123267068e-07,1.2286210449019563e-06,2.078802253890899e-06,3.023863882845035e-06,0.6783931255340576,0.13358084857463837,0.0,False
npg_reward_only,715,200,247048,-106.84375,-84.125,1.0,1.0,107.84375,0.4111801087856293,0.05055873841047287,1.4783971380438743e-07,4.2457574522813957e-07,6.461424391090986e-07,1.0002370345318923e-06,0.6945112347602844,0.16187915205955505,0.0,False
npg_reward_only,715,249,293070,-124.75,-94.4375,0.96875,1.0,125.71875,0.41445720195770264,0.060309287160634995,5.182981510643003e-08,1.4879792331612407e-07,2.3055790165926737e-07,3.1790645493856573e-07,0.7042878270149231,0.13634677231311798,0.0,False
npg_reward_only,715,250,293928,-112.46875,-82.875,1.0,1.0,113.46875,0.45300862193107605,0.062253523617982864,5.727118690401767e-08,1.478764204421168e-07,3.169529350088851e-07,3.8943721847317647e-07,0.670013427734375,0.12658026814460754,0.0,False
npg_reward_only,715,251,295019,-122.65625,-87.8125,1.0,1.0,123.65625,0.42692404985427856,0.05786073952913284,6.267114116553785e-08,1.311510402501881e-07,3.521869871292438e-07,4.296322799746122e-07,0.6893724799156189,0.13670660555362701,0.0,False
npg_reward_only,715,300,341270,-112.34375,-109.875,1.0,1.0,113.34375,0.38597673177719116,0.037146762013435364,2.8134122587175625e-08,6.427724486002262e-08,1.694956779374479e-07,3.0309135468087334e-07,0.7192776203155518,0.23566165566444397,0.0,False
npg_reward_only,715,350,385733,-108.125,-94.8125,1.0,1.0,109.125,0.3563893735408783,0.03140757977962494,7.38132754918297e-09,1.6539496883183347e-08,2.3329430831608988e-08,2.9237108734037065e-08,0.7213115692138672,0.1562996655702591,0.0,False
npg_reward_only,715,400,431905,-112.0625,-99.6875,1.0,1.0,113.0625,0.38806524872779846,0.048030395060777664,5.615208742426603e-09,6.1701266318436865e-09,1.3876245041899438e-08,1.9249808858035067e-08,0.7193796634674072,0.17984341084957123,0.0,False
npg_reward_only,715,450,476835,-111.65625,-125.3125,1.0,0.9375,112.65625,0.4222283363342285,0.06139158084988594,1.3941019449958958e-09,2.059272530274825e-09,2.7369673194499455e-09,4.654030050232905e-09,0.6961042284965515,0.16514450311660767,0.0,False
npg_reward_only,715,500,522538,-113.5,-97.90625,1.0,1.0,114.5,0.40172213315963745,0.04874299839138985,8.066691203900689e-10,1.1638948693715179e-09,1.5673294884166467e-09,2.6583186762962896e-09,0.7023375630378723,0.1542191505432129,0.0,False
npg_reward_only,715,600,615426,-111.1875,-79.96875,0.96875,1.0,112.15625,0.32678699493408203,0.041608817875385284,4.658651242550604e-10,4.835287725768467e-10,5.152195892144107e-10,1.3980702151528135e-09,0.7876473069190979,0.3451582193374634,0.0,False
npg_reward_only,715,750,750549,-115.03125,-170.4375,1.0,0.84375,116.03125,0.3510604202747345,0.055524248629808426,1.493318108058972e-10,2.546115818180539e-10,4.79546347076365e-10,7.913185107177867e-10,0.7654531002044678,0.2218640297651291,0.0,False
npg_reward_only,715,850,841067,-110.90625,-106.40625,1.0,0.96875,111.90625,0.39029234647750854,0.05168849229812622,1.8740071994205465e-10,2.2967470980628235e-10,3.3499358842448146e-10,4.947678933220345e-10,0.7204528450965881,0.2368091344833374,0.0,False
npg_reward_only,715,1000,972654,-104.28125,-88.875,1.0,1.0,105.28125,0.41711413860321045,0.06241487339138985,1.2490498912942627e-10,2.1797748328555855e-10,3.1461711014202365e-10,5.181833295786475e-10,0.6875293254852295,0.10825067013502121,0.0,False
