environment,method,seed,update,environment_steps,deterministic_return,stochastic_return,episode_length,entropy,mean_min_probability,global_min_probability,barrier_value,beta,barrier_active
Acrobot-v1,npg_reward_only,301,0,0,-500.0,-500.0,500.0,1.0957791805267334,0.30499541759490967,0.24332767724990845,-1.1015182733535767,0.0,False
Acrobot-v1,npg_reward_only,301,5,12857,-166.6,-163.0,167.6,0.03159809485077858,4.874438559454575e-07,3.6495521708955645e-24,-18.930049896240234,0.0,False
Acrobot-v1,npg_reward_only,301,11,25151,-198.6,-216.8,199.6,0.0019374388502910733,3.8111118101369357e-06,4.321642350459128e-28,-27.13361358642578,0.0,False
Acrobot-v1,npg_reward_only,301,15,39060,-500.0,-500.0,500.0,3.3847152280941373e-06,1.1047377235229305e-08,2.7036624503494455e-20,-11.842377662658691,0.0,False
Acrobot-v1,npg_reward_only,301,18,51060,-500.0,-500.0,500.0,3.3493083719804417e-06,1.0644452430597084e-08,2.69632897723128e-20,-12.494402885437012,0.0,False
Acrobot-v1,npg_reward_only,301,21,63060,-500.0,-500.0,500.0,3.13972782350902e-06,9.793845734407114e-09,2.6936663280759116e-20,-13.28920841217041,0.0,False
Acrobot-v1,npg_reward_only,301,24,75060,-500.0,-500.0,500.0,3.114754008493037e-06,9.826297997506117e-09,2.694642627380923e-20,-13.80811595916748,0.0,False
Acrobot-v1,npg_reward_only,301,27,87060,-500.0,-500.0,500.0,3.1587467219651444e-06,1.0387569915337735e-08,2.6957119845048464e-20,-13.031282424926758,0.0,False
Acrobot-v1,npg_reward_only,301,30,99060,-500.0,-500.0,500.0,3.2082293728308287e-06,9.897004993320024e-09,2.6952184226354422e-20,-13.817521095275879,0.0,False
Acrobot-v1,npg_reward_only,301,33,111060,-500.0,-500.0,500.0,2.9975478810229106e-06,9.497194142227272e-09,2.694293175883862e-20,-13.894139289855957,0.0,False
Acrobot-v1,npg_reward_only,301,36,122880,-500.0,-500.0,500.0,3.2297093639499508e-06,1.0083303081387385e-08,2.7006833076745474e-20,-12.797855377197266,0.0,False
