update,true_environment_steps,training_return,training_episode_length,beta
1,4000,-500.0,500.0,546.4135158976487
2,8000,-500.0,500.0,546.4135158976487
3,12000,-500.0,500.0,546.4135158976487
4,16000,-500.0,500.0,546.4135158976487
5,20000,-500.0,500.0,546.4135158976487
6,24000,-500.0,500.0,546.4135158976487
7,28000,-500.0,500.0,546.4135158976487
8,32000,-500.0,500.0,546.4135158976487
9,36000,-500.0,500.0,546.4135158976487
10,39991,-498.75,498.875,546.4135158976487
11,43991,-500.0,500.0,546.4135158976487
12,47991,-500.0,500.0,546.4135158976487
13,51991,-500.0,500.0,546.4135158976487
14,55991,-500.0,500.0,546.4135158976487
15,59829,-479.5,479.75,546.4135158976487
16,63639,-476.0,476.25,546.4135158976487
17,67514,-484.125,484.375,546.4135158976487
18,71514,-500.0,500.0,546.4135158976487
19,75430,-489.25,489.5,546.4135158976487
20,78494,-382.125,383.0,546.4135158976487
21,82305,-476.25,476.375,546.4135158976487
22,85977,-458.375,459.0,546.4135158976487
23,89345,-420.625,421.0,546.4135158976487
24,92986,-454.625,455.125,546.4135158976487
25,96781,-474.125,474.375,546.4135158976487
26,100473,-461.125,461.5,546.4135158976487
27,104033,-444.375,445.0,546.4135158976487
28,107828,-474.0,474.375,546.4135158976487
29,111467,-454.5,454.875,546.4135158976487
30,115117,-455.875,456.25,546.4135158976487
31,118489,-420.875,421.5,546.4135158976487
32,121375,-359.875,360.75,546.4135158976487
33,124343,-370.0,371.0,546.4135158976487
34,127789,-430.375,430.75,546.4135158976487
35,131609,-477.25,477.5,546.4135158976487
36,135222,-451.125,451.625,546.4135158976487
37,138122,-361.625,362.5,546.4135158976487
38,141573,-430.625,431.375,546.4135158976487
39,145417,-479.875,480.5,546.4135158976487
40,148070,-330.75,331.625,546.4135158976487
41,151467,-424.0,424.625,546.4135158976487
42,154451,-372.25,373.0,546.4135158976487
43,158070,-451.875,452.375,546.4135158976487
44,161129,-381.625,382.375,546.4135158976487
45,164393,-407.5,408.0,546.4135158976487
46,166993,-324.0,325.0,546.4135158976487
47,170674,-459.75,460.125,546.4135158976487
48,174047,-420.875,421.625,546.4135158976487
49,176960,-363.25,364.125,546.4135158976487
50,180339,-421.75,422.375,546.4135158976487
51,183617,-408.875,409.75,546.4135158976487
52,186719,-386.75,387.75,546.4135158976487
53,189576,-356.25,357.125,546.4135158976487
54,192599,-377.0,377.875,546.4135158976487
55,195373,-345.875,346.75,546.4135158976487
56,197976,-324.375,325.375,546.4135158976487
57,200173,-273.625,274.625,546.4135158976487
58,202096,-239.375,240.375,546.4135158976487
59,204440,-292.0,293.0,546.4135158976487
60,206716,-283.5,284.5,546.4135158976487
61,209113,-298.75,299.625,546.4135158976487
62,211418,-287.125,288.125,546.4135158976487
63,214246,-352.625,353.5,546.4135158976487
64,216479,-278.125,279.125,546.4135158976487
65,218624,-267.125,268.125,546.4135158976487
66,221056,-303.0,304.0,546.4135158976487
67,223522,-307.25,308.25,546.4135158976487
68,225528,-249.75,250.75,546.4135158976487
69,227703,-270.875,271.875,546.4135158976487
70,229678,-245.875,246.875,546.4135158976487
71,231722,-254.5,255.5,546.4135158976487
72,234022,-286.5,287.5,546.4135158976487
73,236013,-247.875,248.875,546.4135158976487
74,238088,-258.375,259.375,546.4135158976487
75,239892,-224.5,225.5,546.4135158976487
76,241595,-211.875,212.875,546.4135158976487
77,243327,-215.5,216.5,546.4135158976487
78,245248,-239.125,240.125,546.4135158976487
79,246919,-207.875,208.875,546.4135158976487
80,248599,-209.0,210.0,546.4135158976487
81,250367,-220.0,221.0,546.4135158976487
82,252228,-231.625,232.625,546.4135158976487
83,254248,-251.5,252.5,546.4135158976487
84,256266,-251.25,252.25,546.4135158976487
85,258046,-221.5,222.5,546.4135158976487
86,259871,-227.125,228.125,546.4135158976487
87,261973,-261.75,262.75,546.4135158976487
88,263789,-226.0,227.0,546.4135158976487
89,265765,-246.0,247.0,546.4135158976487
90,267757,-248.0,249.0,546.4135158976487
91,269666,-237.625,238.625,546.4135158976487
92,272357,-335.5,336.375,546.4135158976487
93,274645,-285.0,286.0,546.4135158976487
94,277300,-330.875,331.875,546.4135158976487
95,279172,-233.0,234.0,546.4135158976487
96,281322,-267.75,268.75,546.4135158976487
97,283421,-261.5,262.375,546.4135158976487
98,285203,-221.75,222.75,546.4135158976487
99,287139,-241.0,242.0,546.4135158976487
100,289177,-253.875,254.75,546.4135158976487
101,290923,-217.25,218.25,546.4135158976487
102,292714,-222.875,223.875,546.4135158976487
103,295307,-323.25,324.125,546.4135158976487
104,297572,-282.125,283.125,546.4135158976487
105,299465,-235.625,236.625,546.4135158976487
106,301363,-236.25,237.25,546.4135158976487
107,303370,-249.875,250.875,546.4135158976487
108,305230,-231.5,232.5,546.4135158976487
109,307185,-243.375,244.375,546.4135158976487
110,308905,-214.0,215.0,546.4135158976487
111,310984,-258.875,259.875,546.4135158976487
112,312944,-244.0,245.0,546.4135158976487
113,314763,-226.375,227.375,546.4135158976487
114,316726,-244.375,245.375,546.4135158976487
115,318476,-217.75,218.75,546.4135158976487
116,320414,-241.25,242.25,546.4135158976487
117,322457,-254.375,255.375,546.4135158976487
118,324476,-251.375,252.375,546.4135158976487
119,326382,-237.25,238.25,546.4135158976487
120,328461,-258.875,259.875,546.4135158976487
121,330434,-245.625,246.625,546.4135158976487
122,332376,-241.75,242.75,546.4135158976487
123,334307,-240.375,241.375,546.4135158976487
124,336414,-262.375,263.375,546.4135158976487
125,338456,-254.375,255.25,546.4135158976487
126,340652,-273.5,274.5,546.4135158976487
127,342654,-249.25,250.25,546.4135158976487
128,344565,-237.875,238.875,546.4135158976487
129,346688,-264.375,265.375,546.4135158976487
130,348827,-266.375,267.375,546.4135158976487
131,350574,-217.375,218.375,546.4135158976487
132,352495,-239.125,240.125,546.4135158976487
133,354382,-234.875,235.875,546.4135158976487
134,356860,-308.75,309.75,546.4135158976487
135,359104,-279.5,280.5,546.4135158976487
136,361055,-242.875,243.875,546.4135158976487
137,363027,-245.5,246.5,546.4135158976487
138,364933,-237.25,238.25,546.4135158976487
139,367266,-290.625,291.625,546.4135158976487
140,369237,-245.375,246.375,546.4135158976487
141,371088,-230.375,231.375,546.4135158976487
142,372798,-212.75,213.75,546.4135158976487
143,374669,-232.875,233.875,546.4135158976487
144,376402,-215.625,216.625,546.4135158976487
145,378026,-202.0,203.0,546.4135158976487
146,379820,-223.25,224.25,546.4135158976487
147,381421,-199.125,200.125,546.4135158976487
148,383204,-221.875,222.875,546.4135158976487
149,385048,-229.5,230.5,546.4135158976487
150,386945,-236.125,237.125,546.4135158976487
151,388684,-216.375,217.375,546.4135158976487
152,390425,-216.625,217.625,546.4135158976487
153,392073,-205.0,206.0,546.4135158976487
154,393929,-231.0,232.0,546.4135158976487
155,396001,-258.0,259.0,546.4135158976487
156,397782,-221.625,222.625,546.4135158976487
157,399884,-261.75,262.75,546.4135158976487
158,401614,-215.25,216.25,546.4135158976487
159,403438,-227.0,228.0,546.4135158976487
160,405128,-210.25,211.25,546.4135158976487
161,406962,-228.25,229.25,546.4135158976487
162,408635,-208.125,209.125,546.4135158976487
163,410601,-244.75,245.75,546.4135158976487
164,412396,-223.375,224.375,546.4135158976487
165,414225,-227.625,228.625,546.4135158976487
166,416008,-221.875,222.875,546.4135158976487
167,417850,-229.25,230.25,546.4135158976487
168,419514,-207.0,208.0,546.4135158976487
169,421520,-249.75,250.75,546.4135158976487
170,423168,-205.0,206.0,546.4135158976487
171,424753,-197.125,198.125,546.4135158976487
172,426703,-242.75,243.75,546.4135158976487
173,428480,-221.125,222.125,546.4135158976487
174,430511,-252.875,253.875,546.4135158976487
175,432792,-284.125,285.125,546.4135158976487
176,434759,-244.875,245.875,546.4135158976487
177,436674,-238.375,239.375,546.4135158976487
178,438776,-261.75,262.75,546.4135158976487
