environment,method,seed,update,environment_steps,deterministic_return,stochastic_return,episode_length,entropy,mean_min_probability,global_min_probability,barrier_value,beta,barrier_active
Acrobot-v1,gpomdp_entropy_fixed,306,0,0,-500.0,-500.0,500.0,1.0962234735488892,0.30625462532043457,0.2446736842393875,-1.101047396659851,0.0,False
Acrobot-v1,gpomdp_entropy_fixed,306,4,16000,-500.0,-500.0,500.0,1.0966036319732666,0.30815809965133667,0.2637852728366852,-1.1006524562835693,0.0,False
Acrobot-v1,gpomdp_entropy_fixed,306,7,28000,-500.0,-500.0,500.0,1.0960625410079956,0.3057651221752167,0.24061888456344604,-1.101206660270691,0.0,False
Acrobot-v1,gpomdp_entropy_fixed,306,10,40000,-500.0,-500.0,500.0,1.0964109897613525,0.3072611689567566,0.2625992000102997,-1.1008479595184326,0.0,False
Acrobot-v1,gpomdp_entropy_fixed,306,13,52000,-500.0,-500.0,500.0,1.095903754234314,0.3050382435321808,0.24390798807144165,-1.1013721227645874,0.0,False
Acrobot-v1,gpomdp_entropy_fixed,306,16,64000,-500.0,-500.0,500.0,1.0964428186416626,0.30789151787757874,0.24461881816387177,-1.1008186340332031,0.0,False
Acrobot-v1,gpomdp_entropy_fixed,306,19,76000,-500.0,-500.0,500.0,1.0968043804168701,0.3099201023578644,0.2562497854232788,-1.1004468202590942,0.0,False
Acrobot-v1,gpomdp_entropy_fixed,306,22,88000,-500.0,-500.0,500.0,1.097020149230957,0.3110252916812897,0.26405930519104004,-1.100225806236267,0.0,False
Acrobot-v1,gpomdp_entropy_fixed,306,25,100000,-500.0,-500.0,500.0,1.0962085723876953,0.3069060444831848,0.2478000968694687,-1.1010574102401733,0.0,False
Acrobot-v1,gpomdp_entropy_fixed,306,28,112000,-500.0,-500.0,500.0,1.0962152481079102,0.3065813481807709,0.24303331971168518,-1.1010487079620361,0.0,False
Acrobot-v1,gpomdp_entropy_fixed,306,31,122880,-500.0,-500.0,500.0,1.0966557264328003,0.3091075122356415,0.2555646300315857,-1.1005984544754028,0.0,False
