environment,method,seed,update,environment_steps,deterministic_return,stochastic_return,deterministic_return_standard_deviation,stochastic_return_standard_deviation,episode_length,deterministic_termination_rate,stochastic_termination_rate,entropy,mean_min_probability,global_min_probability,barrier_value,beta,barrier_active,entropy_coefficient,entropy_bonus_active
Acrobot-v1,gpomdp_entropy_handoff,1169,0,0,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.0736833810806274,0.24476177990436554,0.1753622442483902,-1.1248000860214233,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1169,50,195088,-500.0,-395.6875,0.0,81.44003830248164,500.0,0.0,0.78125,1.0769449472427368,0.26080140471458435,0.19036394357681274,-1.12055504322052,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1169,100,304044,-151.96875,-256.96875,154.2824147725998,49.581138697251895,152.8125,0.84375,1.0,1.0489808320999146,0.23525922000408173,0.17678862810134888,-1.1483653783798218,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1169,150,404018,-500.0,-244.09375,0.0,44.14226222698752,500.0,0.0,1.0,1.0343866348266602,0.22524453699588776,0.1510552614927292,-1.1637685298919678,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1169,200,497151,-378.1875,-235.21875,184.8295531284903,47.53995560612418,378.5,0.3125,1.0,1.0448719263076782,0.23402661085128784,0.13671770691871643,-1.1531282663345337,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1169,249,593760,-81.15625,-229.125,7.679505087380096,58.92190019492451,82.15625,1.0,1.0,1.0457072257995605,0.23837922513484955,0.14715322852134705,-1.1518412828445435,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1169,250,595554,-90.71875,-234.4375,32.81741706629615,45.51918241513061,91.71875,1.0,1.0,1.0427391529083252,0.23557139933109283,0.14586886763572693,-1.1548391580581665,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1169,251,597758,-81.1875,-244.28125,9.191291460381256,69.19222144189703,82.1875,1.0,0.96875,1.0415136814117432,0.23446761071681976,0.14478828012943268,-1.1560946702957153,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1169,300,664232,-82.84375,-135.90625,16.315655207153334,30.76273339820492,83.84375,1.0,1.0,0.8310732841491699,0.1340075135231018,0.04731554538011551,-1.411158800125122,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1169,350,711997,-92.40625,-112.65625,74.75200261639344,21.431976975929548,93.375,0.96875,1.0,0.7410399913787842,0.10721275210380554,0.02801879122853279,-1.5531643629074097,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1169,400,756069,-84.03125,-102.65625,10.113817998962066,22.756224777608264,85.03125,1.0,1.0,0.5917953848838806,0.07618758082389832,0.013791768811643124,-1.8332748413085938,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1169,450,796931,-80.625,-114.78125,6.538965095191213,51.961359325014065,81.625,1.0,1.0,0.49866345524787903,0.05638345703482628,0.009539950639009476,-2.0381014347076416,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1169,500,835731,-85.375,-97.3125,19.674365178101436,35.048756362824705,86.375,1.0,1.0,0.4452812373638153,0.048786092549562454,0.006310909520834684,-2.1904540061950684,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1169,550,873417,-87.4375,-108.25,34.18161881064338,48.08124844066451,88.4375,1.0,1.0,0.3987780213356018,0.041151951998472214,0.005458306986838579,-2.320453405380249,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1169,600,912104,-84.75,-94.6875,11.886560586672882,26.66692708206178,85.75,1.0,1.0,0.3907029926776886,0.03977525606751442,0.004798969719558954,-2.3492820262908936,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1169,650,949806,-84.71875,-87.1875,34.028673274735674,15.143267427708485,85.71875,1.0,1.0,0.3820517063140869,0.039952993392944336,0.0039766631089150906,-2.3936755657196045,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1169,700,986851,-81.1875,-92.40625,10.62388514075105,41.18789312798824,82.1875,1.0,1.0,0.3617286682128906,0.03717828541994095,0.003595124464482069,-2.463325023651123,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1169,750,1023108,-76.375,-83.71875,7.7781745930520225,12.394677252496265,77.375,1.0,1.0,0.31607624888420105,0.03186925873160362,0.0023128772154450417,-2.660431385040283,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1169,800,1059028,-80.875,-84.21875,8.334731065576374,11.806871632313763,81.875,1.0,1.0,0.28157585859298706,0.027701430022716522,0.0016470851842314005,-2.815746307373047,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1169,850,1094183,-85.0,-92.6875,18.554192639835584,40.206272580764185,86.0,1.0,1.0,0.2477121353149414,0.023789329454302788,0.001251014182344079,-2.996445655822754,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1169,900,1129348,-79.875,-84.8125,9.807008685365721,17.278436122482546,80.875,1.0,1.0,0.2551467716693878,0.02546202391386032,0.0012792035704478621,-2.963597059249878,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1169,950,1164267,-85.09375,-87.0,15.889455572394441,21.302733430546024,86.09375,1.0,1.0,0.2429777979850769,0.023552952334284782,0.0010953122982755303,-3.035766363143921,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1169,1000,1199900,-90.59375,-82.0,39.59867982077669,14.066661570604998,91.59375,1.0,1.0,0.23822513222694397,0.022943750023841858,0.0009547131485305727,-3.067171812057495,0.0,False,0.0,False
