environment,method,seed,update,environment_steps,deterministic_return,stochastic_return,episode_length,entropy,mean_min_probability,global_min_probability,barrier_value,beta,barrier_active
Acrobot-v1,gpomdp_reward_only,202,0,0,-500.0,-500.0,500.0,1.0826302766799927,0.25446629524230957,0.21647129952907562,-1.1152971982955933,0.0,False
Acrobot-v1,gpomdp_reward_only,202,5,5120,-500.0,-500.0,500.0,1.0836223363876343,0.25704479217529297,0.2275714874267578,-1.1142160892486572,0.0,False
Acrobot-v1,gpomdp_reward_only,202,10,10240,-500.0,-500.0,500.0,1.0831904411315918,0.25583717226982117,0.22549159824848175,-1.1146857738494873,0.0,False
Acrobot-v1,gpomdp_reward_only,202,15,15360,-500.0,-500.0,500.0,1.0815494060516357,0.2529900372028351,0.21473336219787598,-1.116407871246338,0.0,False
Acrobot-v1,gpomdp_reward_only,202,20,20480,-500.0,-500.0,500.0,1.0833178758621216,0.2563048005104065,0.22867952287197113,-1.1145387887954712,0.0,False
Acrobot-v1,gpomdp_reward_only,202,25,25600,-500.0,-500.0,500.0,1.083321452140808,0.25721603631973267,0.2337588518857956,-1.114477515220642,0.0,False
Acrobot-v1,gpomdp_reward_only,202,30,30720,-500.0,-500.0,500.0,1.082026481628418,0.2554928660392761,0.2268550843000412,-1.1157852411270142,0.0,False
Acrobot-v1,gpomdp_reward_only,202,35,35840,-500.0,-500.0,500.0,1.0826852321624756,0.2569374442100525,0.225990891456604,-1.1150727272033691,0.0,False
Acrobot-v1,gpomdp_reward_only,202,40,40960,-500.0,-500.0,500.0,1.0817095041275024,0.255329966545105,0.21820364892482758,-1.116092324256897,0.0,False
Acrobot-v1,gpomdp_reward_only,202,45,46080,-500.0,-500.0,500.0,1.0829763412475586,0.25734949111938477,0.22298459708690643,-1.1147847175598145,0.0,False
Acrobot-v1,gpomdp_reward_only,202,50,51200,-500.0,-500.0,500.0,1.0820972919464111,0.25625643134117126,0.21772322058677673,-1.1156829595565796,0.0,False
