method,seed,update,true_environment_steps,stochastic_return,deterministic_return,stochastic_termination_rate,deterministic_termination_rate,stochastic_episode_length,entropy,mean_min_probability,global_min_probability,minimum_probability_q01,minimum_probability_q05,minimum_probability_q10,action_margin_mean,action_margin_q10,beta,barrier_active
gpomdp_logbarrier_handoff,725,0,0,-458.71875,-500.0,0.4375,0.0,459.15625,1.0454163551330566,0.22933466732501984,0.2051791250705719,0.21470510959625244,0.21834775805473328,0.2204863727092743,0.19561061263084412,0.12794718146324158,546.4135158976487,True
gpomdp_logbarrier_handoff,725,50,128074,-215.65625,-87.4375,1.0,1.0,216.65625,1.0195081233978271,0.22773422300815582,0.10677937418222427,0.11393895745277405,0.12455733120441437,0.13936041295528412,0.22556792199611664,0.04437436908483505,546.4135158976487,True
gpomdp_logbarrier_handoff,725,100,222894,-278.53125,-88.03125,1.0,1.0,279.53125,1.05031156539917,0.24188819527626038,0.12340611964464188,0.1363777071237564,0.15324489772319794,0.17232923209667206,0.1449781209230423,0.016560746356844902,546.4135158976487,True
gpomdp_logbarrier_handoff,725,150,327338,-279.34375,-312.4375,1.0,0.46875,280.34375,1.0628328323364258,0.24891725182533264,0.1421402096748352,0.16023778915405273,0.18035927414894104,0.1875232756137848,0.11555373668670654,0.015899956226348877,546.4135158976487,True
gpomdp_logbarrier_handoff,725,200,424947,-205.3125,-81.28125,1.0,1.0,206.3125,1.029982566833496,0.22967024147510529,0.10061053931713104,0.11055435985326767,0.12696784734725952,0.14629681408405304,0.19727255403995514,0.04451954364776611,546.4135158976487,True
gpomdp_logbarrier_handoff,725,249,522944,-239.9375,-85.75,1.0,1.0,240.9375,1.0498600006103516,0.24532772600650787,0.12134326249361038,0.137837216258049,0.16432444751262665,0.17733509838581085,0.16354449093341827,0.035257287323474884,546.4135158976487,True
gpomdp_logbarrier_handoff,725,250,524839,-246.875,-82.90625,0.96875,1.0,247.84375,1.0443779230117798,0.2408457249403,0.12027935683727264,0.13570328056812286,0.1580006182193756,0.1722244769334793,0.17444196343421936,0.03818848729133606,0.0,False
gpomdp_logbarrier_handoff,725,251,526755,-244.78125,-90.3125,1.0,1.0,245.78125,1.0487817525863647,0.24529331922531128,0.11300276219844818,0.13426527380943298,0.15846404433250427,0.1724889725446701,0.16335630416870117,0.034490205347537994,0.0,False
gpomdp_logbarrier_handoff,725,300,593324,-124.46875,-85.59375,1.0,1.0,125.46875,0.8351904153823853,0.1310543715953827,0.03300659358501434,0.03420170396566391,0.03684233874082565,0.04204351082444191,0.4173054099082947,0.1050054132938385,0.0,False
gpomdp_logbarrier_handoff,725,350,639794,-101.28125,-85.21875,1.0,1.0,102.28125,0.62288498878479,0.07372120767831802,0.011837727390229702,0.01200899388641119,0.012489330023527145,0.013610996305942535,0.6046435832977295,0.22445911169052124,0.0,False
gpomdp_logbarrier_handoff,725,400,682593,-102.78125,-83.375,1.0,1.0,103.78125,0.5749369263648987,0.06638361513614655,0.008928962051868439,0.009015022777020931,0.009281564503908157,0.009997712448239326,0.6359409689903259,0.21447890996932983,0.0,False
gpomdp_logbarrier_handoff,725,450,722017,-101.625,-95.09375,1.0,1.0,102.625,0.5020312666893005,0.052597127854824066,0.006349203642457724,0.006400574464350939,0.006552825216203928,0.0070053148083388805,0.6958819627761841,0.2979508638381958,0.0,False
gpomdp_logbarrier_handoff,725,500,761909,-91.6875,-82.0625,1.0,1.0,92.6875,0.4516873061656952,0.04479312524199486,0.004552214406430721,0.004564250353723764,0.004612613469362259,0.0047614434733986855,0.7321317791938782,0.34968703985214233,0.0,False
gpomdp_logbarrier_handoff,725,600,837618,-93.6875,-85.15625,1.0,1.0,94.6875,0.40538761019706726,0.037495434284210205,0.003328051185235381,0.0033361967653036118,0.0033712382428348064,0.003477697027847171,0.7667998671531677,0.4196227192878723,0.0,False
gpomdp_logbarrier_handoff,725,750,947942,-106.5625,-86.1875,0.96875,1.0,107.53125,0.2997426688671112,0.024161653593182564,0.0017763314535841346,0.0017767258686944842,0.0017854567850008607,0.0018087202915921807,0.8409590125083923,0.6107687950134277,0.0,False
gpomdp_logbarrier_handoff,725,850,1018915,-93.03125,-87.5625,1.0,1.0,94.03125,0.2600325644016266,0.022235263139009476,0.001019447692669928,0.001019755145534873,0.0010232834611088037,0.0010331216035410762,0.8613075017929077,0.6316794753074646,0.0,False
gpomdp_logbarrier_handoff,725,1000,1123517,-89.65625,-81.46875,1.0,1.0,90.65625,0.22670207917690277,0.019192339852452278,0.0007218612008728087,0.0007222421700134873,0.0007259293342940509,0.0007367810467258096,0.8813374638557434,0.7101337313652039,0.0,False
