environment,method,seed,update,environment_steps,deterministic_return,stochastic_return,deterministic_return_standard_deviation,stochastic_return_standard_deviation,episode_length,deterministic_termination_rate,stochastic_termination_rate,entropy,mean_min_probability,global_min_probability,barrier_value,beta,barrier_active,entropy_coefficient,entropy_bonus_active
Acrobot-v1,gpomdp_entropy_handoff,1142,0,0,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.0964057445526123,0.31325241923332214,0.2617107033729553,-1.1008070707321167,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1142,50,200000,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.0884289741516113,0.2878776788711548,0.21027755737304688,-1.108709692955017,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1142,100,400000,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.0960807800292969,0.30750706791877747,0.24608254432678223,-1.101194143295288,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1142,150,599874,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.0948486328125,0.2971374988555908,0.2730892300605774,-1.1024353504180908,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1142,200,799860,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.0976799726486206,0.3168068826198578,0.3011544942855835,-1.0995439291000366,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1142,249,995627,-375.59375,-494.3125,120.27250225378657,24.081096186602203,376.15625,0.5625,0.0625,1.0977451801300049,0.3187052011489868,0.29005444049835205,-1.0994759798049927,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1142,250,999627,-314.40625,-500.0,117.48434607461816,0.0,315.25,0.84375,0.0,1.0977624654769897,0.31888172030448914,0.2913852334022522,-1.0994582176208496,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1142,251,1003627,-342.6875,-498.75,119.39617908729392,7.0710678118654755,343.40625,0.71875,0.03125,1.097752332687378,0.31885573267936707,0.2918667197227478,-1.0994682312011719,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1142,300,1199561,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.0964789390563965,0.30768489837646484,0.2869141399860382,-1.1007524728775024,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1142,350,1399509,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.0967224836349487,0.31232738494873047,0.28948020935058594,-1.100493311882019,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1142,400,1599506,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.0956496000289917,0.3137783706188202,0.2897026538848877,-1.10152268409729,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1142,450,1799505,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.0927170515060425,0.2877197265625,0.2606127858161926,-1.1046236753463745,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1142,500,1999505,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.0967592000961304,0.3091737627983093,0.2936893403530121,-1.1004717350006104,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1142,550,2199183,-500.0,-496.8125,0.0,18.031222920256962,500.0,0.0,0.03125,1.0871738195419312,0.269465833902359,0.24139811098575592,-1.1103935241699219,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1142,600,2399034,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.056809425354004,0.21011964976787567,0.15884456038475037,-1.1445975303649902,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1142,650,2596174,-500.0,-495.03125,0.0,28.107494552165264,500.0,0.0,0.03125,1.062709093093872,0.21785219013690948,0.15603728592395782,-1.1386113166809082,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1142,700,2774972,-463.75,-254.28125,114.53890732114822,65.77784428200043,463.84375,0.09375,0.96875,1.02799391746521,0.20428642630577087,0.1028902679681778,-1.1768561601638794,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1142,750,2839271,-85.84375,-120.90625,23.847782577652115,25.66076379196646,86.84375,1.0,1.0,0.7654109001159668,0.09135493636131287,0.028472531586885452,-1.5475599765777588,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1142,800,2887282,-314.3125,-111.90625,202.1274649738976,31.589462692895022,314.78125,0.46875,1.0,0.6592850089073181,0.06489185988903046,0.01684734970331192,-1.7380752563476562,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1142,850,2932498,-84.4375,-109.25,22.695654692814745,26.587651754272162,85.4375,1.0,1.0,0.5953437089920044,0.05789189413189888,0.011903498321771622,-1.8878381252288818,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1142,900,2975896,-85.0625,-108.375,17.80709807732534,39.01178481995805,86.0625,1.0,1.0,0.5017422437667847,0.040885645896196365,0.006929644849151373,-2.127058506011963,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1142,950,3017700,-86.75,-99.59375,14.593414334400428,25.44932900439997,87.75,1.0,1.0,0.4480942189693451,0.03476324677467346,0.005184365436434746,-2.27605938911438,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1142,1000,3056738,-86.125,-96.90625,17.635649379375234,26.453073941750926,87.125,1.0,1.0,0.4081077575683594,0.03115357644855976,0.0037144352681934834,-2.403461456298828,0.0,False,0.0,False
