comparison_family,method,reference,initialization,n_trajectories,metric,n,mean_difference,median_difference,ci95_low,ci95_high,method_failed_reference_succeeded,method_succeeded_reference_failed
barrier_within_euclidean,sampled_pg_logbarrier_handoff,sampled_pg_reward_only,adverse,4,final_return,100,-0.03772048033968731,-0.03768227548201425,-0.037871867029922936,-0.03756909364945168,,
barrier_within_euclidean,sampled_pg_logbarrier_handoff,sampled_pg_reward_only,adverse,4,final_q,100,0.01981946434450185,0.019758871195574755,0.01972161399710138,0.01991731469190232,,
barrier_within_euclidean,sampled_pg_logbarrier_handoff,sampled_pg_reward_only,adverse,4,final_pi1_good,100,0.00038997478476129617,0.0003529578102132117,0.00034015697969460494,0.0004397925898279874,,
barrier_within_euclidean,sampled_pg_logbarrier_handoff,sampled_pg_reward_only,adverse,4,zero_s1_batch_fraction,100,-0.06189999999999998,-0.050000000000000044,-0.06953392987842075,-0.054266070121579225,,
barrier_within_euclidean,sampled_pg_logbarrier_handoff,sampled_pg_reward_only,adverse,4,near_optimal_basin,100,0.0,0.0,0.0,0.0,,
barrier_within_euclidean,sampled_pg_logbarrier_handoff,sampled_pg_reward_only,adverse,4,exact_mcnemar_p,100,1.0,,,,0,0
barrier_within_natural,sampled_npg_logbarrier_handoff,sampled_npg_reward_only,adverse,4,final_return,100,0.18704644262118172,0.01128516967315868,0.13962474090620544,0.234468144336158,,
barrier_within_natural,sampled_npg_logbarrier_handoff,sampled_npg_reward_only,adverse,4,final_q,100,0.4510451104328787,0.21714844625816754,0.3649962488700349,0.5370939719957225,,
barrier_within_natural,sampled_npg_logbarrier_handoff,sampled_npg_reward_only,adverse,4,final_pi1_good,100,0.7009846629802752,0.8470457054718884,0.6376874673597878,0.7642818586007626,,
barrier_within_natural,sampled_npg_logbarrier_handoff,sampled_npg_reward_only,adverse,4,zero_s1_batch_fraction,100,-0.5375154193589118,-0.523580586080586,-0.5676104485413578,-0.5074203901764658,,
barrier_within_natural,sampled_npg_logbarrier_handoff,sampled_npg_reward_only,adverse,4,near_optimal_basin,100,0.28,0.0,0.1904600559792069,0.36953994402079315,,
barrier_within_natural,sampled_npg_logbarrier_handoff,sampled_npg_reward_only,adverse,4,exact_mcnemar_p,100,7.450580596923828e-09,,,,0,28
optimizer_reward_only,sampled_npg_reward_only,sampled_pg_reward_only,adverse,4,final_return,100,0.05095467230453841,0.050897628052032906,0.05087262541305024,0.05103671919602658,,
optimizer_reward_only,sampled_npg_reward_only,sampled_pg_reward_only,adverse,4,final_q,100,-0.012517478250935132,-0.012492215807904194,-0.012552636629261591,-0.012482319872608673,,
optimizer_reward_only,sampled_npg_reward_only,sampled_pg_reward_only,adverse,4,final_pi1_good,100,-0.0004536906824180689,2.0788120045269615e-05,-0.0006657271030472629,-0.00024165426178887503,,
optimizer_reward_only,sampled_npg_reward_only,sampled_pg_reward_only,adverse,4,zero_s1_batch_fraction,100,-0.09277222222222223,-0.08392857142857141,-0.10414715209798436,-0.08139729234646009,,
optimizer_reward_only,sampled_npg_reward_only,sampled_pg_reward_only,adverse,4,near_optimal_basin,100,0.0,0.0,0.0,0.0,,
optimizer_reward_only,sampled_npg_reward_only,sampled_pg_reward_only,adverse,4,exact_mcnemar_p,100,1.0,,,,0,0
optimizer_with_barrier,sampled_npg_logbarrier_handoff,sampled_pg_logbarrier_handoff,adverse,4,final_return,100,0.2757215952654074,0.09994970210084161,0.2283155106698561,0.3231276798609587,,
optimizer_with_barrier,sampled_npg_logbarrier_handoff,sampled_pg_logbarrier_handoff,adverse,4,final_q,100,0.4187081678374417,0.18487311798868286,0.3326555962456952,0.5047607394291882,,
optimizer_with_barrier,sampled_npg_logbarrier_handoff,sampled_pg_logbarrier_handoff,adverse,4,final_pi1_good,100,0.7001409975130959,0.8454931287688936,0.6368563589487276,0.7634256360774642,,
optimizer_with_barrier,sampled_npg_logbarrier_handoff,sampled_pg_logbarrier_handoff,adverse,4,zero_s1_batch_fraction,100,-0.568387641581134,-0.5516666666666666,-0.5958984431297796,-0.5408768400324884,,
optimizer_with_barrier,sampled_npg_logbarrier_handoff,sampled_pg_logbarrier_handoff,adverse,4,near_optimal_basin,100,0.28,0.0,0.1904600559792069,0.36953994402079315,,
