update,environment_steps,batch_training_episodes,cumulative_training_episodes,training_return,training_episode_length,beta,barrier_active
1,4000,8,8,-500.0,500.0,0.0,False
2,7996,8,16,-499.375,499.5,0.0,False
3,11996,8,24,-500.0,500.0,0.0,False
4,15996,8,32,-500.0,500.0,0.0,False
5,19961,8,40,-495.5,495.625,0.0,False
6,23844,8,48,-485.125,485.375,0.0,False
7,27844,8,56,-500.0,500.0,0.0,False
8,31844,8,64,-500.0,500.0,0.0,False
9,35844,8,72,-500.0,500.0,0.0,False
10,39759,8,80,-489.25,489.375,0.0,False
11,43750,8,88,-498.75,498.875,0.0,False
12,47666,8,96,-489.375,489.5,0.0,False
13,51456,8,104,-473.5,473.75,0.0,False
14,55257,8,112,-474.875,475.125,0.0,False
15,59099,8,120,-480.0,480.25,0.0,False
16,62701,8,128,-449.875,450.25,0.0,False
17,66422,8,136,-464.75,465.125,0.0,False
18,70098,8,144,-459.125,459.5,0.0,False
19,73843,8,152,-467.75,468.125,0.0,False
20,77617,8,160,-471.5,471.75,0.0,False
21,81609,8,168,-498.875,499.0,0.0,False
22,85292,8,176,-460.0,460.375,0.0,False
23,88680,8,184,-422.875,423.5,0.0,False
24,91964,8,192,-409.625,410.5,0.0,False
25,95900,8,200,-491.875,492.0,0.0,False
26,99577,8,208,-459.0,459.625,0.0,False
27,103035,8,216,-431.75,432.25,0.0,False
28,106275,8,224,-404.125,405.0,0.0,False
29,109644,8,232,-420.5,421.125,0.0,False
30,112767,8,240,-389.625,390.375,0.0,False
31,116280,8,248,-438.375,439.125,0.0,False
32,118856,8,256,-321.0,322.0,0.0,False
33,121984,8,264,-390.125,391.0,0.0,False
34,124642,8,272,-331.25,332.25,0.0,False
35,127600,8,280,-368.75,369.75,0.0,False
36,130492,8,288,-360.5,361.5,0.0,False
37,133162,8,296,-332.75,333.75,0.0,False
38,135671,8,304,-312.625,313.625,0.0,False
39,138275,8,312,-324.5,325.5,0.0,False
40,141019,8,320,-342.0,343.0,0.0,False
41,143173,8,328,-268.25,269.25,0.0,False
42,145313,8,336,-266.5,267.5,0.0,False
43,147364,8,344,-255.375,256.375,0.0,False
44,149463,8,352,-261.375,262.375,0.0,False
45,151639,8,360,-271.0,272.0,0.0,False
46,153455,8,368,-226.0,227.0,0.0,False
47,155255,8,376,-224.0,225.0,0.0,False
48,157095,8,384,-229.0,230.0,0.0,False
49,159262,8,392,-269.875,270.875,0.0,False
50,161281,8,400,-251.375,252.375,0.0,False
51,163013,8,408,-215.5,216.5,0.0,False
52,165011,8,416,-248.75,249.75,0.0,False
53,166728,8,424,-213.625,214.625,0.0,False
54,168627,8,432,-236.5,237.375,0.0,False
55,170309,8,440,-209.25,210.25,0.0,False
56,171986,8,448,-208.625,209.625,0.0,False
57,173618,8,456,-203.0,204.0,0.0,False
58,175178,8,464,-194.0,195.0,0.0,False
59,176758,8,472,-196.5,197.5,0.0,False
60,178249,8,480,-185.375,186.375,0.0,False
61,179703,8,488,-180.75,181.75,0.0,False
62,181205,8,496,-186.75,187.75,0.0,False
63,182652,8,504,-179.875,180.875,0.0,False
64,184085,8,512,-178.125,179.125,0.0,False
65,185665,8,520,-196.625,197.5,0.0,False
66,187064,8,528,-173.875,174.875,0.0,False
67,188256,8,536,-148.0,149.0,0.0,False
68,189657,8,544,-174.125,175.125,0.0,False
69,190892,8,552,-153.375,154.375,0.0,False
70,192265,8,560,-170.625,171.625,0.0,False
71,193443,8,568,-146.25,147.25,0.0,False
72,194782,8,576,-166.375,167.375,0.0,False
73,196075,8,584,-160.625,161.625,0.0,False
74,197547,8,592,-183.0,184.0,0.0,False
75,198834,8,600,-159.875,160.875,0.0,False
76,199979,8,608,-142.125,143.125,0.0,False
77,201395,8,616,-176.0,177.0,0.0,False
78,202589,8,624,-148.25,149.25,0.0,False
