iteration,train_reward,best_reward,kl,grad_norm,nat_grad_norm,entropy,mean_std,return_mean,return_std,episode_len,rollout_time,update_time,total_time
0,-188.2292,-188.2292,1.754234e-05,7.188055e+02,5.597504e+03,5.512851,0.606725,-48.0629,24.6796,500.0,6.292,0.867,7.159
1,-185.3387,-185.3387,1.420745e-05,5.766114e+02,5.036941e+03,5.512055,0.606631,-46.9496,24.291,500.0,6.9399,0.2958,7.2357
2,-185.5405,-185.3387,1.308159e-05,5.423827e+02,5.079003e+03,5.512309,0.606631,-47.2153,24.1783,500.0,8.1913,0.3,8.4913
3,-186.6014,-185.3387,1.674785e-05,5.901840e+02,5.479431e+03,5.511296,0.606622,-48.3318,23.8258,500.0,9.6747,0.2896,9.9643
4,-174.1388,-174.1388,1.828390e-05,6.058805e+02,5.212767e+03,5.510539,0.606596,-44.6016,23.2249,500.0,9.2255,0.3153,9.5408
5,-179.4477,-174.1388,1.526268e-05,5.171080e+02,5.080596e+03,5.508219,0.60621,-45.7814,22.8772,500.0,9.1901,0.2825,9.4726
6,-181.5988,-174.1388,1.832647e-05,6.320001e+02,5.205491e+03,5.508086,0.606209,-45.9093,23.4513,500.0,8.0654,0.3082,8.3737
7,-177.3698,-174.1388,1.555551e-05,5.216505e+02,5.766379e+03,5.507367,0.606184,-45.1144,24.1156,500.0,8.0769,0.2938,8.3707
8,-180.126,-174.1388,1.217218e-05,6.046250e+02,4.710376e+03,5.506221,0.606083,-45.6882,23.0805,500.0,7.8537,0.2687,8.1224
9,-174.9371,-174.1388,1.636776e-05,6.583159e+02,5.085112e+03,5.50443,0.606048,-44.8425,23.0879,500.0,8.422,0.3045,8.7266
10,-176.0018,-174.1388,1.614017e-05,7.710267e+02,4.662596e+03,5.502808,0.6049,-44.8799,23.2608,500.0,9.322,0.307,9.629
11,-180.9556,-174.1388,1.523278e-05,6.295347e+02,5.289779e+03,5.503684,0.606039,-46.2839,23.7248,500.0,8.1819,0.3501,8.5321
12,-174.0057,-174.0057,1.448698e-05,4.983820e+02,5.693624e+03,5.502426,0.604898,-44.6125,22.9614,500.0,7.3053,0.3031,7.6084
13,-170.5606,-170.5606,1.416153e-05,6.145182e+02,5.137061e+03,5.501641,0.604889,-43.687,23.2044,500.0,8.9152,0.2892,9.2044
14,-174.5718,-170.5606,1.460320e-05,5.265029e+02,4.216445e+03,5.500337,0.604857,-45.1788,22.5327,500.0,8.5441,0.299,8.8431
15,-174.2189,-170.5606,1.550626e-05,6.314019e+02,4.794187e+03,5.500191,0.604856,-44.6308,22.4342,500.0,9.1379,0.2537,9.3916
16,-175.4146,-170.5606,1.406790e-05,5.612509e+02,4.154998e+03,5.49893,0.604755,-44.4386,23.5277,500.0,8.6829,0.2953,8.9782
17,-165.9103,-165.9103,1.304596e-05,4.662498e+02,5.552820e+03,5.497597,0.604726,-42.4614,22.2318,500.0,9.0349,0.317,9.3519
18,-166.919,-165.9103,1.787538e-05,6.431406e+02,5.029376e+03,5.496184,0.604348,-42.718,22.7081,500.0,9.9298,0.3247,10.2545
19,-159.9128,-159.9128,1.457950e-05,5.709408e+02,4.691727e+03,5.494361,0.604314,-41.5668,22.3443,500.0,7.9001,0.3192,8.2193
20,-168.9815,-159.9128,1.234756e-05,5.711473e+02,5.020708e+03,5.492055,0.604202,-43.0337,22.4021,500.0,6.9633,0.2763,7.2396
21,-167.7216,-159.9128,1.398871e-05,5.760007e+02,5.146708e+03,5.491027,0.604175,-42.7716,23.0652,500.0,8.356,0.3229,8.6788
22,-157.4269,-157.4269,1.509555e-05,6.140696e+02,5.288462e+03,5.489787,0.604166,-40.1494,21.6971,500.0,9.0557,0.3294,9.3851
23,-165.4134,-157.4269,1.568826e-05,6.681689e+02,5.394596e+03,5.489059,0.604157,-42.3495,22.6014,500.0,8.9581,0.2774,9.2355
24,-158.2637,-157.4269,1.396980e-05,5.388185e+02,4.953792e+03,5.488526,0.604155,-40.5844,22.0005,500.0,9.0259,0.3195,9.3454
25,-156.6045,-156.6045,1.151157e-05,5.439786e+02,4.141154e+03,5.487236,0.604123,-39.4019,21.3987,500.0,8.976,0.3149,9.2909
26,-161.1158,-156.6045,1.123745e-05,3.940488e+02,5.124470e+03,5.486485,0.604028,-41.3093,22.3609,500.0,8.4473,0.2788,8.7262
27,-160.813,-156.6045,1.440524e-05,6.116636e+02,4.681138e+03,5.487062,0.604121,-41.612,21.5913,500.0,8.8284,0.283,9.1114
28,-158.9648,-156.6045,1.080358e-05,5.905916e+02,3.516966e+03,5.485364,0.604017,-40.2322,20.9289,500.0,6.4269,0.2801,6.7069
29,-156.8836,-156.6045,1.797721e-05,5.635801e+02,5.234351e+03,5.484741,0.603992,-39.8156,22.456,500.0,7.422,0.3289,7.7509
30,-158.7613,-156.6045,1.412800e-05,5.332484e+02,4.151431e+03,5.484391,0.603991,-40.4904,22.7811,500.0,7.8845,0.3314,8.2159
31,-154.0819,-154.0819,1.178409e-05,5.168256e+02,4.666380e+03,5.483895,0.603985,-39.3213,21.2213,500.0,8.2537,0.3295,8.5833
32,-151.6033,-151.6033,1.088701e-05,5.535728e+02,4.148558e+03,5.481669,0.603579,-38.5713,20.609,500.0,8.6428,0.3487,8.9915
33,-148.083,-148.083,1.287647e-05,5.838654e+02,4.221868e+03,5.481946,0.603603,-37.8038,20.2958,500.0,9.7103,0.3176,10.0278
34,-152.7452,-148.083,1.158000e-05,5.508720e+02,4.533577e+03,5.482196,0.603603,-39.3875,20.8639,500.0,9.7756,0.2638,10.0393
35,-154.9296,-148.083,9.296862e-06,4.897257e+02,3.972745e+03,5.480729,0.60357,-39.5878,21.239,500.0,8.2631,0.2978,8.5609
36,-151.4832,-148.083,1.199787e-05,4.504489e+02,4.018483e+03,5.47976,0.603473,-38.6301,20.9861,500.0,8.681,0.3174,8.9984
37,-151.5165,-148.083,1.289434e-05,5.805038e+02,4.419376e+03,5.478468,0.603441,-38.6567,21.2112,500.0,7.7155,0.2886,8.0041
38,-151.0423,-148.083,1.066020e-05,5.447344e+02,4.795230e+03,5.478089,0.603439,-38.8943,21.041,500.0,8.2779,0.3429,8.6208
39,-150.7479,-148.083,1.280097e-05,5.760688e+02,4.451875e+03,5.476632,0.602299,-38.3248,21.0495,500.0,7.7799,0.3886,8.1685
40,-147.0426,-147.0426,1.219582e-05,4.820721e+02,4.382130e+03,5.474889,0.602265,-37.5851,20.584,500.0,8.3714,0.258,8.6294
41,-148.4147,-147.0426,1.178035e-05,5.019294e+02,4.630881e+03,5.474183,0.602256,-37.0355,20.9494,500.0,7.7288,0.2591,7.9879
42,-139.6834,-139.6834,1.012176e-05,4.332263e+02,4.664901e+03,5.473343,0.602161,-35.5284,19.8745,500.0,8.2206,0.2605,8.481
43,-147.3263,-139.6834,9.969470e-06,4.780302e+02,3.574458e+03,5.472839,0.602159,-37.6225,20.2579,500.0,8.2838,0.2516,8.5354
44,-142.6739,-139.6834,1.255310e-05,5.536271e+02,3.968517e+03,5.472396,0.602152,-36.1052,19.7534,500.0,7.3948,0.3243,7.719
45,-138.0938,-138.0938,1.121387e-05,5.073910e+02,4.486222e+03,5.472679,0.602153,-34.7593,20.0761,500.0,8.6227,0.2546,8.8773
46,-137.6009,-137.6009,1.251592e-05,5.202981e+02,3.976324e+03,5.470897,0.602118,-35.2735,20.4689,500.0,8.7652,0.2626,9.0278
47,-142.5015,-137.6009,1.012403e-05,5.213433e+02,4.942627e+03,5.4707,0.602118,-36.113,20.2537,500.0,7.4304,0.2755,7.7059
48,-140.7781,-137.6009,1.252430e-05,5.397313e+02,4.146803e+03,5.470024,0.601747,-35.5332,20.5557,500.0,8.6792,0.2705,8.9496
49,-139.612,-137.6009,1.421294e-05,5.307520e+02,4.778275e+03,5.471176,0.602124,-35.279,20.1953,500.0,6.3354,0.2966,6.632
50,-137.1518,-137.1518,1.784343e-05,6.089023e+02,5.299486e+03,5.470832,0.602118,-34.7866,21.0802,500.0,8.4152,0.3209,8.7361
51,-133.8786,-133.8786,7.851292e-06,3.968694e+02,3.800204e+03,5.471031,0.602124,-34.3558,18.6655,500.0,8.9208,0.2514,9.1722
52,-133.4977,-133.4977,1.300239e-05,4.539473e+02,5.400538e+03,5.469779,0.601746,-34.4367,19.8168,500.0,9.2366,0.2756,9.5122
53,-137.6187,-133.4977,1.419028e-05,6.412127e+02,4.197365e+03,5.468429,0.601712,-35.3973,19.4601,500.0,7.9406,0.2944,8.235
54,-130.9276,-130.9276,1.175038e-05,4.340848e+02,3.844358e+03,5.468872,0.601738,-33.7477,19.6522,500.0,9.0697,0.324,9.3937
55,-130.1668,-130.1668,1.253925e-05,5.226078e+02,4.135243e+03,5.466808,0.601701,-33.0017,19.4825,500.0,9.6669,0.2529,9.9199
56,-133.9952,-130.1668,1.136395e-05,5.036783e+02,3.819944e+03,5.466535,0.601608,-34.1026,19.9438,500.0,8.5999,0.2512,8.8511
57,-123.561,-123.561,1.005818e-05,3.943425e+02,3.854178e+03,5.465604,0.601599,-31.0398,18.9104,500.0,8.3897,0.3593,8.749
58,-128.26,-123.561,1.382781e-05,6.215643e+02,3.834077e+03,5.465316,0.601598,-32.2251,20.0111,500.0,9.0418,0.2994,9.3413
59,-126.9762,-123.561,8.464322e-06,4.486135e+02,3.656837e+03,5.464266,0.601571,-32.2014,18.7977,500.0,9.5033,0.2815,9.7848
60,-126.919,-123.561,1.173650e-05,5.079536e+02,3.875497e+03,5.463328,0.601562,-32.1199,18.7124,500.0,9.1821,0.2947,9.4768
61,-125.9516,-123.561,1.070452e-05,5.941083e+02,3.353450e+03,5.463058,0.601562,-31.9744,19.0529,500.0,8.7742,0.3366,9.1108
62,-131.3062,-123.561,1.249479e-05,5.253569e+02,5.004699e+03,5.46243,0.601554,-33.4025,19.6349,500.0,9.7476,0.3242,10.0719
63,-121.6987,-121.6987,1.177280e-05,5.996936e+02,4.141112e+03,5.461577,0.601528,-30.4478,19.2743,500.0,7.9601,0.3248,8.2849
