method,initialization,n_trajectories,n,successes,success_rate,success_rate_wilson95_low,success_rate_wilson95_high,finite_rate,final_return_mean,final_return_median,final_return_ci95_low,final_return_ci95_high,final_q_mean,final_q_median,final_q_ci95_low,final_q_ci95_high,final_pi1_good_mean,final_pi1_good_median,final_pi1_good_ci95_low,final_pi1_good_ci95_high,zero_s1_batch_fraction_mean,zero_s1_batch_fraction_median,zero_s1_batch_fraction_ci95_low,zero_s1_batch_fraction_ci95_high,delta_safe_positive_count,delta_safe_positive_rate,first_delta_safe_positive_update_median_when_reached
sampled_pg_reward_only,adverse,4,100,0,0.0,3.469446951953614e-18,0.03699349820698568,1.0,0.47280395045295237,0.47283865880573095,0.47274599665266664,0.4728619042532381,0.006388058266871587,0.006368686738558844,0.0063605062489854374,0.006415610284757736,0.015897519140833337,0.015798534112419178,0.01586111328803338,0.015933924993633292,0.9610799999999999,0.962,0.9590974513102626,0.9630625486897373,0,0.0,
sampled_pg_logbarrier_handoff,adverse,4,100,0,0.0,3.469446951953614e-18,0.03699349820698568,1.0,0.4148402793982345,0.4147963063590364,0.41425100076398813,0.41542955803248083,0.06539274863998476,0.06527727974941547,0.0646339554268726,0.06615154185309692,0.02412427835423199,0.02389770026377253,0.02384490276121358,0.0244036539472504,0.6628999999999999,0.664,0.6578849209133648,0.667915079086635,0,0.0,
sampled_npg_reward_only,adverse,4,100,0,0.0,3.469446951953614e-18,0.03699349820698568,1.0,0.5,0.5,0.5,0.5,8.400982756742505e-100,7.778160150405351e-100,7.688746284395111e-100,9.113219229089899e-100,0.015431251542924065,0.015876239976466765,0.015249278249950484,0.015613224835897646,0.9994600000000001,1.0,0.9992426033356222,0.999677396664378,0,0.0,
sampled_npg_logbarrier_handoff,adverse,4,100,64,0.64,0.5423540245160874,0.7272877959859567,0.96,0.8148064668666575,1.0,0.7653194583909089,0.8642934753424061,0.6504439252727053,1.0,0.5569700089650107,0.7439178415804,0.7994484391200654,1.0,0.7421335289190559,0.8567633493210748,0.2929881215931269,0.154,0.2422817211711521,0.34369452201510176,100,1.0,56.0
sampled_pg_logbarrier_fixed,adverse,4,100,0,0.0,3.469446951953614e-18,0.03699349820698568,1.0,0.30668995477423067,0.30693539662697905,0.3061455845720323,0.30723432497642905,0.24211852351518562,0.24165081076249964,0.24076801458960187,0.24346903244076937,0.053584986305295165,0.053361654172854336,0.05274898042313783,0.0544209921874525,0.53952,0.539,0.5344088603442703,0.5446311396557297,0,0.0,
sampled_npg_logbarrier_fixed,adverse,4,100,0,0.0,3.469446951953614e-18,0.03699349820698568,1.0,0.6577636519200076,0.6916141879124896,0.6361760827161508,0.6793512211238645,0.7011053345945834,0.7542981893813976,0.6685896172997366,0.73362105188943,0.7604702480117512,0.8129040196233757,0.7323232156888473,0.7886172803346552,0.17154000000000003,0.159,0.15254220452455208,0.19053779547544797,100,1.0,56.0
sampled_pg_reward_only,adverse,32,100,0,0.0,3.469446951953614e-18,0.03699349820698568,1.0,0.4728095863698347,0.47281510041751024,0.47278935085861135,0.4728298218810581,0.006385615389532862,0.006384901016603662,0.00637627211872606,0.006394958660339665,0.015892528485778604,0.015878495816133244,0.015880135457566127,0.01590492151399108,0.72784,0.728,0.7235764191296193,0.7321035808703807,0,0.0,
sampled_pg_logbarrier_handoff,adverse,32,100,0,0.0,3.469446951953614e-18,0.03699349820698568,1.0,0.4156289110592536,0.4157267607262904,0.4154481923008224,0.41580962981768477,0.06412574257607864,0.06405786419130699,0.06389169205288046,0.06435979309927682,0.02517709797225864,0.02519696282259898,0.02507191563321493,0.025282280311302353,0.09226,0.092,0.08997671401002452,0.09454328598997547,0,0.0,
sampled_npg_reward_only,adverse,32,100,0,0.0,3.469446951953614e-18,0.03699349820698568,1.0,0.5,0.5,0.5,0.5,5.205158412819184e-99,4.5596562626367775e-99,4.661331786206588e-99,5.7489850394317805e-99,0.014837524355023626,0.01496618544846956,0.014630963861573745,0.015044084848473508,0.9953799999999998,0.996,0.9947526749634137,0.996007325036586,0,0.0,
sampled_npg_logbarrier_handoff,adverse,32,100,100,1.0,0.9630065017930143,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004620000000000001,0.004,0.004292584467406769,0.004947415532593233,100,1.0,24.0
sampled_pg_logbarrier_fixed,adverse,32,100,0,0.0,3.469446951953614e-18,0.03699349820698568,1.0,0.30875568830579475,0.30876029080225226,0.3085275250581034,0.3089838515534861,0.2386237304634976,0.2385668515468748,0.2380149957490722,0.23923246517792301,0.05913642173337835,0.05901579262449441,0.058741791565328626,0.05953105190142808,0.07098,0.072,0.06912678048124063,0.07283321951875937,0,0.0,
sampled_npg_logbarrier_fixed,adverse,32,100,0,0.0,3.469446951953614e-18,0.03699349820698568,1.0,0.6385917323069359,0.6410601669745095,0.6336867880391853,0.6434966765746865,0.6496602186754494,0.6552673019314412,0.640926822599993,0.6583936147509059,0.7818010480729085,0.7822124163128221,0.7781317260041598,0.7854703701416572,0.004620000000000001,0.004,0.004292584467406769,0.004947415532593233,100,1.0,24.0
