method,beta,completed_training_seeds,endpoint_spectral_seeds,last_10_return_mean,last_10_return_ci95,log10_full_condition_mean,log10_full_condition_ci95,minimum_eigenvalue_geometric_mean,minimum_eigenvalue_ci95_lower,minimum_eigenvalue_ci95_upper,minimum_eigenvalue_seed_count,effective_rank_mean,effective_rank_ci95
reward_only,,5,5,90.087866,2.0943849592045276,11.521708789237815,1.709742384572214,5.0324286843503675e-09,6.631548140912579e-11,3.818917984901676e-07,5,1.5525062982255373,0.13548798927943884
beta_2e-6,2e-06,5,5,90.24308980642088,0.8468496091598356,11.314278805692393,1.8764731723428667,5.996648770465292e-09,7.961854588608019e-11,4.516510076405426e-07,5,1.6046954260226811,0.07841418665132628
beta_5e-6,5e-06,5,5,89.30104370409798,2.633626127859184,10.759089610406177,2.5253041058906582,1.585407013142758e-08,5.805090184554311e-11,4.329847284732956e-06,5,1.7538229869415147,0.37957924727931386
beta_1e-5,1e-05,5,5,88.78979586527682,3.6560159342101177,11.56412616364328,2.528994907993417,2.340611340517329e-09,1.157405934103205e-11,4.733396715823144e-07,5,1.7686838722203297,0.2666400674976037
beta_2e-5,2e-05,5,5,88.15575948516023,2.245329500003092,11.525984637015053,1.762559956720385,1.8670213865739935e-09,5.88401470498048e-11,5.924133491668834e-08,5,1.9002662403584807,0.3810171848396651
beta_5e-5,5e-05,5,5,69.62132208403276,27.26109715595984,12.818835061109286,2.706341759595075,4.5800012369949685e-11,5.22098284285096e-14,4.017713132231077e-08,5,2.004087099210575,0.2865756981575903
beta_1e-4,0.0001,4,4,53.93412872022904,40.289264974550974,14.117811234887913,3.6264863170913424,3.933740356775575e-12,5.041498104622448e-15,3.0693878830057952e-09,4,1.8273403838827535,0.5152658814542453
beta_2e-4,0.0002,5,5,36.8883342617724,4.962286948027001,13.635231714325366,2.6266447453281483,5.071449826914878e-12,2.476904480816481e-14,1.0383768750919611e-09,5,1.8952919097426792,0.13810194905954887
