method,beta,seed,update,trajectory_count,parameter_count,numerical_rank,minimum_eigenvalue,minimum_eigenvalue_for_log,maximum_eigenvalue,smallest_singular_value,full_condition_number,log10_full_condition_number,effective_rank,components_90,mean_return,fisher_reconstruction_relative_error,eigenvalue_reconstruction_max_abs_error
beta_2e-5,2e-05,103,100,4096,16,14,4.704221016753876e-13,4.704221016753876e-13,360.66188705485155,4.679369655585796e-13,770748869186530.1,14.886912896218643,1.9601137030988267,2,17.12292132363944,2.0562150888771774e-15,4.547473508864641e-13
beta_2e-5,2e-05,103,150,4096,16,16,1.7079167015665042e-12,1.7079167015665042e-12,267.6670732225564,1.7093840485722047e-12,156586855625644.94,14.194755303259349,2.046594346862722,2,25.93988166865218,1.6003613920358954e-15,4.263256414560601e-13
beta_2e-5,2e-05,103,200,4096,16,14,4.7738228991624e-17,6.654108380761723e-14,299.6744002408139,8.230906437434236e-15,3.640843235416844e+16,16.56120197982405,2.1115807474865664,2,53.18408749600868,1.9483746256676253e-15,3.694822225952521e-13
beta_2e-5,2e-05,103,250,4096,16,16,9.777747671100594e-10,9.777747671100594e-10,548.8482372110659,9.777829980910686e-10,561319063925.8256,11.749209792294844,1.9099678658362664,2,82.16253332001504,1.223392768190757e-15,2.2737367544323206e-13
beta_2e-5,2e-05,104,50,4096,16,13,-1.0867884173139478e-14,4.0173164517475745e-14,180.9238487511974,1.1265612329273967e-14,1.6059832653841854e+16,16.205741015544675,2.0111437591583097,2,17.772125313409532,1.9067665639312515e-15,3.410605131648481e-13
beta_2e-5,2e-05,104,100,4096,16,15,4.035003549636604e-13,4.035003549636604e-13,157.02242734285468,4.0303491862802616e-13,389600057179600.56,14.590619011945755,1.9457593870653176,2,26.98031005819571,5.506995286183619e-16,5.684341886080802e-14
beta_2e-5,2e-05,104,150,4096,16,15,-3.934899210694089e-16,3.3035542345641985e-14,148.7788561978155,1.7634149243226005e-16,8.436973859397699e+17,17.926186703517907,1.8814598930708093,2,33.723712629562485,8.703976920875225e-16,8.526512829121202e-14
beta_2e-5,2e-05,104,200,4096,16,15,4.81523112526249e-14,4.81523112526249e-14,145.19939332523293,4.8304136666535716e-14,3005941174926837.0,15.477980477363781,1.866408195886221,2,40.819191316546316,4.0184509654056016e-16,4.973799150320701e-14
beta_2e-5,2e-05,104,250,4096,16,15,1.3074793701270763e-14,3.156869425622892e-14,142.17275968892568,1.3722897004249319e-14,1.0360258453073108e+16,16.01537058970877,1.9758779583596682,2,51.86082638654598,1.1036702258459036e-15,8.526512829121202e-14
beta_2e-5,2e-05,105,50,4096,16,13,9.969978800876092e-14,1.854611966244045e-13,835.2429760093544,1.0333943324558839e-13,8082519419517049.0,15.907546756745266,1.6758468794931844,2,-0.8219233856832686,1.7136579075647685e-15,5.684341886080801e-13
beta_2e-5,2e-05,105,100,4096,16,16,5.68149703734326e-11,5.68149703734326e-11,551.7838273442472,5.6813961586992405e-11,9712116739111.162,12.987313893958436,1.8687793999880833,2,23.13899428566116,1.6280234345057149e-15,5.132214098146903e-13
beta_2e-5,2e-05,105,150,4096,16,16,3.814915573793918e-10,3.814915573793918e-10,418.3009761160274,3.814919221174747e-10,1096487112477.3595,12.040003531578648,2.0064601960216217,2,53.82183318719984,1.4501622627575198e-15,4.547473508864641e-13
beta_2e-5,2e-05,105,200,4096,16,16,7.911123792370435e-10,7.911123792370435e-10,735.681282621135,7.911099498637382e-10,929935570583.8987,11.968452860049432,1.7884494834987439,2,82.52828983521727,1.173275052321121e-15,2.2737367544323206e-13
beta_2e-5,2e-05,105,250,4096,16,16,3.5784948781840717e-09,3.5784948781840717e-09,986.9462798710463,3.5784936992343187e-09,275799362195.94855,11.440593257506617,1.6906323824987057,2,88.67519441376336,1.511215002927307e-15,5.144218384600663e-13
beta_5e-5,5e-05,101,50,4096,16,15,2.3286894573883837e-14,3.812574096372358e-14,171.70307279744958,2.0028174245920074e-14,8573076641393165.0,15.933136706239898,2.0400433684032766,2,15.675261851130482,2.0945725124259827e-15,2.8421709430404007e-13
beta_5e-5,5e-05,101,100,4096,16,15,1.966293339742848e-13,1.966293339742848e-13,165.2251767274659,1.977583823247702e-13,835490130861424.8,14.921941324202194,2.014951429285682,2,24.213654551195994,1.1276169148364545e-15,1.1368683772161603e-13
beta_5e-5,5e-05,101,150,4096,16,15,3.3747085607716217e-14,3.5238960938997734e-14,158.70217135379366,3.380994596033897e-14,4693949275753367.0,15.671538392169383,2.016892044034271,2,29.471430648412642,1.3775057676240536e-15,1.4210854715202004e-13
beta_5e-5,5e-05,101,200,4096,16,16,4.589186802666576e-12,4.589186802666576e-12,161.80594561281043,4.5890394033452025e-12,35259219063331.91,13.547272689124917,2.0296517792662296,2,33.090340319500974,1.110626103965612e-15,1.4210854715202004e-13
beta_5e-5,5e-05,101,250,4096,16,16,1.1815073639156366e-10,1.1815073639156366e-10,153.51314355344311,1.1815116818363226e-10,1299294335497.8157,12.11370754507045,2.0504608571848473,2,43.787191726143384,3.0056230628618276e-15,5.968558980384842e-13
beta_5e-5,5e-05,102,50,4096,16,16,1.1382007324140242e-12,1.1382007324140242e-12,233.53050616765339,1.1378769492951438e-12,205233532775502.16,14.312248320911406,2.1071021053023804,2,17.99164576827984,1.9413279877585605e-15,3.694822225952521e-13
beta_5e-5,5e-05,102,100,4096,16,16,2.4432306664277907e-12,2.4432306664277907e-12,153.9248803299139,2.4432203797850863e-12,63000817119679.445,13.799346182283209,2.095599407242376,2,32.4762189866899,2.3432218976407465e-15,2.5579538487363607e-13
beta_5e-5,5e-05,102,150,4096,16,16,2.498589583801559e-11,2.498589583801559e-11,151.38249839008054,2.498600666573024e-11,6058691187244.033,12.782378816980149,2.1736024357627337,2,42.272737058282026,2.5005328717296386e-15,3.979039320256561e-13
beta_5e-5,5e-05,102,200,4096,16,16,2.442371018930398e-10,2.442371018930398e-10,230.91058738054534,2.442355456126696e-10,945442182878.4249,11.975634975354918,2.2019758510526057,2,65.64257767682753,1.7396832735854325e-15,2.984279490192421e-13
beta_5e-5,5e-05,102,250,4096,16,16,3.1428352777685226e-10,3.1428352777685226e-10,444.42016020097196,3.1428130523538556e-10,1414083983990.4465,12.150475203449911,1.9358209139320124,2,83.90974805594651,1.0964138577158066e-15,2.2737367544323206e-13
beta_5e-5,5e-05,103,50,4096,16,11,-1.0827677955324782e-14,9.331392080594739e-14,420.24853897014464,3.7578449078169987e-16,1.1183232658057592e+18,18.048567360135852,1.8969533940862644,2,-0.10779842842849474,1.124397201732223e-15,1.1368683772161603e-13
beta_5e-5,5e-05,103,100,4096,16,12,-4.421925539012093e-15,7.560180750117064e-14,340.48027209080806,8.748589584689766e-16,3.89183043500699e+17,17.59015391002771,1.942026393557924,2,6.006228488318019,1.3940466971837483e-15,1.9895196601282805e-13
beta_5e-5,5e-05,103,150,4096,16,13,-7.918016762985162e-15,4.6625187003969215e-14,209.98117481715545,6.733135984397092e-15,3.1186237037801004e+16,16.49396297551672,2.0300327884592204,2,16.091334122822914,7.870034860569388e-16,1.1368683772161603e-13
beta_5e-5,5e-05,103,200,4096,16,15,-3.412677094819479e-15,3.5661380970192834e-14,160.60458204887775,3.553212309986978e-15,4.519982709658752e+16,16.65513677350294,2.0036929441601745,2,26.052288744330024,1.4575679852677474e-15,2.2737367544323206e-13
beta_5e-5,5e-05,103,250,4096,16,13,-6.157493610971541e-16,3.5264367934407126e-14,158.816594288852,5.824817059833224e-16,2.7265507681609363e+17,17.435613588627234,1.8609897401754905,2,32.25663419047449,3.2030896783708324e-15,4.831690603168681e-13
beta_5e-5,5e-05,104,50,4096,16,12,-1.0638828587290271e-14,4.532496191703915e-14,204.12548160015945,1.7348892315051354e-15,1.1765908617869896e+17,17.070625471035196,2.0137742235501452,2,13.923717630047738,1.2460455863318966e-15,1.4210854715202004e-13
beta_5e-5,5e-05,104,100,4096,16,14,-2.4028696240070836e-16,4.4105284110807175e-14,198.63254108650105,2.8385727878234186e-16,6.997620139901711e+17,17.84495036346524,2.0232266923749838,2,18.717351491096693,1.629826866919403e-15,2.8421709430404007e-13
beta_5e-5,5e-05,104,150,4096,16,16,9.092736198821296e-13,9.092736198821296e-13,163.99908583449974,9.093917702439429e-13,180339311615396.78,14.256090407569216,2.0439008606849494,2,28.629926541213948,1.7700527481588323e-15,3.979039320256561e-13
beta_5e-5,5e-05,104,200,4096,16,16,2.875331245469447e-11,2.875331245469447e-11,149.84623777048628,2.8754627645874807e-11,5211204249135.306,12.716938095337943,2.033293199787434,2,36.512415886362625,2.4127797774585775e-15,3.979039320256561e-13
beta_5e-5,5e-05,104,250,4096,16,16,2.968363921140554e-11,2.968363921140554e-11,150.8757322959231,2.9683243184062866e-11,5082858748296.389,12.706108040907148,1.9506268624632364,2,40.01221855628777,1.2525103761607844e-15,1.4210854715202004e-13
beta_5e-5,5e-05,105,50,4096,16,13,-1.6271564412597565e-14,1.7972567298937648e-13,809.4124739038675,1.5321693725951554e-14,5.2827871929909576e+16,16.722863116314194,1.6641595654769665,2,-4.741223186652224,1.7516600315892397e-15,6.821210263296962e-13
beta_5e-5,5e-05,105,100,4096,16,12,-2.729904955671396e-14,9.122627745003935e-14,410.8466291303947,2.6720267287450737e-15,1.5375842790440573e+17,17.18683892992429,1.8810218408840063,2,4.555105083888469,1.058747751754925e-15,1.7053025658242404e-13
beta_5e-5,5e-05,105,150,4096,16,12,-2.1978427009119397e-14,5.353892811457496e-14,241.11789670661557,1.9039277208494002e-15,1.2664235835541357e+17,17.10257898943489,1.9844835608359837,2,17.91640086053602,1.9065007715256156e-15,3.410605131648481e-13
beta_5e-5,5e-05,105,200,4096,16,14,4.0286811730645e-14,4.1311908790729363e-14,186.05229703589268,4.158723058144313e-14,4473784246621897.5,15.650675035915969,2.0231044192916907,2,22.127716896626215,2.1010053913342666e-15,2.5579538487363607e-13
beta_5e-5,5e-05,105,250,4096,16,14,4.1008972542707206e-14,4.1681714515883546e-14,187.71775396189653,4.0852198141305246e-14,4595046594863568.0,15.662289919593627,2.030889641383545,2,21.87950615227068,1.725554753438361e-15,2.2737367544323206e-13
beta_1e-4,0.0001,101,50,4096,16,14,1.4679552059415942e-13,1.4679552059415942e-13,222.2624853655872,1.479377363470031e-13,1502405612346586.8,15.176787197264023,2.0197942132855586,2,12.4488965230504,1.7347942416653052e-15,3.694822225952521e-13
beta_1e-4,0.0001,101,100,4096,16,15,1.1525839164315468e-13,1.1525839164315468e-13,174.69884638310913,1.154214504193508e-13,1513573480045441.8,15.180003509668959,2.0009155621584322,2,24.358056681354533,1.4732607723824973e-15,2.2737367544323206e-13
beta_1e-4,0.0001,101,150,4096,16,14,5.732134257923904e-14,5.732134257923904e-14,157.52315467818647,5.708769487944705e-14,2759318886685310.0,15.440801893565443,1.857425014850652,2,29.350441923220174,1.0876401061523805e-15,2.2737367544323206e-13
beta_1e-4,0.0001,101,200,4096,16,14,6.564083254701842e-14,6.564083254701842e-14,159.47299836481943,6.514488159649912e-14,2447974337455692.0,15.388806860712167,1.877448302237756,2,32.96102675070149,1.3516022866871582e-15,2.8421709430404007e-13
beta_1e-4,0.0001,101,250,4096,16,15,3.655200275797975e-13,3.655200275797975e-13,153.13545486090752,3.652603817517333e-13,419250108994830.3,14.62247318418414,1.8192886549255454,2,31.71155346464238,2.6715991546977744e-15,3.694822225952521e-13
beta_1e-4,0.0001,102,50,4096,16,15,5.002700361067176e-13,5.002700361067176e-13,257.1009428723285,4.998418861310937e-13,514364542080209.8,14.711271022688976,2.0845331506364633,2,16.15702664719969,1.6545800868313232e-15,4.263256414560601e-13
beta_1e-4,0.0001,102,100,4096,16,16,1.6111463809201946e-11,1.6111463809201946e-11,191.92109811310598,1.611313285695299e-11,11910849356044.996,13.075942731885062,2.144468662019802,2,27.67082741045738,1.4268577994513611e-15,1.7053025658242404e-13
beta_1e-4,0.0001,102,150,4096,16,16,3.720512867216937e-11,3.720512867216937e-11,222.34910065363107,3.720417842073842e-11,5976455067468.682,12.776443658714658,2.1910107721187204,2,30.076960972696945,2.3924942052397056e-15,5.684341886080801e-13
beta_1e-4,0.0001,102,200,4096,16,16,1.8881439236713038e-10,1.8881439236713038e-10,235.3767779950873,1.8881424748379312e-10,1246604962982.4182,12.095728851572174,2.201454584704679,2,51.354210914563,2.2957762272454203e-15,2.498834472675071e-13
beta_1e-4,0.0001,102,250,4096,16,16,2.601391332547376e-10,2.601391332547376e-10,487.4681864435189,2.601435834424765e-10,1873842821694.3098,12.272733159372647,1.952786248083802,2,79.16640478840645,1.851131542774361e-15,3.410605131648481e-13
beta_1e-4,0.0001,103,50,4096,16,14,3.9677783590647836e-14,9.724500739201912e-14,437.95257905433846,3.89019648554879e-14,1.1257852416484218e+16,16.05145555102816,1.9002476066962948,2,-4.694251208398258,2.4485506363253658e-15,6.821210263296962e-13
beta_1e-4,0.0001,103,100,4096,16,14,2.1360019177748786e-14,6.03565691900023e-14,271.8218225134559,2.1568744854535695e-14,1.2602579535651296e+16,16.10045944697791,2.0065669655696454,2,2.9942802476523807,1.8595090004244232e-15,3.410605131648481e-13
beta_1e-4,0.0001,103,150,4096,16,15,5.776779669036967e-14,5.776779669036967e-14,169.31406364335575,5.768885695563517e-14,2934952650796399.0,15.467601099224614,2.0019365766790513,2,21.493348330408175,2.236118028534843e-15,3.410605131648481e-13
beta_1e-4,0.0001,103,200,4096,16,15,3.7596446529236067e-14,3.7596446529236067e-14,161.57698008814452,3.7516506356221885e-14,4306823736569700.5,15.634157097952155,1.9179352248919956,2,27.41866231908684,1.7761758376377591e-15,2.8421709430404007e-13
beta_1e-4,0.0001,103,250,4096,16,15,8.758470170706447e-14,8.758470170706447e-14,150.04763207731904,8.754184125167747e-14,1714010465532033.8,15.234013469342685,1.6747127574651044,2,33.698007675670716,1.6861375161769634e-15,3.126388037344441e-13
beta_1e-4,0.0001,104,50,4096,16,13,-2.7699475398887423e-14,4.671749515549108e-14,210.39689377395257,2.794473700960886e-14,7529034669448027.0,15.876739296970031,2.028213140428469,2,14.445181281350202,1.5576853250049124e-15,1.9895196601282805e-13
beta_1e-4,0.0001,104,100,4096,16,12,-1.4478574370762543e-14,3.7793723137986156e-14,170.20779744117814,1.5100970580644123e-14,1.127131508085608e+16,16.051974590317563,2.0350127052967695,2,22.345362673032405,9.344201747756255e-16,8.526512829121202e-14
beta_1e-4,0.0001,104,150,4096,16,14,1.5314279317478831e-15,3.364863915337624e-14,151.5399987526695,1.4512889324306366e-15,1.0441752525382277e+17,17.01877339600604,2.020232712065947,2,29.071221667177653,2.2497866463065537e-15,3.694822225952521e-13
beta_1e-4,0.0001,104,200,4096,16,16,4.101193238031505e-12,4.101193238031505e-12,149.19910087189817,4.100812565930718e-12,36382814008968.484,13.560896286297123,2.0580759732873215,2,36.938042406327554,9.162483387798118e-16,2.2737367544323206e-13
beta_1e-4,0.0001,104,250,4096,16,16,7.742922655138875e-13,7.742922655138875e-13,155.83171866370844,7.74697951866516e-13,201151582095003.38,14.303523452728447,2.090554434626911,2,41.4705179636731,2.4517951953178094e-15,4.831690603168681e-13
beta_1e-4,0.0001,105,50,4096,16,14,2.981573205012738e-13,3.33645418691605e-13,1502.6053832933853,3.0699242623447747e-13,4894600826880696.0,15.689717279233768,1.4535900483697766,2,-6.068689148386749,1.5411155745528954e-15,1.3642420526593924e-12
beta_1e-4,0.0001,105,100,4096,16,13,-2.7104497491016107e-12,6.643688808786974e-13,2992.051444361855,5.448505055088726e-13,5491508981105516.0,15.73969169820606,1.2739552499117888,1,-3.1441493918868506,1.643191152575575e-15,2.4822250787052316e-12
beta_1e-4,0.0001,105,150,4096,16,11,-3.1965471083432305e-13,1.3300537382871436e-12,5990.029520132715,3.341170734837897e-13,1.7927936030552282e+16,16.253530293904753,1.1562664060767855,1,-1.839930344042176,1.4243240907913414e-15,3.637978807091713e-12
beta_1e-4,0.0001,105,200,4096,16,9,-2.992556604447007e-14,1.6419240658054923e-12,7394.568610932265,5.254355819642964e-15,1.4073216327086758e+18,18.14839336349557,1.1306407113666175,1,-1.208053295525994,1.9303401075767302e-15,3.710516480653092e-12
beta_1e-4,0.0001,105,250,4096,16,9,-1.0583437737321793e-11,2.311520409457268e-12,10410.162454691048,6.01365779871431e-14,1.7310866037167408e+17,17.23831879553308,1.0994251742633556,1,-0.953586532294922,2.6572773002440816e-15,1.0396374422942097e-11
beta_2e-4,0.0002,101,50,4096,16,14,-5.269494707870798e-15,4.773480939373627e-14,214.9784697982323,3.307750586715482e-15,6.499234575352341e+16,16.812862212139038,2.0261299402794113,2,13.659133489298455,9.668522737636478e-16,1.7053025658242404e-13
beta_2e-4,0.0002,101,100,4096,16,14,-4.07363455426694e-15,3.754762480512869e-14,169.09946908102475,3.975391420662345e-15,4.25365583379085e+16,16.62876234792398,1.9710350498097915,2,22.954050969033098,1.5494927103971336e-15,2.2737367544323206e-13
beta_2e-4,0.0002,101,150,4096,16,14,-4.711816940927994e-16,3.595308836718836e-14,161.918315373288,4.622111583412468e-16,3.503124328594099e+17,17.544455551038556,1.881323383427615,2,27.191539910354244,2.900258758607045e-15,5.115907697472721e-13
beta_2e-4,0.0002,101,200,4096,16,14,3.3748129356426124e-15,3.645319253357652e-14,164.17058431068017,3.400128231476304e-15,4.828364494929616e+16,16.68380004770565,1.886403008067648,2,26.119522308756196,1.9364755450832697e-15,3.410605131648481e-13
beta_2e-4,0.0002,101,250,4096,16,14,3.1410718188749906e-16,3.436848044606956e-14,154.78187573020904,6.66136399170398e-16,2.3235763114427222e+17,17.36615694025119,1.8017296336649058,2,28.508339417756652,5.397131020108387e-16,5.684341886080802e-14
beta_2e-4,0.0002,102,50,4096,16,15,-1.1426352367610501e-14,9.350472325836736e-14,421.1078368237646,1.6410117324714823e-14,2.566147630093696e+16,16.40928163765495,1.9789116575174943,2,9.23886383510272,1.5239318774504175e-15,2.8421709430404007e-13
beta_2e-4,0.0002,102,100,4096,16,16,2.764658281041003e-12,2.764658281041003e-12,263.18689309878056,2.7647775794974554e-12,95192790570378.97,13.978604058320789,2.093570249745188,2,20.510594565634108,2.2050303394329212e-15,1.7053025658242404e-13
beta_2e-4,0.0002,102,150,4096,16,16,1.4843392965123502e-12,1.4843392965123502e-12,190.63477600990035,1.484472284710175e-12,128419222085456.14,14.108630034798534,2.137502297009122,2,27.774998030509945,2.8228948657265676e-15,4.831690603168681e-13
beta_2e-4,0.0002,102,200,4096,16,16,6.987107693306865e-12,6.987107693306865e-12,155.93503194498896,6.987076669201626e-12,22317635733458.582,13.348648184786228,2.157797778967153,2,35.63513415005835,2.2392600751775967e-15,2.2737367544323206e-13
beta_2e-4,0.0002,102,250,4096,16,16,3.967912201032228e-11,3.967912201032228e-11,151.96561784540424,3.967870291873614e-11,3829903869504.9326,12.583187873324368,2.2026895431270495,2,40.20900088550117,1.3319299644990579e-15,1.1368683772161603e-13
beta_2e-4,0.0002,103,50,4096,16,13,2.9225283149357604e-15,9.973795110030463e-14,449.1797994100287,9.74897964292995e-16,4.6074544810007706e+17,17.66346105333271,1.8934154423845984,2,-2.7771503223512997,1.5944379886539602e-15,5.684341886080801e-13
beta_2e-4,0.0002,103,100,4096,16,14,5.0500310331032813e-14,7.58839329071335e-14,341.7508519639741,4.95715129077353e-14,6894097676624400.0,15.83847743226579,1.9634329892263058,2,7.416926153295982,1.0704786877145736e-15,3.694822225952521e-13
beta_2e-4,0.0002,103,150,4096,16,15,2.353085913344811e-14,3.8679304597813553e-14,174.19610177366303,2.2827626202080596e-14,7630933686735505.0,15.882577679526149,2.0445998508827,2,16.79039099089163,1.4917355863570394e-15,1.7053025658242404e-13
beta_2e-4,0.0002,103,200,4096,16,14,3.320814524456348e-14,3.6550938036462256e-14,164.6107909210535,3.2684072837904695e-14,5036422227347062.0,15.702122131944222,1.984001115895009,2,22.583408699987324,2.2144308680005052e-15,2.8421709430404007e-13
beta_2e-4,0.0002,103,250,4096,16,14,8.097573618485462e-15,3.624693543396418e-14,163.2416849137235,8.35328338837497e-15,1.954221799070079e+16,16.29097385346957,1.8692498456256295,2,28.33329409121285,1.495614273054908e-15,3.979039320256561e-13
beta_2e-4,0.0002,104,50,4096,16,13,-1.970871845205473e-14,4.305274799683874e-14,193.8923398358388,1.6756705056299226e-14,1.157103017475087e+16,16.063372026133514,2.0128768669899264,2,15.033178985142243,6.762986381868735e-16,1.7053025658242404e-13
beta_2e-4,0.0002,104,100,4096,16,12,-1.1916669576765278e-15,3.816223333729505e-14,171.8674198374679,7.448770071186973e-16,2.3073261517666986e+17,17.363108988496343,1.9777342904484505,2,20.617444997525183,1.2379809328187376e-15,1.7053025658242404e-13
beta_2e-4,0.0002,104,150,4096,16,13,-2.8230680720867706e-14,3.6571413345977303e-14,164.70300351735577,1.449258615144563e-14,1.13646385673496e+16,16.055555628296656,1.973056847392744,2,24.01410749366245,1.665610765721994e-15,2.5579538487363607e-13
beta_2e-4,0.0002,104,200,4096,16,13,-1.555018767107136e-14,3.4445275842722074e-14,155.12773144995708,1.578324871378372e-14,9828631244623420.0,15.992493041301426,1.8136181996456908,2,29.776948717122096,3.377991504339893e-15,5.684341886080801e-13
beta_2e-4,0.0002,104,250,4096,16,13,1.1201958675262786e-14,3.36308295329447e-14,151.45979135273043,1.0937189972715344e-14,1.3848144882787286e+16,16.1413915985896,1.7547723117880725,2,31.3951197075339,1.2418411900438087e-15,2.5579538487363607e-13
beta_2e-4,0.0002,105,50,4096,16,12,-3.423106798979637e-13,3.0395801439522074e-13,1368.905200366592,7.794508119164882e-14,1.756243215656897e+16,16.244584659578855,1.4660360125471863,2,-5.972726404875767,1.7718777950251042e-15,4.94326801714351e-13
beta_2e-4,0.0002,105,100,4096,16,11,-6.158481712297836e-13,3.5900026848075593e-13,1616.7934753558404,1.1848944084437625e-14,1.3645042662319034e+17,17.134974897864527,1.420873743200337,2,-4.917923645022174,1.9776738088054517e-15,7.600322090439712e-13
beta_2e-4,0.0002,105,150,4096,16,11,-9.791976600209912e-14,6.064021818526002e-13,2730.992640228026,2.3575078084344735e-15,1.1584235820799127e+18,18.06386738989497,1.2880696275349035,1,-2.964298285805347,7.541497821543056e-16,4.547473508864641e-13
beta_2e-4,0.0002,105,200,4096,16,10,-5.533579130397442e-13,9.527609836094273e-13,4290.854010756564,3.242903019468039e-14,1.323152121724698e+17,17.12160977754178,1.2036842649557649,1,-1.9745965160406687,9.669496246075442e-16,9.094947017729282e-13
beta_2e-4,0.0002,105,250,4096,16,10,-3.823208110099265e-12,1.4049040419570645e-12,6327.1253198491395,2.6420561681073402e-14,2.3947732058935117e+17,17.379264390363204,1.1498366590182572,1,-1.4537925289801534,1.4882038136338309e-15,3.8215692581664244e-12
