environment,method,seed,update,environment_steps,deterministic_return,stochastic_return,episode_length,entropy,mean_min_probability,global_min_probability,barrier_value,beta,barrier_active
Acrobot-v1,gpomdp_reward_only,201,0,0,-500.0,-414.6666666666667,500.0,1.0583902597427368,0.2099740356206894,0.18140076100826263,-1.142549753189087,0.0,False
Acrobot-v1,gpomdp_reward_only,201,5,5120,-500.0,-500.0,500.0,1.0591973066329956,0.21237722039222717,0.18014396727085114,-1.141464352607727,0.0,False
Acrobot-v1,gpomdp_reward_only,201,10,10240,-500.0,-451.0,500.0,1.0581109523773193,0.21140947937965393,0.17798452079296112,-1.1425185203552246,0.0,False
Acrobot-v1,gpomdp_reward_only,201,15,15360,-500.0,-491.3333333333333,500.0,1.0599913597106934,0.21301019191741943,0.17884039878845215,-1.1406089067459106,0.0,False
Acrobot-v1,gpomdp_reward_only,201,20,20480,-500.0,-483.6666666666667,500.0,1.0593960285186768,0.21293602883815765,0.18195372819900513,-1.1410635709762573,0.0,False
Acrobot-v1,gpomdp_reward_only,201,25,25600,-500.0,-500.0,500.0,1.059903860092163,0.2113075703382492,0.1884107142686844,-1.1407901048660278,0.0,False
Acrobot-v1,gpomdp_reward_only,201,30,30720,-500.0,-500.0,500.0,1.0592336654663086,0.2113652378320694,0.18057258427143097,-1.1413836479187012,0.0,False
Acrobot-v1,gpomdp_reward_only,201,35,35840,-500.0,-482.3333333333333,500.0,1.0596476793289185,0.21157824993133545,0.18045328557491302,-1.1410858631134033,0.0,False
Acrobot-v1,gpomdp_reward_only,201,40,40960,-500.0,-455.3333333333333,500.0,1.0592349767684937,0.21204887330532074,0.1815861463546753,-1.1413888931274414,0.0,False
Acrobot-v1,gpomdp_reward_only,201,45,46080,-500.0,-486.6666666666667,500.0,1.0575135946273804,0.2121279388666153,0.18187779188156128,-1.1428889036178589,0.0,False
Acrobot-v1,gpomdp_reward_only,201,50,51200,-500.0,-500.0,500.0,1.0591028928756714,0.21051916480064392,0.18341857194900513,-1.1418113708496094,0.0,False
