target_gradient_ratio,achieved_fisher_gradient_ratio,effective_fisher_beta,elapsed_seconds,fisher_gradient_norm,fisher_loss,fisher_rank,fisher_surrogate,gradient_cosine,gradient_norm,lambda_max,lambda_min,logdet,parameter_count,return,return_std,reward_gradient_norm,reward_loss,target_fisher_gradient_ratio,total_loss,unscaled_fisher_gradient_norm,update
0.2,0.2,0.0002984814564902762,420.9610480100382,4.838045120239258,0.19692666068806394,16,-659.761792252174,-0.557827889919281,21.863319396972656,1512.2373090489414,3.060390135751189e-08,-65.65585456118075,16,90.32376955006987,2.2450324900126533,24.19022560119629,-6.238614082336426,0.2,-6.041687421648362,16208.86328125,228
0.2,0.20000002216787643,0.00042910989949056943,422.19457923900336,3.8718502521514893,0.2811078771070223,16,-655.0952971272577,-0.7388594746589661,16.703521728515625,1323.344279901286,2.896689848068098e-08,-65.48946421675895,16,90.66121358358731,2.214560564144668,19.359249114990234,-2.2070560455322266,0.2,-1.9259481684252042,9022.9794921875,229
0.2,0.2000000079756284,0.00032279241610861444,423.45137787796557,2.3914713859558105,0.18045982809217895,16,-559.0584508387493,0.8193104267120361,13.984098434448242,1221.537577119399,2.997673052579009e-08,-65.46054809921131,16,91.07958750558258,1.954228942948188,11.957356452941895,0.5362427234649658,0.2,0.7167025515571448,7408.697265625,230
0.2,0.19999998551062828,0.00046476903729223074,424.7475434669759,2.6327552795410156,0.28943850916306135,16,-622.7577268256629,0.6472436785697937,15.002650260925293,1163.3781745166048,2.3395385514053657e-08,-66.48735528466618,16,90.67167388064723,2.499134193816865,13.163777351379395,-3.8173820972442627,0.2,-3.527943588081201,5664.6533203125,231
0.2,0.19999999094877066,0.00026387652086873017,425.9944464500295,2.10728120803833,0.16213361711091406,16,-614.429872643236,0.7829601764678955,12.25662612915039,1245.0980221010427,1.981653153921469e-08,-65.97004094864938,16,90.46582747600397,2.0219256427537204,10.536406517028809,0.2797236442565918,0.2,0.44185726136750586,7985.861328125,232
0.2,0.2,0.00019938545211640036,427.2203248470323,2.4335222244262695,0.13019321705333514,16,-652.972499605081,-0.028566570952534676,12.340222358703613,1141.6068251714605,2.1756642842540797e-08,-65.77423542205898,16,90.54170380508899,2.5051907577251757,12.167611122131348,-5.0001325607299805,0.2,-4.869939343676645,12205.1142578125,233
0.2,0.19999997465175792,0.0011293386903449437,428.47963413305115,6.019662857055664,0.9297774592050445,16,-823.2937268102048,-0.793657660484314,25.5842227935791,1310.8647372567145,2.4917694735088517e-08,-65.22134329722303,16,90.21668180395186,2.6273022289232038,30.098318099975586,-3.1054739952087402,0.2,-2.175696536003696,5330.25537109375,234
0.2,0.20000001234260936,0.00036056958510223065,429.7812510150252,3.0906734466552734,0.20821341530180418,16,-577.4569567279791,0.8149217367172241,18.061071395874023,1246.4270107262355,2.6953960872231464e-08,-65.09492239783637,16,90.8033088544122,1.9584806762532756,15.45336627960205,0.11311948299407959,0.2,0.32133289829588374,8571.6416015625,235
0.2,0.19999998311257386,0.0003770245078461896,431.02043452404905,2.2588977813720703,0.2625218157917797,16,-696.2990742736483,-0.846570611000061,9.458902359008789,1169.6865736306147,2.104382697849405e-08,-66.42078254304381,16,91.04975368610364,1.8331008132893984,11.294489860534668,-0.17218613624572754,0.2,0.09033567954605215,5991.38232421875,236
0.2,0.200000003174735,7.497303691976675e-05,432.3672578970436,0.7509873509407043,0.05062745954439027,16,-675.2755607135111,-0.13923902809619904,3.7253518104553223,1301.6252697510715,2.1731093274006378e-08,-64.5955294529112,16,90.57195621656409,2.039412443369991,3.754936695098877,-0.5964794158935547,0.2,-0.5458519563491644,10016.765625,237
0.2,0.19999997936653616,7.638355007561363e-05,433.6787266440224,1.1554945707321167,0.05165298774864017,16,-676.2318286791832,0.10496164113283157,6.009640216827393,1394.0880441023562,2.2100783907919463e-08,-65.69203754002231,16,90.86531359041689,1.8548340597844812,5.777473449707031,1.963193416595459,0.2,2.014846404344099,15127.533203125,238
0.2,0.20000000748866384,0.002400521308397517,435.11099169496447,5.093962669372559,1.825078333411901,16,-760.2841628722069,0.18588519096374512,26.886690139770508,1071.2615950493332,2.1133110914175648e-08,-66.77062578518041,16,90.49604394209972,1.6528065195059265,25.469812393188477,-1.4556629657745361,0.2,0.3694153676373648,2122.0234375,239
