update,environment_steps,training_return,training_episode_length,beta,barrier_active
1,4000,-500.0,500.0,0.0,False
2,8000,-500.0,500.0,0.0,False
3,12000,-500.0,500.0,0.0,False
4,16000,-500.0,500.0,0.0,False
5,17208,-150.0,151.0,0.0,False
6,20899,-461.25,461.375,0.0,False
7,24899,-500.0,500.0,0.0,False
8,28899,-500.0,500.0,0.0,False
9,32899,-500.0,500.0,0.0,False
10,36899,-500.0,500.0,0.0,False
11,40899,-500.0,500.0,0.0,False
12,44899,-500.0,500.0,0.0,False
13,48899,-500.0,500.0,0.0,False
14,52899,-500.0,500.0,0.0,False
15,56899,-500.0,500.0,0.0,False
16,60899,-500.0,500.0,0.0,False
17,64899,-500.0,500.0,0.0,False
18,68899,-500.0,500.0,0.0,False
19,72899,-500.0,500.0,0.0,False
20,76899,-500.0,500.0,0.0,False
21,80899,-500.0,500.0,0.0,False
22,84899,-500.0,500.0,0.0,False
23,88899,-500.0,500.0,0.0,False
24,92899,-500.0,500.0,0.0,False
25,96899,-500.0,500.0,0.0,False
26,100899,-500.0,500.0,0.0,False
27,104899,-500.0,500.0,0.0,False
28,108899,-500.0,500.0,0.0,False
29,112899,-500.0,500.0,0.0,False
30,116899,-500.0,500.0,0.0,False
31,120899,-500.0,500.0,0.0,False
32,122880,-283.0,283.0,0.0,False
