environment,method,seed,update,environment_steps,deterministic_return,stochastic_return,episode_length,entropy,mean_min_probability,global_min_probability,barrier_value,beta,barrier_active
Acrobot-v1,npg_reward_only,310,0,0,-500.0,-500.0,500.0,1.0861308574676514,0.2818240821361542,0.21657556295394897,-1.11106538772583,0.0,False
Acrobot-v1,npg_reward_only,310,4,16000,-153.4,-174.0,154.4,0.01348583959043026,0.00026426863041706383,4.313554235698323e-21,-18.33897590637207,0.0,False
Acrobot-v1,npg_reward_only,310,7,24899,-500.0,-500.0,500.0,1.3261784790989661e-13,2.1398035069849956e-22,2.1386483621842624e-22,-27.682857513427734,0.0,False
Acrobot-v1,npg_reward_only,310,10,36899,-500.0,-500.0,500.0,1.3261826803823845e-13,2.1399537061013497e-22,2.1386483621842624e-22,-27.682832717895508,0.0,False
Acrobot-v1,npg_reward_only,310,14,52899,-500.0,-500.0,500.0,1.326126979495773e-13,2.1396747648852636e-22,2.138713742976087e-22,-27.68289566040039,0.0,False
Acrobot-v1,npg_reward_only,310,17,64899,-500.0,-500.0,500.0,1.3260658575982992e-13,2.1393683082008033e-22,2.1388116879460794e-22,-27.682958602905273,0.0,False
Acrobot-v1,npg_reward_only,310,20,76899,-500.0,-500.0,500.0,1.326124540040885e-13,2.13962377291635e-22,2.1387463071542547e-22,-27.68290138244629,0.0,False
Acrobot-v1,npg_reward_only,310,23,88899,-500.0,-500.0,500.0,1.3260860508637617e-13,2.1395230511559715e-22,2.1387218209117566e-22,-27.682926177978516,0.0,False
Acrobot-v1,npg_reward_only,310,26,100899,-500.0,-500.0,500.0,1.3261524582468265e-13,2.139826226179066e-22,2.138436316372939e-22,-27.682863235473633,0.0,False
Acrobot-v1,npg_reward_only,310,29,112899,-500.0,-500.0,500.0,1.3260996033909178e-13,2.139529614478703e-22,2.138615798006095e-22,-27.682924270629883,0.0,False
Acrobot-v1,npg_reward_only,310,32,122880,-500.0,-500.0,500.0,1.3261592345104045e-13,2.139804769162444e-22,2.1386077200704254e-22,-27.682863235473633,0.0,False
