method,seed,update,true_environment_steps,stochastic_return,deterministic_return,stochastic_termination_rate,deterministic_termination_rate,stochastic_episode_length,entropy,mean_min_probability,global_min_probability,minimum_probability_q01,minimum_probability_q05,minimum_probability_q10,action_margin_mean,action_margin_q10,beta,barrier_active
gpomdp_logbarrier_handoff,715,0,0,-482.78125,-226.0,0.3125,0.75,483.09375,1.0730072259902954,0.24870695173740387,0.15269522368907928,0.16151714324951172,0.17430700361728668,0.1831899881362915,0.04625554382801056,0.005298429634422064,546.4135158976487,True
gpomdp_logbarrier_handoff,715,50,131553,-244.375,-78.5625,0.96875,1.0,245.34375,1.0446991920471191,0.23222124576568604,0.15127766132354736,0.1543210744857788,0.16037651896476746,0.16718125343322754,0.16251623630523682,0.048243194818496704,546.4135158976487,True
gpomdp_logbarrier_handoff,715,100,228995,-232.78125,-261.125,1.0,0.59375,233.78125,1.0393568277359009,0.21989327669143677,0.14697128534317017,0.1525975465774536,0.15783843398094177,0.16283735632896423,0.15788665413856506,0.022143274545669556,546.4135158976487,True
gpomdp_logbarrier_handoff,715,150,316699,-234.09375,-85.21875,1.0,1.0,235.09375,1.043215036392212,0.2361166924238205,0.15429726243019104,0.16318024694919586,0.1694154590368271,0.17438587546348572,0.18071821331977844,0.046735286712646484,546.4135158976487,True
gpomdp_logbarrier_handoff,715,200,411892,-233.75,-83.65625,1.0,1.0,234.75,1.0485246181488037,0.2397175133228302,0.1559974104166031,0.16559413075447083,0.17304357886314392,0.17851854860782623,0.1665075570344925,0.041101448237895966,546.4135158976487,True
gpomdp_logbarrier_handoff,715,249,510734,-246.625,-88.84375,1.0,1.0,247.625,1.0570056438446045,0.24236075580120087,0.1591959446668625,0.1640825867652893,0.17244912683963776,0.18051372468471527,0.132766991853714,0.01415685098618269,546.4135158976487,True
gpomdp_logbarrier_handoff,715,250,512710,-259.875,-83.6875,0.96875,1.0,260.84375,1.0571949481964111,0.24292504787445068,0.15797950327396393,0.16362832486629486,0.17144358158111572,0.18010877072811127,0.13250117003917694,0.014450669288635254,0.0,False
gpomdp_logbarrier_handoff,715,251,514893,-279.34375,-83.0625,0.9375,1.0,280.28125,1.054839015007019,0.24060527980327606,0.15756182372570038,0.16273784637451172,0.1705043762922287,0.17901699244976044,0.13911156356334686,0.017402851954102516,0.0,False
gpomdp_logbarrier_handoff,715,300,586281,-134.84375,-81.5625,1.0,1.0,135.84375,0.8730263113975525,0.14929933845996857,0.05865365266799927,0.05985192582011223,0.06326894462108612,0.066901296377182,0.39006152749061584,0.11137363314628601,0.0,False
gpomdp_logbarrier_handoff,715,350,637761,-113.96875,-90.71875,1.0,1.0,114.96875,0.7163233160972595,0.0985289141535759,0.028434807434678078,0.028811287134885788,0.029810993000864983,0.03130282834172249,0.5234742164611816,0.1723749339580536,0.0,False
gpomdp_logbarrier_handoff,715,400,681022,-102.9375,-79.125,1.0,1.0,103.9375,0.6051305532455444,0.07255295664072037,0.018131712451577187,0.018369881436228752,0.018722478300333023,0.0190139003098011,0.622897744178772,0.25895261764526367,0.0,False
gpomdp_logbarrier_handoff,715,450,722465,-103.5625,-88.78125,1.0,1.0,104.5625,0.5418021082878113,0.06178895756602287,0.012380750849843025,0.012437093071639538,0.012719855643808842,0.01315123587846756,0.6711174249649048,0.32264718413352966,0.0,False
gpomdp_logbarrier_handoff,715,500,761888,-95.46875,-88.53125,1.0,1.0,96.46875,0.44115546345710754,0.04501586779952049,0.007540316786617041,0.0075623285956680775,0.0076484098099172115,0.007793017663061619,0.7471659183502197,0.4407546818256378,0.0,False
gpomdp_logbarrier_handoff,715,600,838114,-102.59375,-102.1875,1.0,0.96875,103.59375,0.3865027129650116,0.037589602172374725,0.00564860412850976,0.00566656980663538,0.005717699881643057,0.005797943565994501,0.7894302010536194,0.5119053721427917,0.0,False
gpomdp_logbarrier_handoff,715,750,951729,-86.71875,-83.90625,1.0,1.0,87.71875,0.33833563327789307,0.03366709128022194,0.0032149681355804205,0.003228781744837761,0.0032748377416282892,0.003354588057845831,0.8147873878479004,0.49837252497673035,0.0,False
gpomdp_logbarrier_handoff,715,850,1024736,-87.46875,-82.0625,1.0,1.0,88.46875,0.26083725690841675,0.024375231936573982,0.0018203069921582937,0.0018242576625198126,0.0018439721316099167,0.0018756677163764834,0.8621808290481567,0.6331927180290222,0.0,False
gpomdp_logbarrier_handoff,715,1000,1129558,-87.0,-78.4375,1.0,1.0,88.0,0.20800694823265076,0.018085338175296783,0.0011197583517059684,0.0011232979595661163,0.0011391681618988514,0.0011687553487718105,0.8977123498916626,0.7428289651870728,0.0,False
