environment,method,seed,update,environment_steps,deterministic_return,stochastic_return,deterministic_return_standard_deviation,stochastic_return_standard_deviation,episode_length,deterministic_termination_rate,stochastic_termination_rate,entropy,mean_min_probability,global_min_probability,barrier_value,beta,barrier_active,entropy_coefficient,entropy_bonus_active
Acrobot-v1,gpomdp_entropy_handoff,1038,0,0,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.089530110359192,0.2852647006511688,0.2310570776462555,-1.1077215671539307,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1038,50,200000,-500.0,-496.96875,0.0,17.147339443773777,500.0,0.0,0.03125,1.0950427055358887,0.30468690395355225,0.2624507248401642,-1.1021647453308105,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1038,100,399697,-489.8125,-500.0,57.62920266670363,0.0,489.84375,0.03125,0.0,1.0942350625991821,0.2982185184955597,0.25141969323158264,-1.1030292510986328,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1038,150,599697,-500.0,-497.78125,0.0,12.551145366061219,500.0,0.0,0.03125,1.09630286693573,0.3071340024471283,0.26117244362831116,-1.100953221321106,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1038,200,799347,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.0907045602798462,0.2884565591812134,0.20818239450454712,-1.1067036390304565,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1038,249,994796,-355.5,-495.40625,143.62832859221592,25.98617420860562,356.03125,0.53125,0.03125,1.096923589706421,0.31507232785224915,0.27345913648605347,-1.1002850532531738,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1038,250,998796,-275.6875,-489.71875,104.29995128814623,40.45805025758361,276.5625,0.875,0.0625,1.0967646837234497,0.31440839171409607,0.2760739028453827,-1.100441813468933,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1038,251,1002796,-250.59375,-493.96875,99.09065884004828,34.11790219225092,251.5,0.90625,0.03125,1.0966612100601196,0.31425943970680237,0.2693710923194885,-1.1005429029464722,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1038,300,1196553,-500.0,-471.875,0.0,59.50264293398262,500.0,0.0,0.25,1.0863641500473022,0.29003891348838806,0.21631237864494324,-1.110608458518982,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1038,350,1320697,-500.0,-179.03125,0.0,49.10586613338245,500.0,0.0,1.0,0.9178757667541504,0.17348924279212952,0.08329501748085022,-1.2962814569473267,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1038,400,1379633,-434.0,-148.625,155.86077327269132,79.15185486791992,434.15625,0.15625,1.0,0.7630184292793274,0.11366177350282669,0.03372523933649063,-1.5146501064300537,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1038,450,1429887,-86.875,-110.3125,18.80416906416097,18.166678997726898,87.875,1.0,1.0,0.7087631225585938,0.0936240404844284,0.01915241777896881,-1.6300854682922363,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1038,500,1473610,-79.59375,-101.53125,10.71886902736508,13.990744348295227,80.59375,1.0,1.0,0.6033942103385925,0.07101205736398697,0.010271277278661728,-1.8433971405029297,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1038,550,1514457,-85.0,-97.1875,17.18401357601434,35.26438164640387,86.0,1.0,1.0,0.5085198879241943,0.05373503640294075,0.00597935589030385,-2.0641393661499023,0.0,False,0.0,False
