update,true_environment_steps,training_return,training_episode_length,beta
1,3889,-485.75,486.125,0.0
2,7567,-459.25,459.75,0.0
3,11342,-471.5,471.875,0.0
4,15308,-495.625,495.75,0.0
5,19046,-466.75,467.25,0.0
6,22656,-450.75,451.25,0.0
7,26191,-441.5,441.875,0.0
8,29763,-445.875,446.5,0.0
9,32972,-400.375,401.125,0.0
10,36564,-448.375,449.0,0.0
11,40167,-449.875,450.375,0.0
12,43250,-384.625,385.375,0.0
13,46215,-369.875,370.625,0.0
14,49293,-384.0,384.75,0.0
15,52104,-350.5,351.375,0.0
16,55125,-376.875,377.625,0.0
17,57697,-320.5,321.5,0.0
18,60095,-298.75,299.75,0.0
19,62594,-311.375,312.375,0.0
20,64908,-288.375,289.25,0.0
21,67270,-294.375,295.25,0.0
22,69348,-258.75,259.75,0.0
23,71229,-234.125,235.125,0.0
24,73420,-272.875,273.875,0.0
25,75659,-278.875,279.875,0.0
26,77790,-265.375,266.375,0.0
27,80040,-280.25,281.25,0.0
28,81831,-222.875,223.875,0.0
29,83680,-230.125,231.125,0.0
30,85421,-216.625,217.625,0.0
31,87153,-215.5,216.5,0.0
32,88890,-216.125,217.125,0.0
33,90423,-190.625,191.625,0.0
34,92087,-207.0,208.0,0.0
35,93758,-207.875,208.875,0.0
36,95539,-221.625,222.625,0.0
37,96992,-180.625,181.625,0.0
38,98570,-196.25,197.25,0.0
39,100092,-189.25,190.25,0.0
40,101532,-179.0,180.0,0.0
41,103079,-192.375,193.375,0.0
42,104652,-195.625,196.625,0.0
43,106399,-217.5,218.375,0.0
44,107668,-157.625,158.625,0.0
45,109192,-189.5,190.5,0.0
46,110726,-190.75,191.75,0.0
47,112035,-162.625,163.625,0.0
48,113579,-192.0,193.0,0.0
49,114989,-175.25,176.25,0.0
50,116359,-170.25,171.25,0.0
51,117632,-158.125,159.125,0.0
52,119105,-183.125,184.125,0.0
53,120480,-170.875,171.875,0.0
54,121702,-151.75,152.75,0.0
55,123038,-166.0,167.0,0.0
56,124402,-169.5,170.5,0.0
57,125825,-176.875,177.875,0.0
