iteration,train_reward,best_reward,kl,grad_norm,nat_grad_norm,entropy,mean_std,return_mean,return_std,episode_len,rollout_time,update_time,total_time
0,-107.8128,-107.8128,5.196414e-03,5.926600e+02,7.687927e+03,5.518353,0.606808,-26.9409,21.453,500.0,5.1725,2.1619,7.3344
1,-111.7333,-107.8128,2.865653e-03,5.528593e+02,6.279324e+03,5.513626,0.606734,-28.9005,21.8878,500.0,6.8644,0.4747,7.3391
2,-107.9263,-107.8128,2.973222e-03,5.790447e+02,7.043488e+03,5.496543,0.60435,-27.5685,21.1788,500.0,7.0739,0.4997,7.5736
3,-91.9214,-91.9214,2.199220e-03,5.830039e+02,6.948753e+03,5.494469,0.604314,-23.5677,20.3072,500.0,7.014,0.4677,7.4817
4,-93.1367,-91.9214,2.280568e-03,5.636880e+02,6.787646e+03,5.485878,0.604019,-23.6332,20.694,500.0,7.2964,0.4522,7.7486
5,-85.6485,-85.6485,1.995000e-03,5.346108e+02,6.520436e+03,5.485229,0.604017,-21.5809,20.1743,500.0,6.7005,0.4955,7.1961
6,-80.2729,-80.2729,1.558160e-03,3.485234e+02,5.831756e+03,5.484683,0.603992,-20.9649,16.9983,500.0,7.0739,0.4762,7.5502
7,-80.0093,-80.0093,1.651366e-03,5.501494e+02,6.215568e+03,5.483192,0.603613,-21.3256,17.4332,500.0,6.9196,0.4789,7.3985
8,-74.1788,-74.1788,1.700434e-03,5.403210e+02,6.363136e+03,5.492696,0.60421,-19.5823,17.6793,500.0,7.4546,0.4907,7.9453
9,-74.2254,-74.1788,1.570510e-03,5.140756e+02,5.505811e+03,5.491455,0.604178,-19.8959,17.7275,500.0,7.3998,0.4518,7.8516
10,-72.3328,-72.3328,1.533442e-03,4.680085e+02,5.707151e+03,5.489328,0.604164,-18.9844,17.4563,500.0,6.9546,0.4823,7.4369
11,-66.1138,-66.1138,1.471517e-03,4.492939e+02,5.449870e+03,5.48452,0.603993,-17.1464,15.7415,500.0,7.2276,0.4649,7.6924
12,-55.0182,-55.0182,1.036300e-03,3.105546e+02,5.057179e+03,5.488386,0.604156,-14.6782,15.3088,500.0,6.5552,0.4831,7.0384
13,-67.3874,-55.0182,1.465781e-03,4.710665e+02,4.962435e+03,5.489086,0.604164,-18.2511,16.8558,500.0,7.5387,0.491,8.0297
