update,environment_steps,reward_gradient_norm,barrier_gradient_norm,regularizer_gradient_norm,reward_regularizer_cosine,cosine_defined,beta
0,0,202.6583709716797,0.1640196293592453,89.6225357055664,-0.36102741956710815,True,546.4135158976487
1,4000,348.0986022949219,0.17177806794643402,93.86186218261719,0.2441754788160324,True,546.4135158976487
2,8000,300.01287841796875,0.16138169169425964,88.18113708496094,-0.027768587693572044,True,546.4135158976487
3,12000,59.17375564575195,0.1536664217710495,83.96540832519531,0.0406256839632988,True,546.4135158976487
4,16000,437.5902099609375,0.1440829485654831,78.72886657714844,0.20715461671352386,True,546.4135158976487
5,20000,277.88812255859375,0.134522944688797,73.5051498413086,-0.8958693742752075,True,546.4135158976487
6,24000,230.9130401611328,0.13196295499801636,72.10633850097656,-0.3104623258113861,True,546.4135158976487
7,28000,247.028076171875,0.12707184255123138,69.43376922607422,0.5359359383583069,True,546.4135158976487
8,32000,369.3726806640625,0.12217045575380325,66.75558471679688,0.3661758303642273,True,546.4135158976487
9,36000,228.64854431152344,0.11749067902565002,64.198486328125,-0.2533447742462158,True,546.4135158976487
10,40000,377.91546630859375,0.11435876041650772,62.4871711730957,-0.6192019581794739,True,546.4135158976487
11,44000,313.55181884765625,0.1097763329744339,59.983272552490234,-0.5005324482917786,True,546.4135158976487
12,48000,216.8095245361328,0.11010578274726868,60.16328811645508,-0.555694580078125,True,546.4135158976487
13,52000,369.3561096191406,0.10596204549074173,57.89908981323242,0.16930115222930908,True,546.4135158976487
14,56000,330.5960998535156,0.10335073620080948,56.47224044799805,-0.023510467261075974,True,546.4135158976487
15,60000,191.69541931152344,0.10384160280227661,56.74045181274414,0.11219412088394165,True,546.4135158976487
16,64000,172.4927520751953,0.10227562487125397,55.8847770690918,0.5062168836593628,True,546.4135158976487
17,68000,403.2655334472656,0.09582820534706116,52.36181640625,0.8388848900794983,True,546.4135158976487
18,72000,269.95123291015625,0.09166579693555832,50.087425231933594,0.45730122923851013,True,546.4135158976487
19,76000,277.9675598144531,0.08476942032575607,46.31915283203125,0.07032382488250732,True,546.4135158976487
20,80000,151.05886840820312,0.08526337146759033,46.58906173706055,0.14683428406715393,True,546.4135158976487
21,84000,164.15919494628906,0.08651816844940186,47.27469253540039,-0.1396963894367218,True,546.4135158976487
22,88000,346.68060302734375,0.08398475497961044,45.89039993286133,0.2162010222673416,True,546.4135158976487
23,92000,224.91189575195312,0.08391974866390228,45.85487747192383,-0.24786557257175446,True,546.4135158976487
24,96000,233.25909423828125,0.07531676441431046,41.15411376953125,0.2548813819885254,True,546.4135158976487
25,100000,272.9718322753906,0.07929865270853043,43.32986068725586,0.6478070616722107,True,546.4135158976487
26,104000,337.8038024902344,0.07577046006917953,41.40200424194336,0.13794226944446564,True,546.4135158976487
27,108000,259.31591796875,0.06886906176805496,37.630985260009766,-0.35767701268196106,True,546.4135158976487
28,112000,367.7859191894531,0.06607162952423096,36.10243225097656,0.12095723301172256,True,546.4135158976487
29,116000,385.695556640625,0.06291273236274719,34.37636947631836,0.7229238152503967,True,546.4135158976487
30,120000,231.4783477783203,0.06600513309240341,36.06608963012695,0.306424617767334,True,546.4135158976487
31,124000,421.484375,0.06002674624323845,32.7994270324707,0.6377027630805969,True,546.4135158976487
32,128000,92.07008361816406,0.05321202054619789,29.07577133178711,-0.08745136111974716,True,546.4135158976487
33,132000,166.9012451171875,0.05528336018323898,30.20757293701172,0.16219373047351837,True,546.4135158976487
34,136000,126.96542358398438,0.05437522009015083,29.711355209350586,-0.04459109529852867,True,546.4135158976487
35,140000,138.63223266601562,0.05511913821101189,30.117841720581055,-0.676304280757904,True,546.4135158976487
36,144000,170.3059844970703,0.059071168303489685,32.277286529541016,0.2885715663433075,True,546.4135158976487
37,148000,247.21170043945312,0.06344486027956009,34.6671257019043,0.3743206560611725,True,546.4135158976487
38,152000,413.6485290527344,0.06007145345211029,32.823856353759766,0.34347444772720337,True,546.4135158976487
39,156000,238.96775817871094,0.06592614948749542,36.02293395996094,0.11727986484766006,True,546.4135158976487
40,159918,427.19708251953125,0.060906343162059784,33.28004455566406,-0.7798477411270142,True,546.4135158976487
41,163918,247.4558563232422,0.06388493627309799,34.90758514404297,-0.055699992924928665,True,546.4135158976487
42,167918,321.47845458984375,0.052704788744449615,28.798603057861328,0.9156278967857361,True,546.4135158976487
43,171918,188.68185424804688,0.06280305236577988,34.316429138183594,0.1281246840953827,True,546.4135158976487
