iteration,train_reward,best_reward,kl,grad_norm,nat_grad_norm,entropy,mean_std,return_mean,return_std,episode_len,rollout_time,update_time,total_time
0,-114.0113,-114.0113,1.745295e-03,5.236274e+02,5.985478e+03,5.508248,0.60621,-28.7318,18.8403,500.0,5.2928,1.9394,7.2322
1,-101.115,-101.115,1.958197e-03,4.714149e+02,5.829434e+03,5.501066,0.604866,-25.1201,18.1068,500.0,6.0709,0.4754,6.5463
2,-96.0543,-96.0543,1.974125e-03,4.752781e+02,5.927966e+03,5.484488,0.603991,-23.9442,18.2107,500.0,7.2604,0.4647,7.7251
3,-94.0458,-94.0458,1.543675e-03,4.373329e+02,5.424966e+03,5.47532,0.602265,-23.8574,17.331,500.0,7.0757,0.4561,7.5318
4,-89.7012,-89.7012,2.128583e-03,6.062241e+02,6.366727e+03,5.461459,0.601519,-22.8402,18.6801,500.0,6.5566,0.455,7.0116
5,-76.126,-76.126,1.940056e-03,5.877584e+02,6.323723e+03,5.456218,0.600996,-18.6913,18.5947,500.0,6.4817,0.4593,6.941
6,-62.1063,-62.1063,1.592612e-03,4.813081e+02,5.688083e+03,5.444413,0.599143,-15.1862,16.7718,500.0,7.0739,0.4684,7.5423
7,-55.708,-55.708,2.148031e-03,5.074279e+02,6.001250e+03,5.435117,0.598914,-14.2728,17.8682,500.0,6.6345,0.4606,7.0951
8,-46.6634,-46.6634,1.884154e-03,5.125187e+02,5.489954e+03,5.427413,0.598258,-11.4991,16.5378,500.0,6.0117,0.4548,6.4664
9,-34.8277,-34.8277,1.688618e-03,5.997090e+02,5.563679e+03,5.4105,0.596345,-8.8864,16.7908,500.0,5.8597,0.4959,6.3555
10,-35.5738,-34.8277,1.624478e-03,4.901252e+02,5.822623e+03,5.393799,0.594346,-9.3809,16.5728,500.0,6.7957,0.465,7.2608
11,-26.5643,-26.5643,1.648727e-03,5.352919e+02,5.921824e+03,5.374347,0.593044,-6.7622,16.5117,500.0,7.3008,0.501,7.8017
