iteration,train_reward,best_reward,kl,grad_norm,nat_grad_norm,entropy,mean_std,return_mean,return_std,episode_len,rollout_time,update_time,total_time
0,1.9879,1.9879,7.472488e-06,1.285928e+02,1.544056e+03,1.837616,0.606704,0.8535,7.8991,500.0,13.6809,0.3236,14.0045
1,1.0385,1.9879,6.656905e-06,1.740672e+02,1.337647e+03,1.837818,0.606709,-0.22,6.9731,500.0,12.212,0.2548,12.4669
2,1.7827,1.9879,5.900277e-06,1.632100e+02,1.207801e+03,1.837824,0.606709,-0.1557,7.3322,500.0,11.6146,0.1946,11.8092
3,1.594,1.9879,8.604052e-06,1.620350e+02,1.322450e+03,1.837658,0.606704,0.583,7.3352,500.0,11.3629,0.3211,11.684
4,1.9,1.9879,7.367040e-06,1.906879e+02,1.298360e+03,1.837525,0.605881,0.7805,7.1259,500.0,11.888,0.1947,12.0827
5,3.3689,3.3689,1.417308e-05,2.530003e+02,1.595323e+03,1.837521,0.605881,0.9492,7.8076,500.0,11.2555,0.243,11.4984
6,2.925,3.3689,6.100349e-06,1.357854e+02,1.460103e+03,1.837467,0.60588,0.8026,7.5864,500.0,11.8191,0.2217,12.0408
7,2.8784,3.3689,1.034535e-05,2.266782e+02,1.299098e+03,1.83766,0.606704,0.3729,7.3803,500.0,10.9062,0.1345,11.0406
8,3.2752,3.3689,9.737772e-06,2.195200e+02,1.484384e+03,1.837442,0.60588,0.7106,7.8145,500.0,11.3264,0.2561,11.5825
9,4.3452,4.3452,1.245376e-05,2.555771e+02,1.611748e+03,1.837372,0.605876,1.3856,8.1083,500.0,10.954,0.1843,11.1384
10,6.1571,6.1571,1.261318e-05,1.812003e+02,1.433863e+03,1.837952,0.60671,2.56,8.0599,500.0,11.1111,0.1549,11.2659
11,5.4427,6.1571,1.299450e-05,2.139397e+02,1.665234e+03,1.837711,0.606705,2.5619,8.4738,500.0,11.0372,0.1762,11.2134
12,6.2697,6.2697,1.185742e-05,2.176009e+02,1.633140e+03,1.837727,0.606705,2.2365,8.6365,500.0,11.3139,0.3125,11.6263
13,6.4699,6.4699,1.168542e-05,1.920231e+02,1.500899e+03,1.837496,0.605881,2.3651,8.081,500.0,11.9869,0.4277,12.4146
14,6.9693,6.9693,1.011438e-05,2.228798e+02,1.472673e+03,1.836487,0.605798,2.5284,8.4169,500.0,11.9226,0.4336,12.3562
15,8.2775,8.2775,9.411498e-06,1.815121e+02,1.440812e+03,1.836708,0.605803,3.0158,8.2572,500.0,12.0043,0.323,12.3274
16,8.494,8.494,1.065715e-05,1.674835e+02,1.634984e+03,1.836763,0.605804,3.2534,8.6463,500.0,11.1573,0.1253,11.2825
17,8.3195,8.494,1.063774e-05,1.913635e+02,1.514347e+03,1.837654,0.606704,3.2308,8.9819,500.0,10.3648,0.127,10.4918
18,10.5964,10.5964,8.789912e-06,1.649341e+02,1.111858e+03,1.837047,0.60586,4.1233,9.1544,500.0,10.239,0.2524,10.4915
19,8.8183,10.5964,1.436611e-05,1.568103e+02,1.564548e+03,1.836904,0.605856,3.2101,8.5266,500.0,10.9685,0.5543,11.5228
20,10.7504,10.7504,1.041041e-05,2.028284e+02,1.693922e+03,1.836769,0.605804,3.6938,9.099,500.0,10.0361,0.123,10.159
21,11.4764,11.4764,1.092120e-05,1.882386e+02,1.495614e+03,1.836567,0.605799,3.571,9.438,500.0,10.8229,0.1847,11.0077
22,12.5426,12.5426,1.024880e-05,2.118824e+02,1.728917e+03,1.835174,0.605495,4.3211,8.9913,500.0,10.4632,0.1356,10.5988
23,12.6118,12.6118,1.477081e-05,2.309226e+02,1.462642e+03,1.834543,0.60547,4.3931,9.0264,500.0,10.6298,0.2053,10.8351
24,11.8378,12.6118,1.240487e-05,1.754381e+02,1.435714e+03,1.834265,0.605468,3.7045,8.9725,500.0,10.5859,0.1245,10.7104
25,14.3146,14.3146,1.093222e-05,1.980429e+02,1.669370e+03,1.833841,0.605448,5.4216,9.1761,500.0,10.8653,0.1593,11.0246
26,13.8792,14.3146,1.021349e-05,2.083701e+02,1.825227e+03,1.833157,0.605372,4.5727,9.5184,500.0,10.855,0.1238,10.9789
27,14.6701,14.6701,1.236499e-05,2.335491e+02,1.523761e+03,1.833042,0.605371,4.6572,8.8229,500.0,10.6566,0.2608,10.9175
28,15.7672,15.7672,1.095450e-05,1.957969e+02,1.652852e+03,1.834148,0.605464,5.6521,9.0966,500.0,10.4586,0.3125,10.7711
29,15.4295,15.7672,9.921644e-06,1.902538e+02,1.380195e+03,1.83371,0.605444,5.4387,8.9609,500.0,10.7178,0.1506,10.8684
30,15.6512,15.7672,7.402818e-06,2.253815e+02,1.303675e+03,1.833275,0.605386,5.9189,8.698,500.0,10.848,0.1229,10.9709
31,15.0742,15.7672,1.174795e-05,2.615187e+02,1.452337e+03,1.833788,0.605448,4.4346,9.8042,500.0,11.0214,0.1576,11.179
32,17.8431,17.8431,1.105361e-05,1.054711e+02,2.032272e+03,1.833309,0.605386,6.184,10.3927,500.0,10.2016,0.1135,10.3151
