environment,method,seed,update,environment_steps,deterministic_return,stochastic_return,deterministic_return_standard_deviation,stochastic_return_standard_deviation,episode_length,deterministic_termination_rate,stochastic_termination_rate,entropy,mean_min_probability,global_min_probability,barrier_value,beta,barrier_active,entropy_coefficient,entropy_bonus_active
Acrobot-v1,gpomdp_entropy_handoff,1055,0,0,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.0879013538360596,0.2931445240974426,0.22991889715194702,-1.1090599298477173,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1055,50,199808,-500.0,-497.78125,0.0,12.551145366061219,500.0,0.0,0.03125,1.096215009689331,0.31072625517845154,0.2668747007846832,-1.1009865999221802,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1055,100,399760,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.0940808057785034,0.30535584688186646,0.2527308166027069,-1.103076696395874,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1055,150,599760,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.0956956148147583,0.31023281812667847,0.26655906438827515,-1.1014957427978516,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1055,200,799760,-500.0,-497.1875,0.0,15.90990257669732,500.0,0.0,0.03125,1.0965428352355957,0.31265953183174133,0.2856699824333191,-1.100663185119629,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1055,249,995338,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.093969464302063,0.2951996922492981,0.24620762467384338,-1.103332757949829,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1055,250,999338,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.094269037246704,0.29672592878341675,0.2436259388923645,-1.1030187606811523,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1055,251,1003338,-500.0,-497.84375,0.0,12.197591975467946,500.0,0.0,0.03125,1.093910574913025,0.29507431387901306,0.2435101717710495,-1.1033889055252075,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1055,300,1199031,-353.1875,-498.78125,109.60734538018117,6.894291116568838,353.875,0.6875,0.03125,1.0928739309310913,0.29103317856788635,0.26120591163635254,-1.1044002771377563,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1055,350,1394713,-362.34375,-467.5625,159.84339298906934,57.440537276218485,362.78125,0.4375,0.34375,1.088144302368164,0.29091376066207886,0.2202969193458557,-1.1089167594909668,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1055,400,1509795,-221.90625,-155.625,190.97176946834568,33.62482761677842,222.59375,0.6875,1.0,0.920380175113678,0.16264654695987701,0.06155326962471008,-1.299533724784851,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1055,450,1564629,-153.90625,-128.0625,152.40636668078767,36.91047364253308,154.75,0.84375,1.0,0.7533267140388489,0.10217167437076569,0.026977021247148514,-1.5580246448516846,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1055,500,1613579,-131.46875,-116.46875,122.58163425428629,39.55150531371272,132.375,0.90625,1.0,0.6774402260780334,0.08472856879234314,0.0189344622194767,-1.682076096534729,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1055,550,1657573,-130.6875,-103.71875,127.71653024089792,30.832779346955807,131.59375,0.90625,1.0,0.5873659253120422,0.0680287703871727,0.012136589735746384,-1.8625880479812622,0.0,False,0.0,False
