method,initialization,n_trajectories,n,successes,success_rate,success_rate_wilson95_low,success_rate_wilson95_high,finite_rate,final_return_mean,final_return_median,final_return_ci95_low,final_return_ci95_high,final_q_mean,final_q_median,final_q_ci95_low,final_q_ci95_high,final_pi1_good_mean,final_pi1_good_median,final_pi1_good_ci95_low,final_pi1_good_ci95_high,zero_s1_batch_fraction_mean,zero_s1_batch_fraction_median,zero_s1_batch_fraction_ci95_low,zero_s1_batch_fraction_ci95_high,delta_safe_positive_count,delta_safe_positive_rate,first_delta_safe_positive_update_median_when_reached
sampled_pg_reward_only,adverse,4,100,0,0.0,3.469446951953614e-18,0.03699349820698568,1.0,0.4490453276954616,0.4491023719479671,0.44896328080397346,0.4491273745869498,0.012517478250935132,0.012492215807904194,0.012482319872608673,0.012552636629261591,0.015888764363631618,0.015850262410176782,0.01586515856352272,0.015912370163740516,0.9433,0.94,0.9387695359181835,0.9478304640818166,0,0.0,
sampled_pg_logbarrier_handoff,adverse,4,100,0,0.0,3.469446951953614e-18,0.03699349820698568,1.0,0.4113248473557743,0.41134944037189125,0.41115055137733497,0.4114991433342136,0.03233694259543698,0.032309917361819325,0.03223519246875824,0.03243869272211571,0.016278739148392916,0.01623194651232237,0.016236148123582508,0.016321330173203325,0.8814,0.89,0.8755042751260065,0.8872957248739934,0,0.0,
sampled_npg_reward_only,adverse,4,100,0,0.0,3.469446951953614e-18,0.03699349820698568,1.0,0.5,0.5,0.5,0.5,4.1047697052876766e-22,3.8004549078064375e-22,3.7567667657094333e-22,4.45277264486592e-22,0.015431251542924065,0.015876239976466765,0.015249278249950484,0.015613224835897646,0.9973000000000001,1.0,0.9962130166781104,0.9983869833218898,0,0.0,
sampled_npg_logbarrier_handoff,adverse,4,100,8,0.08,0.041093461484380624,0.14998107700948735,0.97,0.5542985904318602,0.49999996699487587,0.5245271327707571,0.5840700480929634,0.1217009656243426,1.2526026917765738e-08,0.06258928693284355,0.18081264431584165,0.5404568464868904,0.44367010085609687,0.48933642945174316,0.5915772635220377,0.5426194979313778,0.585,0.5120221381939456,0.5732168576688099,67,0.67,41.0
sampled_pg_logbarrier_fixed,adverse,4,100,0,0.0,3.469446951953614e-18,0.03699349820698568,1.0,0.3611444658002905,0.3612912469257166,0.36092954863196786,0.3613593829686132,0.07132807843613188,0.07116374983787158,0.07115903335336785,0.07149712351889592,0.01712990522198362,0.017085895197575404,0.017065529600700458,0.017194280843266782,0.8454999999999998,0.84,0.8392040006166804,0.8517959993833192,0,0.0,
sampled_npg_logbarrier_fixed,adverse,4,100,0,0.0,3.469446951953614e-18,0.03699349820698568,1.0,0.43159828383908133,0.3872108765797413,0.4128316564344111,0.45036491124375155,0.3191101993198384,0.2690457570638696,0.2905850039738356,0.34763539466584126,0.46829675465562454,0.3858243620303716,0.4316973113914967,0.5048961979197524,0.3489000000000001,0.36,0.3337784069488217,0.3640215930511785,83,0.83,47.0
sampled_pg_reward_only,adverse,32,100,0,0.0,3.469446951953614e-18,0.03699349820698568,1.0,0.44906279815507844,0.44905507151334495,0.4490362702996407,0.44908932601051615,0.012509903408144523,0.012515275025968558,0.012498445229690052,0.012521361586598993,0.015883310570414397,0.01588996298288045,0.015876649541724297,0.015889971599104498,0.6364,0.63,0.6263593006568184,0.6464406993431815,0,0.0,
sampled_pg_logbarrier_handoff,adverse,32,100,0,0.0,3.469446951953614e-18,0.03699349820698568,1.0,0.4114267594500378,0.4114093889643784,0.4113674021069633,0.4114861167931123,0.03227063509977819,0.03228167979050318,0.0322348762094605,0.03230639399009588,0.016348771470847536,0.016339617235132657,0.016333023440374777,0.016364519501320295,0.38170000000000004,0.38,0.3719098355482327,0.3914901644517674,0,0.0,
sampled_npg_reward_only,adverse,32,100,0,0.0,3.469446951953614e-18,0.03699349820698568,1.0,0.5,0.5,0.5,0.5,2.543271088970541e-21,2.2278749326529416e-21,2.2775541929256644e-21,2.8089879850154173e-21,0.014837524355023626,0.01496618544846956,0.014630963861573745,0.015044084848473508,0.9769000000000002,0.98,0.9737633748170693,0.9800366251829311,0,0.0,
sampled_npg_logbarrier_handoff,adverse,32,100,100,1.0,0.9630065017930143,1.0,1.0,0.9999785077012737,0.999986885171716,0.9999731863900623,0.9999838290124852,0.9999888414246654,0.999993148408672,0.9999860976638376,0.9999915851854931,0.9999877769629579,0.9999928739367882,0.9999845199676154,0.9999910339583005,0.023099999999999996,0.02,0.021462922337033837,0.024737077662966154,100,1.0,24.0
