update,checkpoint,trajectory_count,transition_count,parameter_count,fisher_dtype,score_dtype,numerical_rank,minimum_eigenvalue,maximum_eigenvalue,positive_condition_number,logdet_positive_spectrum,normalized_logdet_positive_spectrum,effective_rank,stable_rank,components_90,components_95,components_99,rank_tolerance,psd_tolerance,mean_return,std_return,mean_episode_length,elapsed_seconds
50,/workplace/adelella/adelella/MCIBConceptDrift/vanilla-policy-gradient/results/fisher_log_barrier/lunar_lander_continuous/lr_pilot/seed_101_lr_5e-3/checkpoints/update_0050.pt,1024,108360,452,torch.float64,torch.float64,449,5.172294984116464e-11,948.4536340392478,9696235707858.672,-5383.705618498581,-11.910853138271198,5.163171753293894,1.7479802588758426,5,7,11,9.519075363189967e-11,9.519075363189966e-09,-105.73013100445544,68.09707592432586,105.8203125,13.572962548932992
100,/workplace/adelella/adelella/MCIBConceptDrift/vanilla-policy-gradient/results/fisher_log_barrier/lunar_lander_continuous/lr_pilot/seed_101_lr_5e-3/checkpoints/update_0100.pt,1024,281155,452,torch.float64,torch.float64,452,9.569616301947388e-10,3560.3154134805854,3720436954986.452,-4462.577964313245,-9.872960098038151,7.191123634118011,1.9002071599874335,7,10,17,3.573280708864478e-10,3.5732807088644785e-08,60.50874688955152,79.90172264941637,274.5654296875,32.68132152897306
150,/workplace/adelella/adelella/MCIBConceptDrift/vanilla-policy-gradient/results/fisher_log_barrier/lunar_lander_continuous/lr_pilot/seed_101_lr_5e-3/checkpoints/update_0150.pt,1024,400882,452,torch.float64,torch.float64,429,1.0535594271182942e-10,10385.400910083841,9893616518612.984,-4559.441552052645,-10.087260070912933,5.696040890848038,1.9455242255141174,5,8,15,1.0423220534145675e-09,1.0423220534145675e-07,165.77616642042565,31.913939234257974,391.486328125,32.44552378100343
200,/workplace/adelella/adelella/MCIBConceptDrift/vanilla-policy-gradient/results/fisher_log_barrier/lunar_lander_continuous/lr_pilot/seed_101_lr_5e-3/checkpoints/update_0200.pt,1024,404234,452,torch.float64,torch.float64,425,1.1900625387972035e-10,14334.241583777895,9953010934247.559,-4370.3499996338605,-9.668915928393497,6.028081599763243,2.0760370021004864,6,9,16,1.4386441362352028e-09,1.438644136235203e-07,147.65527136937993,45.8253996641493,394.759765625,34.712807237985544
