experiment,label,method,alpha,beta,updates,run,finite,final_return,final_q,final_p_good,final_min_pi0,final_min_pi1,final_lambda_min_f_pool,final_logdet_f_pool
basin,basin,detached_conditional,0.05,0.1,2000,20,1,0.7964860219337836,0.825865788298272,0.884498831496873,0.06283687867021766,0.052778926937035654,0.00945730847598264,-13.77836577467463
basin,basin,detached_conditional,0.05,0.1,2000,21,1,0.3759686421523837,0.19387711462705604,0.14864292837863213,0.1421849299791736,0.14864292837863213,0.01652116174959689,-11.611421439253755
basin,basin,detached_conditional,0.05,0.1,2000,22,1,0.5900231436293814,0.5689119207395944,0.7445060681815336,0.11901259972422709,0.09164007845271675,0.018143832224278213,-11.280355638467736
basin,basin,detached_conditional,0.05,0.1,2000,23,1,0.7727643934565464,0.8043649573071239,0.8715785432481676,0.06901437021023674,0.05213317294233334,0.011377137096957868,-13.418580421810624
basin,basin,detached_conditional,0.05,0.1,2000,24,1,0.7918307578010757,0.8226869612117612,0.8815567314679043,0.06256575666786744,0.05598659410025619,0.010358725920473415,-13.705336984992162
basin,basin,detached_conditional,0.05,0.1,2000,25,1,0.7943145261205754,0.8244660768444174,0.8829086323874753,0.06214938543170853,0.058301557004610434,0.010014587802327201,-13.739838742880806
basin,basin,detached_conditional,0.05,0.1,2000,26,1,0.7955760719912424,0.825211917194864,0.8837055856322484,0.062190994796204206,0.055503075668449406,0.0097470690357429,-13.759870176857294
basin,basin,detached_conditional,0.05,0.1,2000,27,1,0.7969062086618685,0.8258697372107667,0.8845900915404703,0.062192575486295545,0.052559932834536714,0.009431622027167894,-13.784949837032986
basin,basin,detached_conditional,0.05,0.1,2000,28,1,0.38472157840249704,0.21276408492678647,0.21929144060297207,0.14056066544201992,0.21929144060297207,0.020704521689925516,-11.224052972806717
basin,basin,detached_conditional,0.05,0.1,2000,29,1,0.7142353510104988,0.7370948262363645,0.8369417071148915,0.08584251364179034,0.05968444262921546,0.01366043515727783,-12.57655298460957
basin,basin,detached_conditional,0.05,0.1,2000,30,1,0.7863527327949346,0.8175536213573035,0.8786054837795078,0.06368544224167495,0.05299450311109732,0.010781124482064003,-13.628092768075277
basin,basin,detached_conditional,0.05,0.1,2000,31,1,0.7938189320040527,0.8238139878061631,0.8824125873951876,0.06134080954376748,0.057370342738452325,0.010176456092682175,-13.733753967548383
basin,basin,detached_conditional,0.05,0.1,2000,32,1,0.7950891443952824,0.824676137646822,0.8831935471653397,0.0614306125401332,0.05742631698037293,0.00993247430869823,-13.751503335440981
basin,basin,detached_conditional,0.05,0.1,2000,33,1,0.7960739893746411,0.8252003708800605,0.8838324753836617,0.061483591130363356,0.05510911836122232,0.009705688324879084,-13.76755798054001
basin,basin,detached_conditional,0.05,0.1,2000,34,1,0.7972756659080839,0.8257526693907867,0.8846303078515135,0.06145691417327265,0.052429419939608514,0.009415974572759231,-13.79043398784642
basin,basin,detached_conditional,0.05,0.1,2000,35,1,0.41034016516319416,0.2634131433761558,0.3712463930967392,0.13892505913208472,0.2603910888579458,0.02381058434419388,-10.76106087865441
basin,basin,detached_conditional,0.05,0.1,2000,36,1,0.7708180282259968,0.8013988743028416,0.8700099703505432,0.0680847633051578,0.05200179602244366,0.011495158306442065,-13.388626970772293
basin,basin,detached_conditional,0.05,0.1,2000,37,1,0.7922771366452012,0.8221943925921412,0.8813658619038155,0.06072493223222419,0.05523468452084794,0.010419859118414856,-13.714540859688555
basin,basin,detached_conditional,0.05,0.1,2000,38,1,0.7948357739432934,0.8241149558376548,0.8827726092730613,0.060397751337330524,0.05815946887702323,0.010077622278536683,-13.748435070335132
basin,basin,detached_conditional,0.05,0.1,2000,39,1,0.7957103264888252,0.8246190657835631,0.8833194300814258,0.06045483740177368,0.05698491608401356,0.009889666200025252,-13.76084395130413
basin,basin,detached_conditional,0.05,0.1,2000,40,1,0.79660543144295,0.825038579757076,0.8838885213363603,0.06043694140824436,0.05489578544325901,0.009682534980298679,-13.775596064825272
basin,basin,detached_conditional,0.05,0.1,2000,41,1,0.7977559494822399,0.8255367573932412,0.884644397534719,0.06037021867479349,0.05234829215364271,0.009405691235761075,-13.797571239007357
basin,basin,detached_conditional,0.05,0.1,2000,42,1,0.5274044770472626,0.46886488256746756,0.6678170539539227,0.12562548464399942,0.12299594726715643,0.02071063053775564,-10.85121397804281
basin,basin,detached_conditional,0.05,0.1,2000,43,1,0.7893418424313597,0.8190853083790869,0.8795889726829096,0.060641653496494446,0.053394428778333516,0.010676161396372185,-13.673964754689127
basin,basin,detached_conditional,0.05,0.1,2000,44,1,0.7945349724548892,0.8233052399687291,0.8822423619910844,0.05902418828727176,0.05675250550814232,0.01023515265063323,-13.746703958434482
basin,basin,detached_conditional,0.05,0.1,2000,45,1,0.795702857610402,0.8240614755151536,0.8829251047010964,0.059003786103393026,0.05851783276734124,0.0100280807427565,-13.761777984272877
basin,basin,detached_conditional,0.05,0.1,2000,46,1,0.7964659925712195,0.8244270476250612,0.8833839787505385,0.05896287117499115,0.056724084909507276,0.009863395926212591,-13.77279581227043
basin,basin,detached_conditional,0.05,0.1,2000,47,1,0.7973229269783463,0.8247961065272994,0.8839188179907403,0.058897254988970964,0.054752035984906154,0.00966626588011471,-13.787047031334954
basin,basin,detached_conditional,0.05,0.1,2000,48,1,0.7984438744610316,0.825263931501303,0.8846497228152269,0.05880536850727419,0.052285505928187544,0.00939724289270757,-13.80853182512707
basin,basin,complete_weighted,0.05,0.1,2000,0,1,0.36767134604922663,0.16492284988364292,0.0655139362218357,0.1512019639424868,0.0655139362218357,0.00801616205338597,-12.534856333093847
basin,basin,complete_weighted,0.05,0.1,2000,1,1,0.3945653050776987,0.25263741930527234,0.3231432537132139,0.1503005059985057,0.2849180078936958,0.023971630860725728,-10.761120801962813
basin,basin,complete_weighted,0.05,0.1,2000,2,1,0.6326064232800181,0.6243840335859258,0.7872057723347036,0.11270874876172715,0.07714882622837428,0.016084992020725348,-11.67138171655261
basin,basin,complete_weighted,0.05,0.1,2000,3,1,0.7680578782643854,0.7954032464336491,0.8722637636314048,0.07324112924691699,0.05392633739100248,0.011217485383791942,-13.33454399507233
basin,basin,complete_weighted,0.05,0.1,2000,4,1,0.7821802540983346,0.8103508680106747,0.8792544735098181,0.06863532252521971,0.05657255342886243,0.010499904833166027,-13.542830542486556
basin,basin,complete_weighted,0.05,0.1,2000,5,1,0.7864609049098227,0.8140061342200287,0.8814743318014989,0.06753472664876738,0.05890804560159225,0.010056870803491269,-13.605554668136321
basin,basin,complete_weighted,0.05,0.1,2000,6,1,0.7891023786403115,0.8154524745774109,0.8831980053033919,0.06726161904226309,0.0539324418819085,0.009552852209108379,-13.650603770205134
basin,basin,complete_weighted,0.05,0.1,2000,7,1,0.36862532499816103,0.1720200415649921,0.07959383010947546,0.1484920523309561,0.07959383010947546,0.009746363049174778,-12.293632883651542
basin,basin,complete_weighted,0.05,0.1,2000,8,1,0.4274881949186812,0.31261483301792137,0.4590949887507719,0.14623745087741427,0.21423221491691138,0.024330109478621676,-10.5510107569575
basin,basin,complete_weighted,0.05,0.1,2000,9,1,0.7055246340996234,0.7203655254767618,0.8366582317144622,0.09141147827506338,0.06047894391060955,0.013520651956556537,-12.474807397972368
basin,basin,complete_weighted,0.05,0.1,2000,10,1,0.7781637137382003,0.8059820614258052,0.8770084397619153,0.06884204572974933,0.0541122288342819,0.010822116042167752,-13.488808312887773
basin,basin,complete_weighted,0.05,0.1,2000,11,1,0.7861126382086091,0.8137655877865028,0.8808471597810635,0.06626770027763627,0.057302592118313615,0.010297240171388788,-13.603782659554284
basin,basin,complete_weighted,0.05,0.1,2000,12,1,0.7888832400187438,0.8158388421035646,0.8823248745014263,0.06565976316324712,0.05762871575378401,0.009928040148141769,-13.644471747451036
basin,basin,complete_weighted,0.05,0.1,2000,13,1,0.7908657946525942,0.816788858615032,0.8836304708769259,0.06549638366541088,0.05350816697618992,0.00950388054630576,-13.67911839685748
basin,basin,complete_weighted,0.05,0.1,2000,14,1,0.3695595786766669,0.17838640066554493,0.09403078526784596,0.14675806338894445,0.09403078526784596,0.011433950379711838,-12.090621311727707
basin,basin,complete_weighted,0.05,0.1,2000,15,1,0.47617021599802245,0.3921753568162917,0.5867253503613971,0.14007564682982335,0.15549796765593962,0.022554937355568273,-10.606987558710541
basin,basin,complete_weighted,0.05,0.1,2000,16,1,0.7394845728773934,0.7617207600576243,0.8563133336055856,0.08061759060286611,0.05502085098402613,0.012327281269827503,-12.925075137021686
basin,basin,complete_weighted,0.05,0.1,2000,17,1,0.7828335370990753,0.8104938578220638,0.8790931149879744,0.066604121898081,0.054799655308920066,0.01060853143186386,-13.559502808098738
basin,basin,complete_weighted,0.05,0.1,2000,18,1,0.7880574013440982,0.8152387288617562,0.881614682115927,0.06500354921321323,0.05797140918912466,0.010171372923931514,-13.633630244100031
basin,basin,complete_weighted,0.05,0.1,2000,19,1,0.7900946007087581,0.8166156194146932,0.882753191941433,0.06467460836970929,0.05681647989216166,0.009846119464643852,-13.664024122345094
basin,basin,complete_weighted,0.05,0.1,2000,20,1,0.7917316045026926,0.8173295950931599,0.8838474630431846,0.06456883134451608,0.05322731872123058,0.009471456326749979,-13.693307467823054
basin,basin,complete_weighted,0.05,0.1,2000,21,1,0.3718064250347054,0.1904107532419599,0.12460326046905616,0.1445218805459555,0.12460326046905616,0.01468392012774008,-11.754708708607996
basin,basin,complete_weighted,0.05,0.1,2000,22,1,0.5908841168753048,0.5652641141580823,0.7475504064492746,0.11854265326474192,0.09043632914749473,0.01785482830728014,-11.301628914983773
basin,basin,complete_weighted,0.05,0.1,2000,23,1,0.7669269344143976,0.7931083140992242,0.8709332252286137,0.07119374132342707,0.05253746571250143,0.01134355186477165,-13.325363259285378
basin,basin,complete_weighted,0.05,0.1,2000,24,1,0.7870407536710406,0.8141216790978134,0.8808813925266071,0.06437432570064444,0.05615940427124744,0.010366129895610173,-13.621852309567174
basin,basin,complete_weighted,0.05,0.1,2000,25,1,0.7898441590153829,0.8164121085999794,0.8823246841285013,0.06381958851039275,0.058762350041629406,0.01002326950266188,-13.660995295290197
basin,basin,complete_weighted,0.05,0.1,2000,26,1,0.7911706583584135,0.817207251995298,0.883149860889584,0.06380501849426641,0.05590891115832851,0.009753716177954078,-13.681586574088849
basin,basin,complete_weighted,0.05,0.1,2000,27,1,0.792471969323425,0.8177185756567266,0.8840481482258395,0.06377073287859673,0.05288595527301394,0.009432233321251282,-13.705689233991173
basin,basin,complete_weighted,0.05,0.1,2000,28,1,0.3773506759641738,0.210785261615694,0.18170009398162026,0.1423059942754002,0.18170009398162026,0.01941374606929509,-11.323108118771305
basin,basin,complete_weighted,0.05,0.1,2000,29,1,0.7054123049644628,0.7194615278157185,0.8351512408911793,0.0887903150416517,0.06031621100530894,0.01361637143638883,-12.475405136892165
basin,basin,complete_weighted,0.05,0.1,2000,30,1,0.7809279359679316,0.8078139524538877,0.8777738936527124,0.06570104342411281,0.053276100817206594,0.010785510002068253,-13.536023198556308
basin,basin,complete_weighted,0.05,0.1,2000,31,1,0.7894302977396667,0.815845380248973,0.8818649595141825,0.06300312797462695,0.05754214496813144,0.01017560388262382,-13.65661185070238
basin,basin,complete_weighted,0.05,0.1,2000,32,1,0.7908171629767647,0.8168836864478322,0.8826929009383887,0.06306133232273736,0.057737777237549644,0.009928188465369879,-13.675955840279899
basin,basin,complete_weighted,0.05,0.1,2000,33,1,0.7917993710647676,0.8173845991580606,0.8833422072024509,0.06310853751636096,0.05539150848828359,0.009700116601824701,-13.691708252002872
basin,basin,complete_weighted,0.05,0.1,2000,34,1,0.7929393469354808,0.8177917811502651,0.8841419730902416,0.06308570751562945,0.052675365115857936,0.009407829549138385,-13.713266609691733
basin,basin,complete_weighted,0.05,0.1,2000,35,1,0.40009618420793236,0.26393234993290426,0.32923035377418874,0.13952860507004736,0.2828778050955302,0.02469966779169541,-10.739961305359309
basin,basin,complete_weighted,0.05,0.1,2000,36,1,0.7653275276886561,0.790496120604943,0.8695009736892155,0.07007575376732912,0.05234888632288932,0.01145177889925259,-13.302422900951807
basin,basin,complete_weighted,0.05,0.1,2000,37,1,0.787877423650702,0.8140635533171109,0.8808348115842847,0.06236962625648633,0.055514687993095294,0.01040730280711,-13.637419068298524
basin,basin,complete_weighted,0.05,0.1,2000,38,1,0.790650278786156,0.8164376769067434,0.882300151250378,0.06201489546299306,0.05838461048133573,0.010066705466748573,-13.674569515901176
basin,basin,complete_weighted,0.05,0.1,2000,39,1,0.791539260297905,0.8169727145763863,0.882855622546011,0.062066663822897335,0.05722808653977523,0.009879384889083236,-13.68708323146614
basin,basin,complete_weighted,0.05,0.1,2000,40,1,0.792409041714219,0.8173439436116279,0.8834270655983872,0.06205461164496575,0.05512660124168614,0.009671986773165922,-13.70125514234161
basin,basin,complete_weighted,0.05,0.1,2000,41,1,0.7934840632939825,0.8176976809862572,0.8841804770461298,0.06201010176562638,0.0525588016839808,0.009393861027534312,-13.721767310206419
basin,basin,complete_weighted,0.05,0.1,2000,42,1,0.5387102578844759,0.48877038300777015,0.6812134877797615,0.12266230326506916,0.11733141048912789,0.02045654081489538,-10.911819637207197
basin,basin,complete_weighted,0.05,0.1,2000,43,1,0.7854422705680209,0.8111638602883129,0.8793404530711156,0.06201825703127143,0.053898683330546725,0.010625528142114817,-13.604934512449109
basin,basin,complete_weighted,0.05,0.1,2000,44,1,0.7904713250607803,0.8157409527265232,0.8818050198194818,0.060576971850986074,0.05703906572213046,0.010215897483363831,-13.674963065296438
basin,basin,complete_weighted,0.05,0.1,2000,45,1,0.7916535456998939,0.8165766638098908,0.8824818576180598,0.060545755431030863,0.05873208726097572,0.010014841090210266,-13.690277874735898
basin,basin,complete_weighted,0.05,0.1,2000,46,1,0.7924137899827989,0.8169417469840465,0.8829434114986452,0.060502824105808255,0.056937599073819734,0.009850807123300442,-13.701161539484675
basin,basin,complete_weighted,0.05,0.1,2000,47,1,0.7932381210682067,0.817254805460069,0.8834786860914904,0.06044910685567515,0.05495620943295012,0.009653466389036585,-13.714751587946079
basin,basin,complete_weighted,0.05,0.1,2000,48,1,0.7942777511109982,0.8175784085607286,0.8842055405847846,0.060388207676562895,0.052475147106175186,0.009383567890186448,-13.73471399655724
basin,basin,uniform_action,0.05,0.1,2000,0,1,0.42745093645667287,0.17427206710147342,0.4119105870157511,0.13153807736179754,0.24592292300926064,0.01612297535144486,-11.63961917594261
basin,basin,uniform_action,0.05,0.1,2000,1,1,0.44000782689933116,0.22689225759547166,0.48493350392745094,0.13340888861232944,0.22325007077835077,0.017900372816853624,-11.183708310583205
basin,basin,uniform_action,0.05,0.1,2000,2,1,0.4560117860366387,0.2819248318584896,0.5398069967041473,0.13339277843154107,0.20369958765402876,0.01917847286621774,-10.911243950930965
basin,basin,uniform_action,0.05,0.1,2000,3,1,0.49648101469856126,0.39158832436262114,0.6217711999545419,0.12914995974118168,0.17073816545848683,0.020363017178821476,-10.73218143747312
basin,basin,uniform_action,0.05,0.1,2000,4,1,0.5656655718020628,0.5337494077411057,0.7052864730818148,0.11653017982757213,0.13451188968938987,0.019775829601212838,-10.981149969379514
basin,basin,uniform_action,0.05,0.1,2000,5,1,0.6501837705758976,0.6678676540870662,0.7770762755391973,0.09737239760737786,0.10346127071337083,0.017254348901263594,-11.681111704660776
basin,basin,uniform_action,0.05,0.1,2000,6,1,0.7165186653322028,0.7531809676937848,0.8243470036593894,0.08110134989045231,0.08482257744638898,0.014453049188988,-12.464720192941499
basin,basin,uniform_action,0.05,0.1,2000,7,1,0.4400950904244068,0.22703188773883146,0.4657649466256691,0.12444128945600082,0.2221754848470073,0.018609876276881855,-11.216283265234077
basin,basin,uniform_action,0.05,0.1,2000,8,1,0.47970223739683826,0.35041237507284584,0.5834845346290879,0.12386536185310316,0.17666191525892946,0.020810393789386594,-10.779097701487602
basin,basin,uniform_action,0.05,0.1,2000,9,1,0.550236142366311,0.5066886186756215,0.684612915150926,0.11371602879941754,0.13373986802724921,0.02069800001468463,-10.918382533313492
basin,basin,uniform_action,0.05,0.1,2000,10,1,0.6822266079902208,0.7127690714508415,0.7984937887329779,0.0855660434761484,0.0859499211596459,0.016521298034364182,-12.064869754142133
basin,basin,uniform_action,0.05,0.1,2000,11,1,0.7524294966170875,0.7953522447692034,0.846916942308739,0.06879149816266683,0.06854872766381084,0.013299128881734039,-13.01750915817949
basin,basin,uniform_action,0.05,0.1,2000,12,1,0.7790486238812105,0.8223614395854678,0.864263635140806,0.06246002907146842,0.06519196133102244,0.01179033966053971,-13.44956826989319
basin,basin,uniform_action,0.05,0.1,2000,13,1,0.7892383417112319,0.8315517027319086,0.8708260761280655,0.06036406078585592,0.06267585137601363,0.010953489407833384,-13.624919669397944
basin,basin,uniform_action,0.05,0.1,2000,14,1,0.45310339548004164,0.27158385119943307,0.5077675549178831,0.12014692188146468,0.20375500776084682,0.020016633342824223,-10.999390511822982
basin,basin,uniform_action,0.05,0.1,2000,15,1,0.5389546407829134,0.48422704049883253,0.6687122803696683,0.11209974123116624,0.13742998703223813,0.021106291351896282,-10.878369311783947
basin,basin,uniform_action,0.05,0.1,2000,16,1,0.6629722610452625,0.6870803354039592,0.7831664734341485,0.08779916171040883,0.08960907279449477,0.01743208373069894,-11.8602437408748
basin,basin,uniform_action,0.05,0.1,2000,17,1,0.7615313352231737,0.8049212835246778,0.8525017663598172,0.06524519822272622,0.06471291245932916,0.012954826846165815,-13.17308443339024
basin,basin,uniform_action,0.05,0.1,2000,18,1,0.7863589758899485,0.8293999910857907,0.8686640683424306,0.05968778805372765,0.06289423096262124,0.011476957323551614,-13.583627030581024
basin,basin,uniform_action,0.05,0.1,2000,19,1,0.7923376532917645,0.8345373582555853,0.8725718690532841,0.05890278865185543,0.06233874848738951,0.010871909506913824,-13.684194095459288
basin,basin,uniform_action,0.05,0.1,2000,20,1,0.7947478356482875,0.8362126815715039,0.8742593178765671,0.058973087736423485,0.058329651650743365,0.010446635519490804,-13.726646763170455
basin,basin,uniform_action,0.05,0.1,2000,21,1,0.47786335722877094,0.3428071110260201,0.5668567074882033,0.11451399306115854,0.17796303839918698,0.021314048827508716,-10.828720143920643
basin,basin,uniform_action,0.05,0.1,2000,22,1,0.648779746407458,0.6666038159340141,0.7707574488920772,0.08820079163537198,0.09295021499211802,0.018102584318412294,-11.722694992668718
basin,basin,uniform_action,0.05,0.1,2000,23,1,0.7546673982285628,0.7972510892848997,0.8474296795066752,0.0652901305660849,0.06474605813498982,0.01338761772721364,-13.073383057328774
basin,basin,uniform_action,0.05,0.1,2000,24,1,0.789490349356189,0.8320278815790336,0.8704115581479314,0.05804362928598698,0.06201366678593617,0.011348026510522627,-13.641557594024157
basin,basin,uniform_action,0.05,0.1,2000,25,1,0.7933268505446951,0.8353851068692193,0.8730722715993426,0.05822039708741359,0.06241838103609006,0.010862913283893631,-13.703303190013052
basin,basin,uniform_action,0.05,0.1,2000,26,1,0.7946241487431503,0.8363023717847025,0.8740519497770552,0.05856980079542332,0.05965315052084972,0.010583328638600132,-13.724891422918306
basin,basin,uniform_action,0.05,0.1,2000,27,1,0.7958766113893952,0.8369519373211121,0.8749722249584814,0.05871575764496673,0.05691896506754967,0.010282675187755873,-13.747956374664035
basin,basin,uniform_action,0.05,0.1,2000,28,1,0.5133637160784887,0.4275978294404352,0.6269705598078634,0.10784255773220902,0.1519261590372937,0.021742403233681054,-10.826779318964046
basin,basin,uniform_action,0.05,0.1,2000,29,1,0.7288043839250962,0.7680201738084728,0.8291632911816612,0.06952497281000289,0.0700686166355398,0.014703489262867957,-12.695235712628492
basin,basin,uniform_action,0.05,0.1,2000,30,1,0.7847133732730855,0.8271574767892579,0.8669831996280938,0.05773693752859717,0.06062294599506295,0.01177741644860229,-13.565541358642179
basin,basin,uniform_action,0.05,0.1,2000,31,1,0.7931486360604879,0.8349754193946068,0.8727143334685968,0.05734675523233471,0.06356298956697694,0.010981303653518395,-13.701519632309289
basin,basin,uniform_action,0.05,0.1,2000,32,1,0.7942906364495019,0.8358853662365636,0.8736087747134691,0.057812659468596705,0.06117379749301214,0.010736828578820497,-13.719105236330016
basin,basin,uniform_action,0.05,0.1,2000,33,1,0.7952140897281268,0.8363898189898555,0.8742846546891128,0.05797223110460812,0.059045890224786506,0.010517168759079095,-13.734514541717314
basin,basin,uniform_action,0.05,0.1,2000,34,1,0.7963504023136693,0.8368898240788215,0.8750953693013414,0.05800293461749668,0.05656605334991405,0.010241030483016824,-13.755569130802522
basin,basin,uniform_action,0.05,0.1,2000,35,1,0.5718133581657248,0.5420759001809726,0.6975410170564429,0.09695044352483251,0.12181278747308154,0.020865343565475487,-11.098750138564753
basin,basin,uniform_action,0.05,0.1,2000,36,1,0.7735198651551536,0.815601098197323,0.8591912441913709,0.05877216605217617,0.060992898231052264,0.012488568733681203,-13.382477820919986
basin,basin,uniform_action,0.05,0.1,2000,37,1,0.7921583802813049,0.8335680062007469,0.8716572803915849,0.05598026163807482,0.06206387971568331,0.011208759352244121,-13.68794260510018
basin,basin,uniform_action,0.05,0.1,2000,38,1,0.7941030729296722,0.8353127226007402,0.8731488639833195,0.05664012633117362,0.06264079720740051,0.010877427796910848,-13.716510791749162
basin,basin,uniform_action,0.05,0.1,2000,39,1,0.7949116694813306,0.835794865861714,0.8737394419758419,0.05681889502846155,0.060744420814822744,0.010692625305067777,-13.728747931587087
basin,basin,uniform_action,0.05,0.1,2000,40,1,0.795767654804761,0.8361807390010738,0.8743350320315426,0.056850126661524586,0.05880756563965871,0.010490753426687425,-13.743003841313675
basin,basin,uniform_action,0.05,0.1,2000,41,1,0.7968733998890704,0.8366276757272963,0.8751088200806649,0.056819838021157726,0.05642046741992963,0.0102234041577372,-13.763519681434301
basin,basin,uniform_action,0.05,0.1,2000,42,1,0.6638033289380046,0.6843621108591821,0.7789917547398801,0.07844308292409867,0.0883558866137376,0.017746632262352048,-11.903768163477643
basin,basin,uniform_action,0.05,0.1,2000,43,1,0.7903621666623767,0.8312170683802071,0.8699875639126876,0.05457217045718577,0.060804055058860114,0.011463796917544558,-13.662465605938921
basin,basin,uniform_action,0.05,0.1,2000,44,1,0.7939110068952954,0.8344804200799392,0.8725377099325328,0.054972297805754335,0.0630436069251706,0.01103919807919087,-13.715750618948402
basin,basin,uniform_action,0.05,0.1,2000,45,1,0.7949279435692659,0.8351848522952305,0.8732807221977718,0.0552175339427485,0.062192809933369106,0.010833524765305786,-13.729995739734484
basin,basin,uniform_action,0.05,0.1,2000,46,1,0.7956618223233288,0.8355262976771501,0.8737760792989977,0.055234752226216925,0.060520095638948355,0.010669016731360002,-13.741095003674584
basin,basin,uniform_action,0.05,0.1,2000,47,1,0.796494816414346,0.835862911771502,0.8743386567502558,0.055201562245184674,0.058665919961371625,0.010474606940296486,-13.75500834390592
basin,basin,uniform_action,0.05,0.1,2000,48,1,0.797586055057076,0.8362844442770847,0.8750942460086899,0.05513938890363337,0.056327015546051094,0.010211648559862152,-13.775307998662846
basin,basin,visitation_only,0.05,0.1,2000,0,1,0.4129493222828653,0.16584193481086748,0.01908863330320738,0.053907222436056126,0.01908863330320738,0.0025819886601043565,-14.600480906826377
basin,basin,visitation_only,0.05,0.1,2000,1,1,0.41525085321426364,0.17993297447661535,0.07809862041998135,0.05450295876863092,0.07809862041998135,0.009672857515804005,-13.094918890963871
basin,basin,visitation_only,0.05,0.1,2000,2,1,0.5153467346605287,0.41071219441399826,0.5813800783656596,0.06220294979390872,0.15855895159045647,0.020653835238787097,-11.1945315521039
basin,basin,visitation_only,0.05,0.1,2000,3,1,0.9437341067770341,0.9606817892143925,0.9694314800158839,0.01733816241803387,0.007436977919607238,0.0025723579566074,-19.384864946524324
basin,basin,visitation_only,0.05,0.1,2000,4,1,0.9621247422694501,0.9745642479687957,0.9802199638505837,0.011681321552278922,0.0051138217995574,0.0017302622026375764,-21.052839212833735
basin,basin,visitation_only,0.05,0.1,2000,5,1,0.9680478023588388,0.9784272622648749,0.9839009907663837,0.008893047163319083,0.004730684015210819,0.0014928253630430025,-21.73171438056249
basin,basin,visitation_only,0.05,0.1,2000,6,1,0.9716744209257393,0.9800902251188974,0.9865565444201316,0.0077185337197316845,0.004595129762241264,0.0013064594603803452,-22.187889902949415
basin,basin,visitation_only,0.05,0.1,2000,7,1,0.41461704445122244,0.1688485070952693,0.018887532369326807,0.04936199176883511,0.018887532369326807,0.0025904597495414647,-14.66782607308215
basin,basin,visitation_only,0.05,0.1,2000,8,1,0.41745895790387644,0.18526331013536915,0.0874331304351545,0.05000866428303361,0.0874331304351545,0.010755207407900572,-13.02170406269112
basin,basin,visitation_only,0.05,0.1,2000,9,1,0.7189070948025903,0.7248885477703086,0.8230422998296182,0.046453126645291616,0.054932544857136924,0.012607987678880793,-12.890624815180441
basin,basin,visitation_only,0.05,0.1,2000,10,1,0.9569569562175134,0.9708491269057394,0.9767667154025578,0.013930412360030042,0.005426244830626361,0.001922086557796866,-20.529582848608488
basin,basin,visitation_only,0.05,0.1,2000,11,1,0.9686597425028303,0.979491865779331,0.9836857291497076,0.008690933511377777,0.004094498330286582,0.001409598746553207,-21.896458626835525
basin,basin,visitation_only,0.05,0.1,2000,12,1,0.9727188585128207,0.9820917626242248,0.9862442617136296,0.006725850028866708,0.003938369933755522,0.0012649667893116644,-22.460476552181927
basin,basin,visitation_only,0.05,0.1,2000,13,1,0.9753556091097494,0.9832246512369281,0.9882133133153734,0.0058917436842492125,0.003936266927674109,0.0011411539454346318,-22.840917961352563
basin,basin,visitation_only,0.05,0.1,2000,14,1,0.41574478996610115,0.17098244628721376,0.018708561485780997,0.046385294623567865,0.018708561485780997,0.0025901513993260884,-14.721649990073248
basin,basin,visitation_only,0.05,0.1,2000,15,1,0.4192292017627473,0.19002941462403758,0.09788222865871138,0.047123278104945335,0.09788222865871138,0.011875668706950782,-12.934207813095016
basin,basin,visitation_only,0.05,0.1,2000,16,1,0.8522147656950094,0.87778125896759,0.9132497718499756,0.029357082585795686,0.02364143653652358,0.007155992409396263,-15.41469840893804
basin,basin,visitation_only,0.05,0.1,2000,17,1,0.9642434870945151,0.9763296951107782,0.9808276116432749,0.011563989304815748,0.00435492956147033,0.0015655599077701067,-21.338472525629726
basin,basin,visitation_only,0.05,0.1,2000,18,1,0.9723704803157212,0.9823241469787751,0.9856644036061715,0.006870757383731356,0.0035281487593060313,0.001227869538082882,-22.48774115976167
basin,basin,visitation_only,0.05,0.1,2000,19,1,0.975274542279018,0.9841356286128735,0.9875281531106458,0.005442460036449495,0.0035141118064832408,0.0011405549606530855,-22.94483368986179
basin,basin,visitation_only,0.05,0.1,2000,20,1,0.9773364827801857,0.9849338104774543,0.9891086524808488,0.0048465793553084955,0.00358724124825405,0.0010516975950910533,-23.26145524204355
basin,basin,visitation_only,0.05,0.1,2000,21,1,0.4172225153578847,0.1740164378695427,0.01839049993807324,0.04262427312073354,0.01839049993807324,0.0025785204236629354,-14.806038142634891
basin,basin,visitation_only,0.05,0.1,2000,22,1,0.42257815074167093,0.20014338166470325,0.12485644401407811,0.04367094515905301,0.12485644401407811,0.014443715685496565,-12.71295855430417
basin,basin,visitation_only,0.05,0.1,2000,23,1,0.9296296723341587,0.9486662076734235,0.9599066088292671,0.017000485625858694,0.009655960390829183,0.003333477356853521,-18.446009443898777
basin,basin,visitation_only,0.05,0.1,2000,24,1,0.9716211378752153,0.9819242895470399,0.9849384181573047,0.007673698274117394,0.003306427228515979,0.00120879871355978,-22.397235441919157
basin,basin,visitation_only,0.05,0.1,2000,25,1,0.9757625458212162,0.9849778767207577,0.9874278463083095,0.005140534975898107,0.003034052214186516,0.0010670447999944054,-23.138488375139055
basin,basin,visitation_only,0.05,0.1,2000,26,1,0.9775339939644623,0.9859493391089746,0.9886105367059905,0.004381020098178077,0.0031623258376379778,0.0010360275916037039,-23.424296402719172
