seed,run_label,arm_failed,paired_arm_failed,update,environment_steps,beta,barrier_active,stochastic_return,deterministic_return,stochastic_termination_rate,deterministic_episode_length,entropy,mean_min_probability,global_min_probability,barrier_value,archived_reward_gradient_norm,archived_barrier_gradient_norm,archived_regularizer_gradient_norm,archived_reward_regularizer_cosine,on_policy_numerical_rank,on_policy_maximum_possible_rank,on_policy_trace,on_policy_largest_eigenvalue,on_policy_smallest_positive_eigenvalue,on_policy_positive_spectrum_condition_number,on_policy_k90,on_policy_participation_ratio,on_policy_entropy_effective_rank,on_policy_log_pseudodeterminant,on_policy_rank_deficit,on_policy_reward_gradient_norm,on_policy_captured_euclidean_energy_fraction,on_policy_leading_k90_euclidean_energy_fraction,on_policy_leading_k90_natural_energy_fraction,on_policy_natural_energy,on_policy_gradient_energy_outside_positive_span,on_policy_undamped_natural_quadratic_form,on_policy_damped_natural_quadratic_form,on_policy_undamped_kl_scale,on_policy_damped_kl_scale,on_policy_undamped_natural_direction_norm,on_policy_damped_natural_direction_norm,on_policy_undamped_natural_step_norm,on_policy_damped_natural_step_norm,on_policy_damped_step_norm_bound,fixed_reference_numerical_rank,fixed_reference_maximum_possible_rank,fixed_reference_trace,fixed_reference_largest_eigenvalue,fixed_reference_smallest_positive_eigenvalue,fixed_reference_positive_spectrum_condition_number,fixed_reference_k90,fixed_reference_participation_ratio,fixed_reference_entropy_effective_rank,fixed_reference_log_pseudodeterminant,fixed_reference_rank_deficit,fixed_reference_reward_gradient_norm,fixed_reference_captured_euclidean_energy_fraction,fixed_reference_leading_k90_euclidean_energy_fraction,fixed_reference_leading_k90_natural_energy_fraction,fixed_reference_natural_energy,fixed_reference_gradient_energy_outside_positive_span,fixed_reference_undamped_natural_quadratic_form,fixed_reference_damped_natural_quadratic_form,fixed_reference_undamped_kl_scale,fixed_reference_damped_kl_scale,fixed_reference_undamped_natural_direction_norm,fixed_reference_damped_natural_direction_norm,fixed_reference_undamped_natural_step_norm,fixed_reference_damped_natural_step_norm,fixed_reference_damped_step_norm_bound
1012,logbarrier_handoff_h25,False,True,400,891251,0.0,False,-111.25,-83.3125,1.0,84.3125,0.6943690180778503,0.09338583797216415,0.02862185798585415,-1.6147089004516602,152.978515625,0.9904755353927612,0.0,nan,81,155,3.630451072800647,2.6343159990402545,2.7930587219330486e-10,9431652755.288548,3,1.7952396730194726,2.4634044038424863,-1167.4529136510748,74,5.8467479450622895,0.9999999996277169,0.935949836383428,0.036052647193493916,870.0963929999969,1.2726310671951069e-08,870.0963929999969,130.68101891279554,0.001516112099487806,0.003912089138846216,464679.5044770338,73.02402957703569,704.5062191216291,0.2856765129831062,0.4472135954999579,37,155,4.033119818016943,3.4204643824492624,4.0626090178865537e-10,8419378698.2451315,2,1.349464386242494,1.5733165161858245,-520.4567287937163,118,5.8467479450622895,0.9999632827327761,0.9056010610715597,1.1140563876904323e-05,1768978.9405427976,0.001255160009030476,1768978.9405427976,266.49846846674495,3.3624332101750914e-05,0.002739476877075957,41563364.63828254,138.21729926433576,1397.5403758637822,0.3786430953465355,0.4472135954999579
1012,logbarrier_handoff_h25,False,True,450,935652,0.0,False,-105.0,-84.96875,1.0,85.96875,0.5983647704124451,0.07093282043933868,0.017868371680378914,-1.795681357383728,163.77816772460938,1.1712934970855713,0.0,nan,79,155,4.484682400033079,3.535238619226862,3.714723222277676e-10,9516829135.547915,2,1.5635820434846572,2.1435629947509103,-1123.776704372162,76,7.482955386950643,0.9999999997736657,0.9803040426212507,0.05306513794100928,707.6283884805304,1.267349603040202e-08,707.6283884805304,69.79979297728623,0.0016811728743706545,0.0053528852138998665,565087.5380680412,44.307373700030965,950.0098406448855,0.23717228554563158,0.4472135954999579,39,155,5.239735695607948,4.629586147930755,4.744931860394609e-10,9756907547.131222,2,1.260744702952658,1.4721485645231667,-553.6926791898842,116,7.482955386950643,0.9999914551094058,0.949510430505348,8.013684415681213e-05,357316.29012891377,0.0004784679130622749,357316.29012891377,205.2872029536974,7.481498439969158e-05,0.00312128955527885,14160189.91128485,107.04357912613396,1059.3943873094463,0.33411400548606707,0.4472135954999579
1012,logbarrier_handoff_h25,False,True,500,977015,0.0,False,-100.03125,-82.28125,1.0,83.28125,0.5509921312332153,0.06399621814489365,0.013817889615893364,-1.890952467918396,59.205039978027344,1.184074878692627,0.0,nan,85,155,4.514019826341505,3.448844640326548,4.436767423502802e-10,7773327540.355283,3,1.6576457901945485,2.3307634875381726,-1200.8263493820602,70,4.301775425605158,0.9999999994306772,0.9854182818235431,0.060288763413280676,511.6553110673719,1.0535487149354594e-08,511.6553110673719,39.714431691634026,0.0019770891581980003,0.007096444681971018,352102.54818443634,24.80236034924133,696.1381305893381,0.17600857820070248,0.4472135954999579,38,155,5.964918587238759,5.368503149978247,6.62912559893657e-10,8098357875.19164,1,1.2208376639311236,1.421330016077802,-526.5383624214496,117,4.301775425605158,0.9999077424072111,0.1540333614097086,1.1462855993207961e-07,4631526.401007493,0.0017072518313199225,4631526.401007493,132.68538777618963,2.0780353244191623e-05,0.003882428343123554,50205209.06090839,79.65651539415,1043.2819789841665,0.3092607130807057,0.4472135954999579
1012,logbarrier_handoff_h25,False,True,550,1017959,0.0,False,-99.8125,-90.78125,1.0,91.78125,0.48605793714523315,0.053103234618902206,0.00907933246344328,-2.055102825164795,163.13487243652344,1.2459162473678589,0.0,nan,81,155,5.3690059494629425,4.396054643389848,4.738329873167182e-10,9277645839.485313,2,1.4654427165946686,2.012717959632411,-1133.2577120675132,74,5.590270753460494,0.9999999990980412,0.6817218550963267,0.037445413476236596,692.7280267089354,2.8187230327603174e-08,692.7280267089354,79.66731259237648,0.0016991574280156225,0.005010429020319139,420659.9599259979,36.93292623733502,714.7674955770134,0.18504980542484953,0.4472135954999579,39,155,7.241292629860796,6.644799611226091,7.40694071319363e-10,8971044684.332396,1,1.1791553173103213,1.3639986736851684,-540.6006390613366,116,5.590270753460494,0.9999803345373036,0.3087829216273121,1.1208101797600366e-06,1295676.1404037322,0.0006145678741482641,1295676.1404037322,895.5319401409904,3.928861932185912e-05,0.0014944261479772206,22879273.952335674,209.85500364533235,898.8950846738434,0.3136128047314396,0.4472135954999579
1012,logbarrier_handoff_h25,False,True,600,1055968,0.0,False,-96.6875,-91.3125,1.0,92.3125,0.39833682775497437,0.038963522762060165,0.005228945054113865,-2.3099758625030518,109.10619354248047,1.3710190057754517,0.0,nan,86,155,5.015276045806327,4.030401589464429,4.216029807706612e-10,9559708477.62303,2,1.51780408632432,2.1339092271328854,-1199.132174437008,69,2.7244956659620674,0.9999999962513534,0.561867044199614,0.004086580523733571,626.2139441418724,2.7825739934428384e-08,626.2139441418724,55.854074542513416,0.0017871196531897033,0.005983944648975332,233213.591284786,41.69018759646985,416.78059237599194,0.2494717749826735,0.4472135954999579,38,155,8.330612133380807,7.754156970583711,1.0998771409540058e-09,7050021026.764817,1,1.1486960932443793,1.3182464757795467,-515.9438540975932,117,2.7244956659620674,0.9997165639828409,0.47119286436977315,2.958398024384684e-07,1524251.543369012,0.00210391058895798,1524251.543369012,162.18448046536076,3.622318851962363e-05,0.0035116429397034363,19096983.23153651,103.37087142451831,691.7536237520384,0.36300159080890143,0.4472135954999579
1012,logbarrier_handoff_h25,False,True,650,1093600,0.0,False,-85.25,-81.4375,1.0,82.4375,0.359354168176651,0.035169608891010284,0.0033503214363008738,-2.464773654937744,119.38441467285156,1.4448857307434082,0.0,nan,81,155,6.064180921642421,5.103701531586107,5.233396734825784e-10,9752177773.229733,2,1.3955187672320781,1.9233829580247863,-1125.1648786239257,74,23.16630936250724,0.9999999999378743,0.9871545428550463,0.15004715143010958,779.9386968488698,3.334139364596922e-08,779.9386968488698,185.47153052259716,0.0016013444671475348,0.003283797515400865,311102.4875073916,35.64478966185145,498.18224708579663,0.11705027172857423,0.4472135954999579,39,155,10.88959236772304,10.296230367470532,1.168831226256744e-09,8808996659.376446,1,1.1155204788935726,1.2663975389979985,-524.7875189514085,116,23.16630936250724,0.999998754358503,0.9898855112840845,8.49083576273863e-05,607672.2979192953,0.0006685082496460382,607672.2979192953,148.02559861220792,5.7369396135731056e-05,0.0036757552382915087,17762606.458837952,70.67696840903493,1019.0300063401695,0.2597912368560736,0.4472135954999579
1012,logbarrier_handoff_h25,False,True,700,1130689,0.0,False,-95.40625,-87.5,1.0,88.5,0.33350783586502075,0.03241540119051933,0.002794968895614147,-2.56148362159729,106.04627227783203,1.546008586883545,0.0,nan,81,155,6.269240395002088,5.324286717998357,6.751745569730754e-10,7885792885.721371,2,1.3726798638296094,1.8848760681865742,-1111.2082677470662,74,10.078537452011178,0.9999999995516567,0.9865296613363196,0.06115013492134779,772.9229689951208,4.55412845212777e-08,772.9229689951208,69.7193236597321,0.0016085956543376416,0.005355973445249526,374186.21870258043,34.51882581520068,601.9143253180052,0.18488191442740864,0.4472135954999579,40,155,11.124018155405599,10.554469974698865,1.0693408392820787e-09,9870070969.874113,1,1.1082188112404354,1.2544709580276123,-543.2976578209489,115,10.078537452011178,0.9999899738287222,0.8734304702066058,5.207391227501599e-06,1614218.7080573197,0.0010184275693632117,1614218.7080573197,191.2016265791013,3.5199282399268717e-05,0.00323421737970715,27567629.74441866,89.64828350772586,970.3607844522725,0.28994203658160084,0.4472135954999579
1012,logbarrier_handoff_h25,False,True,750,1166772,0.0,False,-90.78125,-81.46875,1.0,82.46875,0.3172495663166046,0.030435610562562943,0.0023784686345607042,-2.640805959701538,51.41875457763672,1.5053070783615112,0.0,nan,85,155,6.73287431809039,5.732575581618166,6.153685958739856e-10,9315677823.104376,2,1.366642136209332,1.87852210323082,-1180.8709384231101,70,7.732030189350275,0.999999998737813,0.9007536280485391,0.058915055992616434,783.1464315553862,7.54589422058416e-08,783.1464315553862,100.51817766677276,0.0015980615824075137,0.004460593986733288,361498.2172270879,39.36863699118314,577.6964130594152,0.17560750542875717,0.4472135954999579,39,155,12.303314957099854,11.713174450011854,1.5074034908292465e-09,7770430758.103294,1,1.1010672736961022,1.2420420214782717,-519.2074974356245,116,7.732030189350275,0.9998335231394937,0.5828026237214724,3.6865159545962504e-07,8067622.064053801,0.009952701048135282,8067622.064053801,844.1757125327849,1.574498406025931e-05,0.0015392124633771917,51879084.47236838,203.93119048990334,816.8353580782864,0.3138934300734075,0.4472135954999579
1012,logbarrier_handoff_h25,False,True,800,1202993,0.0,False,-93.15625,-80.71875,1.0,81.71875,0.2734217941761017,0.024779878556728363,0.001708268653601408,-2.821930170059204,105.44683837890625,1.5106817483901978,0.0,nan,84,155,7.835049291317445,6.855428024651966,6.916090216593962e-10,9912288316.025074,2,1.2982409875046965,1.7469672906040428,-1152.6326295353165,71,6.291419110146783,0.999999998532981,0.4842693157094202,0.02768019064224493,1158.1046725637907,5.806747083170194e-08,1158.1046725637907,156.4691515860937,0.001314138354765539,0.0035752024064377727,384608.2536209567,47.528491757739125,505.42845764269117,0.16992397810662677,0.4472135954999579,39,155,14.570056223993516,13.974908545879932,2.3169041248429004e-09,6031716373.601567,1,1.0854703274048916,1.2137932321282454,-512.7325839197457,116,6.291419110146783,0.9999025819237889,0.13077711079078067,7.741653546306312e-08,4784140.838531651,0.0038559978522130223,4784140.838531651,1005.2464954446723,2.044621954179086e-05,0.0014105182640504544,27785632.182269815,180.23961790217604,568.1111357061382,0.25423127295649456,0.4472135954999579
1012,logbarrier_handoff_h25,False,True,850,1238121,0.0,False,-82.46875,-87.34375,1.0,88.34375,0.2706679105758667,0.02540023997426033,0.0014298487221822143,-2.8662524223327637,42.94968795776367,1.5477639436721802,0.0,nan,89,155,7.308495547842691,6.330380221750581,6.748225848054073e-10,9380806695.401308,2,1.3239362598099276,1.808031875905423,-1224.7479091001442,66,14.216457243955608,0.9999999996963246,0.9915448709795328,0.03228524241856242,1030.8362100876802,6.137520358606707e-08,1030.8362100876802,56.867366383251664,0.0013929007269659923,0.005930392527687428,307925.35441218317,32.94427106234965,428.90945001199077,0.19537245893826752,0.4472135954999579,40,155,16.33017940657237,15.714203354918642,1.5848776431833436e-09,9915089295.69825,1,1.078694242113328,1.2017002189192805,-526.4221771797252,115,14.216457243955608,0.9999795675890686,0.9942766881714579,1.779937651656538e-05,718429.2252377126,0.004129546691501673,718429.2252377126,55.202757043491886,5.276221294999446e-05,0.0060191423387993175,13858454.131985255,45.29615719829636,731.2027080695366,0.2726440175771751,0.4472135954999579
