iteration,train_reward,best_reward,kl,grad_norm,nat_grad_norm,entropy,mean_std,return_mean,return_std,episode_len,rollout_time,update_time,total_time
0,10.1109,10.1109,4.262938e-05,5.889956e+00,1.308077e+01,2.755043,0.606184,3.8333,4.65,17.9,0.7895,0.1611,0.9506
1,12.1123,12.1123,9.189703e-05,9.798738e+00,1.342125e+01,2.756102,0.606386,5.2954,6.7477,19.55,0.8598,0.0145,0.8743
2,11.0724,12.1123,7.461390e-05,8.056348e+00,1.501219e+01,2.753635,0.605886,4.2608,5.5446,19.23,0.8209,0.052,0.8729
3,12.0599,12.1123,7.870907e-05,7.712947e+00,1.399006e+01,2.753277,0.605808,5.397,6.6066,19.26,0.8286,0.0576,0.8862
4,12.4223,12.4223,9.100189e-05,8.002977e+00,1.405099e+01,2.751683,0.605483,5.3363,6.0271,19.55,0.7544,0.0528,0.8072
5,12.5192,12.5192,8.573019e-05,9.725162e+00,1.361730e+01,2.75042,0.605236,6.0203,7.9123,19.32,1.028,0.1317,1.1597
6,12.7361,12.7361,9.284291e-05,1.047714e+01,1.372000e+01,2.747485,0.604655,5.8306,6.5782,19.25,0.7475,0.0861,0.8336
7,12.6677,12.7361,8.988517e-05,1.007880e+01,1.515801e+01,2.748182,0.604803,5.5811,6.5871,19.7,0.7865,0.0843,0.8708
8,14.2421,14.2421,1.017433e-04,7.953524e+00,2.267001e+01,2.746208,0.604397,8.1584,14.0769,20.05,1.1234,0.0713,1.1947
9,13.4637,14.2421,1.093150e-04,9.023381e+00,1.791612e+01,2.746008,0.604343,6.4792,8.6092,20.46,1.1221,0.0517,1.1737
10,14.1445,14.2421,8.683177e-05,8.129707e+00,1.557145e+01,2.744539,0.604061,6.7068,7.2591,20.53,1.2009,0.046,1.2468
11,14.4153,14.4153,9.204022e-05,8.927960e+00,2.041138e+01,2.744102,0.603988,7.2992,10.3595,21.55,1.2303,0.0827,1.313
12,15.3029,15.3029,9.947853e-05,9.364751e+00,1.822648e+01,2.741486,0.603452,7.6151,9.7929,21.63,0.9482,0.1243,1.0725
13,17.872,17.872,1.317979e-04,1.139077e+01,1.967866e+01,2.740051,0.603178,9.8894,12.0589,23.65,1.247,0.065,1.312
14,14.6493,17.872,9.607707e-05,9.532161e+00,1.392316e+01,2.7407,0.603296,7.2483,8.2806,20.39,0.7822,0.0994,0.8816
15,17.9062,17.9062,9.737742e-05,9.736024e+00,1.798290e+01,2.742807,0.603726,10.6678,13.183,22.45,1.3253,0.0396,1.3649
16,22.0628,22.0628,1.155119e-04,1.020777e+01,1.811092e+01,2.743298,0.603838,16.375,23.1916,25.25,1.8557,0.0424,1.8981
17,20.3825,22.0628,1.267909e-04,1.040462e+01,1.886352e+01,2.743731,0.603902,13.1347,17.3052,23.36,1.469,0.0164,1.4853
18,22.6768,22.6768,1.124221e-04,1.071688e+01,1.715449e+01,2.741784,0.603517,15.8526,21.6816,26.07,1.8547,0.0221,1.8768
