environment,method,seed,update,environment_steps,deterministic_return,stochastic_return,deterministic_return_standard_deviation,stochastic_return_standard_deviation,episode_length,deterministic_termination_rate,stochastic_termination_rate,entropy,mean_min_probability,global_min_probability,barrier_value,beta,barrier_active,entropy_coefficient,entropy_bonus_active
Acrobot-v1,gpomdp_entropy_handoff,1079,0,0,-500.0,-489.71875,0.0,42.005555988118616,500.0,0.0,0.0625,1.0743247270584106,0.250776469707489,0.19373846054077148,-1.1235331296920776,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1079,50,199855,-500.0,-497.4375,0.0,10.286030301084997,500.0,0.0,0.0625,1.0953967571258545,0.3080856502056122,0.21067042648792267,-1.1018613576889038,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1079,100,372925,-247.875,-276.4375,199.77047313225214,75.05221300814091,248.5,0.625,1.0,1.0544610023498535,0.23056478798389435,0.12906020879745483,-1.1464481353759766,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1079,150,473262,-84.53125,-240.71875,30.752901121997496,39.57779955659404,85.53125,1.0,1.0,1.0543994903564453,0.23786590993404388,0.13051342964172363,-1.1448440551757812,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1079,200,576584,-98.4375,-246.40625,76.47429992086947,63.08512394299647,99.40625,0.96875,1.0,1.0545175075531006,0.23129667341709137,0.13554081320762634,-1.1452240943908691,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1079,249,671795,-131.125,-219.96875,124.59295014488761,58.48599742811343,132.03125,0.90625,0.96875,1.032861351966858,0.22043311595916748,0.1074059009552002,-1.167586088180542,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1079,250,673855,-90.09375,-235.9375,20.08587912745122,69.34390105051219,91.09375,1.0,0.96875,1.0297751426696777,0.21763814985752106,0.10258261859416962,-1.1712746620178223,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1079,251,675721,-95.59375,-225.1875,44.469532429699875,47.7834074994455,96.59375,1.0,1.0,1.032922387123108,0.22209419310092926,0.10120858252048492,-1.1677422523498535,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1079,300,738099,-84.09375,-128.21875,26.34554424590434,38.08711099825699,85.09375,1.0,1.0,0.8009436130523682,0.11287437379360199,0.027089916169643402,-1.47550368309021,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1079,350,785722,-86.15625,-116.125,14.584811753017854,60.3280013089733,87.15625,1.0,1.0,0.6578563451766968,0.07382669299840927,0.012420117855072021,-1.737587809562683,0.0,False,0.0,False
