iteration,train_reward,best_reward,kl,grad_norm,nat_grad_norm,entropy,mean_std,return_mean,return_std,episode_len,rollout_time,update_time,total_time
0,-112.4893,-112.4893,1.797900e-03,4.582301e+02,6.565226e+03,5.513387,0.606728,-28.3321,18.4968,500.0,5.8274,0.2723,6.0998
1,-98.6382,-98.6382,1.693869e-03,4.765741e+02,6.082497e+03,5.505668,0.60608,-24.3764,18.0983,500.0,5.411,0.1471,5.5581
2,-91.8442,-91.8442,1.980491e-03,5.045728e+02,6.145277e+03,5.488332,0.604132,-22.5598,18.3786,500.0,4.8602,0.1289,4.9891
3,-93.2944,-91.8442,1.445685e-03,4.657224e+02,5.576024e+03,5.483627,0.603614,-23.6919,16.9219,500.0,5.0936,0.1045,5.1982
4,-84.2348,-84.2348,1.740341e-03,5.068474e+02,5.906234e+03,5.472682,0.602151,-21.6106,17.8325,500.0,4.9006,0.1148,5.0154
5,-75.4303,-75.4303,1.762241e-03,5.612030e+02,5.687269e+03,5.459363,0.601413,-18.6683,18.5154,500.0,5.0052,0.1273,5.1325
6,-62.1637,-62.1637,1.297236e-03,4.630126e+02,5.089343e+03,5.454246,0.600961,-15.1473,16.5703,500.0,4.9083,0.1228,5.031
7,-55.1475,-55.1475,1.928186e-03,5.472150e+02,5.868321e+03,5.441452,0.599098,-13.912,17.2523,500.0,4.9873,0.1271,5.1144
8,-48.8743,-48.8743,1.537245e-03,5.035179e+02,5.114208e+03,5.433227,0.598808,-12.1623,16.1742,500.0,4.9499,0.1871,5.1369
9,-42.8217,-42.8217,1.661079e-03,4.601316e+02,5.774052e+03,5.418144,0.59654,-10.9103,16.5017,500.0,4.8999,0.1593,5.0591
10,-39.9577,-39.9577,1.792862e-03,5.872725e+02,5.823964e+03,5.400723,0.595645,-10.3552,17.7197,500.0,4.9586,0.1554,5.114
11,-25.6562,-25.6562,1.638984e-03,5.349271e+02,5.169335e+03,5.385849,0.593753,-6.3486,16.8587,500.0,4.7571,0.1749,4.932
12,-26.6001,-25.6562,1.790364e-03,5.912866e+02,5.746535e+03,5.378723,0.593566,-6.8452,17.4462,500.0,4.7589,0.1309,4.8898
13,-17.5342,-17.5342,1.658845e-03,5.600516e+02,5.186434e+03,5.371295,0.593,-3.8117,17.7458,500.0,4.7713,0.1859,4.9572
14,-0.7303,-0.7303,1.825522e-03,5.027101e+02,6.020567e+03,5.361575,0.591287,-0.6822,17.4809,500.0,4.4302,0.2786,4.7088
15,-0.4833,-0.4833,2.850341e-03,8.619940e+02,6.497290e+03,5.343047,0.589284,-0.6992,20.1019,500.0,5.2498,0.2213,5.4711
16,-4.4944,-0.4833,3.003500e-03,8.636521e+02,6.736363e+03,5.323905,0.587974,-1.9902,20.1232,500.0,5.1077,0.1913,5.299
17,10.8677,10.8677,2.980344e-03,7.592579e+02,6.209428e+03,5.31125,0.586508,1.7569,20.5702,500.0,5.5372,0.2132,5.7504
18,24.8233,24.8233,3.234934e-03,7.755432e+02,7.717351e+03,5.290784,0.58518,5.8285,22.9368,500.0,4.9935,0.1814,5.1748
19,25.6364,25.6364,3.009681e-03,8.858129e+02,6.253339e+03,5.272949,0.58319,5.4528,21.2373,500.0,5.1575,0.1334,5.2909
20,33.9274,33.9274,3.605054e-03,8.648622e+02,7.266905e+03,5.263032,0.581493,7.6506,23.7345,500.0,4.7184,0.1235,4.842
21,46.4158,46.4158,4.535971e-03,8.938663e+02,7.666644e+03,5.230121,0.578712,11.1971,24.1299,500.0,4.8368,0.1299,4.9667
22,38.7224,46.4158,5.153830e-03,9.293402e+02,7.876282e+03,5.210696,0.577394,8.0558,25.4449,500.0,4.6689,0.1229,4.7919
23,45.4383,46.4158,3.982890e-03,8.666845e+02,7.602930e+03,5.195137,0.57553,10.1094,27.4979,500.0,4.9216,0.139,5.0606
24,59.2968,59.2968,4.552266e-03,9.919053e+02,7.610170e+03,5.18657,0.574938,13.6416,27.6948,500.0,4.9839,0.1264,5.1103
25,58.7549,59.2968,5.665323e-03,1.166521e+03,7.660845e+03,5.173133,0.573498,13.0719,27.1551,500.0,4.8386,0.1466,4.9852
26,76.3777,76.3777,5.720095e-03,1.415372e+03,7.796017e+03,5.160298,0.572761,18.6763,27.8925,500.0,4.8351,0.1272,4.9624
27,84.9343,84.9343,5.576380e-03,1.169052e+03,8.401600e+03,5.146615,0.570933,20.4561,30.0617,500.0,4.8589,0.1325,4.9914
28,79.308,84.9343,5.232568e-03,1.345218e+03,7.390350e+03,5.144864,0.570899,17.9371,30.6313,500.0,4.8046,0.1298,4.9344
29,76.8911,84.9343,7.575447e-03,1.328794e+03,9.394404e+03,5.13559,0.57031,16.6488,32.1132,500.0,5.0222,0.1329,5.1551
30,101.6617,101.6617,7.343537e-03,1.363953e+03,9.080438e+03,5.110042,0.567748,24.8537,29.8036,500.0,4.9004,0.1517,5.0521
31,114.0366,114.0366,5.308850e-03,1.325424e+03,8.779427e+03,5.096608,0.567073,27.9535,31.8353,500.0,4.7663,0.1483,4.9146
32,109.2152,114.0366,5.165146e-03,1.246071e+03,8.207317e+03,5.088024,0.565732,26.7218,31.8732,500.0,4.8071,0.1332,4.9402
33,125.1514,125.1514,1.168798e-02,1.658723e+03,9.200987e+03,5.069396,0.564503,31.5523,37.1221,500.0,5.2471,0.1816,5.4287
34,148.0696,148.0696,8.429918e-03,1.651811e+03,1.118131e+04,5.054223,0.562657,37.0426,34.7343,500.0,4.9977,0.1922,5.1899
35,147.1081,148.0696,7.531845e-03,1.744620e+03,9.629358e+03,5.038448,0.561857,36.1516,36.7777,500.0,5.2168,0.1391,5.3559
36,166.8146,166.8146,1.149752e-02,1.952462e+03,1.072141e+04,5.03519,0.561718,41.3944,40.3658,500.0,5.2896,0.1735,5.4631
37,189.1911,189.1911,1.707776e-02,2.401922e+03,1.160673e+04,5.027153,0.560499,47.6887,44.4822,500.0,5.1871,0.1399,5.327
38,175.4378,189.1911,1.135510e-02,2.060372e+03,1.147602e+04,5.010091,0.559259,43.3772,42.7255,500.0,4.9982,0.1661,5.1643
39,194.3915,194.3915,1.281527e-02,2.480824e+03,1.233912e+04,4.97245,0.55544,48.2439,45.0044,500.0,5.2923,0.2175,5.5098
40,207.8273,207.8273,1.244225e-02,2.546472e+03,1.184158e+04,4.966648,0.554887,51.3898,45.3238,500.0,5.6863,0.1933,5.8796
41,212.9318,212.9318,1.513922e-02,2.656609e+03,1.237523e+04,4.965024,0.554878,53.0876,47.5127,500.0,5.1506,0.1424,5.293
42,203.4746,212.9318,1.588938e-02,2.758224e+03,1.294249e+04,4.951721,0.554535,48.3672,49.5202,500.0,4.8228,0.1448,4.9677
43,218.8128,218.8128,1.405310e-02,3.384251e+03,1.117351e+04,4.938243,0.552848,53.9931,50.8706,500.0,5.3468,0.2936,5.6404
44,233.9666,233.9666,1.651495e-02,2.768126e+03,1.097724e+04,4.929944,0.552234,58.4632,47.9477,500.0,5.1876,0.1876,5.3753
45,241.5921,241.5921,1.893358e-02,2.942431e+03,1.303399e+04,4.912289,0.551279,60.9905,51.1165,500.0,5.1223,0.2064,5.3287
46,273.1247,273.1247,2.149709e-02,2.675606e+03,1.227112e+04,4.91024,0.551286,68.8283,48.7627,500.0,5.1316,0.2915,5.4231
47,275.0459,275.0459,2.285586e-02,4.235893e+03,1.297119e+04,4.863328,0.546872,69.0547,51.0129,500.0,4.9215,0.177,5.0985
48,284.8423,284.8423,2.128132e-02,3.473760e+03,1.517583e+04,4.858851,0.546834,71.6069,53.197,500.0,5.2002,0.1899,5.3902
49,287.671,287.671,2.752929e-02,3.444035e+03,1.445902e+04,4.82964,0.544261,72.6497,54.2264,500.0,5.0259,0.2265,5.2524
50,296.4987,296.4987,2.761104e-02,3.695466e+03,1.453872e+04,4.808158,0.542322,74.3025,56.1433,500.0,4.9203,0.1447,5.065
51,302.4843,302.4843,2.625737e-02,4.440280e+03,1.652659e+04,4.748794,0.537246,74.4045,60.9152,500.0,4.9149,0.2328,5.1477
52,316.821,316.821,1.780388e-02,3.724186e+03,1.458428e+04,4.746786,0.537272,78.9877,64.4609,500.0,4.7259,0.1943,4.9202
53,354.0901,354.0901,2.129105e-02,5.332779e+03,1.324831e+04,4.694188,0.533189,89.5101,60.8124,500.0,4.978,0.1853,5.1634
54,354.498,354.498,2.934423e-02,4.500229e+03,1.618862e+04,4.703381,0.533905,89.0752,64.9461,500.0,4.9631,0.1598,5.123
55,352.4317,354.498,8.966823e-02,4.843990e+03,1.729575e+04,4.65448,0.530424,89.4713,63.9689,500.0,4.9022,0.1457,5.0479
56,319.5114,354.498,3.239886e-02,6.618042e+03,1.552864e+04,4.608432,0.526082,78.4472,71.7894,500.0,4.7974,0.162,4.9594
57,361.0955,361.0955,4.524533e-02,6.412012e+03,1.617452e+04,4.584753,0.524073,89.368,70.3876,500.0,4.8479,0.159,5.007
58,352.9278,361.0955,3.782590e-02,5.302551e+03,1.822143e+04,4.597329,0.525989,87.2048,73.1978,500.0,5.1865,0.1704,5.3569
59,366.5691,366.5691,5.741940e-02,6.914134e+03,1.992393e+04,4.505403,0.518058,89.5285,77.1126,500.0,5.3354,0.2412,5.5766
60,358.4442,366.5691,8.529259e-02,8.696308e+03,2.194390e+04,4.456428,0.513844,88.1172,82.435,500.0,5.1304,0.1439,5.2744
61,337.984,366.5691,3.652455e-02,7.626526e+03,1.728257e+04,4.415836,0.510624,80.6442,74.9829,500.0,5.0734,0.1714,5.2448
62,373.7327,373.7327,2.846206e-02,6.671340e+03,1.681281e+04,4.401042,0.510252,92.6836,70.3835,500.0,4.9721,0.1705,5.1426
63,383.5477,383.5477,4.344554e-02,8.674706e+03,1.569934e+04,4.3745,0.507813,96.6974,73.1561,500.0,4.851,0.1642,5.0152
64,377.4585,383.5477,3.182358e-02,8.271501e+03,1.524161e+04,4.385849,0.508644,92.7783,75.1755,500.0,4.8249,0.1682,4.9931
65,423.9389,423.9389,5.071172e-02,8.920906e+03,1.547705e+04,4.339664,0.505374,107.6851,67.2374,500.0,5.03,0.1979,5.2279
66,471.3163,471.3163,5.462979e-02,9.866250e+03,2.015700e+04,4.275387,0.499999,119.5857,77.5695,500.0,5.1573,0.2214,5.3787
67,489.4049,489.4049,6.267025e-02,9.709377e+03,2.225185e+04,4.239312,0.497227,123.6469,81.0567,500.0,4.9354,0.1871,5.1225
68,468.2888,489.4049,4.526095e-02,1.549729e+04,1.900178e+04,4.249287,0.498076,118.1505,78.8198,500.0,4.7396,0.1693,4.9088
69,492.1837,492.1837,7.683993e-02,1.096972e+04,1.885602e+04,4.202396,0.494622,124.3393,82.571,500.0,4.8821,0.1737,5.0559
70,464.9089,492.1837,5.683254e-02,1.884014e+04,2.072365e+04,4.188926,0.494071,116.8785,81.2608,500.0,4.8369,0.1811,5.018
71,527.1012,527.1012,5.789467e-02,1.576349e+04,2.058521e+04,4.196469,0.494845,133.5319,87.1296,500.0,4.9473,0.1562,5.1035
72,524.2886,527.1012,5.611562e-02,1.343708e+04,2.127269e+04,4.186165,0.494792,133.1535,86.2243,500.0,4.9481,0.2767,5.2249
73,543.4784,543.4784,9.455918e-02,2.182134e+04,2.328664e+04,4.155549,0.492409,138.5189,82.739,500.0,4.7288,0.1482,4.8771
74,496.8703,543.4784,7.643895e-02,1.395344e+04,2.301724e+04,4.113739,0.489637,124.5878,89.497,500.0,4.9259,0.192,5.1179
75,425.998,543.4784,1.266413e-01,1.381100e+04,2.113208e+04,4.076748,0.487835,100.9185,104.1941,500.0,4.6523,0.1545,4.8068
76,506.7762,543.4784,6.803203e-02,3.219134e+04,2.319827e+04,4.000084,0.481958,123.8852,102.5871,500.0,4.6416,0.169,4.8107
77,541.2311,543.4784,6.985132e-02,2.756108e+04,2.179290e+04,3.925221,0.476577,132.6161,107.0056,500.0,4.9039,0.1945,5.0984
78,518.8304,543.4784,8.723000e-02,2.805608e+04,2.055093e+04,3.911827,0.476606,126.6581,110.468,500.0,4.9817,0.1719,5.1536
79,595.3797,595.3797,6.100402e-02,1.564535e+04,1.932006e+04,3.917362,0.478469,150.1766,99.1137,500.0,4.7513,0.1648,4.9161
80,612.2991,612.2991,1.291020e-01,2.856815e+04,2.242517e+04,3.888603,0.476551,156.1666,100.8789,500.0,4.6232,0.1459,4.7691
81,600.8917,612.2991,6.072586e-02,1.324008e+04,1.822639e+04,3.877846,0.476563,155.2577,83.3457,500.0,4.9581,0.1812,5.1393
82,591.4294,612.2991,4.872765e-02,1.205343e+04,1.764399e+04,3.787583,0.46894,152.1613,81.2236,500.0,4.9133,0.1608,5.074
83,637.374,637.374,5.826534e-02,1.563750e+04,1.772700e+04,3.72163,0.465191,162.9628,92.9423,500.0,4.7144,0.1601,4.8744
