seed,run_label,update,true_environment_steps,stochastic_return,deterministic_return,deterministic_episode_length,entropy,mean_min_probability,global_min_probability,reward_gradient_norm,barrier_gradient_norm,regularizer_gradient_norm,barrier_active,on_policy_numerical_rank,on_policy_trace,on_policy_smallest_positive_eigenvalue,on_policy_largest_eigenvalue,on_policy_entropy_effective_rank,on_policy_log_pseudodeterminant,on_policy_positive_spectrum_condition_number,fixed_reference_numerical_rank,fixed_reference_trace,fixed_reference_smallest_positive_eigenvalue,fixed_reference_largest_eigenvalue,fixed_reference_entropy_effective_rank,fixed_reference_log_pseudodeterminant,fixed_reference_positive_spectrum_condition_number
403,logbarrier_handoff_h25,800,1584742,-92.1875,-135.25,136.1875,0.30774936079978943,0.025458404794335365,0.00235457974486053,68.4936752319336,1.4476433992385864,0.0,False,75,5.120821276844185,4.503866210233638e-10,4.317483598418986,1.9053131869423694,-1053.5635488038251,9586171961.78884,146,3.4784766902830997,2.1081391792763658e-10,1.888739360133376,5.048634627457729,-1782.4848682849695,8959272607.331835
403,logbarrier_handoff_h25,850,1621441,-84.375,-79.59375,80.59375,0.3111988604068756,0.026583267375826836,0.0022151137236505747,100.268798828125,1.4151540994644165,0.0,False,84,7.655510714005712,8.057289352201535e-10,6.54129877595886,1.8595405469027764,-1155.3436426924168,8118485622.179558,145,3.5476595601914336,4.3968385516263636e-10,2.018215356400099,4.818924590974908,-1763.4294697297203,4590151156.797816
403,logbarrier_handoff_h25,900,1656532,-87.09375,-86.125,87.125,0.28032684326171875,0.02422509528696537,0.0016373640391975641,89.6677474975586,1.481661081314087,0.0,False,72,8.809708213057334,9.247324924269006e-10,7.830627089022637,1.6477111639750028,-965.3619304331337,8467991719.931526,145,3.740647205926437,4.028802334060457e-10,2.1789378421077656,4.5988077273734485,-1779.7669222389754,5408400962.456025
403,logbarrier_handoff_h25,950,1691961,-102.3125,-78.6875,79.6875,0.2537647783756256,0.020638728514313698,0.0014221182791516185,63.67668151855469,1.4726896286010742,0.0,False,82,7.033400909564601,6.150591917706143e-10,6.087365865350127,1.7928214768505923,-1138.2009106650178,9897203304.6543,145,3.661572711537688,3.078665557453617e-10,2.158717857854564,4.495381948180018,-1793.7776547872427,7011862177.19619
403,logbarrier_handoff_h25,1000,1727327,-86.25,-81.625,82.625,0.2519335150718689,0.02109001763164997,0.0012714614858850837,142.83953857421875,1.5092215538024902,0.0,False,78,7.788835192174102,7.042808957420625e-10,6.862034637704347,1.7046054723023085,-1060.0097624639477,9743320710.799906,145,3.9174698074144976,2.9375973140846495e-10,2.377493486655574,4.29019305266244,-1802.3022202481484,8093326730.850436
403,reward_only,0,0,-500.0,-500.0,500.0,1.0794130563735962,0.24599295854568481,0.21149347722530365,164.29002380371094,0.1397968977689743,0.0,False,51,1.2556456082170744,1.4400972197419234e-10,0.7462382846553991,2.0734154920353935,-796.5814593212717,5181860463.484061,145,1.4345198815399718,1.2119876389387197e-10,0.6173248990421185,4.9874813514541465,-1896.8002504767794,5093491709.06298
403,reward_only,50,198186,-487.53125,-500.0,500.0,1.053801417350769,0.2079639434814453,0.14261071383953094,287.5604553222656,0.21662309765815735,0.0,False,49,1.4866056935712961,1.3613839225502713e-10,0.9631804608345591,1.9887476312917642,-759.7703101704933,7075009810.827203,145,1.647699484003986,1.0690754559039222e-10,0.7601353475567217,4.819163533872069,-1906.7597928175342,7110212318.119434
403,reward_only,100,324223,-179.34375,-500.0,500.0,0.9168334007263184,0.1294320970773697,0.055560097098350525,153.96469116210938,0.6010849475860596,0.0,False,55,2.027564518088125,1.8459621712917609e-10,1.4578906943169991,2.0544583400082512,-818.1540299850622,7897727900.332874,146,2.4341597284839662,3.4468046096042527e-10,0.9592506352118991,5.752745315547407,-1793.1255957244462,2783014251.921974
403,reward_only,150,383370,-120.34375,-336.0,336.40625,0.7607957720756531,0.08792736381292343,0.023825785145163536,97.85737609863281,0.8664750456809998,0.0,False,69,2.893942939814021,2.903477071230195e-10,2.1447811479231076,2.2625884333278092,-1004.3096935742426,7386940193.794505,146,2.796111276398106,6.558695023043423e-10,0.9746754105323342,6.281909367744598,-1747.0660360021402,1486081312.0718286
403,reward_only,200,430155,-105.1875,-171.03125,171.84375,0.6200985908508301,0.061821240931749344,0.01134688314050436,154.33856201171875,1.128159523010254,0.0,False,67,4.260248782806891,3.570034856474323e-10,3.397661437205915,2.0762519930193615,-938.9376949836445,9517166004.819796,146,3.028730233286249,3.679708445495336e-10,1.1590771478149091,6.254018763429078,-1740.2426078570006,3149915720.1811476
403,reward_only,250,472837,-95.25,-80.9375,81.9375,0.5350055694580078,0.051678892225027084,0.005924359895288944,140.65325927734375,1.2937562465667725,0.0,False,71,5.40303327751898,4.885089533898555e-10,4.475179430861383,1.957573272344035,-984.0281929020143,9160895414.111187,146,3.180916628095818,2.2922705992393103e-10,1.3628535184504122,6.020636772731734,-1753.102706093024,5945430347.109434
403,reward_only,300,512210,-100.78125,-89.1875,90.1875,0.45405662059783936,0.0420672670006752,0.003611793275922537,94.70707702636719,1.394784688949585,0.0,False,79,6.353924968612935,5.429281055699441e-10,5.295362096890873,1.9607869604024513,-1088.9113213996002,9753339424.806559,145,3.2990521901322967,3.727239934375663e-10,1.5418248888392403,5.779290689777893,-1751.2197608898812,4136639754.847191
403,reward_only,350,550875,-95.65625,-81.9375,82.9375,0.4095233678817749,0.03455642983317375,0.002973467344418168,84.47132110595703,1.3941341638565063,0.0,False,81,6.312229643440714,5.899015383121781e-10,5.150255345715282,2.0769326199844236,-1113.5569575564475,8730703365.26186,145,3.247971325571335,3.070978258415515e-10,1.5691806248064155,5.649037644332808,-1760.0671390434625,5109709326.356616
403,reward_only,400,589839,-90.0625,-88.84375,89.84375,0.3740311563014984,0.03169514983892441,0.0022430624812841415,70.71682739257812,1.504007339477539,0.0,False,78,7.181463353902482,6.480573441381466e-10,6.030307058352501,1.9420414999912894,-1069.7720140220906,9305205955.766499,145,3.3989626969739413,2.589464478239574e-10,1.729147036260428,5.415482319292079,-1769.7966533095746,6677624083.246642
403,reward_only,450,627468,-89.28125,-83.40625,84.40625,0.3544248640537262,0.03242335096001625,0.0016910095000639558,65.98641204833984,1.5343091487884521,0.0,False,72,7.448579022930507,6.634888376690586e-10,6.456047133328831,1.7685761149155053,-976.9318271264187,9730453274.858318,145,3.5808631785571334,2.0633787248798713e-10,1.9158037362716314,5.146252038480877,-1787.8068640370668,9284789617.975576
403,reward_only,500,665552,-101.5625,-130.3125,131.21875,0.3314380943775177,0.026933714747428894,0.00135343661531806,43.913963317871094,1.5424656867980957,0.0,False,72,3.818497673413808,3.3551016278176037e-10,3.049364573673946,2.0636410861386616,-1028.2872771972627,9088739811.608833,144,3.3704496026479216,2.556809698311168e-10,1.720245054531797,5.341162620376477,-1789.457420229764,6728091870.380729
403,reward_only,550,704096,-95.40625,-81.03125,82.03125,0.28241637349128723,0.022096630185842514,0.0010108781279996037,51.38166809082031,1.5480746030807495,0.0,False,76,5.434230428002883,4.892683165362887e-10,4.560777081483399,1.895870744331066,-1064.8310314662149,9321627678.184492,144,3.5746537055536054,2.556580824330325e-10,1.9138468401007893,5.056033871161594,-1793.1018768432768,7485962586.7768345
403,reward_only,600,740129,-90.125,-80.90625,81.90625,0.27971428632736206,0.022974178194999695,0.0008571654325351119,121.84452819824219,1.596366286277771,0.0,False,79,7.4472684835824925,7.056863215063073e-10,6.382168596660255,1.8401822667269838,-1091.8082310331415,9043917109.002958,143,3.9290463970301595,2.8168059495515995e-10,2.2642690332356166,4.598343190604226,-1785.2944810975564,8038427473.486628
403,reward_only,650,775788,-88.625,-85.1875,86.1875,0.2521125078201294,0.021740959957242012,0.0007272445363923907,127.96575927734375,1.5978455543518066,0.0,False,82,8.127026934903615,8.468064504339323e-10,7.077278877978125,1.7750018361717441,-1119.1476629406295,8357610968.068898,143,4.0359694797104915,2.5735303385612623e-10,2.4367808799369053,4.306929289692543,-1789.756737043445,9468630866.419834
403,reward_only,700,811934,-83.84375,-99.78125,100.78125,0.23223382234573364,0.01897098496556282,0.0005174905527383089,157.3876953125,1.6595590114593506,0.0,False,72,5.668159778909286,5.352251303502302e-10,4.949067319045873,1.7435477520959866,-1000.7286937901171,9246702066.861843,143,3.295426473161221,2.1441520909605996e-10,1.8843256348157624,4.663330358458302,-1803.624579650721,8788208834.437521
403,reward_only,750,847495,-80.46875,-89.34375,90.34375,0.21497680246829987,0.0175069198012352,0.00041450877324678004,87.10596466064453,1.6511871814727783,0.0,False,69,5.724665147496111,6.090581153382116e-10,5.066422614402749,1.6720867973018823,-958.4034203293513,8318455147.074679,141,3.5769477587699434,2.501163119204986e-10,2.0961634933882225,4.465266358923283,-1774.3650321745804,8380754846.78706
403,reward_only,800,882846,-84.78125,-87.25,88.25,0.20398007333278656,0.017200874164700508,0.00033025923767127097,59.42829895019531,1.7052973508834839,0.0,False,71,5.15379107711016,5.503756020724521e-10,4.499254047195463,1.7545653708201474,-970.0753793204613,8174879173.883104,141,3.2536597658038504,2.0707788959697885e-10,1.89319339622924,4.496606918951197,-1796.041874468826,9142421723.119883
403,reward_only,850,919111,-89.34375,-121.46875,122.40625,0.20215022563934326,0.01631629467010498,0.00032033733441494405,161.2512664794922,1.7706923484802246,0.0,False,64,4.38195310592356,4.1716067960966036e-10,3.8734896955807043,1.652380482215575,-896.3608672344934,9285366250.733772,142,3.2984200940065436,1.863763908902475e-10,1.8516419034045108,4.670539455271991,-1806.174402353246,9934959543.748743
403,reward_only,900,955863,-95.96875,-122.65625,123.59375,0.2017928510904312,0.016895020380616188,0.00031685238354839385,278.807861328125,1.6861521005630493,0.0,False,62,4.625858828355507,4.1312287812519393e-10,4.111464343870334,1.6153820193524053,-868.7169910485275,9952158453.505894,142,3.127403852104673,2.0863646303828375e-10,1.7879294779918726,4.5962962108096574,-1818.5865341888623,8569592543.676301
403,reward_only,950,991284,-85.90625,-98.0625,99.03125,0.19306784868240356,0.01572362333536148,0.0002777568297460675,71.57637786865234,1.7126675844192505,0.0,False,67,5.2283665770447625,4.874850635117731e-10,4.667021644316177,1.6026092441655144,-947.6223841776089,9573671059.16152,142,3.106335425973036,1.9531161239019557e-10,1.8305516259027865,4.3500433360069,-1827.759597818369,9372466918.381132
403,reward_only,1000,1026209,-87.59375,-80.4375,81.4375,0.19438894093036652,0.016627658158540726,0.0002525567542761564,103.79273223876953,1.6752524375915527,0.0,False,71,6.966122371011147,6.868742792903286e-10,6.213351125670215,1.6366570060073606,-975.085601117132,9045834606.137508,140,3.6682855476953904,2.5342368773295146e-10,2.325298340134725,3.889395602156356,-1796.5017612060137,9175536671.16169
