run_label,method,seed,finite,learning_rate,final_stochastic_return,final_deterministic_return,final_stochastic_termination_rate,stochastic_return_auc,environment_steps,optimizer_updates,training_episodes,environment_step_return_auc,failure
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1090,True,0.003,-91.59375,-89.8125,1.0,-147.355125,1172414,1000,8000,-195.35474570256326,False
reward_only,gpomdp_reward_only,1091,True,0.003,-113.0,-94.28125,0.96875,-174.4375,1375228,1000,8000,-295.90840140462166,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1091,True,0.003,-118.3125,-80.65625,1.0,-431.86384375,3426590,1000,8000,-477.08887249240496,False
reward_only,gpomdp_reward_only,1092,True,0.003,-441.5625,-188.15625,0.5,-498.3,3992511,1000,8000,-498.35073535958946,True
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1092,True,0.003,-80.90625,-84.78125,1.0,-215.16884375,1718473,1000,8000,-357.4542618377624,False
reward_only,gpomdp_reward_only,1093,True,0.003,-98.46875,-80.375,1.0,-383.228125,3078569,1000,8000,-456.9084316091746,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1093,True,0.003,-88.75,-82.9375,1.0,-163.143328125,1286036,1000,8000,-236.86892169280253,False
reward_only,gpomdp_reward_only,1094,True,0.003,-84.78125,-90.71875,1.0,-133.6453125,1055520,1000,8000,-208.56349517003468,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1094,True,0.003,-89.375,-86.1875,1.0,-153.624265625,1212260,1000,8000,-221.67472477799728,False
reward_only,gpomdp_reward_only,1095,True,0.003,-86.96875,-83.96875,1.0,-135.91484375,1090809,1000,8000,-220.91837384283133,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1095,True,0.003,-88.71875,-87.40625,1.0,-373.75703125,3031610,1000,8000,-456.7315429652066,False
reward_only,gpomdp_reward_only,1096,True,0.003,-88.03125,-79.15625,1.0,-128.825,1033379,1000,8000,-207.711410258845,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1096,True,0.003,-84.21875,-88.0625,1.0,-159.10225,1255941,1000,8000,-230.1100204075072,False
reward_only,gpomdp_reward_only,1097,True,0.003,-83.96875,-90.1875,1.0,-105.75078125,840272,1000,8000,-127.56939399161818,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1097,True,0.003,-93.4375,-87.09375,0.96875,-144.443015625,1131384,1000,8000,-185.4821405823531,False
reward_only,gpomdp_reward_only,1098,True,0.003,-500.0,-500.0,0.0,-499.7171875,3999520,1000,8000,-499.7172461632896,True
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1098,True,0.003,-94.4375,-106.0,1.0,-242.053125,1935420,1000,8000,-383.2133637175652,False
reward_only,gpomdp_reward_only,1099,True,0.003,-87.34375,-83.40625,1.0,-111.55,885569,1000,8000,-141.54979215693527,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1099,True,0.003,-95.28125,-85.53125,1.0,-146.94253125,1170162,1000,8000,-192.40763788208386,False
reward_only,gpomdp_reward_only,1100,True,0.003,-80.21875,-81.34375,1.0,-105.125,824171,1000,8000,-115.3003601308163,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1100,True,0.003,-87.75,-86.375,1.0,-142.192140625,1125282,1000,8000,-174.87764100465483,False
reward_only,gpomdp_reward_only,1101,True,0.003,-81.90625,-88.5625,1.0,-106.9859375,864605,1000,8000,-135.6892850094841,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1101,True,0.003,-78.71875,-84.5625,1.0,-143.984015625,1157269,1000,8000,-186.79550327646382,False
reward_only,gpomdp_reward_only,1102,True,0.003,-91.90625,-93.53125,1.0,-116.2734375,949167,1000,8000,-163.69820818873285,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1102,True,0.003,-84.9375,-87.53125,1.0,-160.10475,1267553,1000,8000,-231.50453665694846,False
reward_only,gpomdp_reward_only,1103,True,0.003,-88.625,-78.5,1.0,-110.865625,881175,1000,8000,-130.8198771703975,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1103,True,0.003,-88.6875,-127.03125,1.0,-154.4099375,1201546,1000,8000,-197.75281038969794,False
reward_only,gpomdp_reward_only,1104,True,0.003,-92.0625,-89.28125,1.0,-110.55234375,887639,1000,8000,-133.34090993424692,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1104,True,0.003,-86.09375,-108.75,1.0,-142.426234375,1145185,1000,8000,-183.93439826316273,False
reward_only,gpomdp_reward_only,1105,True,0.003,-81.75,-97.9375,1.0,-109.9890625,910784,1000,8000,-147.41637714389472,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1105,True,0.003,-94.125,-113.9375,1.0,-163.722609375,1300393,1000,8000,-253.7386303842377,False
reward_only,gpomdp_reward_only,1106,True,0.003,-81.34375,-82.0625,1.0,-107.3359375,857414,1000,8000,-133.5649801503416,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1106,True,0.003,-87.96875,-84.46875,1.0,-145.918609375,1131153,1000,8000,-190.53735143477496,False
reward_only,gpomdp_reward_only,1107,True,0.003,-87.09375,-87.84375,1.0,-152.93046875,1244027,1000,8000,-261.2844965508184,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1107,True,0.003,-80.25,-81.5,1.0,-239.489296875,1934367,1000,8000,-381.70696481394174,False
reward_only,gpomdp_reward_only,1108,True,0.003,-500.0,-500.0,0.0,-500.0,3999920,1000,8000,-500.0,True
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1108,True,0.003,-81.09375,-87.34375,1.0,-178.60034375,1464192,1000,8000,-299.6310752257047,False
reward_only,gpomdp_reward_only,1109,True,0.003,-94.46875,-83.25,1.0,-169.72578125,1398585,1000,8000,-297.4807094536621,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1109,True,0.003,-82.28125,-82.125,1.0,-167.919625,1367944,1000,8000,-268.44831965891876,False
reward_only,gpomdp_reward_only,1110,True,0.003,-88.40625,-83.1875,1.0,-228.66484375,1818345,1000,8000,-372.8383392934234,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1110,True,0.003,-101.5,-83.4375,1.0,-230.237375,1839823,1000,8000,-373.39278487998575,False
reward_only,gpomdp_reward_only,1111,True,0.003,-85.84375,-83.65625,1.0,-107.33515625,857084,1000,8000,-130.73105473034147,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1111,True,0.003,-88.1875,-82.25,1.0,-144.70353125,1166476,1000,8000,-184.8866592625995,False
reward_only,gpomdp_reward_only,1112,True,0.003,-500.0,-500.0,0.0,-499.98125,4000000,1000,8000,-499.98125,True
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1112,True,0.003,-103.96875,-85.5625,1.0,-230.935875,1852921,1000,8000,-375.79159085168766,False
reward_only,gpomdp_reward_only,1113,True,0.003,-500.0,-500.0,0.0,-499.940625,3999614,1000,8000,-499.9407338745689,True
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1113,True,0.003,-89.0625,-95.90625,1.0,-176.507390625,1416097,1000,8000,-279.093661122349,False
reward_only,gpomdp_reward_only,1114,True,0.003,-81.96875,-81.34375,1.0,-120.7578125,974017,1000,8000,-172.5906409359385,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1114,True,0.003,-88.15625,-172.34375,1.0,-165.932671875,1344640,1000,8000,-259.9263228563965,False
reward_only,gpomdp_reward_only,1115,True,0.003,-87.625,-88.5,1.0,-126.2421875,1010382,1000,8000,-196.2533618473013,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1115,True,0.003,-95.65625,-80.40625,1.0,-158.398625,1253233,1000,8000,-227.18321287571825,False
reward_only,gpomdp_reward_only,1116,True,0.003,-500.0,-500.0,0.0,-500.0,4000000,1000,8000,-500.0,True
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1116,True,0.003,-83.0,-95.125,1.0,-166.956921875,1349041,1000,8000,-250.18618110012966,False
reward_only,gpomdp_reward_only,1117,True,0.003,-91.625,-88.125,1.0,-115.94375,936039,1000,8000,-157.4147454225999,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1117,True,0.003,-83.875,-84.625,1.0,-165.850296875,1333865,1000,8000,-262.0910254223628,False
reward_only,gpomdp_reward_only,1118,True,0.003,-81.90625,-86.28125,1.0,-147.31640625,1202146,1000,8000,-254.95640054847746,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1118,True,0.003,-82.34375,-81.46875,1.0,-161.934171875,1294497,1000,8000,-246.0288280409302,False
reward_only,gpomdp_reward_only,1119,True,0.003,-80.71875,-88.03125,1.0,-153.38828125,1228771,1000,8000,-255.72140197654812,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1119,True,0.003,-101.34375,-84.28125,0.96875,-169.9061875,1385174,1000,8000,-271.6811399912574,False
reward_only,gpomdp_reward_only,1120,True,0.003,-84.0,-80.34375,1.0,-169.0234375,1361180,1000,8000,-300.1903228379972,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1120,True,0.003,-500.0,-500.0,0.0,-499.200546875,3996289,1000,8000,-499.20145092343796,True
reward_only,gpomdp_reward_only,1121,True,0.003,-78.4375,-80.34375,1.0,-128.6734375,1075288,1000,8000,-214.9923908466848,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1121,True,0.003,-81.15625,-79.375,1.0,-158.03009375,1283162,1000,8000,-228.89959248374328,False
reward_only,gpomdp_reward_only,1122,True,0.003,-85.875,-78.375,1.0,-169.70625,1370472,1000,8000,-296.97675860032166,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1122,True,0.003,-87.3125,-84.71875,1.0,-181.92540625,1442948,1000,8000,-297.0716350745141,False
reward_only,gpomdp_reward_only,1123,True,0.003,-85.21875,-83.3125,1.0,-130.23125,1056468,1000,8000,-197.4110548810991,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1123,True,0.003,-95.71875,-82.3125,1.0,-151.195015625,1195993,1000,8000,-198.17705639006667,False
reward_only,gpomdp_reward_only,1124,True,0.003,-86.1875,-80.5625,1.0,-118.2015625,956946,1000,8000,-172.38620948830967,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1124,True,0.003,-83.34375,-84.40625,1.0,-146.63321875,1160264,1000,8000,-195.02784787826306,False
reward_only,gpomdp_reward_only,1125,True,0.003,-88.125,-87.75,1.0,-109.66640625,866299,1000,8000,-135.1810089710654,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1125,True,0.003,-95.78125,-96.96875,1.0,-147.5111875,1157786,1000,8000,-192.84441463059667,False
reward_only,gpomdp_reward_only,1126,True,0.003,-87.65625,-85.90625,1.0,-109.275,853391,1000,8000,-129.23943071303188,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1126,True,0.003,-90.71875,-83.625,1.0,-148.16996875,1197946,1000,8000,-192.99309072570884,False
reward_only,gpomdp_reward_only,1127,True,0.003,-82.25,-84.40625,1.0,-98.303125,778832,1000,8000,-105.16710411391674,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1127,True,0.003,-84.34375,-81.0625,1.0,-145.7964375,1112734,1000,8000,-181.05611371686766,False
reward_only,gpomdp_reward_only,1128,True,0.003,-85.375,-86.5625,1.0,-226.0875,1808836,1000,8000,-367.7084755921764,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1128,True,0.003,-88.03125,-83.34375,1.0,-158.250765625,1295067,1000,8000,-235.86346164908844,False
reward_only,gpomdp_reward_only,1129,True,0.003,-500.0,-500.0,0.0,-500.0,4000000,1000,8000,-500.0,True
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1129,True,0.003,-81.8125,-81.6875,1.0,-168.626359375,1366253,1000,8000,-271.893564323372,False
reward_only,gpomdp_reward_only,1130,True,0.003,-78.34375,-86.8125,1.0,-116.08828125,918567,1000,8000,-153.4246985045729,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1130,True,0.003,-82.09375,-84.5625,1.0,-150.61709375,1197230,1000,8000,-201.05393759187876,False
reward_only,gpomdp_reward_only,1131,True,0.003,-91.9375,-84.84375,1.0,-109.990625,901676,1000,8000,-143.12116848929105,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1131,True,0.003,-86.75,-129.46875,1.0,-165.238453125,1314336,1000,8000,-253.2557627007097,False
reward_only,gpomdp_reward_only,1132,True,0.003,-83.0,-84.875,1.0,-154.16875,1261845,1000,8000,-263.604071580206,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1132,True,0.003,-103.0,-87.15625,1.0,-427.11484375,3413622,1000,8000,-475.24336560166154,False
reward_only,gpomdp_reward_only,1133,True,0.003,-91.46875,-89.625,1.0,-130.81484375,1065485,1000,8000,-207.99610460553174,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1133,True,0.003,-98.65625,-80.96875,1.0,-213.691546875,1705124,1000,8000,-349.8263700598168,False
reward_only,gpomdp_reward_only,1134,True,0.003,-80.625,-111.21875,1.0,-110.25390625,890625,1000,8000,-140.98359057894737,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1134,True,0.003,-95.78125,-83.25,0.96875,-142.261953125,1136313,1000,8000,-183.6790532873645,False
reward_only,gpomdp_reward_only,1135,True,0.003,-88.78125,-87.5625,1.0,-134.21640625,1092868,1000,8000,-213.66350873916156,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1135,True,0.003,-84.3125,-88.8125,1.0,-163.12575,1311468,1000,8000,-252.54790983748745,False
reward_only,gpomdp_reward_only,1136,True,0.003,-92.03125,-77.8125,1.0,-103.5765625,811984,1000,8000,-118.08669925300252,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1136,True,0.003,-92.875,-195.71875,1.0,-144.962234375,1162327,1000,8000,-184.03710636884026,False
reward_only,gpomdp_reward_only,1137,True,0.003,-95.125,-78.34375,1.0,-402.76875,3228019,1000,8000,-466.09867566996974,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1137,True,0.003,-94.34375,-88.53125,0.96875,-182.385984375,1458150,1000,8000,-298.562582006738,False
reward_only,gpomdp_reward_only,1138,True,0.003,-86.8125,-87.5625,1.0,-111.24453125,926548,1000,8000,-150.4602714356137,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1138,True,0.003,-87.21875,-86.3125,1.0,-156.345140625,1257921,1000,8000,-224.5610038309242,False
reward_only,gpomdp_reward_only,1139,True,0.003,-78.5625,-82.5,1.0,-115.6546875,914772,1000,8000,-149.43264228340504,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1139,True,0.003,-83.78125,-81.3125,1.0,-142.94775,1143802,1000,8000,-185.4826043291365,False
reward_only,gpomdp_reward_only,1140,True,0.003,-500.0,-500.0,0.0,-500.0,3999986,1000,8000,-500.0,True
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1140,True,0.003,-83.4375,-81.6875,1.0,-168.59853125,1354275,1000,8000,-268.00452926842775,False
reward_only,gpomdp_reward_only,1141,True,0.003,-91.84375,-81.1875,1.0,-151.99609375,1223648,1000,8000,-257.54085000854,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1141,True,0.003,-87.65625,-95.71875,1.0,-197.3261875,1596581,1000,8000,-333.47432891362854,False
reward_only,gpomdp_reward_only,1142,True,0.003,-452.84375,-500.0,0.625,-498.73828125,3993137,1000,8000,-498.7745364147599,True
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1142,True,0.003,-495.28125,-500.0,0.03125,-499.84765625,3999012,1000,8000,-499.8478079593472,True
reward_only,gpomdp_reward_only,1143,True,0.003,-89.59375,-84.4375,1.0,-108.93203125,880081,1000,8000,-138.56624741785132,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1143,True,0.003,-87.21875,-79.40625,1.0,-140.572859375,1147277,1000,8000,-186.09345922998543,False
reward_only,gpomdp_reward_only,1144,True,0.003,-86.84375,-82.375,1.0,-121.2078125,975785,1000,8000,-182.4546814071491,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1144,True,0.003,-83.65625,-85.75,1.0,-146.833765625,1201638,1000,8000,-198.4302169985886,False
reward_only,gpomdp_reward_only,1145,True,0.003,-86.25,-83.375,1.0,-312.00234375,2518113,1000,8000,-430.67625245943094,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1145,True,0.003,-84.21875,-91.46875,1.0,-184.224015625,1477179,1000,8000,-303.50772054368497,False
reward_only,gpomdp_reward_only,1146,True,0.003,-500.0,-500.0,0.0,-499.9734375,3999368,1000,8000,-499.97345654832213,True
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1146,True,0.003,-84.65625,-87.96875,1.0,-186.103765625,1498858,1000,8000,-310.30472269346063,False
reward_only,gpomdp_reward_only,1147,True,0.003,-84.6875,-82.6875,1.0,-105.2171875,848103,1000,8000,-126.26500479231296,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1147,True,0.003,-99.40625,-86.125,1.0,-149.125875,1163029,1000,8000,-192.9540169059628,False
reward_only,gpomdp_reward_only,1148,True,0.003,-80.625,-82.34375,1.0,-129.19609375,1051520,1000,8000,-206.77773838704923,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1148,True,0.003,-81.65625,-83.21875,1.0,-147.802890625,1177422,1000,8000,-198.28784506266658,False
reward_only,gpomdp_reward_only,1149,True,0.003,-89.0625,-82.5,1.0,-106.3640625,842683,1000,8000,-118.86633754552423,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1149,True,0.003,-84.53125,-83.25,1.0,-143.837453125,1130832,1000,8000,-175.9321421500939,False
reward_only,gpomdp_reward_only,1150,True,0.003,-89.71875,-95.21875,1.0,-115.20859375,924842,1000,8000,-151.79953790417716,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1150,True,0.003,-87.59375,-86.875,1.0,-147.174015625,1162372,1000,8000,-184.91223536333462,False
reward_only,gpomdp_reward_only,1151,True,0.003,-86.53125,-82.5,1.0,-157.94296875,1281237,1000,8000,-276.0539437668441,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1151,True,0.003,-87.5625,-82.40625,1.0,-192.737296875,1552323,1000,8000,-331.04177208327457,False
reward_only,gpomdp_reward_only,1152,True,0.003,-79.03125,-81.125,1.0,-108.37890625,876525,1000,8000,-139.08952197598472,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1152,True,0.003,-87.5,-89.34375,1.0,-143.774640625,1157887,1000,8000,-190.3855931645316,False
reward_only,gpomdp_reward_only,1153,True,0.003,-84.0625,-80.8125,1.0,-103.01484375,820188,1000,8000,-114.04810752991997,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1153,True,0.003,-84.75,-89.96875,1.0,-147.0825,1131135,1000,8000,-181.24131770854055,False
reward_only,gpomdp_reward_only,1154,True,0.003,-89.875,-110.125,1.0,-129.9578125,1028292,1000,8000,-203.66590662294854,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1154,True,0.003,-95.25,-80.375,1.0,-170.486609375,1363875,1000,8000,-270.70859006965446,False
reward_only,gpomdp_reward_only,1155,True,0.003,-103.84375,-102.15625,1.0,-401.73203125,3211619,1000,8000,-464.7052340998029,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1155,True,0.003,-88.75,-87.25,1.0,-206.043625,1646104,1000,8000,-338.02962123937795,False
reward_only,gpomdp_reward_only,1156,True,0.003,-101.46875,-78.1875,1.0,-296.82734375,2381154,1000,8000,-420.2311473567543,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1156,True,0.003,-98.78125,-89.96875,1.0,-187.289625,1494885,1000,8000,-312.12688239814435,False
reward_only,gpomdp_reward_only,1157,True,0.003,-87.75,-85.875,1.0,-272.853125,2180444,1000,8000,-402.79446623027235,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1157,True,0.003,-85.5,-89.96875,1.0,-167.587671875,1341600,1000,8000,-263.0482483019343,False
reward_only,gpomdp_reward_only,1158,True,0.003,-86.09375,-88.59375,1.0,-198.36171875,1608859,1000,8000,-336.9546692621137,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1158,True,0.003,-96.59375,-104.5625,0.96875,-190.1495,1509296,1000,8000,-320.0157662082189,False
reward_only,gpomdp_reward_only,1159,True,0.003,-80.125,-87.03125,1.0,-108.6265625,877472,1000,8000,-131.24041643209128,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1159,True,0.003,-99.84375,-91.21875,0.96875,-150.3764375,1135101,1000,8000,-190.6868140891207,False
reward_only,gpomdp_reward_only,1160,True,0.003,-88.09375,-80.53125,1.0,-110.3515625,901515,1000,8000,-143.12499883876032,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1160,True,0.003,-92.125,-79.375,1.0,-146.4820625,1162091,1000,8000,-191.25847846683263,False
reward_only,gpomdp_reward_only,1161,True,0.003,-83.4375,-83.96875,1.0,-113.58125,940352,1000,8000,-161.4283231671491,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1161,True,0.003,-500.0,-500.0,0.0,-499.9609375,3998604,1000,8000,-499.9611038080415,True
reward_only,gpomdp_reward_only,1162,True,0.003,-100.15625,-84.25,0.96875,-132.19609375,1068640,1000,8000,-209.1200854444668,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1162,True,0.003,-81.375,-89.0,1.0,-214.0939375,1736827,1000,8000,-352.43298798253943,False
reward_only,gpomdp_reward_only,1163,True,0.003,-82.46875,-93.25,1.0,-122.33828125,1007159,1000,8000,-173.0243600439454,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1163,True,0.003,-84.1875,-90.625,1.0,-151.342734375,1227760,1000,8000,-209.1115016498542,False
reward_only,gpomdp_reward_only,1164,True,0.003,-89.6875,-93.71875,1.0,-235.3921875,1884129,1000,8000,-375.87317677690856,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1164,True,0.003,-99.59375,-86.09375,0.96875,-168.681265625,1348613,1000,8000,-264.60283813351197,False
reward_only,gpomdp_reward_only,1165,True,0.003,-100.71875,-248.125,1.0,-113.37265625,907330,1000,8000,-145.1005505507919,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1165,True,0.003,-86.25,-85.0625,1.0,-147.76659375,1168171,1000,8000,-196.14783116352402,False
reward_only,gpomdp_reward_only,1166,True,0.003,-89.375,-84.71875,1.0,-127.203125,1059936,1000,8000,-206.17815378416716,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1166,True,0.003,-83.375,-85.65625,1.0,-177.004046875,1423185,1000,8000,-285.9546232130749,False
reward_only,gpomdp_reward_only,1167,True,0.003,-83.4375,-81.03125,1.0,-116.0921875,928567,1000,8000,-155.12575990747033,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1167,True,0.003,-95.6875,-87.84375,1.0,-145.636890625,1186721,1000,8000,-193.1211158467323,False
reward_only,gpomdp_reward_only,1168,True,0.003,-88.65625,-82.625,1.0,-238.67421875,1953673,1000,8000,-375.8232096351334,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1168,True,0.003,-84.0625,-85.0625,1.0,-215.1605625,1742451,1000,8000,-358.179632391743,False
reward_only,gpomdp_reward_only,1169,True,0.003,-500.0,-500.0,0.0,-500.0,4000000,1000,8000,-500.0,True
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1169,True,0.003,-92.0625,-94.40625,1.0,-156.167890625,1228734,1000,8000,-227.13431096813875,False
reward_only,gpomdp_reward_only,1170,True,0.003,-500.0,-500.0,0.0,-499.10625,3992352,1000,8000,-499.1097810106674,True
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1170,True,0.003,-81.09375,-84.5625,1.0,-178.368125,1429630,1000,8000,-291.0325346636892,False
reward_only,gpomdp_reward_only,1171,True,0.003,-500.0,-500.0,0.0,-500.0,4000000,1000,8000,-500.0,True
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1171,True,0.003,-83.5,-78.0625,1.0,-195.913234375,1583881,1000,8000,-330.48573572998856,False
reward_only,gpomdp_reward_only,1172,True,0.003,-86.125,-85.15625,1.0,-179.353125,1449090,1000,8000,-304.02838959493545,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1172,True,0.003,-83.96875,-82.75,1.0,-174.332578125,1410047,1000,8000,-278.55783605972,False
reward_only,gpomdp_reward_only,1173,True,0.003,-92.84375,-83.65625,1.0,-109.43515625,898057,1000,8000,-139.86747589170287,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1173,True,0.003,-82.3125,-82.25,1.0,-147.918375,1175531,1000,8000,-189.93422245191746,False
reward_only,gpomdp_reward_only,1174,True,0.003,-87.75,-80.71875,1.0,-220.590625,1771634,1000,8000,-353.86024671468545,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1174,True,0.003,-86.03125,-86.9375,1.0,-172.64534375,1403937,1000,8000,-280.0395223174188,False
reward_only,gpomdp_reward_only,1175,True,0.003,-81.375,-82.03125,1.0,-152.903125,1237097,1000,8000,-267.8751944572657,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1175,True,0.003,-87.65625,-78.75,1.0,-209.407765625,1668629,1000,8000,-355.0288708949083,False
reward_only,gpomdp_reward_only,1176,True,0.003,-85.28125,-95.3125,1.0,-106.62265625,826782,1000,8000,-120.97926004451597,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1176,True,0.003,-85.96875,-86.125,1.0,-147.7119375,1146027,1000,8000,-185.0221135578612,False
reward_only,gpomdp_reward_only,1177,True,0.003,-500.0,-500.0,0.0,-500.0,4000000,1000,8000,-500.0,True
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1177,True,0.003,-93.6875,-82.9375,1.0,-217.88925,1763197,1000,8000,-359.0469129902955,False
reward_only,gpomdp_reward_only,1178,True,0.003,-86.90625,-83.6875,1.0,-291.01328125,2350053,1000,8000,-423.0320347229935,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1178,True,0.003,-85.71875,-81.46875,1.0,-204.802078125,1636710,1000,8000,-351.9386734287076,False
reward_only,gpomdp_reward_only,1179,True,0.003,-93.90625,-80.09375,1.0,-167.51015625,1335269,1000,8000,-292.20013940074995,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1179,True,0.003,-86.4375,-85.90625,1.0,-166.839765625,1330238,1000,8000,-259.60149867213613,False
reward_only,gpomdp_reward_only,1180,True,0.003,-93.15625,-87.4375,0.96875,-154.06015625,1250925,1000,8000,-264.8038421193317,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1180,True,0.003,-84.28125,-82.59375,1.0,-167.880875,1365279,1000,8000,-267.4127677955385,False
reward_only,gpomdp_reward_only,1181,True,0.003,-78.5625,-81.84375,1.0,-112.77734375,907021,1000,8000,-150.5835910566018,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1181,True,0.003,-96.0625,-85.90625,1.0,-150.561140625,1187047,1000,8000,-201.55099929699497,False
reward_only,gpomdp_reward_only,1182,True,0.003,-86.21875,-79.46875,1.0,-111.0390625,893364,1000,8000,-136.43526632551234,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1182,True,0.003,-83.53125,-98.65625,1.0,-146.303859375,1194743,1000,8000,-189.23364439046725,False
reward_only,gpomdp_reward_only,1183,True,0.003,-500.0,-500.0,0.0,-500.0,4000000,1000,8000,-500.0,True
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1183,True,0.003,-91.0625,-89.625,1.0,-190.709609375,1519897,1000,8000,-316.6560960319186,False
