method,seed,update,true_environment_steps,stochastic_return,deterministic_return,stochastic_termination_rate,deterministic_termination_rate,stochastic_episode_length,entropy,mean_min_probability,global_min_probability,minimum_probability_q01,minimum_probability_q05,minimum_probability_q10,action_margin_mean,action_margin_q10,beta,barrier_active
npg_logbarrier_handoff,721,0,0,-496.59375,-230.78125,0.03125,1.0,496.625,1.0743242502212524,0.23965252935886383,0.14434006810188293,0.18401600420475006,0.19718855619430542,0.20332875847816467,0.034552328288555145,0.004454710986465216,546.4135158976487,True
npg_logbarrier_handoff,721,50,189497,-353.53125,-175.09375,0.84375,1.0,354.375,1.0649875402450562,0.26181161403656006,0.1552562713623047,0.17236629128456116,0.1931031197309494,0.2040279507637024,0.10415561497211456,0.005857986398041248,546.4135158976487,True
npg_logbarrier_handoff,721,100,301064,-243.96875,-211.375,1.0,0.71875,244.96875,1.0449459552764893,0.2285068780183792,0.0974898561835289,0.10409563779830933,0.12456934154033661,0.1472925990819931,0.12085216492414474,0.00671153049916029,546.4135158976487,True
npg_logbarrier_handoff,721,150,410319,-258.0,-207.34375,1.0,0.78125,259.0,1.050743579864502,0.23500347137451172,0.0911128968000412,0.12871934473514557,0.14400313794612885,0.1590389460325241,0.11721586436033249,0.014207285828888416,546.4135158976487,True
npg_logbarrier_handoff,721,200,517111,-276.0625,-466.9375,1.0,0.09375,277.0625,1.0433127880096436,0.2324366420507431,0.07001842558383942,0.10071948915719986,0.13152676820755005,0.1506296843290329,0.1522415429353714,0.02706940472126007,546.4135158976487,True
npg_logbarrier_handoff,721,249,619874,-261.96875,-81.03125,0.96875,1.0,262.9375,1.0222339630126953,0.22510798275470734,0.05737103149294853,0.08486806601285934,0.0997205451130867,0.12146605551242828,0.17834481596946716,0.016989683732390404,546.4135158976487,True
npg_logbarrier_handoff,721,250,621705,-255.1875,-87.96875,0.9375,1.0,256.125,1.0110154151916504,0.22116361558437347,0.05734126642346382,0.07508639991283417,0.0870247632265091,0.10246057063341141,0.18867656588554382,0.015398576855659485,0.0,False
npg_logbarrier_handoff,721,251,624358,-230.21875,-80.5,1.0,1.0,231.21875,1.0077075958251953,0.21327266097068787,0.0692015066742897,0.07671014964580536,0.09312435984611511,0.11137580126523972,0.19898062944412231,0.018897032365202904,0.0,False
npg_logbarrier_handoff,721,300,694034,-154.75,-81.125,0.96875,1.0,155.71875,0.7545008659362793,0.11250360310077667,0.005046567879617214,0.007027881685644388,0.009323948062956333,0.015348680317401886,0.43791860342025757,0.07449805736541748,0.0,False
npg_logbarrier_handoff,721,350,744945,-122.5625,-102.09375,1.0,1.0,123.5625,0.5441152453422546,0.09518225491046906,3.632858579294407e-06,3.7915201573923696e-06,6.343012955767335e-06,1.4227000974642579e-05,0.5774117112159729,0.06943341344594955,0.0,False
npg_logbarrier_handoff,721,400,793348,-110.78125,-87.3125,1.0,1.0,111.78125,0.4495571255683899,0.07293182611465454,1.2807963400973676e-07,1.4433182116135868e-07,3.8116974110380397e-07,1.0395572189736413e-06,0.6374501585960388,0.07656852900981903,0.0,False
npg_logbarrier_handoff,721,450,841872,-113.875,-99.4375,1.0,1.0,114.875,0.4353675842285156,0.057377513498067856,3.440895923745302e-08,5.483395426608695e-08,1.2233330437538825e-07,3.332897904329002e-07,0.669516921043396,0.11978374421596527,0.0,False
npg_logbarrier_handoff,721,500,891912,-122.1875,-95.34375,1.0,1.0,123.1875,0.4217652678489685,0.05746768042445183,1.5177304746316622e-08,2.451634806277525e-08,5.726889895640852e-08,1.3603197146494495e-07,0.6872588992118835,0.15496113896369934,0.0,False
npg_logbarrier_handoff,721,600,989994,-121.75,-93.125,1.0,1.0,122.75,0.5227082371711731,0.10164717584848404,4.833897282452426e-09,1.229177648554014e-08,5.809810232904056e-08,1.210853923794275e-07,0.597646951675415,0.08137822896242142,0.0,False
npg_logbarrier_handoff,721,750,1135802,-114.125,-90.46875,1.0,1.0,115.125,0.45278695225715637,0.08102327585220337,1.1526489762658798e-09,1.0828252960948248e-08,1.3755084182776045e-08,1.5705809985888664e-08,0.6586167812347412,0.10161423683166504,0.0,False
npg_logbarrier_handoff,721,850,1230883,-119.53125,-90.71875,1.0,1.0,120.53125,0.46140363812446594,0.08196522295475006,1.0001564021422382e-09,3.0506492887383274e-09,3.657108615939819e-09,4.077470805441408e-09,0.6583317518234253,0.07390475273132324,0.0,False
npg_logbarrier_handoff,721,1000,1367303,-112.59375,-89.53125,1.0,1.0,113.59375,0.4257400333881378,0.059881411492824554,4.354591409683195e-10,8.092637671097691e-10,1.210340494495199e-09,1.2265585214166208e-09,0.7041950821876526,0.1731402575969696,0.0,False
