update,true_environment_steps,training_return,training_episode_length,beta
1,4000,-500.0,500.0,0.0
2,8000,-500.0,500.0,0.0
3,12000,-500.0,500.0,0.0
4,15602,-450.0,450.25,0.0
5,19127,-440.25,440.625,0.0
6,22634,-437.75,438.375,0.0
7,26148,-438.875,439.25,0.0
8,29738,-448.0,448.75,0.0
9,32689,-367.875,368.875,0.0
10,35467,-346.375,347.25,0.0
11,38206,-341.625,342.375,0.0
12,40986,-346.625,347.5,0.0
13,43623,-328.75,329.625,0.0
14,46362,-341.375,342.375,0.0
15,49042,-334.125,335.0,0.0
16,51814,-345.625,346.5,0.0
17,53912,-261.25,262.25,0.0
18,56609,-336.25,337.125,0.0
19,58895,-284.75,285.75,0.0
20,61161,-282.25,283.25,0.0
21,63573,-300.5,301.5,0.0
22,65927,-293.25,294.25,0.0
23,68298,-295.375,296.375,0.0
24,70620,-289.25,290.25,0.0
25,73218,-323.75,324.75,0.0
26,75535,-288.625,289.625,0.0
27,77694,-268.875,269.875,0.0
28,80241,-317.375,318.375,0.0
29,82346,-262.125,263.125,0.0
30,84860,-313.25,314.25,0.0
31,87375,-313.5,314.375,0.0
32,89616,-279.125,280.125,0.0
33,91762,-267.25,268.25,0.0
34,93922,-269.0,270.0,0.0
35,96442,-314.125,315.0,0.0
36,98602,-269.0,270.0,0.0
37,100590,-247.5,248.5,0.0
38,102369,-221.375,222.375,0.0
39,104179,-225.25,226.25,0.0
40,106263,-259.5,260.5,0.0
41,108177,-238.25,239.25,0.0
42,110296,-263.875,264.875,0.0
43,112143,-229.875,230.875,0.0
44,114077,-240.75,241.75,0.0
45,115821,-217.0,218.0,0.0
46,117543,-214.25,215.25,0.0
47,119116,-195.625,196.625,0.0
48,121086,-245.25,246.25,0.0
49,122975,-235.125,236.125,0.0
50,124766,-222.875,223.875,0.0
51,126588,-226.75,227.75,0.0
52,128596,-250.0,251.0,0.0
53,130222,-202.25,203.25,0.0
54,131870,-205.0,206.0,0.0
55,133421,-192.875,193.875,0.0
56,135042,-201.625,202.625,0.0
57,136436,-173.25,174.25,0.0
58,138157,-214.125,215.125,0.0
59,139821,-207.0,208.0,0.0
60,141446,-202.125,203.125,0.0
61,143060,-200.75,201.75,0.0
62,144714,-205.75,206.75,0.0
63,146162,-180.0,181.0,0.0
64,147748,-197.25,198.25,0.0
