update,true_environment_steps,training_return,training_episode_length,beta
1,4000,-500.0,500.0,0.0
2,8000,-500.0,500.0,0.0
3,12000,-500.0,500.0,0.0
4,16000,-500.0,500.0,0.0
5,19927,-490.75,490.875,0.0
6,23711,-472.75,473.0,0.0
7,27711,-500.0,500.0,0.0
8,31618,-488.125,488.375,0.0
9,35618,-500.0,500.0,0.0
10,39429,-476.125,476.375,0.0
11,43397,-495.75,496.0,0.0
12,47397,-500.0,500.0,0.0
13,51357,-494.75,495.0,0.0
14,55086,-465.5,466.125,0.0
15,58699,-451.25,451.625,0.0
16,62680,-497.5,497.625,0.0
17,66475,-474.125,474.375,0.0
18,69620,-392.375,393.125,0.0
19,73210,-448.125,448.75,0.0
20,77036,-477.875,478.25,0.0
21,80441,-424.875,425.625,0.0
22,83896,-431.375,431.875,0.0
23,87253,-419.125,419.625,0.0
24,90358,-387.25,388.125,0.0
25,93209,-355.5,356.375,0.0
26,95927,-338.75,339.75,0.0
27,98796,-357.625,358.625,0.0
28,101580,-347.125,348.0,0.0
29,104200,-326.5,327.5,0.0
30,106509,-287.625,288.625,0.0
31,108785,-283.5,284.5,0.0
32,110868,-259.375,260.375,0.0
33,113478,-325.25,326.25,0.0
34,115752,-283.25,284.25,0.0
35,117860,-262.5,263.5,0.0
36,119667,-224.875,225.875,0.0
37,121537,-232.75,233.75,0.0
38,123145,-200.0,201.0,0.0
39,124806,-206.625,207.625,0.0
40,126670,-232.0,233.0,0.0
41,128719,-255.125,256.125,0.0
42,130533,-225.75,226.75,0.0
43,132152,-201.375,202.375,0.0
44,134203,-255.375,256.375,0.0
45,135767,-194.5,195.5,0.0
46,137958,-272.875,273.875,0.0
47,139890,-240.5,241.5,0.0
48,141719,-227.625,228.625,0.0
49,143427,-212.5,213.5,0.0
50,145045,-201.25,202.25,0.0
51,146630,-197.125,198.125,0.0
52,148145,-188.375,189.375,0.0
53,149967,-226.75,227.75,0.0
54,151582,-200.875,201.875,0.0
55,153552,-245.25,246.25,0.0
56,155115,-194.375,195.375,0.0
57,156719,-199.5,200.5,0.0
58,158164,-179.625,180.625,0.0
59,159894,-215.25,216.25,0.0
60,161384,-185.25,186.25,0.0
61,162773,-172.625,173.625,0.0
62,164247,-183.25,184.25,0.0
63,165578,-165.375,166.375,0.0
64,167066,-185.0,186.0,0.0
