update,true_environment_steps,training_return,training_episode_length,beta
1,4000,-500.0,500.0,546.4135158976487
2,8000,-500.0,500.0,546.4135158976487
3,11969,-496.0,496.125,546.4135158976487
4,15969,-500.0,500.0,546.4135158976487
5,19835,-483.125,483.25,546.4135158976487
6,23835,-500.0,500.0,546.4135158976487
7,27835,-500.0,500.0,546.4135158976487
8,31706,-483.75,483.875,546.4135158976487
9,35696,-498.625,498.75,546.4135158976487
10,39696,-500.0,500.0,546.4135158976487
11,43696,-500.0,500.0,546.4135158976487
12,47696,-500.0,500.0,546.4135158976487
13,51696,-500.0,500.0,546.4135158976487
14,55696,-500.0,500.0,546.4135158976487
15,59696,-500.0,500.0,546.4135158976487
16,63696,-500.0,500.0,546.4135158976487
17,67678,-497.625,497.75,546.4135158976487
18,71678,-500.0,500.0,546.4135158976487
19,75598,-489.875,490.0,546.4135158976487
20,79598,-500.0,500.0,546.4135158976487
21,83598,-500.0,500.0,546.4135158976487
22,87546,-493.375,493.5,546.4135158976487
23,91546,-500.0,500.0,546.4135158976487
24,95546,-500.0,500.0,546.4135158976487
25,99546,-500.0,500.0,546.4135158976487
26,103420,-484.0,484.25,546.4135158976487
27,107420,-500.0,500.0,546.4135158976487
28,111420,-500.0,500.0,546.4135158976487
29,115420,-500.0,500.0,546.4135158976487
30,119420,-500.0,500.0,546.4135158976487
31,123403,-497.75,497.875,546.4135158976487
32,127323,-489.875,490.0,546.4135158976487
33,131323,-500.0,500.0,546.4135158976487
34,135323,-500.0,500.0,546.4135158976487
35,139323,-500.0,500.0,546.4135158976487
36,143323,-500.0,500.0,546.4135158976487
37,147291,-495.875,496.0,546.4135158976487
38,151291,-500.0,500.0,546.4135158976487
39,155291,-500.0,500.0,546.4135158976487
40,159124,-478.875,479.125,546.4135158976487
41,163053,-491.0,491.125,546.4135158976487
42,167053,-500.0,500.0,546.4135158976487
43,170916,-482.75,482.875,546.4135158976487
44,174916,-500.0,500.0,546.4135158976487
45,178916,-500.0,500.0,546.4135158976487
46,182872,-494.375,494.5,546.4135158976487
47,186872,-500.0,500.0,546.4135158976487
48,190863,-498.75,498.875,546.4135158976487
49,194793,-491.125,491.25,546.4135158976487
50,198756,-495.25,495.375,546.4135158976487
51,202756,-500.0,500.0,546.4135158976487
52,206696,-492.375,492.5,546.4135158976487
53,210696,-500.0,500.0,546.4135158976487
54,214696,-500.0,500.0,546.4135158976487
55,218696,-500.0,500.0,546.4135158976487
56,222696,-500.0,500.0,546.4135158976487
57,226643,-493.25,493.375,546.4135158976487
58,230643,-500.0,500.0,546.4135158976487
59,234643,-500.0,500.0,546.4135158976487
60,238643,-500.0,500.0,546.4135158976487
61,242472,-478.375,478.625,546.4135158976487
62,246447,-496.75,496.875,546.4135158976487
63,250419,-496.375,496.5,546.4135158976487
64,254419,-500.0,500.0,546.4135158976487
65,258337,-489.625,489.75,546.4135158976487
66,262337,-500.0,500.0,546.4135158976487
67,266337,-500.0,500.0,546.4135158976487
68,270300,-495.125,495.375,546.4135158976487
69,274164,-482.75,483.0,546.4135158976487
70,278096,-491.375,491.5,546.4135158976487
71,282096,-500.0,500.0,546.4135158976487
72,286003,-488.125,488.375,546.4135158976487
73,290003,-500.0,500.0,546.4135158976487
74,293969,-495.625,495.75,546.4135158976487
75,297969,-500.0,500.0,546.4135158976487
76,301969,-500.0,500.0,546.4135158976487
77,305969,-500.0,500.0,546.4135158976487
78,309838,-483.375,483.625,546.4135158976487
79,313501,-457.5,457.875,546.4135158976487
80,317481,-497.375,497.5,546.4135158976487
81,321347,-483.0,483.25,546.4135158976487
82,325153,-475.25,475.75,546.4135158976487
83,329041,-485.75,486.0,546.4135158976487
84,332787,-467.875,468.25,546.4135158976487
85,336397,-450.75,451.25,546.4135158976487
86,339897,-437.0,437.5,546.4135158976487
87,343655,-469.25,469.75,546.4135158976487
88,347298,-454.875,455.375,546.4135158976487
89,350806,-437.875,438.5,546.4135158976487
90,354193,-422.375,423.375,546.4135158976487
91,357824,-453.5,453.875,546.4135158976487
92,361521,-461.625,462.125,546.4135158976487
93,364991,-432.875,433.75,546.4135158976487
94,367894,-362.125,362.875,546.4135158976487
95,371154,-406.5,407.5,546.4135158976487
96,374281,-390.125,390.875,546.4135158976487
97,377532,-405.75,406.375,546.4135158976487
98,380595,-382.0,382.875,546.4135158976487
99,383534,-366.5,367.375,546.4135158976487
100,386599,-382.375,383.125,546.4135158976487
101,389551,-368.125,369.0,546.4135158976487
102,392549,-373.875,374.75,546.4135158976487
103,395765,-401.25,402.0,546.4135158976487
104,398400,-328.375,329.375,546.4135158976487
105,400919,-314.0,314.875,546.4135158976487
106,403147,-277.5,278.5,546.4135158976487
107,405842,-335.875,336.875,546.4135158976487
108,408511,-332.625,333.625,546.4135158976487
109,410554,-254.375,255.375,546.4135158976487
110,412811,-281.125,282.125,546.4135158976487
111,415104,-285.625,286.625,546.4135158976487
112,417459,-293.375,294.375,546.4135158976487
113,420187,-340.0,341.0,546.4135158976487
114,422691,-312.0,313.0,546.4135158976487
115,425112,-301.625,302.625,546.4135158976487
116,427278,-269.75,270.75,546.4135158976487
117,429445,-269.875,270.875,546.4135158976487
118,431901,-306.125,307.0,546.4135158976487
119,434132,-277.875,278.875,546.4135158976487
120,436215,-259.375,260.375,546.4135158976487
121,438568,-293.125,294.125,546.4135158976487
122,440795,-277.5,278.375,546.4135158976487
123,442942,-267.5,268.375,546.4135158976487
124,445277,-290.875,291.875,546.4135158976487
125,447207,-240.25,241.25,546.4135158976487
126,449202,-248.375,249.375,546.4135158976487
127,450976,-220.75,221.75,546.4135158976487
128,452809,-228.125,229.125,546.4135158976487
129,455160,-293.0,293.875,546.4135158976487
130,457035,-233.375,234.375,546.4135158976487
131,459017,-246.75,247.75,546.4135158976487
132,460648,-202.875,203.875,546.4135158976487
133,462582,-240.75,241.75,546.4135158976487
134,464864,-284.375,285.25,546.4135158976487
135,466934,-257.75,258.75,546.4135158976487
136,469229,-286.0,286.875,546.4135158976487
137,471219,-247.75,248.75,546.4135158976487
138,473074,-230.875,231.875,546.4135158976487
139,474950,-233.5,234.5,546.4135158976487
140,476565,-200.875,201.875,546.4135158976487
141,478399,-228.25,229.25,546.4135158976487
142,480078,-208.875,209.875,546.4135158976487
143,481987,-237.625,238.625,546.4135158976487
144,483788,-224.125,225.125,546.4135158976487
145,485859,-257.875,258.875,546.4135158976487
146,487764,-237.125,238.125,546.4135158976487
147,489416,-205.5,206.5,546.4135158976487
148,491437,-251.625,252.625,546.4135158976487
149,493699,-281.875,282.75,546.4135158976487
150,495733,-253.25,254.25,546.4135158976487
151,497982,-280.125,281.125,546.4135158976487
152,499868,-234.75,235.75,546.4135158976487
153,501557,-210.125,211.125,546.4135158976487
154,503452,-235.875,236.875,546.4135158976487
155,505681,-277.625,278.625,546.4135158976487
156,507815,-265.75,266.75,546.4135158976487
157,509833,-251.25,252.25,546.4135158976487
158,511917,-259.5,260.5,546.4135158976487
159,514015,-261.25,262.25,546.4135158976487
160,515963,-242.5,243.5,546.4135158976487
161,517869,-237.25,238.25,546.4135158976487
162,520000,-265.375,266.375,546.4135158976487
163,521740,-216.5,217.5,546.4135158976487
164,524010,-282.75,283.75,546.4135158976487
165,525757,-217.375,218.375,546.4135158976487
166,527608,-230.375,231.375,546.4135158976487
167,529757,-267.625,268.625,546.4135158976487
168,531696,-241.375,242.375,546.4135158976487
169,533978,-284.375,285.25,546.4135158976487
170,536133,-268.375,269.375,546.4135158976487
171,538091,-243.75,244.75,546.4135158976487
172,540073,-246.75,247.75,546.4135158976487
173,541850,-221.125,222.125,546.4135158976487
174,544191,-291.75,292.625,546.4135158976487
175,545978,-222.375,223.375,546.4135158976487
176,548003,-252.125,253.125,546.4135158976487
177,549897,-235.75,236.75,546.4135158976487
178,551796,-236.375,237.375,546.4135158976487
