environment,method,seed,update,environment_steps,deterministic_return,stochastic_return,deterministic_return_standard_deviation,stochastic_return_standard_deviation,episode_length,deterministic_termination_rate,stochastic_termination_rate,entropy,mean_min_probability,global_min_probability,barrier_value,beta,barrier_active
Acrobot-v1,gpomdp_logbarrier_handoff,620,0,0,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.0782924890518188,0.2699123024940491,0.1883602738380432,-1.1185553073883057,546.4135158976487,True
Acrobot-v1,gpomdp_logbarrier_handoff,620,50,199890,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.092462182044983,0.29414495825767517,0.25059646368026733,-1.1047322750091553,546.4135158976487,True
Acrobot-v1,gpomdp_logbarrier_handoff,620,100,399743,-500.0,-499.0625,0.0,5.303300858899107,500.0,0.0,0.03125,1.0966572761535645,0.31172892451286316,0.2729748487472534,-1.1005653142929077,546.4135158976487,True
Acrobot-v1,gpomdp_logbarrier_handoff,620,150,599519,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.0963221788406372,0.31260883808135986,0.27688688039779663,-1.1008819341659546,546.4135158976487,True
Acrobot-v1,gpomdp_logbarrier_handoff,620,200,799519,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.0961709022521973,0.30936840176582336,0.2601394057273865,-1.1010676622390747,546.4135158976487,True
Acrobot-v1,gpomdp_logbarrier_handoff,620,249,995490,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.096347451210022,0.3076517879962921,0.2677532434463501,-1.1008920669555664,546.4135158976487,True
Acrobot-v1,gpomdp_logbarrier_handoff,620,250,999490,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.0962735414505005,0.30778250098228455,0.2728193998336792,-1.10096275806427,0.0,False
Acrobot-v1,gpomdp_logbarrier_handoff,620,251,1003490,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.0963040590286255,0.3075633943080902,0.2710784077644348,-1.1009364128112793,0.0,False
Acrobot-v1,gpomdp_logbarrier_handoff,620,300,1199242,-500.0,-499.0625,0.0,5.303300858899107,500.0,0.0,0.03125,1.0955332517623901,0.30589500069618225,0.25418809056282043,-1.1016947031021118,0.0,False
Acrobot-v1,gpomdp_logbarrier_handoff,620,350,1380022,-81.71875,-274.53125,17.78588489822486,64.74166249721446,82.71875,1.0,0.96875,1.0517911911010742,0.23996514081954956,0.1736118197441101,-1.1449893712997437,0.0,False
Acrobot-v1,gpomdp_logbarrier_handoff,620,400,1453504,-89.34375,-145.375,32.45106427500715,77.74223330153102,90.34375,1.0,0.96875,0.7901403307914734,0.1176595687866211,0.04085541144013405,-1.467143177986145,0.0,False
Acrobot-v1,gpomdp_logbarrier_handoff,620,450,1503912,-85.21875,-115.625,31.165256063184703,43.96167685903331,86.21875,1.0,1.0,0.6847357153892517,0.08895092457532883,0.025252997875213623,-1.629048228263855,0.0,False
Acrobot-v1,gpomdp_logbarrier_handoff,620,500,1548577,-79.71875,-98.5625,13.543798426086074,13.881845884510112,80.71875,1.0,1.0,0.6134961843490601,0.07247599959373474,0.01500308234244585,-1.7619729042053223,0.0,False
Acrobot-v1,gpomdp_logbarrier_handoff,620,550,1591742,-80.625,-99.15625,16.03172258468372,15.214825908282844,81.625,1.0,1.0,0.5299737453460693,0.05664752423763275,0.010460887104272842,-1.9419218301773071,0.0,False
Acrobot-v1,gpomdp_logbarrier_handoff,620,600,1633719,-81.59375,-110.875,15.872189870661282,49.84864187492166,82.59375,1.0,1.0,0.5204997062683105,0.05366081744432449,0.011317897588014603,-1.9655582904815674,0.0,False
Acrobot-v1,gpomdp_logbarrier_handoff,620,650,1673134,-78.78125,-112.46875,8.115037316313542,68.28639139682225,79.78125,1.0,1.0,0.5064070820808411,0.050095103681087494,0.008750886656343937,-2.0120763778686523,0.0,False
Acrobot-v1,gpomdp_logbarrier_handoff,620,700,1711346,-86.90625,-93.96875,33.29667170715706,28.947655066878347,87.90625,1.0,1.0,0.4610515832901001,0.04386287182569504,0.006477524992078543,-2.1275382041931152,0.0,False
Acrobot-v1,gpomdp_logbarrier_handoff,620,750,1750971,-81.59375,-84.375,9.276607329643047,12.548615140145301,82.59375,1.0,1.0,0.4156099259853363,0.03857734054327011,0.005144910886883736,-2.2434723377227783,0.0,False
Acrobot-v1,gpomdp_logbarrier_handoff,620,800,1788251,-83.3125,-92.0,16.789853887046995,14.668377221853161,84.3125,1.0,1.0,0.3690413236618042,0.032613545656204224,0.0041711172088980675,-2.3690364360809326,0.0,False
Acrobot-v1,gpomdp_logbarrier_handoff,620,850,1824402,-95.1875,-95.0,77.72467433190054,29.67892703042715,96.15625,0.96875,1.0,0.3517603576183319,0.030322978273034096,0.004133886191993952,-2.40405011177063,0.0,False
Acrobot-v1,gpomdp_logbarrier_handoff,620,900,1861590,-140.09375,-92.96875,140.0392478108168,27.953284041587626,140.96875,0.875,1.0,0.3029786944389343,0.02459627017378807,0.003043603617697954,-2.569392442703247,0.0,False
Acrobot-v1,gpomdp_logbarrier_handoff,620,950,1898443,-126.5,-88.375,121.8838685772438,13.43742966973343,127.4375,0.9375,1.0,0.2857957184314728,0.022818926721811295,0.002462834119796753,-2.645577907562256,0.0,False
Acrobot-v1,gpomdp_logbarrier_handoff,620,1000,1934366,-79.53125,-90.3125,10.661914053786148,23.940029239748224,80.53125,1.0,1.0,0.26084452867507935,0.019563227891921997,0.002086617983877659,-2.7595834732055664,0.0,False
