experiment,method,initialization,n,beta,metric,mean_paired_difference,ci_lower,ci_upper,n_pairs
main,detached_conditional_sampled,adverse,32,0.01,pi1_a0,0.0004137079587450725,0.0003798328164248003,0.0004475831010653447,100
main,detached_conditional_oracle,adverse,32,0.1,population_return,-0.0891454507298228,-0.08995638706216548,-0.08833451439748012,100
main,detached_conditional_oracle,adverse,32,0.1,q,0.2458498427739522,0.2439039658348991,0.2477957197130053,100
main,detached_conditional_oracle,adverse,32,0.1,pi1_a0,0.2949170199876125,0.290225999300031,0.299608040675194,100
main,complete_weighted_oracle,adverse,32,0.1,population_return,-0.1035679935414874,-0.10401754463977828,-0.10311844244319651,100
main,complete_weighted_oracle,adverse,32,0.1,q,0.2293221799485327,0.2279348089479588,0.2307095509491066,100
main,complete_weighted_oracle,adverse,32,0.1,pi1_a0,0.21827877040896454,0.2150435819161578,0.22151395890177128,100
main,uniform_action_oracle,adverse,32,0.1,population_return,0.07919655904988313,0.07515179093884577,0.08324132716092048,100
main,uniform_action_oracle,adverse,32,0.1,q,0.5367840179866396,0.5291689486712162,0.5443990873020629,100
main,uniform_action_oracle,adverse,32,0.1,pi1_a0,0.6864694906105062,0.6824536186195538,0.6904853626014587,100
main,visitation_only_oracle,adverse,32,0.1,population_return,-0.07173353356481935,-0.07192205828287551,-0.07154500884676318,100
main,visitation_only_oracle,adverse,32,0.1,q,0.19018924244508978,0.18964161079134276,0.1907368740988368,100
main,visitation_only_oracle,adverse,32,0.1,pi1_a0,0.0013807838475204059,0.001254659905882418,0.0015069077891583936,100
main,full_pooled_fisher_oracle,adverse,32,0.1,population_return,0.29396435394640624,0.293404265666456,0.2945244422263565,100
main,full_pooled_fisher_oracle,adverse,32,0.1,q,0.8271665331722886,0.8263251228027509,0.8280079435418263,100
main,full_pooled_fisher_oracle,adverse,32,0.1,pi1_a0,0.8503401131989844,0.8500469474209177,0.8506332789770511,100
main,detached_conditional_sampled,adverse,32,0.1,population_return,-0.09082014362383148,-0.09167613377674903,-0.08996415347091392,100
main,detached_conditional_sampled,adverse,32,0.1,q,0.24370692820407913,0.2417664977906579,0.24564735861750037,100
main,detached_conditional_sampled,adverse,32,0.1,pi1_a0,0.28569786636229805,0.2806616347375357,0.2907340979870604,100
main,detached_conditional_oracle,adverse,32,0.2,population_return,0.10287466135429722,0.10190574661189851,0.10384357609669594,100
main,detached_conditional_oracle,adverse,32,0.2,q,0.594091760978018,0.5922445238451363,0.5959389981108997,100
main,detached_conditional_oracle,adverse,32,0.2,pi1_a0,0.7324454639019937,0.7317789699600796,0.7331119578439078,100
main,complete_weighted_oracle,adverse,32,0.2,population_return,0.07837929487304851,0.07732655409964077,0.07943203564645625,100
main,complete_weighted_oracle,adverse,32,0.2,q,0.5461395490683858,0.5439943072400126,0.548284790896759,100
main,complete_weighted_oracle,adverse,32,0.2,pi1_a0,0.7213059736005906,0.7205454373530931,0.7220665098480881,100
main,uniform_action_oracle,adverse,32,0.2,population_return,0.09354607861785116,0.0924971100353302,0.09459504720037212,100
main,uniform_action_oracle,adverse,32,0.2,q,0.6176244158750037,0.615720675650876,0.6195281560991315,100
main,uniform_action_oracle,adverse,32,0.2,pi1_a0,0.6852567964736384,0.6843031864860311,0.6862104064612456,100
main,visitation_only_oracle,adverse,32,0.2,population_return,-0.10953513024729569,-0.1098183282531588,-0.10925193224143258,100
main,visitation_only_oracle,adverse,32,0.2,q,0.3187890762852521,0.31789385682108395,0.31968429574942026,100
main,visitation_only_oracle,adverse,32,0.2,pi1_a0,0.003739690842447517,0.003499807951131893,0.003979573733763141,100
main,full_pooled_fisher_oracle,adverse,32,0.2,population_return,0.128986902284819,0.12819194997019392,0.12978185459944405,100
main,full_pooled_fisher_oracle,adverse,32,0.2,q,0.6739241354400611,0.6725516748908501,0.6752965959892722,100
main,full_pooled_fisher_oracle,adverse,32,0.2,pi1_a0,0.7108053239778781,0.7101343239903501,0.711476323965406,100
main,detached_conditional_sampled,adverse,32,0.2,population_return,0.10291719166468588,0.10198998396032301,0.10384439936904875,100
main,detached_conditional_sampled,adverse,32,0.2,q,0.5934309266644123,0.5915311563443465,0.5953306969844782,100
main,detached_conditional_sampled,adverse,32,0.2,pi1_a0,0.733284247643696,0.7326937460532004,0.7338747492341917,100
main,detached_conditional_oracle,adverse,128,0.01,population_return,-0.013461477414911544,-0.013472978335612845,-0.013449976494210243,100
main,detached_conditional_oracle,adverse,128,0.01,q,0.008307808366963928,0.008296780430555727,0.008318836303372129,100
main,detached_conditional_oracle,adverse,128,0.01,pi1_a0,0.00043292291538056765,0.000415367636831728,0.0004504781939294073,100
main,complete_weighted_oracle,adverse,128,0.01,population_return,-0.013577645521612622,-0.013589265009701491,-0.013566026033523753,100
main,complete_weighted_oracle,adverse,128,0.01,q,0.008441959645568455,0.008430757223004582,0.008453162068132328,100
main,complete_weighted_oracle,adverse,128,0.01,pi1_a0,0.00043426450382495497,0.0004168022132225678,0.00045172679442734217,100
main,uniform_action_oracle,adverse,128,0.01,population_return,-0.005993462864437336,-0.006000079276322099,-0.005986846452552572,100
main,uniform_action_oracle,adverse,128,0.01,q,0.0029364993774324715,0.0029316582107573245,0.0029413405441076185,100
main,uniform_action_oracle,adverse,128,0.01,pi1_a0,0.028862794365438402,0.028828328113030193,0.02889726061784661,100
main,visitation_only_oracle,adverse,128,0.01,population_return,-0.006500024767904718,-0.006506980332546233,-0.006493069203263204,100
main,visitation_only_oracle,adverse,128,0.01,q,0.005516405169642857,0.005509340637127686,0.005523469702158028,100
main,visitation_only_oracle,adverse,128,0.01,pi1_a0,3.278399362238036e-05,1.9667214240049143e-05,4.5900773004711576e-05,100
main,full_pooled_fisher_oracle,adverse,128,0.01,population_return,-0.01431357334671851,-0.014329264107895742,-0.014297882585541277,100
main,full_pooled_fisher_oracle,adverse,128,0.01,q,0.013208281410475127,0.013187622589165187,0.013228940231785067,100
main,full_pooled_fisher_oracle,adverse,128,0.01,pi1_a0,0.029379567110307092,0.029326416296514935,0.02943271792409925,100
main,detached_conditional_sampled,adverse,128,0.01,population_return,-0.01346201685724412,-0.013472925619867099,-0.01345110809462114,100
main,detached_conditional_sampled,adverse,128,0.01,q,0.008308163649507788,0.008297556200872388,0.008318771098143189,100
main,detached_conditional_sampled,adverse,128,0.01,pi1_a0,0.00043180672735735975,0.0004142463031579258,0.0004493671515567937,100
main,detached_conditional_oracle,adverse,128,0.1,population_return,-0.08934710200157703,-0.08974813484079613,-0.08894606916235792,100
main,detached_conditional_oracle,adverse,128,0.1,q,0.24701120686713218,0.24586620714817242,0.24815620658609194,100
main,detached_conditional_oracle,adverse,128,0.1,pi1_a0,0.29574512623331306,0.2932494651817535,0.29824078728487263,100
main,complete_weighted_oracle,adverse,128,0.1,population_return,-0.10391799921156931,-0.10412825222552062,-0.10370774619761801,100
main,complete_weighted_oracle,adverse,128,0.1,q,0.22965962331954118,0.2288112098771475,0.23050803676193485,100
main,complete_weighted_oracle,adverse,128,0.1,pi1_a0,0.21745044457594115,0.2157138319956217,0.2191870571562606,100
main,uniform_action_oracle,adverse,128,0.1,population_return,0.07446482826396161,0.07220088378756845,0.07672877274035478,100
main,uniform_action_oracle,adverse,128,0.1,q,0.5295497542706237,0.5251960680989164,0.533903440442331,100
main,uniform_action_oracle,adverse,128,0.1,pi1_a0,0.6820025061972218,0.6796679138697863,0.6843370985246573,100
main,visitation_only_oracle,adverse,128,0.1,population_return,-0.07180220935232068,-0.07188998981550065,-0.0717144288891407,100
main,visitation_only_oracle,adverse,128,0.1,q,0.19039313808493918,0.19014027530147923,0.19064600086839914,100
main,visitation_only_oracle,adverse,128,0.1,pi1_a0,0.0014122758053019507,0.0013436907758605638,0.0014808608347433377,100
main,full_pooled_fisher_oracle,adverse,128,0.1,population_return,0.2940224360887417,0.2937447647451102,0.29430010743237317,100
main,full_pooled_fisher_oracle,adverse,128,0.1,q,0.8275576624297345,0.8271567066796462,0.8279586181798227,100
main,full_pooled_fisher_oracle,adverse,128,0.1,pi1_a0,0.8501894460669959,0.8500371079767219,0.8503417841572698,100
main,detached_conditional_sampled,adverse,128,0.1,population_return,-0.08975429866349917,-0.09017861324773169,-0.08932998407926665,100
main,detached_conditional_sampled,adverse,128,0.1,q,0.24639278392062022,0.24523123153904297,0.24755433630219748,100
main,detached_conditional_sampled,adverse,128,0.1,pi1_a0,0.29342864840342275,0.29078182718087786,0.29607546962596765,100
main,detached_conditional_oracle,adverse,128,0.2,population_return,0.10378814048445176,0.10322305570671365,0.10435322526218986,100
main,detached_conditional_oracle,adverse,128,0.2,q,0.596026776747832,0.5949813190816894,0.5970722344139746,100
main,detached_conditional_oracle,adverse,128,0.2,pi1_a0,0.7329953281644552,0.7325998860663081,0.7333907702626024,100
main,complete_weighted_oracle,adverse,128,0.2,population_return,0.07900583168490281,0.07839829964379061,0.07961336372601502,100
main,complete_weighted_oracle,adverse,128,0.2,q,0.5478827198555173,0.5467088050959223,0.5490566346151122,100
main,complete_weighted_oracle,adverse,128,0.2,pi1_a0,0.7216485878409901,0.7211829384533168,0.7221142372286633,100
main,uniform_action_oracle,adverse,128,0.2,population_return,0.09441975388023105,0.09379555104446256,0.09504395671599954,100
main,uniform_action_oracle,adverse,128,0.2,q,0.6195445357546849,0.618471772580751,0.6206172989286188,100
main,uniform_action_oracle,adverse,128,0.2,pi1_a0,0.6859651252321882,0.6853830636294285,0.686547186834948,100
main,visitation_only_oracle,adverse,128,0.2,population_return,-0.10972653948489061,-0.10986179926706817,-0.10959127970271305,100
main,visitation_only_oracle,adverse,128,0.2,q,0.31944610188779615,0.3190177956665609,0.3198744081090314,100
main,visitation_only_oracle,adverse,128,0.2,pi1_a0,0.0038595080335677152,0.0037187458592277327,0.004000270207907697,100
main,full_pooled_fisher_oracle,adverse,128,0.2,population_return,0.13003114738103225,0.12954312485043468,0.13051916991162982,100
main,full_pooled_fisher_oracle,adverse,128,0.2,q,0.6757501435909968,0.6749993176082606,0.6765009695737331,100
main,full_pooled_fisher_oracle,adverse,128,0.2,pi1_a0,0.7116229147830153,0.7111814186875595,0.7120644108784712,100
main,detached_conditional_sampled,adverse,128,0.2,population_return,0.10378473424971353,0.10323960100745705,0.10432986749197001,100
main,detached_conditional_sampled,adverse,128,0.2,q,0.5958547937178945,0.5947698444566094,0.5969397429791796,100
main,detached_conditional_sampled,adverse,128,0.2,pi1_a0,0.7331769841191051,0.7328307936792102,0.7335231745590001,100
gaussian,detached_conditional_oracle,adverse,32,0.1,population_return,-0.08849039513297421,-0.08974563268690128,-0.08723515757904715,100
gaussian,detached_conditional_oracle,adverse,32,0.1,q,0.24734186636878863,0.2431866329980512,0.25149709973952605,100
gaussian,detached_conditional_oracle,adverse,32,0.1,pi1_a0,0.2968995109897728,0.28967443498067796,0.30412458699886763,100
gaussian,complete_weighted_oracle,adverse,32,0.1,population_return,-0.10326979171074269,-0.10426558877982194,-0.10227399464166344,100
gaussian,complete_weighted_oracle,adverse,32,0.1,q,0.23047421476913743,0.22728993129315755,0.2336584982451173,100
gaussian,complete_weighted_oracle,adverse,32,0.1,pi1_a0,0.21987953978923902,0.21457122346129864,0.2251878561171794,100
gaussian,uniform_action_oracle,adverse,32,0.1,population_return,0.0787303645831449,0.07171011846887221,0.0857506106974176,100
gaussian,uniform_action_oracle,adverse,32,0.1,q,0.5330321619248606,0.5187755673115921,0.547288756538129,100
gaussian,uniform_action_oracle,adverse,32,0.1,pi1_a0,0.6834022798456761,0.6760755194350266,0.6907290402563256,100
gaussian,visitation_only_oracle,adverse,32,0.1,population_return,-0.07194447770007768,-0.07266975820220087,-0.0712191971979545,100
gaussian,visitation_only_oracle,adverse,32,0.1,q,0.1908398582637519,0.1887369457931256,0.1929427707343782,100
gaussian,visitation_only_oracle,adverse,32,0.1,pi1_a0,0.0015320311945411552,0.0013037274788972653,0.001760334910185045,100
gaussian,full_pooled_fisher_oracle,adverse,32,0.1,population_return,0.29282206840608516,0.29150732100931226,0.29413681580285805,100
gaussian,full_pooled_fisher_oracle,adverse,32,0.1,q,0.825657436737753,0.8237666597886389,0.8275482136868672,100
gaussian,full_pooled_fisher_oracle,adverse,32,0.1,pi1_a0,0.8497635382583415,0.848818520921604,0.850708555595079,100
gaussian,detached_conditional_sampled,adverse,32,0.1,population_return,-0.09050133180814496,-0.09174339789035797,-0.08925926572593194,100
gaussian,detached_conditional_sampled,adverse,32,0.1,q,0.24486612815064293,0.24081319264669265,0.2489190636545932,100
gaussian,detached_conditional_sampled,adverse,32,0.1,pi1_a0,0.28609808503917705,0.27886097702176404,0.29333519305659006,100
processed,detached_conditional_oracle,adverse,128,0.1,population_return,-0.020624845069767746,-0.020723914988791715,-0.020525775150743778,100
processed,detached_conditional_oracle,adverse,128,0.1,q,0.03378770478587837,0.03358747416697563,0.033987935404781115,100
processed,detached_conditional_oracle,adverse,128,0.1,pi1_a0,0.02448801350170177,0.02390553136553765,0.02507049563786589,100
processed,complete_weighted_oracle,adverse,128,0.1,population_return,-0.021813729235407312,-0.021922177973092306,-0.02170528049772232,100
processed,complete_weighted_oracle,adverse,128,0.1,q,0.03688842318825294,0.03665631995853443,0.03712052641797144,100
processed,complete_weighted_oracle,adverse,128,0.1,pi1_a0,0.026624919885482292,0.025971660609145835,0.02727817916181875,100
processed,uniform_action_oracle,adverse,128,0.1,population_return,0.34178343409176465,0.334291033036558,0.3492758351469713,100
processed,uniform_action_oracle,adverse,128,0.1,q,0.8559316074690095,0.8465534649599724,0.8653097499780467,100
processed,uniform_action_oracle,adverse,128,0.1,pi1_a0,0.8892630186228326,0.8848992246037413,0.893626812641924,100
processed,visitation_only_oracle,adverse,128,0.1,population_return,-0.0075648818246760955,-0.0076135873834726215,-0.0075161762658795695,100
processed,visitation_only_oracle,adverse,128,0.1,q,0.020224046543799466,0.020082153402464675,0.020365939685134258,100
processed,visitation_only_oracle,adverse,128,0.1,pi1_a0,0.004232856609932585,0.004004627533108222,0.004461085686756947,100
processed,full_pooled_fisher_oracle,adverse,128,0.1,population_return,0.4693202524897213,0.46921797074220156,0.46942253423724106,100
processed,full_pooled_fisher_oracle,adverse,128,0.1,q,0.9786392585122534,0.9784934295755429,0.978785087448964,100
processed,full_pooled_fisher_oracle,adverse,128,0.1,pi1_a0,0.965407102942321,0.9653046671010067,0.9655095387836353,100
processed,detached_conditional_sampled,adverse,128,0.1,population_return,-0.020630940580719313,-0.02073276549008969,-0.020529115671348935,100
processed,detached_conditional_sampled,adverse,128,0.1,q,0.03379608629997243,0.03359125774096879,0.03400091485897607,100
processed,detached_conditional_sampled,adverse,128,0.1,pi1_a0,0.024402110418866228,0.023830420222533132,0.024973800615199323,100
