experiment,method,initialization,n,beta,alpha,n_seeds,reward_noise_std,center_returns,normalize_returns,metric,mean,ci_lower,ci_upper,finite_fraction
main,complete_weighted_oracle,uniform,32,0.01,0.05,100,0.0,0,0,empirical_fisher_rank,3.16,3.0115148009668014,3.308485199033199,1.0
main,uniform_action_oracle,uniform,32,0.01,0.05,100,0.0,0,0,population_return,0.9609476440460185,0.9608505867934417,0.9610447012985953,1.0
main,uniform_action_oracle,uniform,32,0.01,0.05,100,0.0,0,0,q,0.9742166248221935,0.9741012463966452,0.9743320032477418,1.0
main,uniform_action_oracle,uniform,32,0.01,0.05,100,0.0,0,0,pi1_a0,0.9791715174071273,0.9791259019818699,0.9792171328323847,1.0
main,uniform_action_oracle,uniform,32,0.01,0.05,100,0.0,0,0,zero_s1,0.0,0.0,0.0,1.0
main,uniform_action_oracle,uniform,32,0.01,0.05,100,0.0,0,0,empirical_fisher_rank,3.15,3.0024417090825115,3.2975582909174883,1.0
main,visitation_only_oracle,uniform,32,0.01,0.05,100,0.0,0,0,population_return,0.973716323802871,0.9736406350657457,0.9737920125399963,1.0
main,visitation_only_oracle,uniform,32,0.01,0.05,100,0.0,0,0,q,0.9832963819379623,0.9832178452288279,0.9833749186470967,1.0
main,visitation_only_oracle,uniform,32,0.01,0.05,100,0.0,0,0,pi1_a0,0.9862265135152066,0.986188708418614,0.9862643186117993,1.0
main,visitation_only_oracle,uniform,32,0.01,0.05,100,0.0,0,0,zero_s1,0.0,0.0,0.0,1.0
main,visitation_only_oracle,uniform,32,0.01,0.05,100,0.0,0,0,empirical_fisher_rank,2.9,2.766224121535185,3.033775878464815,1.0
main,full_pooled_fisher_oracle,uniform,32,0.01,0.05,100,0.0,0,0,population_return,0.9612004673749265,0.9611103574362814,0.9612905773135716,1.0
main,full_pooled_fisher_oracle,uniform,32,0.01,0.05,100,0.0,0,0,q,0.9744800788463727,0.9743710265167305,0.9745891311760149,1.0
main,full_pooled_fisher_oracle,uniform,32,0.01,0.05,100,0.0,0,0,pi1_a0,0.9793022884347572,0.9792604631158554,0.979344113753659,1.0
main,full_pooled_fisher_oracle,uniform,32,0.01,0.05,100,0.0,0,0,zero_s1,0.0,0.0,0.0,1.0
main,full_pooled_fisher_oracle,uniform,32,0.01,0.05,100,0.0,0,0,empirical_fisher_rank,3.15,3.0024417090825115,3.2975582909174883,1.0
main,detached_conditional_sampled,uniform,32,0.01,0.05,100,0.0,0,0,population_return,0.961006343431359,0.9609138100776273,0.9610988767850908,1.0
main,detached_conditional_sampled,uniform,32,0.01,0.05,100,0.0,0,0,q,0.9740581245334908,0.9739458324818426,0.974170416585139,1.0
main,detached_conditional_sampled,uniform,32,0.01,0.05,100,0.0,0,0,pi1_a0,0.979379312339164,0.9793364912020903,0.9794221334762376,1.0
main,detached_conditional_sampled,uniform,32,0.01,0.05,100,0.0,0,0,zero_s1,0.0,0.0,0.0,1.0
main,detached_conditional_sampled,uniform,32,0.01,0.05,100,0.0,0,0,empirical_fisher_rank,3.15,3.0024417090825115,3.2975582909174883,1.0
main,detached_conditional_oracle,uniform,32,0.1,0.05,100,0.0,0,0,population_return,0.7936337461843251,0.7931157874614951,0.7941517049071551,1.0
main,detached_conditional_oracle,uniform,32,0.1,0.05,100,0.0,0,0,q,0.8237759902744528,0.8229125758766526,0.824639404672253,1.0
main,detached_conditional_oracle,uniform,32,0.1,0.05,100,0.0,0,0,pi1_a0,0.8825092120194483,0.8822922282211264,0.8827261958177702,1.0
main,detached_conditional_oracle,uniform,32,0.1,0.05,100,0.0,0,0,zero_s1,0.0,0.0,0.0,1.0
main,detached_conditional_oracle,uniform,32,0.1,0.05,100,0.0,0,0,empirical_fisher_rank,3.96,3.9209215646478675,3.9990784353521325,1.0
main,complete_weighted_oracle,uniform,32,0.1,0.05,100,0.0,0,0,population_return,0.7890766672346992,0.788523606861757,0.7896297276076413,1.0
main,complete_weighted_oracle,uniform,32,0.1,0.05,100,0.0,0,0,q,0.8155458974172403,0.814602113549674,0.8164896812848065,1.0
main,complete_weighted_oracle,uniform,32,0.1,0.05,100,0.0,0,0,pi1_a0,0.8819154405645971,0.8816936393670242,0.8821372417621701,1.0
main,complete_weighted_oracle,uniform,32,0.1,0.05,100,0.0,0,0,zero_s1,0.0,0.0,0.0,1.0
main,complete_weighted_oracle,uniform,32,0.1,0.05,100,0.0,0,0,empirical_fisher_rank,3.96,3.9209215646478675,3.9990784353521325,1.0
main,uniform_action_oracle,uniform,32,0.1,0.05,100,0.0,0,0,population_return,0.7927466119090257,0.7922278582560736,0.7932653655619779,1.0
