configuration,algorithm,run,failed,failure_step,final_modal_action_correct,final_optimal_probability,final_expected_reward,final_expected_pseudo_regret,final_cumulative_pseudo_regret,final_minimum_probability,final_normalized_log_fisher_volume,final_entropy,final_numerically_collapsed
K0010_alpha0p01,sgb,44,0,-1,1,0.988353170200122,0.9962939199819976,0.0037060800180024334,1691.566848525712,0.00020654449229883038,-4.38290935784179,0.07856039464504504,0.0
K0010_alpha0p01,sgb,45,0,-1,1,0.9876412131030703,0.9955443518188658,0.0044556481811341975,1534.5329584422373,0.0002975396178189201,-4.165336114702434,0.0851430280064456,0.0
K0010_alpha0p01,sgb,46,0,-1,1,0.9949151762537951,0.9962305955540676,0.003769404445932434,1353.5748946058138,0.00022977521982302544,-4.607460993552933,0.04210159914437336,0.0
K0010_alpha0p01,sgb,47,0,-1,1,0.9906336107672822,0.9954064313787522,0.004593568621247823,1459.9471897352844,0.000266558935246803,-4.242005458888616,0.06932509968785347,0.0
K0010_alpha0p01,sgb,48,0,-1,1,0.9840086854397037,0.9952544517121467,0.004745548287853341,1703.3634069869374,0.00023096029688474712,-4.279149639608318,0.10318983728501875,0.0
K0010_alpha0p01,sgb,49,0,-1,0,0.45051880161017727,0.9327846496340768,0.06721535036592319,3548.482839283499,0.0009748602740499462,-2.571606899111872,0.8570857261720739,0.0
K0010_alpha0p01,sgb,50,0,-1,1,0.9837522877888153,0.9946810317898503,0.005318968210149655,1501.670271045469,0.0003401452359214834,-3.8468206853740474,0.11006002852524314,0.0
K0010_alpha0p01,sgb,51,0,-1,1,0.9894446281401832,0.9955126674695327,0.004487332530467292,1471.0762516676202,0.0002787327514327835,-4.148473760986235,0.07680400967081497,0.0
K0010_alpha0p01,sgb,52,0,-1,1,0.9930461820975857,0.9957020930253309,0.004297906974669141,1393.0913858852527,0.00027952979004204983,-4.561644115532643,0.05266677324555891,0.0
K0010_alpha0p01,sgb,53,0,-1,1,0.9897527479516033,0.9953391953432161,0.004660804656783868,1487.4992126143072,0.0002534200029947933,-4.150459871228345,0.07550276707712475,0.0
K0010_alpha0p01,sgb,54,0,-1,1,0.9830239872608653,0.9955035290370046,0.004496470962995436,2096.956867961863,0.0001925511280777465,-4.157713277180017,0.10677359092933297,0.0
K0010_alpha0p01,sgb,55,0,-1,1,0.9766412276272766,0.9950074287662475,0.0049925712337525185,1748.6971274458526,0.0002627573681557839,-3.725214935245134,0.14618714497018476,0.0
K0010_alpha0p01,sgb,56,0,-1,1,0.9861815784705875,0.9953236146380634,0.004676385361936597,1556.4261672635732,0.00025747802593646267,-4.063915055856966,0.09492546297972933,0.0
K0010_alpha0p01,sgb,57,0,-1,1,0.9942396146491626,0.9960347207022066,0.003965279297793445,1324.3247681399162,0.0002576469842891901,-4.525674189790755,0.046542028123093965,0.0
K0010_alpha0p01,sgb,58,0,-1,1,0.9948046918742751,0.9965779523334661,0.0034220476665338673,1520.325168086149,0.00021200061586191548,-4.792217443940918,0.04114754247565935,0.0
K0010_alpha0p01,sgb,59,0,-1,1,0.9915578643162275,0.9966003522738065,0.0033996477261935,1459.2263679718815,0.00023098117160310247,-4.455684817171135,0.06273598618958684,0.0
K0010_alpha0p01,sgb,60,0,-1,1,0.9829665348995326,0.9959374564530519,0.0040625435469481275,1777.9208595693792,0.00033969096570481795,-3.8366663920154265,0.11620934992894846,0.0
K0010_alpha0p01,sgb,61,0,-1,1,0.9917835770002257,0.9962270183245469,0.0037729816754531464,1496.6172477354876,0.00022739465989686107,-4.485471764015395,0.060394547475202176,0.0
K0010_alpha0p01,sgb,62,0,-1,1,0.995807907321475,0.9966863814708732,0.003313618529126816,1373.6413996355159,0.00019766220635011558,-4.850891403125792,0.03487153902874297,0.0
K0010_alpha0p01,sgb,63,0,-1,1,0.9883939354019861,0.9960167879476198,0.0039832120523801695,1956.6244102131,0.00019424743125602445,-4.571175036028087,0.07647361462225405,0.0
K0010_alpha0p01,sgb,64,0,-1,1,0.9878337102654451,0.9954995864669655,0.004500413533034542,1615.2670000702633,0.0002450724138205404,-4.319417722359314,0.08405353257894016,0.0
K0010_alpha0p01,sgb,65,0,-1,1,0.9251034238187765,0.9880764654635336,0.01192353453646644,3256.6383466495395,0.0003508770010885507,-3.6322208419299846,0.30849644411385946,0.0
K0010_alpha0p01,sgb,66,0,-1,1,0.9921715589147019,0.9963698404251926,0.00363015957480739,1404.2586438055264,0.00025075877228602545,-4.475864430420529,0.05839455225496658,0.0
K0010_alpha0p01,sgb,67,0,-1,1,0.9808734832773721,0.9945660275572086,0.005433972442791424,2046.957796190289,0.00023573020524020677,-4.16803992231384,0.12032437704338628,0.0
