environment,run_label,method,seed,update,environment_steps,fisher,analysis_batch_identifier,training_batch_reused,parameter_count,state_count,action_count,score_row_count,maximum_possible_rank,numerical_rank,eigenvalue_threshold,trace,largest_eigenvalue,smallest_positive_eigenvalue,k90,participation_ratio,entropy_effective_rank,log_pseudodeterminant,positive_spectrum_condition_number,dtype,spectral_floor_used,decomposition_space
Acrobot-v1,gpomdp_entropy_fixed,gpomdp_entropy_fixed,306,64000,64000,fixed_reference,analysis-fixed_reference-306-64000,False,155,256,3,768,155,145,1e-10,2.047894316473492,0.7709384917166187,1.6976122357178592e-10,5,4.12367018832244,5.767779387226535,-1839.403454083422,4541310880.6359215,float64,False,parameter_fisher
Acrobot-v1,gpomdp_entropy_fixed,gpomdp_entropy_fixed,306,76000,76000,fixed_reference,analysis-fixed_reference-306-76000,False,155,256,3,768,155,145,1e-10,2.045105180610268,0.7699656293569442,1.6794042049851376e-10,5,4.122526687912679,5.765210773408951,-1840.2382619084785,4584754683.067846,float64,False,parameter_fisher
Acrobot-v1,gpomdp_entropy_fixed,gpomdp_entropy_fixed,306,88000,88000,fixed_reference,analysis-fixed_reference-306-88000,False,155,256,3,768,155,145,1e-10,2.041649851625909,0.7688976770895523,1.7068904561508167e-10,5,4.120443830760754,5.761427974564157,-1841.1201313906092,4504669144.518401,float64,False,parameter_fisher
Acrobot-v1,gpomdp_entropy_fixed,gpomdp_entropy_fixed,306,100000,100000,fixed_reference,analysis-fixed_reference-306-100000,False,155,256,3,768,155,145,1e-10,2.039687092721163,0.7685763394762589,1.7355475579474458e-10,5,4.118408996598573,5.758615242443736,-1841.6823460080645,4428437215.429692,float64,False,parameter_fisher
Acrobot-v1,gpomdp_entropy_fixed,gpomdp_entropy_fixed,306,112000,112000,fixed_reference,analysis-fixed_reference-306-112000,False,155,256,3,768,155,145,1e-10,2.038155431832165,0.7683579290890827,1.7273051291650218e-10,5,4.116590841162992,5.756431166854811,-1842.1589465751345,4448304564.813667,float64,False,parameter_fisher
Acrobot-v1,gpomdp_entropy_fixed,gpomdp_entropy_fixed,306,122880,122880,fixed_reference,analysis-fixed_reference-306-122880,False,155,256,3,768,155,145,1e-10,2.036924745826673,0.7682158435587341,1.7202572449168167e-10,5,4.1149314606464875,5.754452556006459,-1842.4584422200674,4465703288.4397545,float64,False,parameter_fisher
Acrobot-v1,gpomdp_entropy_fixed,gpomdp_entropy_fixed,307,0,0,fixed_reference,analysis-fixed_reference-307-0,False,155,256,3,768,155,146,1e-10,1.8884357733467552,0.7531686832507227,5.560079653571146e-10,4,3.6884919820226765,5.113972751429101,-1805.4416612442867,1354600527.6506696,float64,False,parameter_fisher
Acrobot-v1,gpomdp_entropy_fixed,gpomdp_entropy_fixed,307,16000,16000,fixed_reference,analysis-fixed_reference-307-16000,False,155,256,3,768,155,146,1e-10,1.8870649204489702,0.7528875340997382,5.46898854918011e-10,4,3.682407985958508,5.107049985864113,-1806.0639755680236,1376648583.790888,float64,False,parameter_fisher
Acrobot-v1,gpomdp_entropy_fixed,gpomdp_entropy_fixed,307,28000,28000,fixed_reference,analysis-fixed_reference-307-28000,False,155,256,3,768,155,146,1e-10,1.8912722511840863,0.7545265621382615,5.405375563753404e-10,4,3.6820546018772458,5.107515562496483,-1805.0052408665947,1395881846.2085373,float64,False,parameter_fisher
Acrobot-v1,gpomdp_entropy_fixed,gpomdp_entropy_fixed,307,40000,40000,fixed_reference,analysis-fixed_reference-307-40000,False,155,256,3,768,155,146,1e-10,1.8958322276333193,0.756680206517687,5.360021211756423e-10,4,3.6800746691864243,5.106041112100833,-1804.1667944871224,1411711216.4743295,float64,False,parameter_fisher
