method,initialization,n_trajectories,n,successes,success_rate,success_rate_wilson95_low,success_rate_wilson95_high,finite_rate,final_return_mean,final_return_median,final_return_ci95_low,final_return_ci95_high,final_q_mean,final_q_median,final_q_ci95_low,final_q_ci95_high,final_pi1_good_mean,final_pi1_good_median,final_pi1_good_ci95_low,final_pi1_good_ci95_high,zero_s1_batch_fraction_mean,zero_s1_batch_fraction_median,zero_s1_batch_fraction_ci95_low,zero_s1_batch_fraction_ci95_high,delta_safe_positive_count,delta_safe_positive_rate,first_delta_safe_positive_update_median_when_reached
sampled_pg_reward_only,adverse,4,100,0,0.0,3.469446951953614e-18,0.03699349820698568,1.0,0.4832785204756496,0.48329891742596176,0.4832442752291918,0.48331276572210746,0.0037975114012864077,0.0037876031411655346,0.0037799282781262613,0.003815094524446554,0.01590324773046723,0.015770212124991384,0.015860587323203355,0.015945908137731106,0.9710999999999999,0.972,0.9699335984402201,0.9722664015597796,0,0.0,
sampled_pg_logbarrier_handoff,adverse,4,100,0,0.0,3.469446951953614e-18,0.03699349820698568,1.0,0.45224254601745045,0.45233728581375887,0.4519078851572552,0.4525772068776457,0.043413566547913174,0.04327011039030689,0.04282330697061294,0.044003826125213405,0.0607080885720422,0.05948591319587217,0.05922990962854969,0.06218626751553471,0.5943700000000001,0.5965,0.5905069200266835,0.5982330799733167,0,0.0,
sampled_npg_reward_only,adverse,4,100,0,0.0,3.469446951953614e-18,0.03699349820698568,0.0,0.5,0.5,0.5,0.5,2.1209690210411853e-117,0.0,-2.087493629037043e-117,6.329431671119413e-117,0.015435073681213546,0.015876239976466765,0.015226895507212486,0.015643251855214604,0.8505277777777778,0.875,0.8401685041956233,0.8608870513599323,0,0.0,
sampled_npg_logbarrier_handoff,adverse,4,100,66,0.66,0.5627772885472462,0.7453847920265184,0.01,0.9174249901433104,0.9808908867730446,0.8926275004782753,0.9422224798083454,0.9179703688523388,0.9854858897732051,0.886153820599928,0.9497869171047497,0.9520915361524466,0.9962998556460796,0.9314505142393363,0.9727325580655568,0.09441637162263529,0.06614811029731826,0.07900674781360728,0.1098259954316633,100,1.0,22.0
sampled_pg_logbarrier_fixed,adverse,4,100,0,0.0,3.469446951953614e-18,0.03699349820698568,1.0,0.34973366878488377,0.34901983177856755,0.3482783986601905,0.35118893890957703,0.29713237162408634,0.29559569016853293,0.293744505971628,0.3005202372765447,0.25875446825544113,0.2562880685423301,0.25169674016058713,0.2658121963502951,0.41702,0.414,0.4127860663582402,0.4212539336417598,0,0.0,
sampled_npg_logbarrier_fixed,adverse,4,100,0,0.0,3.469446951953614e-18,0.03699349820698568,1.0,0.6814821502810059,0.6871811490494755,0.6691468512332471,0.6938174493287647,0.737210011350601,0.7574440608372993,0.7166477698363256,0.7577722528648765,0.7908524720666188,0.8027213444813563,0.7762583300261696,0.805446614107068,0.05718000000000001,0.037,0.04643663622423633,0.06792336377576369,100,1.0,22.0
sampled_pg_reward_only,adverse,32,100,0,0.0,3.469446951953614e-18,0.03699349820698568,1.0,0.4832560469838378,0.4832564067815266,0.4832442288852171,0.48326786508245845,0.003806312150821891,0.003808457834328017,0.003800309697083235,0.0038123146045605473,0.015906852639800753,0.015901839385142107,0.015891689675326438,0.01592201560427507,0.7915100000000003,0.793,0.7888554492284946,0.7941645507715059,0,0.0,
sampled_pg_logbarrier_handoff,adverse,32,100,0,0.0,3.469446951953614e-18,0.03699349820698568,1.0,0.45223060028113127,0.4521739874663372,0.4520982228361218,0.45236297772614076,0.04361684726696882,0.04359281814594396,0.04337940544076875,0.043854289093168894,0.06756466047550465,0.06736165296983646,0.06691145076656194,0.06821787018444736,0.07236999999999999,0.072,0.07072585508694909,0.07401414491305089,0,0.0,
sampled_npg_reward_only,adverse,32,100,0,0.0,3.469446951953614e-18,0.03699349820698568,0.0,0.4980837465992849,0.4999999960286414,0.4973481699788571,0.4988193232197127,0.00022565057037275728,2.479644484541098e-10,0.00014253910019924263,0.00030876204054627193,0.01494721710070754,0.015207543727648442,0.0146887803970667,0.01520565380434838,0.7541984779925955,0.7735042735042735,0.7277338057764544,0.7806631502087367,0,0.0,
sampled_npg_logbarrier_handoff,adverse,32,100,87,0.87,0.7901964855992357,0.9224283257275948,0.0,0.9770348563741444,0.9966297843862879,0.9700063560877117,0.9840633566605772,0.9695156760383796,0.9986940259063364,0.9605688774623121,0.9784624746144471,0.9943505805416467,0.9990392994726058,0.9921906490844414,0.996510511998852,0.0029074265864021047,0.0019286421020525066,0.002688053679162883,0.003126799493641326,100,1.0,19.0
sampled_pg_logbarrier_fixed,adverse,32,100,0,0.0,3.469446951953614e-18,0.03699349820698568,1.0,0.3587832235224582,0.35834527833975616,0.35810087576157995,0.3594655712833364,0.3041363930201384,0.303476280797347,0.3027572467505411,0.3055155392897357,0.2978604618392095,0.2950201365086247,0.2948457102204518,0.3008752134579672,0.035519999999999996,0.036,0.034594255455733185,0.03644574454426681,0,0.0,
sampled_npg_logbarrier_fixed,adverse,32,100,0,0.0,3.469446951953614e-18,0.03699349820698568,1.0,0.6343853091865805,0.6336692231664428,0.6288557020041915,0.6399149163689696,0.6424334417277496,0.6503280368659825,0.633042793592463,0.6518240898630363,0.778907637724122,0.7773007249113124,0.7746962907745714,0.7831189846736726,0.0015200000000000003,0.001,0.0014055106324857365,0.001634489367514264,100,1.0,19.0
sampled_pg_reward_only,adverse,128,100,0,0.0,3.469446951953614e-18,0.03699349820698568,1.0,0.48325622473005353,0.4832557591952723,0.4832506151583881,0.483261834301719,0.0038063762582954104,0.0038076267662935353,0.0038035452800062536,0.0038092072365845673,0.015906192335993677,0.015905052981950385,0.015897404070210088,0.015914980601777266,0.41497,0.415,0.41205483769497336,0.41788516230502665,0,0.0,
