comparison_family,method,reference,initialization,n_trajectories,metric,n,mean_difference,median_difference,ci95_low,ci95_high,method_failed_reference_succeeded,method_succeeded_reference_failed
barrier_within_euclidean,sampled_pg_logbarrier_handoff,sampled_pg_reward_only,adverse,4,final_return,100,-0.0310359744581991,-0.030956370294916907,-0.03136961197282381,-0.030702336943574386,,
barrier_within_euclidean,sampled_pg_logbarrier_handoff,sampled_pg_reward_only,adverse,4,final_q,100,0.039616055146626764,0.03941872355357401,0.0390269648466656,0.040205145446587924,,
barrier_within_euclidean,sampled_pg_logbarrier_handoff,sampled_pg_reward_only,adverse,4,final_pi1_good,100,0.04480484084157497,0.043715692099072875,0.043327412945171964,0.04628226873797797,,
barrier_within_euclidean,sampled_pg_logbarrier_handoff,sampled_pg_reward_only,adverse,4,zero_s1_batch_fraction,100,-0.37673,-0.3735,-0.3807456395274992,-0.37271436047250084,,
barrier_within_euclidean,sampled_pg_logbarrier_handoff,sampled_pg_reward_only,adverse,4,near_optimal_basin,100,0.0,0.0,0.0,0.0,,
barrier_within_euclidean,sampled_pg_logbarrier_handoff,sampled_pg_reward_only,adverse,4,exact_mcnemar_p,100,1.0,,,,0,0
barrier_within_natural,sampled_npg_logbarrier_handoff,sampled_npg_reward_only,adverse,4,final_return,100,0.4174249901433102,0.48089088677304453,0.3926275004782751,0.4422224798083453,,
barrier_within_natural,sampled_npg_logbarrier_handoff,sampled_npg_reward_only,adverse,4,final_q,100,0.9179703688523388,0.9854858897732051,0.886153820599928,0.9497869171047497,,
barrier_within_natural,sampled_npg_logbarrier_handoff,sampled_npg_reward_only,adverse,4,final_pi1_good,100,0.936656462471233,0.9804981656253308,0.916051196188945,0.957261728753521,,
barrier_within_natural,sampled_npg_logbarrier_handoff,sampled_npg_reward_only,adverse,4,zero_s1_batch_fraction,100,-0.7561114061551425,-0.792151173730121,-0.7759056952136899,-0.7363171170965951,,
barrier_within_natural,sampled_npg_logbarrier_handoff,sampled_npg_reward_only,adverse,4,near_optimal_basin,100,0.66,1.0,0.5655323784818076,0.7544676215181925,,
barrier_within_natural,sampled_npg_logbarrier_handoff,sampled_npg_reward_only,adverse,4,exact_mcnemar_p,100,2.710505431213761e-20,,,,0,66
optimizer_reward_only,sampled_npg_reward_only,sampled_pg_reward_only,adverse,4,final_return,100,0.016721479524350453,0.01670108257403824,0.016687234277892597,0.01675572477080831,,
optimizer_reward_only,sampled_npg_reward_only,sampled_pg_reward_only,adverse,4,final_q,100,-0.0037975114012864077,-0.0037876031411655346,-0.003815094524446554,-0.0037799282781262613,,
optimizer_reward_only,sampled_npg_reward_only,sampled_pg_reward_only,adverse,4,final_pi1_good,100,-0.00046817404925367944,8.543876427595173e-05,-0.0006821813051094488,-0.00025416679339791015,,
optimizer_reward_only,sampled_npg_reward_only,sampled_pg_reward_only,adverse,4,zero_s1_batch_fraction,100,-0.12057222222222226,-0.10285714285714287,-0.1308269316025218,-0.11031751284192273,,
optimizer_reward_only,sampled_npg_reward_only,sampled_pg_reward_only,adverse,4,near_optimal_basin,100,0.0,0.0,0.0,0.0,,
optimizer_reward_only,sampled_npg_reward_only,sampled_pg_reward_only,adverse,4,exact_mcnemar_p,100,1.0,,,,0,0
optimizer_with_barrier,sampled_npg_logbarrier_handoff,sampled_pg_logbarrier_handoff,adverse,4,final_return,100,0.46518244412585974,0.5272798372526213,0.44037521657609735,0.48998967167562213,,
optimizer_with_barrier,sampled_npg_logbarrier_handoff,sampled_pg_logbarrier_handoff,adverse,4,final_q,100,0.8745568023044257,0.9437563275580001,0.8427635272564653,0.906350077352386,,
optimizer_with_barrier,sampled_npg_logbarrier_handoff,sampled_pg_logbarrier_handoff,adverse,4,final_pi1_good,100,0.8913834475804046,0.932944934005974,0.8707402156633943,0.9120266794974148,,
optimizer_with_barrier,sampled_npg_logbarrier_handoff,sampled_pg_logbarrier_handoff,adverse,4,zero_s1_batch_fraction,100,-0.49995362837736473,-0.5266688815060907,-0.5151025448221351,-0.4848047119325944,,
optimizer_with_barrier,sampled_npg_logbarrier_handoff,sampled_pg_logbarrier_handoff,adverse,4,near_optimal_basin,100,0.66,1.0,0.5655323784818076,0.7544676215181925,,
optimizer_with_barrier,sampled_npg_logbarrier_handoff,sampled_pg_logbarrier_handoff,adverse,4,exact_mcnemar_p,100,2.710505431213761e-20,,,,0,66
fixed_vs_handoff_euclidean,sampled_pg_logbarrier_fixed,sampled_pg_logbarrier_handoff,adverse,4,final_return,100,-0.1025088772325666,-0.10275639583254426,-0.10406593844342221,-0.100951816021711,,
fixed_vs_handoff_euclidean,sampled_pg_logbarrier_fixed,sampled_pg_logbarrier_handoff,adverse,4,final_q,100,0.25371880507617317,0.2515149182421805,0.25036334802757754,0.2570742621247688,,
fixed_vs_handoff_euclidean,sampled_pg_logbarrier_fixed,sampled_pg_logbarrier_handoff,adverse,4,final_pi1_good,100,0.19804637968339897,0.19547450363975916,0.19157094433685729,0.20452181502994066,,
fixed_vs_handoff_euclidean,sampled_pg_logbarrier_fixed,sampled_pg_logbarrier_handoff,adverse,4,zero_s1_batch_fraction,100,-0.17734999999999995,-0.17799999999999996,-0.1813628180215224,-0.1733371819784775,,
fixed_vs_handoff_euclidean,sampled_pg_logbarrier_fixed,sampled_pg_logbarrier_handoff,adverse,4,near_optimal_basin,100,0.0,0.0,0.0,0.0,,
fixed_vs_handoff_euclidean,sampled_pg_logbarrier_fixed,sampled_pg_logbarrier_handoff,adverse,4,exact_mcnemar_p,100,1.0,,,,0,0
fixed_vs_handoff_natural,sampled_npg_logbarrier_fixed,sampled_npg_logbarrier_handoff,adverse,4,final_return,100,-0.2359428398623042,-0.27342834638502556,-0.261461117377222,-0.21042456234738638,,
fixed_vs_handoff_natural,sampled_npg_logbarrier_fixed,sampled_npg_logbarrier_handoff,adverse,4,final_q,100,-0.18076035750173772,-0.20372352062239812,-0.2131989853165508,-0.14832172968692464,,
fixed_vs_handoff_natural,sampled_npg_logbarrier_fixed,sampled_npg_logbarrier_handoff,adverse,4,final_pi1_good,100,-0.16123906408582792,-0.17805859088249987,-0.18266223380180593,-0.1398158943698499,,
fixed_vs_handoff_natural,sampled_npg_logbarrier_fixed,sampled_npg_logbarrier_handoff,adverse,4,zero_s1_batch_fraction,100,-0.03723637162263528,-0.02816409577529642,-0.044228669205102156,-0.030244074040168403,,
fixed_vs_handoff_natural,sampled_npg_logbarrier_fixed,sampled_npg_logbarrier_handoff,adverse,4,near_optimal_basin,100,-0.66,-1.0,-0.7544676215181925,-0.5655323784818076,,
fixed_vs_handoff_natural,sampled_npg_logbarrier_fixed,sampled_npg_logbarrier_handoff,adverse,4,exact_mcnemar_p,100,2.710505431213761e-20,,,,66,0
barrier_within_euclidean,sampled_pg_logbarrier_handoff,sampled_pg_reward_only,adverse,32,final_return,100,-0.03102544670270662,-0.031046815600752564,-0.031157764429421357,-0.030893128975991883,,
barrier_within_euclidean,sampled_pg_logbarrier_handoff,sampled_pg_reward_only,adverse,32,final_q,100,0.03981053511614693,0.03980260689333359,0.03957312464733007,0.040047945584963794,,
barrier_within_euclidean,sampled_pg_logbarrier_handoff,sampled_pg_reward_only,adverse,32,final_pi1_good,100,0.05165780783570391,0.05144681169632617,0.051004409244466316,0.0523112064269415,,
barrier_within_euclidean,sampled_pg_logbarrier_handoff,sampled_pg_reward_only,adverse,32,zero_s1_batch_fraction,100,-0.71914,-0.7205,-0.7223875709059644,-0.7158924290940356,,
barrier_within_euclidean,sampled_pg_logbarrier_handoff,sampled_pg_reward_only,adverse,32,near_optimal_basin,100,0.0,0.0,0.0,0.0,,
barrier_within_euclidean,sampled_pg_logbarrier_handoff,sampled_pg_reward_only,adverse,32,exact_mcnemar_p,100,1.0,,,,0,0
barrier_within_natural,sampled_npg_logbarrier_handoff,sampled_npg_reward_only,adverse,32,final_return,100,0.47895110977485944,0.49829894258533813,0.4717489379663833,0.4861532815833356,,
barrier_within_natural,sampled_npg_logbarrier_handoff,sampled_npg_reward_only,adverse,32,final_q,100,0.9692900254680069,0.9980623632125615,0.9603566661905508,0.978223384745463,,
barrier_within_natural,sampled_npg_logbarrier_handoff,sampled_npg_reward_only,adverse,32,final_pi1_good,100,0.9794033634409393,0.984109359125496,0.9772170772837276,0.9815896495981509,,
barrier_within_natural,sampled_npg_logbarrier_handoff,sampled_npg_reward_only,adverse,32,zero_s1_batch_fraction,100,-0.7512910514061933,-0.7706398466627913,-0.7777415835571859,-0.7248405192552008,,
barrier_within_natural,sampled_npg_logbarrier_handoff,sampled_npg_reward_only,adverse,32,near_optimal_basin,100,0.87,1.0,0.8029339301213327,0.9370660698786673,,
barrier_within_natural,sampled_npg_logbarrier_handoff,sampled_npg_reward_only,adverse,32,exact_mcnemar_p,100,1.2924697071141057e-26,,,,0,87
optimizer_reward_only,sampled_npg_reward_only,sampled_pg_reward_only,adverse,32,final_return,100,0.014827699615447143,0.016684802912425772,0.014091758363462154,0.015563640867432131,,
optimizer_reward_only,sampled_npg_reward_only,sampled_pg_reward_only,adverse,32,final_q,100,-0.003580661580449134,-0.0037789942502923957,-0.003664276195772754,-0.0034970469651255135,,
optimizer_reward_only,sampled_npg_reward_only,sampled_pg_reward_only,adverse,32,final_pi1_good,100,-0.000959635539093214,-0.0007233208475684967,-0.0012204340285113292,-0.0006988370496750988,,
optimizer_reward_only,sampled_npg_reward_only,sampled_pg_reward_only,adverse,32,zero_s1_batch_fraction,100,-0.03731152200740438,-0.021384615384615335,-0.06411860949669484,-0.010504434518113927,,
optimizer_reward_only,sampled_npg_reward_only,sampled_pg_reward_only,adverse,32,near_optimal_basin,100,0.0,0.0,0.0,0.0,,
optimizer_reward_only,sampled_npg_reward_only,sampled_pg_reward_only,adverse,32,exact_mcnemar_p,100,1.0,,,,0,0
optimizer_with_barrier,sampled_npg_logbarrier_handoff,sampled_pg_logbarrier_handoff,adverse,32,final_return,100,0.5248042560930132,0.5439431039855511,0.5177637087519549,0.5318448034340715,,
optimizer_with_barrier,sampled_npg_logbarrier_handoff,sampled_pg_logbarrier_handoff,adverse,32,final_q,100,0.9258988287714108,0.9539841406302267,0.9169775560795871,0.9348201014632346,,
optimizer_with_barrier,sampled_npg_logbarrier_handoff,sampled_pg_logbarrier_handoff,adverse,32,final_pi1_good,100,0.9267859200661419,0.9299986896745523,0.9245838442874155,0.9289879958448684,,
optimizer_with_barrier,sampled_npg_logbarrier_handoff,sampled_pg_logbarrier_handoff,adverse,32,zero_s1_batch_fraction,100,-0.06946257341359789,-0.06917955716433377,-0.07114599696421033,-0.06777914986298546,,
optimizer_with_barrier,sampled_npg_logbarrier_handoff,sampled_pg_logbarrier_handoff,adverse,32,near_optimal_basin,100,0.87,1.0,0.8029339301213327,0.9370660698786673,,
optimizer_with_barrier,sampled_npg_logbarrier_handoff,sampled_pg_logbarrier_handoff,adverse,32,exact_mcnemar_p,100,1.2924697071141057e-26,,,,0,87
fixed_vs_handoff_euclidean,sampled_pg_logbarrier_fixed,sampled_pg_logbarrier_handoff,adverse,32,final_return,100,-0.09344737675867304,-0.09378846222723997,-0.09417827870308138,-0.0927164748142647,,
fixed_vs_handoff_euclidean,sampled_pg_logbarrier_fixed,sampled_pg_logbarrier_handoff,adverse,32,final_q,100,0.2605195457531696,0.25928267308422337,0.25922568397451445,0.26181340753182475,,
fixed_vs_handoff_euclidean,sampled_pg_logbarrier_fixed,sampled_pg_logbarrier_handoff,adverse,32,final_pi1_good,100,0.2302958013637048,0.2299715227977324,0.22760180674744895,0.23298979597996067,,
fixed_vs_handoff_euclidean,sampled_pg_logbarrier_fixed,sampled_pg_logbarrier_handoff,adverse,32,zero_s1_batch_fraction,100,-0.036849999999999994,-0.037,-0.03815201649475848,-0.03554798350524151,,
fixed_vs_handoff_euclidean,sampled_pg_logbarrier_fixed,sampled_pg_logbarrier_handoff,adverse,32,near_optimal_basin,100,0.0,0.0,0.0,0.0,,
fixed_vs_handoff_euclidean,sampled_pg_logbarrier_fixed,sampled_pg_logbarrier_handoff,adverse,32,exact_mcnemar_p,100,1.0,,,,0,0
fixed_vs_handoff_natural,sampled_npg_logbarrier_fixed,sampled_npg_logbarrier_handoff,adverse,32,final_return,100,-0.34264954718756385,-0.3459510217913676,-0.35161244424299826,-0.33368665013212945,,
fixed_vs_handoff_natural,sampled_npg_logbarrier_fixed,sampled_npg_logbarrier_handoff,adverse,32,final_q,100,-0.3270822343106298,-0.3278513052742003,-0.3396591446046402,-0.31450532401661946,,
fixed_vs_handoff_natural,sampled_npg_logbarrier_fixed,sampled_npg_logbarrier_handoff,adverse,32,final_pi1_good,100,-0.21544294281752463,-0.21930434686764605,-0.22041022672458965,-0.2104756589104596,,
fixed_vs_handoff_natural,sampled_npg_logbarrier_fixed,sampled_npg_logbarrier_handoff,adverse,32,zero_s1_batch_fraction,100,-0.0013874265864021052,-0.0009286421020525067,-0.001492341858674538,-0.0012825113141296724,,
fixed_vs_handoff_natural,sampled_npg_logbarrier_fixed,sampled_npg_logbarrier_handoff,adverse,32,near_optimal_basin,100,-0.87,-1.0,-0.9370660698786673,-0.8029339301213327,,
fixed_vs_handoff_natural,sampled_npg_logbarrier_fixed,sampled_npg_logbarrier_handoff,adverse,32,exact_mcnemar_p,100,1.2924697071141057e-26,,,,87,0
barrier_within_euclidean,sampled_pg_logbarrier_handoff,sampled_pg_reward_only,adverse,128,final_return,100,-0.030946100485199038,-0.03092889053066586,-0.03101571893056511,-0.030876482039832967,,
barrier_within_euclidean,sampled_pg_logbarrier_handoff,sampled_pg_reward_only,adverse,128,final_q,100,0.03980679320276741,0.039781336777861484,0.03968420400576644,0.03992938239976838,,
