environment,method,seed,update,environment_steps,deterministic_return,stochastic_return,deterministic_return_standard_deviation,stochastic_return_standard_deviation,episode_length,deterministic_termination_rate,stochastic_termination_rate,entropy,mean_min_probability,global_min_probability,barrier_value,beta,barrier_active
Acrobot-v1,gpomdp_logbarrier_handoff,515,0,0,-500.0,-498.1875,0.0,10.253048327204938,500.0,0.0,0.03125,1.0775548219680786,0.2690841555595398,0.20464125275611877,-1.1193193197250366,546.4135158976487,True
Acrobot-v1,gpomdp_logbarrier_handoff,515,50,150476,-303.4375,-264.3125,202.08860041911032,52.54149665709706,303.9375,0.5,1.0,1.0540958642959595,0.23100648820400238,0.1233227550983429,-1.1462806463241577,546.4135158976487,True
Acrobot-v1,gpomdp_logbarrier_handoff,515,100,258898,-85.9375,-274.03125,14.21025867508763,59.56860202131819,86.9375,1.0,1.0,1.0566251277923584,0.2390868216753006,0.13848915696144104,-1.1423507928848267,546.4135158976487,True
Acrobot-v1,gpomdp_logbarrier_handoff,515,150,355157,-87.21875,-236.59375,17.27712336980563,51.13351238385329,88.21875,1.0,1.0,1.0471100807189941,0.23196552693843842,0.12236780673265457,-1.152999758720398,546.4135158976487,True
Acrobot-v1,gpomdp_logbarrier_handoff,515,200,456939,-87.53125,-241.78125,23.75681141714261,56.38904856784779,88.53125,1.0,1.0,1.0489577054977417,0.23807315528392792,0.13951173424720764,-1.1497079133987427,546.4135158976487,True
Acrobot-v1,gpomdp_logbarrier_handoff,515,249,550531,-85.96875,-221.75,18.719464382673813,44.69177596280637,86.96875,1.0,1.0,1.0320814847946167,0.226953387260437,0.1267961859703064,-1.1668709516525269,546.4135158976487,True
Acrobot-v1,gpomdp_logbarrier_handoff,515,250,552355,-78.9375,-222.125,7.125318329051874,54.04523195226563,79.9375,1.0,1.0,1.0328242778778076,0.22740814089775085,0.12899883091449738,-1.1660165786743164,0.0,False
Acrobot-v1,gpomdp_logbarrier_handoff,515,251,554090,-81.59375,-210.65625,23.418850106753332,36.656741997495736,82.59375,1.0,1.0,1.0340471267700195,0.22872568666934967,0.12695448100566864,-1.1647696495056152,0.0,False
Acrobot-v1,gpomdp_logbarrier_handoff,515,300,620494,-83.5625,-132.84375,18.599232554406733,69.77896409839545,84.5625,1.0,0.96875,0.8294118046760559,0.12624748051166534,0.035122621804475784,-1.4262490272521973,0.0,False
Acrobot-v1,gpomdp_logbarrier_handoff,515,350,669544,-94.5625,-115.21875,38.93496438437954,26.58975594035684,95.5625,1.0,1.0,0.7007547616958618,0.09703219681978226,0.018313298001885414,-1.635445237159729,0.0,False
Acrobot-v1,gpomdp_logbarrier_handoff,515,400,713848,-85.34375,-129.875,34.22752087843744,82.54724942175102,86.34375,1.0,1.0,0.5658789277076721,0.06495557725429535,0.011395275592803955,-1.90529203414917,0.0,False
Acrobot-v1,gpomdp_logbarrier_handoff,515,450,755191,-95.6875,-109.46875,76.04813310257587,41.24043144153406,96.65625,0.96875,1.0,0.5111541152000427,0.05813156068325043,0.007158122956752777,-2.0547924041748047,0.0,False
Acrobot-v1,gpomdp_logbarrier_handoff,515,500,795072,-78.03125,-100.15625,9.478275244626694,27.001922721264894,79.03125,1.0,1.0,0.5153185725212097,0.059720538556575775,0.006250878795981407,-2.0489611625671387,0.0,False
Acrobot-v1,gpomdp_logbarrier_handoff,515,550,834123,-79.0,-92.71875,7.157220581455689,14.604980094077058,80.0,1.0,1.0,0.4825953543186188,0.05429789423942566,0.004824561532586813,-2.1405231952667236,0.0,False
Acrobot-v1,gpomdp_logbarrier_handoff,515,600,873050,-82.03125,-90.9375,10.999954178790196,18.95314681506869,83.03125,1.0,1.0,0.45323947072029114,0.05066852644085884,0.00391922052949667,-2.2336037158966064,0.0,False
Acrobot-v1,gpomdp_logbarrier_handoff,515,650,910747,-76.46875,-102.90625,8.773068668998764,41.92724833835159,77.46875,1.0,1.0,0.39684295654296875,0.04154322296380997,0.002786072436720133,-2.397585868835449,0.0,False
Acrobot-v1,gpomdp_logbarrier_handoff,515,700,948080,-82.34375,-103.375,10.42208998605459,36.67885916542961,83.34375,1.0,1.0,0.3466625511646271,0.035458389669656754,0.001932180835865438,-2.599562168121338,0.0,False
Acrobot-v1,gpomdp_logbarrier_handoff,515,750,984758,-85.0,-86.65625,12.580066157064875,10.508397179890117,86.0,1.0,1.0,0.34293854236602783,0.03633193299174309,0.0014492496848106384,-2.636946201324463,0.0,False
Acrobot-v1,gpomdp_logbarrier_handoff,515,800,1021542,-83.6875,-90.8125,17.246668682535805,21.928678379780916,84.6875,1.0,1.0,0.2907200753688812,0.02956521324813366,0.0009434104431420565,-2.865846872329712,0.0,False
Acrobot-v1,gpomdp_logbarrier_handoff,515,850,1058609,-88.40625,-88.9375,29.11696033297875,27.490687572809204,89.40625,1.0,1.0,0.2633945345878601,0.02524133399128914,0.0007847865344956517,-2.9813730716705322,0.0,False
Acrobot-v1,gpomdp_logbarrier_handoff,515,900,1095088,-80.875,-90.9375,14.313877768592043,29.320187364626,81.875,1.0,1.0,0.24115552008152008,0.02128238044679165,0.0007639449322596192,-3.0662872791290283,0.0,False
Acrobot-v1,gpomdp_logbarrier_handoff,515,950,1131881,-81.40625,-94.34375,10.948145740776852,26.739615862080235,82.40625,1.0,1.0,0.23187105357646942,0.019613265991210938,0.000670572801027447,-3.12770414352417,0.0,False
Acrobot-v1,gpomdp_logbarrier_handoff,515,1000,1168469,-82.09375,-83.375,13.954671723233972,26.55578425540008,83.09375,1.0,1.0,0.23353265225887299,0.019945554435253143,0.0006717409123666584,-3.1207613945007324,0.0,False
