method,seed,update,true_environment_steps,stochastic_return,deterministic_return,stochastic_termination_rate,deterministic_termination_rate,stochastic_episode_length,entropy,mean_min_probability,global_min_probability,minimum_probability_q01,minimum_probability_q05,minimum_probability_q10,action_margin_mean,action_margin_q10,beta,barrier_active
npg_logbarrier_handoff,716,0,0,-496.46875,-500.0,0.09375,0.0,496.5625,1.0836460590362549,0.27121448516845703,0.2290235161781311,0.24090956151485443,0.24865223467350006,0.25311440229415894,0.07982613146305084,0.028781399130821228,546.4135158976487,True
npg_logbarrier_handoff,716,50,133574,-311.5,-91.84375,0.9375,1.0,312.4375,1.0602573156356812,0.24626487493515015,0.04161914438009262,0.09467527270317078,0.13935890793800354,0.15942521393299103,0.09995687752962112,0.016773942857980728,546.4135158976487,True
npg_logbarrier_handoff,716,100,241160,-254.3125,-89.84375,0.96875,1.0,255.28125,1.0417304039001465,0.2317013144493103,0.050464142113924026,0.06424512714147568,0.10208603739738464,0.12980353832244873,0.1266733855009079,0.012595951557159424,546.4135158976487,True
npg_logbarrier_handoff,716,150,341561,-246.46875,-99.75,1.0,1.0,247.46875,1.0373048782348633,0.22963421046733856,0.040488291531801224,0.06783776730298996,0.10219071805477142,0.12047410756349564,0.1437760591506958,0.020748227834701538,546.4135158976487,True
npg_logbarrier_handoff,716,200,447581,-281.875,-101.5625,0.96875,1.0,282.84375,1.0498775243759155,0.23411548137664795,0.0385771282017231,0.09057758748531342,0.13276855647563934,0.15255244076251984,0.12351980805397034,0.020479977130889893,546.4135158976487,True
npg_logbarrier_handoff,716,249,557438,-267.28125,-92.34375,1.0,1.0,268.28125,1.038697361946106,0.22632759809494019,0.027578750625252724,0.0748995766043663,0.11553554236888885,0.13787168264389038,0.14307062327861786,0.021498501300811768,546.4135158976487,True
npg_logbarrier_handoff,716,250,559668,-257.9375,-100.90625,1.0,1.0,258.9375,1.0397679805755615,0.22706978023052216,0.026550769805908203,0.07375970482826233,0.11510831117630005,0.14077869057655334,0.14022348821163177,0.021189123392105103,0.0,False
npg_logbarrier_handoff,716,251,561945,-255.125,-114.375,1.0,1.0,256.125,1.0347263813018799,0.2222091257572174,0.03177496790885925,0.07096477597951889,0.09915497899055481,0.12767848372459412,0.1438269019126892,0.022857636213302612,0.0,False
npg_logbarrier_handoff,716,300,631548,-137.53125,-333.9375,1.0,0.40625,138.53125,0.7731053829193115,0.09710706770420074,0.00029792755958624184,0.0003906661586370319,0.0005346415564417839,0.0010358337312936783,0.38793444633483887,0.09404122084379196,0.0,False
npg_logbarrier_handoff,716,350,685707,-123.09375,-94.375,1.0,1.0,124.09375,0.5330798029899597,0.0656314566731453,9.609576636648853e-07,1.102871578950726e-06,1.4259939007388311e-06,2.74482545137289e-06,0.6018819808959961,0.13663408160209656,0.0,False
npg_logbarrier_handoff,716,400,732171,-119.03125,-94.78125,1.0,1.0,120.03125,0.4866431951522827,0.07805712521076202,6.74545175272101e-09,8.120697891911277e-09,2.789787600931959e-08,6.013427622519885e-08,0.6382471323013306,0.12037229537963867,0.0,False
npg_logbarrier_handoff,716,450,777938,-108.1875,-150.71875,1.0,0.875,109.1875,0.4522305727005005,0.06754975020885468,1.9899375480747494e-09,2.618924632713515e-09,1.4391615899000954e-08,7.726141149078103e-08,0.681878387928009,0.16326941549777985,0.0,False
npg_logbarrier_handoff,716,500,823158,-109.21875,-186.6875,1.0,0.78125,110.21875,0.4403378367424011,0.06509844958782196,2.242341035074702e-10,2.913303487339647e-10,8.742472301648263e-10,1.7089030635020208e-08,0.7000876069068909,0.1958651840686798,0.0,False
npg_logbarrier_handoff,716,600,914430,-117.15625,-197.5,1.0,0.75,118.15625,0.4664545953273773,0.09011553972959518,2.692144944471675e-11,3.093942116394466e-11,3.281566129942348e-10,2.0600592343100743e-09,0.6742398738861084,0.18270602822303772,0.0,False
npg_logbarrier_handoff,716,750,1054144,-116.21875,-93.34375,1.0,1.0,117.21875,0.4046107232570648,0.06667975336313248,3.845011115055641e-12,4.784716893524443e-12,1.2291295758970477e-10,5.022517957087302e-10,0.7222499847412109,0.1848793625831604,0.0,False
npg_logbarrier_handoff,716,850,1150664,-116.8125,-101.78125,1.0,1.0,117.8125,0.4400117099285126,0.06736506521701813,1.094034151466472e-12,1.3473603743124896e-12,5.867512031798583e-11,1.99320893123911e-10,0.662456750869751,0.07852824777364731,0.0,False
npg_logbarrier_handoff,716,1000,1289156,-113.8125,-92.375,1.0,1.0,114.8125,0.4430525004863739,0.07055531442165375,1.5182243483236046e-12,1.6422418980255316e-12,9.13250811779287e-12,4.101859407690256e-10,0.702507495880127,0.18098174035549164,0.0,False
