update,true_environment_steps,training_return,training_episode_length,beta
1,4000,-500.0,500.0,546.4135158976487
2,8000,-500.0,500.0,546.4135158976487
3,12000,-500.0,500.0,546.4135158976487
4,16000,-500.0,500.0,546.4135158976487
5,20000,-500.0,500.0,546.4135158976487
6,24000,-500.0,500.0,546.4135158976487
7,27856,-481.875,482.0,546.4135158976487
8,31856,-500.0,500.0,546.4135158976487
9,35796,-492.375,492.5,546.4135158976487
10,39796,-500.0,500.0,546.4135158976487
11,43796,-500.0,500.0,546.4135158976487
12,47796,-500.0,500.0,546.4135158976487
13,51796,-500.0,500.0,546.4135158976487
14,55625,-478.5,478.625,546.4135158976487
15,59457,-478.75,479.0,546.4135158976487
16,63457,-500.0,500.0,546.4135158976487
17,67445,-498.375,498.5,546.4135158976487
18,71445,-500.0,500.0,546.4135158976487
19,75445,-500.0,500.0,546.4135158976487
20,79445,-500.0,500.0,546.4135158976487
21,83445,-500.0,500.0,546.4135158976487
22,87445,-500.0,500.0,546.4135158976487
23,91445,-500.0,500.0,546.4135158976487
24,95276,-478.5,478.875,546.4135158976487
25,99077,-474.875,475.125,546.4135158976487
26,102626,-443.125,443.625,546.4135158976487
27,106463,-479.375,479.625,546.4135158976487
28,109876,-426.0,426.625,546.4135158976487
29,113395,-439.25,439.875,546.4135158976487
30,117379,-497.875,498.0,546.4135158976487
31,120996,-451.625,452.125,546.4135158976487
32,124249,-405.875,406.625,546.4135158976487
33,127821,-445.875,446.5,546.4135158976487
34,131222,-424.5,425.125,546.4135158976487
35,134616,-423.5,424.25,546.4135158976487
36,137670,-381.0,381.75,546.4135158976487
37,141144,-433.625,434.25,546.4135158976487
38,144638,-436.0,436.75,546.4135158976487
39,148003,-420.0,420.625,546.4135158976487
40,150870,-357.5,358.375,546.4135158976487
41,154000,-390.375,391.25,546.4135158976487
42,157110,-387.75,388.75,546.4135158976487
43,159578,-307.5,308.5,546.4135158976487
44,162502,-364.5,365.5,546.4135158976487
45,165121,-326.375,327.375,546.4135158976487
46,167897,-346.0,347.0,546.4135158976487
47,170801,-362.0,363.0,546.4135158976487
48,172990,-272.625,273.625,546.4135158976487
49,175597,-324.875,325.875,546.4135158976487
50,178113,-313.625,314.5,546.4135158976487
51,180708,-323.375,324.375,546.4135158976487
52,183242,-315.75,316.75,546.4135158976487
53,186150,-362.625,363.5,546.4135158976487
54,188824,-333.5,334.25,546.4135158976487
55,191774,-367.875,368.75,546.4135158976487
56,194718,-367.25,368.0,546.4135158976487
57,197018,-286.5,287.5,546.4135158976487
58,199276,-281.25,282.25,546.4135158976487
59,202105,-352.75,353.625,546.4135158976487
60,204697,-323.0,324.0,546.4135158976487
61,206857,-269.0,270.0,546.4135158976487
62,209382,-314.625,315.625,546.4135158976487
63,212082,-336.625,337.5,546.4135158976487
64,214786,-337.0,338.0,546.4135158976487
65,217051,-282.25,283.125,546.4135158976487
66,219552,-311.625,312.625,546.4135158976487
67,221729,-271.125,272.125,546.4135158976487
68,223626,-236.125,237.125,546.4135158976487
69,225499,-233.125,234.125,546.4135158976487
70,227761,-281.875,282.75,546.4135158976487
71,229717,-243.5,244.5,546.4135158976487
72,231780,-256.875,257.875,546.4135158976487
73,233720,-241.5,242.5,546.4135158976487
74,235909,-272.75,273.625,546.4135158976487
75,237994,-259.625,260.625,546.4135158976487
76,239894,-236.5,237.5,546.4135158976487
77,241897,-249.5,250.375,546.4135158976487
78,244030,-265.625,266.625,546.4135158976487
79,246123,-260.75,261.625,546.4135158976487
80,247997,-233.25,234.25,546.4135158976487
81,250275,-283.75,284.75,546.4135158976487
82,252131,-231.0,232.0,546.4135158976487
83,254360,-277.75,278.625,546.4135158976487
84,256262,-236.75,237.75,546.4135158976487
85,258299,-253.625,254.625,546.4135158976487
86,260318,-251.375,252.375,546.4135158976487
87,262708,-297.75,298.75,546.4135158976487
88,264707,-248.875,249.875,546.4135158976487
89,266610,-236.875,237.875,546.4135158976487
90,268238,-202.5,203.5,546.4135158976487
91,270097,-231.375,232.375,546.4135158976487
92,272128,-253.0,253.875,546.4135158976487
93,274313,-272.125,273.125,546.4135158976487
94,276173,-231.5,232.5,546.4135158976487
95,278257,-259.5,260.5,546.4135158976487
96,280135,-233.75,234.75,546.4135158976487
97,282302,-269.875,270.875,546.4135158976487
98,283962,-206.5,207.5,546.4135158976487
99,285761,-223.875,224.875,546.4135158976487
100,287934,-270.625,271.625,546.4135158976487
101,290065,-265.375,266.375,546.4135158976487
102,292112,-254.875,255.875,546.4135158976487
103,293711,-198.875,199.875,546.4135158976487
104,295722,-250.375,251.375,546.4135158976487
105,298254,-315.625,316.5,546.4135158976487
106,300429,-270.875,271.875,546.4135158976487
107,302415,-247.25,248.25,546.4135158976487
108,304582,-269.875,270.875,546.4135158976487
109,306243,-206.625,207.625,546.4135158976487
110,308146,-236.875,237.875,546.4135158976487
111,310157,-250.375,251.375,546.4135158976487
112,312240,-259.375,260.375,546.4135158976487
113,314107,-232.375,233.375,546.4135158976487
114,316062,-243.375,244.375,546.4135158976487
115,317958,-236.0,237.0,546.4135158976487
116,319994,-253.5,254.5,546.4135158976487
117,321695,-211.625,212.625,546.4135158976487
118,323756,-256.625,257.625,546.4135158976487
119,325649,-235.625,236.625,546.4135158976487
120,327488,-228.875,229.875,546.4135158976487
121,329604,-263.5,264.5,546.4135158976487
122,332098,-310.75,311.75,546.4135158976487
123,334231,-265.625,266.625,546.4135158976487
124,336194,-244.375,245.375,546.4135158976487
125,337855,-206.625,207.625,546.4135158976487
126,340102,-279.875,280.875,546.4135158976487
127,342384,-284.25,285.25,546.4135158976487
128,344330,-242.25,243.25,546.4135158976487
129,346501,-270.375,271.375,546.4135158976487
130,348443,-241.75,242.75,546.4135158976487
131,350859,-301.0,302.0,546.4135158976487
132,353252,-298.125,299.125,546.4135158976487
133,355384,-265.5,266.5,546.4135158976487
134,358058,-333.25,334.25,546.4135158976487
135,360346,-285.0,286.0,546.4135158976487
136,362571,-277.125,278.125,546.4135158976487
137,364461,-235.25,236.25,546.4135158976487
138,366278,-226.125,227.125,546.4135158976487
139,368300,-251.75,252.75,546.4135158976487
140,370412,-263.0,264.0,546.4135158976487
141,372523,-262.875,263.875,546.4135158976487
142,374705,-271.75,272.75,546.4135158976487
143,376773,-257.5,258.5,546.4135158976487
144,378750,-246.125,247.125,546.4135158976487
145,381041,-285.375,286.375,546.4135158976487
146,383205,-269.5,270.5,546.4135158976487
147,385252,-254.875,255.875,546.4135158976487
148,387453,-274.125,275.125,546.4135158976487
149,389555,-261.75,262.75,546.4135158976487
150,392153,-323.75,324.75,546.4135158976487
151,394469,-288.5,289.5,546.4135158976487
152,396545,-258.5,259.5,546.4135158976487
153,398746,-274.125,275.125,546.4135158976487
154,400817,-257.875,258.875,546.4135158976487
155,402973,-268.5,269.5,546.4135158976487
156,405282,-287.625,288.625,546.4135158976487
157,407359,-258.625,259.625,546.4135158976487
158,409562,-274.375,275.375,546.4135158976487
159,411632,-257.75,258.75,546.4135158976487
160,413476,-229.5,230.5,546.4135158976487
161,415464,-247.5,248.5,546.4135158976487
162,417458,-248.25,249.25,546.4135158976487
163,419769,-288.0,288.875,546.4135158976487
164,421565,-223.5,224.5,546.4135158976487
165,423813,-280.0,281.0,546.4135158976487
166,425818,-249.625,250.625,546.4135158976487
167,427589,-220.375,221.375,546.4135158976487
168,429865,-283.5,284.5,546.4135158976487
169,432156,-285.5,286.375,546.4135158976487
170,434437,-284.125,285.125,546.4135158976487
171,436607,-270.25,271.25,546.4135158976487
172,439101,-310.75,311.75,546.4135158976487
173,441272,-270.375,271.375,546.4135158976487
174,443505,-278.125,279.125,546.4135158976487
175,445737,-278.0,279.0,546.4135158976487
176,447561,-227.0,228.0,546.4135158976487
177,449471,-237.75,238.75,546.4135158976487
178,451522,-255.375,256.375,546.4135158976487
