environment,method,seed,update,environment_steps,deterministic_return,stochastic_return,deterministic_return_standard_deviation,stochastic_return_standard_deviation,episode_length,deterministic_termination_rate,stochastic_termination_rate,entropy,mean_min_probability,global_min_probability,barrier_value,beta,barrier_active,entropy_coefficient,entropy_bonus_active
Acrobot-v1,gpomdp_entropy_handoff,1146,0,0,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.0804336071014404,0.26797497272491455,0.23753608763217926,-1.1165953874588013,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1146,50,198634,-500.0,-498.71875,0.0,7.247844507162112,500.0,0.0,0.03125,1.0967156887054443,0.31046536564826965,0.25758886337280273,-1.1005291938781738,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1146,100,397327,-460.25,-500.0,85.21547640748621,0.0,460.46875,0.21875,0.0,1.0940766334533691,0.2946884334087372,0.24074064195156097,-1.1032488346099854,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1146,150,594800,-137.0,-486.96875,68.0056923613633,39.6040763420033,137.96875,0.96875,0.15625,1.094339370727539,0.30050426721572876,0.2306547313928604,-1.102964997291565,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1146,200,732257,-185.25,-253.8125,171.3443994585363,77.0192424636689,186.03125,0.78125,0.96875,1.0437449216842651,0.23275811970233917,0.14323681592941284,-1.1541239023208618,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1146,249,834906,-104.53125,-252.375,52.95889116310694,66.52176456837509,105.53125,1.0,1.0,1.0528490543365479,0.23831824958324432,0.14764872193336487,-1.1452257633209229,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1146,250,836978,-92.1875,-242.8125,26.522586235983123,56.86114240963711,93.1875,1.0,1.0,1.0520939826965332,0.2377016544342041,0.1473645120859146,-1.1460520029067993,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1146,251,839386,-84.3125,-246.0625,20.88437832602436,74.15847786133206,85.3125,1.0,0.96875,1.049909234046936,0.23475798964500427,0.14642246067523956,-1.1483756303787231,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1146,300,911920,-90.46875,-131.4375,38.25802414252888,18.220756508496994,91.46875,1.0,1.0,0.8832482695579529,0.14325515925884247,0.055294979363679886,-1.3421045541763306,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1146,350,961949,-95.75,-121.3125,39.98548123603641,44.02011087321706,96.75,1.0,1.0,0.74564129114151,0.0957828089594841,0.027865367010235786,-1.5499976873397827,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1146,400,1006717,-78.78125,-107.6875,8.37713622250006,23.75199482284627,79.78125,1.0,1.0,0.6417579650878906,0.07220005989074707,0.016973115503787994,-1.73043954372406,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1146,450,1050785,-84.34375,-111.40625,24.927778746326485,72.4323307668791,85.34375,1.0,0.96875,0.5811945199966431,0.06064865365624428,0.012365756556391716,-1.855756402015686,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1146,500,1091984,-87.1875,-110.125,16.7398259905397,64.83614583279618,88.1875,1.0,1.0,0.5445146560668945,0.051496557891368866,0.009543940424919128,-1.9439518451690674,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1146,550,1133067,-91.75,-95.8125,36.759023469776956,20.31118792288402,92.75,1.0,1.0,0.47664570808410645,0.04613172262907028,0.005630804225802422,-2.144958019256592,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1146,600,1172297,-85.125,-99.375,15.882126289759535,27.42467690285168,86.125,1.0,1.0,0.42340773344039917,0.0356493778526783,0.0036934532690793276,-2.3104894161224365,0.0,False,0.0,False
