seed,run_label,update,true_environment_steps,stochastic_return,deterministic_return,deterministic_episode_length,entropy,mean_min_probability,global_min_probability,reward_gradient_norm,barrier_gradient_norm,regularizer_gradient_norm,beta,on_policy_numerical_rank,on_policy_trace,on_policy_smallest_positive_eigenvalue,on_policy_largest_eigenvalue,on_policy_entropy_effective_rank,on_policy_log_pseudodeterminant,on_policy_positive_spectrum_condition_number,fixed_reference_numerical_rank,fixed_reference_trace,fixed_reference_smallest_positive_eigenvalue,fixed_reference_largest_eigenvalue,fixed_reference_entropy_effective_rank,fixed_reference_log_pseudodeterminant,fixed_reference_positive_spectrum_condition_number
512,reward_only,950,3799994,-500.0,-500.0,500.0,0.8927001357078552,0.10528513789176941,0.04547187313437462,300.3661804199219,0.6511688828468323,0.0,0.0,71,1.808939589244866,1.24070025690624e-10,1.1864440382426598,2.4220120347701912,-1084.5794220077657,9562696804.795774,146,2.417276370420909,5.061711806873483e-10,0.8669756990281142,5.645139648529143,-1749.8977967600345,1712811262.4879518
512,reward_only,1000,3999994,-500.0,-500.0,500.0,0.8933157324790955,0.0839741975069046,0.039568327367305756,375.727294921875,0.6348415613174438,0.0,0.0,57,1.856605517903451,1.9519032127947124e-10,1.4033420113411983,1.950723413620902,-857.9491222117398,7189608594.024032,146,2.546768667041681,1.0253776494698334e-09,1.0528543638663879,5.380513312661478,-1734.7962264917937,1026796677.7028553
517,logbarrier_fixed,0,0,-500.0,-500.0,500.0,1.0339415073394775,0.22360201179981232,0.17077980935573578,241.99935913085938,0.32647478580474854,178.39022827148438,546.4135158976487,53,1.5498137386072615,1.111012982056705e-10,0.97933166500387,2.1673603404963493,-814.4023317934117,8814763470.99863,146,2.084485325705337,2.0120137018125225e-10,0.8061951114890308,5.48707807237995,-1810.757984971926,4006906666.5041595
517,logbarrier_fixed,50,199916,-500.0,-500.0,500.0,1.0909438133239746,0.29315507411956787,0.20002563297748566,215.67483520507812,0.08406878262758255,45.93632888793945,546.4135158976487,52,1.5229114138402515,1.3670160938863987e-10,0.8585862042496208,2.3214271791865526,-787.2457454783556,6280732231.971592,146,2.010607841779943,1.6642002584908173e-10,0.7057980953385202,5.452870058062422,-1832.5517272631496,4241064690.006564
517,logbarrier_fixed,100,399916,-500.0,-500.0,500.0,1.0949912071228027,0.30613720417022705,0.23615993559360504,235.77020263671875,0.04910678043961525,26.832609176635742,546.4135158976487,50,1.5039268513976818,1.3509401781294864e-10,0.8455808137895652,2.191079546807489,-773.4944941554503,6259202498.221332,146,2.0033693875544314,1.8141803052664994e-10,0.7128707553740553,5.341137563386801,-1847.8005286959647,3929437186.064789
517,logbarrier_fixed,150,599916,-500.0,-500.0,500.0,1.0948666334152222,0.3053876459598541,0.244391530752182,237.47117614746094,0.06263107806444168,34.22246551513672,546.4135158976487,51,1.428257456595807,1.322903911506281e-10,0.8128868267114312,2.2192345658633292,-778.7371431546703,6144715573.37724,146,1.9189900726930473,3.1238807698582956e-10,0.7026563208879464,5.222916684301797,-1875.0578461228672,2249305823.9217625
517,logbarrier_fixed,200,799180,-494.15625,-500.0,500.0,1.0944747924804688,0.30024734139442444,0.2090911865234375,415.21612548828125,0.05558445677161217,30.372098922729492,546.4135158976487,51,1.3270010828217407,1.2589725861368437e-10,0.74305782935947,2.2331668422291346,-776.0965565477371,5902096976.071117,146,1.7966322901196083,3.728762615196428e-10,0.6481276034836809,5.195596685574353,-1913.886483027491,1738184138.733482
517,logbarrier_fixed,250,979527,-314.9375,-89.78125,90.78125,1.067298412322998,0.25481095910072327,0.16247357428073883,203.29335021972656,0.1930236667394638,105.47073364257812,546.4135158976487,56,1.3954547262523163,1.065790172994278e-10,0.8304398655503337,2.30650464846196,-857.0768635529869,7791776342.028555,146,1.933728416465047,1.394626516393821e-10,0.6656937944171939,5.724866155602862,-1873.33523647298,4773276476.475744
517,logbarrier_fixed,300,1089437,-222.46875,-88.0625,89.0625,1.029148817062378,0.22839581966400146,0.14202740788459778,184.50523376464844,0.31818443536758423,173.86029052734375,546.4135158976487,61,1.6811470019263703,1.0001976217258906e-10,0.9880685571370862,2.4351049393857984,-930.4796014201258,9878733319.04274,146,2.2505312224340823,2.5041846656958357e-10,0.7625502866435238,6.134158048614402,-1784.5096315584776,3045104049.5914645
517,logbarrier_fixed,350,1182829,-248.15625,-88.9375,89.9375,1.0369138717651367,0.23534438014030457,0.14178362488746643,208.54270935058594,0.23870545625686646,130.43190002441406,546.4135158976487,54,1.7240290444211543,1.052314255944841e-10,0.9943046412065144,2.2991963461110494,-812.4358095385583,9448742479.628944,146,2.266512781076026,3.4442297128407267e-10,0.7869688918412455,6.150399388151847,-1778.0912317183293,2284890839.0380573
517,logbarrier_fixed,400,1276570,-265.5,-205.25,206.0,1.0306757688522339,0.22543634474277496,0.13704469799995422,256.2371520996094,0.26155152916908264,142.91529846191406,546.4135158976487,58,1.8226575218651961,1.196642444972621e-10,1.0893160169806275,2.2748487342564965,-870.0980056087978,9103103617.601921,146,2.257323890524234,3.615621327226775e-10,0.84305904776494,6.025810538487926,-1776.0970127508804,2331712785.895022
517,logbarrier_fixed,450,1372174,-231.5,-93.0,94.0,1.047163963317871,0.2394832968711853,0.13547620177268982,287.6020202636719,0.285889208316803,156.21371459960938,546.4135158976487,61,1.7261356479807701,1.3927465141565077e-10,1.0310391019337124,2.305296011786598,-926.8343417518574,7402919996.235949,146,2.222033540196589,3.4295091541482966e-10,0.8052728929326326,6.144820832751397,-1786.2568339478707,2348070399.399819
517,logbarrier_fixed,500,1471972,-231.09375,-147.59375,148.46875,1.04385507106781,0.23305533826351166,0.14336258172988892,446.748291015625,0.236579030752182,129.26998901367188,546.4135158976487,62,1.6610578177753292,1.0974174254499464e-10,0.9231306243334537,2.3970816402770008,-951.6868087797413,8411845874.918249,146,2.2800495359280646,2.711157787095269e-10,0.7688269243972675,6.208845233457185,-1761.3250213705326,2835788193.7258534
517,logbarrier_fixed,550,1567916,-232.0625,-109.0625,110.0625,1.0381308794021606,0.2292643040418625,0.14467893540859222,203.28207397460938,0.25334432721138,138.43080139160156,546.4135158976487,60,1.6329760474018358,1.065411250926631e-10,0.9669270529096297,2.330005529352695,-915.1583849523129,9075622695.636585,146,2.2554587060615887,1.5028795420978073e-10,0.7503955647968094,6.312278248386845,-1763.619096312977,4993051963.09588
517,logbarrier_fixed,600,1666611,-235.0,-83.75,84.75,1.045366644859314,0.24220184981822968,0.14298884570598602,207.8502655029297,0.2447541207075119,133.73695373535156,546.4135158976487,60,1.5620487536550205,1.3569848139668106e-10,0.9670081552209221,2.290511765010731,-902.1073052164845,7126153109.953472,145,2.141433315378074,2.5975370055447395e-10,0.734631486565143,6.380037797924317,-1756.8521382455738,2828184872.8121605
517,logbarrier_fixed,650,1760488,-211.5625,-85.71875,86.71875,1.0318583250045776,0.23115268349647522,0.13072113692760468,210.03118896484375,0.2833543121814728,154.82861328125,546.4135158976487,64,1.6350834837776886,1.1968321889702953e-10,0.9991281095893906,2.382222558682411,-965.7849816113969,8348105263.18647,145,2.21595374771001,2.274689772078136e-10,0.7512114767081887,6.274611662152823,-1749.5403060012713,3302478808.0085692
517,logbarrier_fixed,700,1854976,-240.09375,-81.875,82.875,1.0443347692489624,0.2434922605752945,0.14408215880393982,342.9710693359375,0.23270465433597565,127.15296173095703,546.4135158976487,59,1.5805275697194245,1.1417598325530122e-10,0.9778250145410975,2.329264041022705,-896.3229881177101,8564191756.11257,145,2.134524603129739,1.6776392725353098e-10,0.760551114056835,6.219772310238721,-1775.0802287646088,4533460360.0895815
517,logbarrier_fixed,750,1953538,-259.125,-86.625,87.625,1.0458077192306519,0.24579645693302155,0.1498839259147644,216.05149841308594,0.24412691593170166,133.39425659179688,546.4135158976487,61,1.553201816230037,1.2106057914404412e-10,0.9519217072404136,2.298851037063458,-935.9932703617138,7863184811.8599205,145,2.1211067929664655,1.4175757713135352e-10,0.7470384981306218,6.156712284747919,-1767.3192571544196,5269831167.038154
517,logbarrier_fixed,800,2045777,-233.15625,-81.5625,82.5625,1.0382364988327026,0.23893436789512634,0.1320769339799881,422.3158264160156,0.25958773493766785,141.8422088623047,546.4135158976487,62,1.6228851372963142,1.0385553191512002e-10,1.037938499475883,2.2831885881392475,-946.4542179404027,9994060791.332508,144,2.1285026911071236,1.5324788997810623e-10,0.7744474677320019,6.193824396558371,-1741.5149879233716,5053560397.096778
517,logbarrier_fixed,850,2136123,-229.34375,-81.0625,82.0625,1.0498040914535522,0.24099282920360565,0.14271175861358643,180.7169647216797,0.24466930329799652,133.69056701660156,546.4135158976487,64,1.600222343415088,1.0564290467871246e-10,0.9295544755800467,2.430965081031718,-973.675825136517,8799024207.135004,146,2.1575269461569446,1.3000256094846547e-10,0.7500136635436544,6.321916809676121,-1759.3107262965855,5769222222.021984
517,logbarrier_fixed,900,2238211,-242.625,-84.65625,85.65625,1.0549670457839966,0.2468356043100357,0.1455986201763153,195.50132751464844,0.21789389848709106,119.06014251708984,546.4135158976487,62,1.580805982784795,1.1609475981918056e-10,0.9288111352271352,2.3613743825206837,-941.0443133114816,8000457011.787383,146,2.12201006645575,2.171866899465269e-10,0.7343614020030751,6.341742765727321,-1759.2884449259002,3381244965.719956
517,logbarrier_fixed,950,2336119,-244.40625,-86.75,87.75,1.0546847581863403,0.2459149956703186,0.1500764638185501,259.7821960449219,0.2169666290283203,118.55351257324219,546.4135158976487,54,1.5084422124835362,1.289297619983094e-10,0.932669028123326,2.1915263298755328,-825.1597556671152,7233931201.513858,146,2.085049646277116,1.374355419842317e-10,0.7428436806719391,6.195692641793232,-1787.4344879245089,5405033297.4069195
517,logbarrier_fixed,1000,2430264,-258.875,-82.59375,83.59375,1.0517810583114624,0.24470734596252441,0.13922476768493652,237.2764129638672,0.22579193115234375,123.37578582763672,546.4135158976487,64,1.5950691636532064,1.0328814064770173e-10,0.9522315211699526,2.4420549966761858,-972.8145152382667,9219175746.59275,146,2.159195795348258,2.049795266839437e-10,0.7428718326936286,6.395292450045824,-1762.6672636528695,3624126978.491158
517,logbarrier_handoff_h25,0,0,-500.0,-500.0,500.0,1.0339415073394775,0.22360201179981232,0.17077980935573578,241.99935913085938,0.32647478580474854,178.39022827148438,546.4135158976487,53,1.5498137386072615,1.111012982056705e-10,0.97933166500387,2.1673603404963493,-814.4023317934117,8814763470.99863,146,2.084485325705337,2.0120137018125225e-10,0.8061951114890308,5.48707807237995,-1810.757984971926,4006906666.5041595
517,logbarrier_handoff_h25,50,199916,-500.0,-500.0,500.0,1.0909438133239746,0.29315507411956787,0.20002563297748566,215.67483520507812,0.08406878262758255,45.93632888793945,546.4135158976487,52,1.5229114138402515,1.3670160938863987e-10,0.8585862042496208,2.3214271791865526,-787.2457454783556,6280732231.971592,146,2.010607841779943,1.6642002584908173e-10,0.7057980953385202,5.452870058062422,-1832.5517272631496,4241064690.006564
517,logbarrier_handoff_h25,100,399916,-500.0,-500.0,500.0,1.0949912071228027,0.30613720417022705,0.23615993559360504,235.77020263671875,0.04910678043961525,26.832609176635742,546.4135158976487,50,1.5039268513976818,1.3509401781294864e-10,0.8455808137895652,2.191079546807489,-773.4944941554503,6259202498.221332,146,2.0033693875544314,1.8141803052664994e-10,0.7128707553740553,5.341137563386801,-1847.8005286959647,3929437186.064789
517,logbarrier_handoff_h25,150,599916,-500.0,-500.0,500.0,1.0948666334152222,0.3053876459598541,0.244391530752182,237.47117614746094,0.06263107806444168,34.22246551513672,546.4135158976487,51,1.428257456595807,1.322903911506281e-10,0.8128868267114312,2.2192345658633292,-778.7371431546703,6144715573.37724,146,1.9189900726930473,3.1238807698582956e-10,0.7026563208879464,5.222916684301797,-1875.0578461228672,2249305823.9217625
517,logbarrier_handoff_h25,200,799180,-494.15625,-500.0,500.0,1.0944747924804688,0.30024734139442444,0.2090911865234375,415.21612548828125,0.05558445677161217,30.372098922729492,546.4135158976487,51,1.3270010828217407,1.2589725861368437e-10,0.74305782935947,2.2331668422291346,-776.0965565477371,5902096976.071117,146,1.7966322901196083,3.728762615196428e-10,0.6481276034836809,5.195596685574353,-1913.886483027491,1738184138.733482
517,logbarrier_handoff_h25,249,976916,-361.5625,-100.1875,101.1875,1.0685166120529175,0.2553226053714752,0.1622006744146347,164.4842071533203,0.22476011514663696,122.81197357177734,546.4135158976487,55,1.396904586286043,1.1908811519232268e-10,0.8288539474123501,2.3060204280315975,-839.8094808174294,6960005589.758333,146,1.9354632003443097,1.4089268954809562e-10,0.6658612585797326,5.713912392974754,-1874.2195504587305,4726017089.427708
517,logbarrier_handoff_h25,250,979527,-314.9375,-89.78125,90.78125,1.067298412322998,0.25481095910072327,0.16247357428073883,203.29335021972656,0.1930236667394638,0.0,0.0,56,1.3954547262523163,1.065790172994278e-10,0.8304398655503337,2.30650464846196,-857.0768635529869,7791776342.028555,146,1.933728416465047,1.394626516393821e-10,0.6656937944171939,5.724866155602862,-1873.33523647298,4773276476.475744
517,logbarrier_handoff_h25,251,981848,-308.53125,-91.21875,92.21875,1.0673681497573853,0.2548890709877014,0.16278904676437378,381.2402648925781,0.19705526530742645,0.0,0.0,58,1.40319932628361,1.0594656142531591e-10,0.8176191808375849,2.393930481799333,-880.0978041115084,7717279068.221038,146,1.9330327224130948,1.3798758522832465e-10,0.6657826657451263,5.73476374409747,-1872.3640158127814,4824946132.968935
517,logbarrier_handoff_h25,300,1068338,-161.15625,-80.78125,81.78125,0.8950000405311584,0.1563890278339386,0.08531812578439713,131.32675170898438,0.5736432671546936,0.0,0.0,67,2.2622522903202955,1.860638122137836e-10,1.551504355780631,2.5109365345238803,-978.5087831915855,8338560504.167159,146,2.4167948574943763,1.650068700981908e-10,0.7990606345266987,6.384830829867392,-1761.530657920611,4842590093.680347
517,logbarrier_handoff_h25,350,1124224,-124.625,-93.375,94.375,0.8148305416107178,0.12501531839370728,0.05366552621126175,205.04368591308594,0.7582111954689026,0.0,0.0,64,2.8213651881696395,2.345183648628351e-10,2.0676340976768843,2.299121976374163,-928.8362443509184,8816512510.166103,146,2.573350081749565,1.1239928761873926e-10,0.8543800752719939,6.46071561717805,-1748.019225240444,7601294397.612813
517,logbarrier_handoff_h25,400,1175543,-126.46875,-84.28125,85.28125,0.7853612899780273,0.11576614528894424,0.04435260221362114,174.770751953125,0.7946012616157532,0.0,0.0,71,3.0653840766631606,2.656133501354208e-10,2.2201019600444716,2.396430667347459,-1015.2976777933823,8358397493.622105,146,2.6504191317031576,2.563525099575776e-10,0.9099673867644493,6.564842222733741,-1731.9302170344226,3549672234.202173
517,logbarrier_handoff_h25,450,1223914,-102.21875,-81.9375,82.9375,0.6465826630592346,0.0803118646144867,0.022141965106129646,99.26387023925781,1.022058129310608,0.0,0.0,74,4.104530326934344,3.4158738676677154e-10,3.135640573979271,2.299253521454509,-1045.177110409909,9179614632.902761,146,2.7679772782936647,2.16503728946205e-10,1.0690655722392124,6.451132007774551,-1733.2361647661414,4937862167.283246
517,logbarrier_handoff_h25,500,1265885,-102.5625,-85.78125,86.78125,0.5227170586585999,0.05695508420467377,0.011707764118909836,70.1908950805664,1.178452968597412,0.0,0.0,74,4.799018796730939,4.2526916509718563e-10,3.827810016104992,2.122055181647844,-1023.3471132102267,9000911258.7089,146,2.8726119961239727,1.6933532948998294e-10,1.253029137004211,6.135337222477877,-1752.476666357713,7399691138.158705
517,logbarrier_handoff_h25,550,1306429,-93.1875,-81.28125,82.28125,0.4966481626033783,0.0528867244720459,0.009589745663106441,103.71033477783203,1.2270450592041016,0.0,0.0,75,5.14220145158275,4.927004791162038e-10,4.168432273769048,2.0714419309857433,-1037.717311202897,8460377958.727172,146,2.8947235563316496,1.7203001693654437e-10,1.318383526100642,5.974365943638842,-1758.1356035750205,7663683057.05013
517,logbarrier_handoff_h25,600,1345648,-94.625,-83.0625,84.0625,0.4759661555290222,0.05010543391108513,0.00814227107912302,130.3428192138672,1.2631222009658813,0.0,0.0,75,4.883961535812561,4.5010935712852476e-10,4.01050454594028,2.013770397432451,-1041.6785809175483,8910067036.87592,146,2.8894538208806333,1.590219303386876e-10,1.3416072177253249,5.922461742773094,-1766.2071241851527,8436617609.080377
517,logbarrier_handoff_h25,650,1384683,-95.59375,-97.40625,98.375,0.4244500994682312,0.04374001920223236,0.006259869318455458,92.30512237548828,1.2981436252593994,0.0,0.0,80,6.477754191139647,6.937806602342534e-10,5.482728727065174,1.9032872591601389,-1089.981384132533,7902683140.827166,145,2.941625137419178,1.515272901758003e-10,1.4837383362218004,5.478277874996081,-1768.573534191134,9791888540.34401
517,logbarrier_handoff_h25,700,1421411,-90.1875,-81.8125,82.8125,0.4072982668876648,0.041916247457265854,0.00493622524663806,66.75463104248047,1.3426969051361084,0.0,0.0,73,6.8601107645223625,6.271580532459753e-10,5.926103565136223,1.7824578088588983,-989.8987709919451,9449138912.375519,144,3.0251033644794965,2.499037109153195e-10,1.561194410447496,5.405584970253924,-1746.0695960965,6247183784.223639
517,logbarrier_handoff_h25,750,1457906,-89.71875,-81.125,82.125,0.3692600429058075,0.03758053854107857,0.0038692201487720013,132.70423889160156,1.3940149545669556,0.0,0.0,75,6.20456975217448,5.324723455079669e-10,5.236811006693645,1.902743913039419,-1021.5052859261314,9834897625.899881,144,2.9401962635350545,2.763472758350217e-10,1.580397035595866,5.1365275843989675,-1770.0285202580312,5718880458.728883
517,logbarrier_handoff_h25,800,1494441,-81.03125,-83.84375,84.84375,0.3577795624732971,0.03565691411495209,0.003212430514395237,86.58362579345703,1.465457558631897,0.0,0.0,79,6.40397067331025,6.361326929041869e-10,5.4171569627908704,1.9012537777937117,-1083.3301042432884,8515765693.568578,144,2.92880268575269,2.6983779743374757e-10,1.5837082213169662,5.055090463805068,-1778.185225152559,5869111875.276884
517,logbarrier_handoff_h25,850,1531690,-92.3125,-84.09375,85.09375,0.32759955525398254,0.03217899426817894,0.0026866241823881865,159.56117248535156,1.424057960510254,0.0,0.0,78,7.217681254093489,6.755239898572133e-10,6.240904331921187,1.7963594389743072,-1054.6903343274448,9238612433.646269,144,3.2292466718098165,3.038728619484152e-10,1.7906310480738352,4.87625190598376,-1773.9465928301593,5892698138.926959
517,logbarrier_handoff_h25,900,1568024,-93.125,-85.90625,86.90625,0.2980768084526062,0.028231337666511536,0.0021488391794264317,210.9844207763672,1.4568867683410645,0.0,0.0,81,6.581259388982826,5.699284352402594e-10,5.607845106268215,1.8754624419465866,-1111.5143147649203,9839560126.358965,144,3.3324705511744783,3.003371581481228e-10,1.877995127762223,4.808031282006056,-1784.3600847253683,6252956308.643027
517,logbarrier_handoff_h25,950,1603975,-88.40625,-83.90625,84.90625,0.28435784578323364,0.027191342785954475,0.001671185134910047,217.3028106689453,1.5985958576202393,0.0,0.0,66,5.569767658554627,5.561260244333645e-10,4.918555590900017,1.6727048419236552,-911.7610630643253,8844318328.586622,144,3.289893129484978,3.048628585246863e-10,1.8729741764821113,4.710851063080881,-1803.2494430112515,6143661400.886744
517,logbarrier_handoff_h25,1000,1640209,-82.34375,-89.6875,90.6875,0.2598455250263214,0.023549648001790047,0.0012954419944435358,64.70862579345703,1.542665719985962,0.0,0.0,75,4.8343159327750325,4.1517066513486595e-10,4.083109248478087,1.8999546791781974,-1047.509528220965,9834773001.487741,144,3.369445071755149,3.0736098609698915e-10,1.8948219864774465,4.675036767179295,-1817.0396782472874,6164809693.44472
517,reward_only,0,0,-500.0,-500.0,500.0,1.0339415073394775,0.22360201179981232,0.17077980935573578,241.99935913085938,0.32647478580474854,0.0,0.0,53,1.5498137386072615,1.111012982056705e-10,0.97933166500387,2.1673603404963493,-814.4023317934117,8814763470.99863,146,2.084485325705337,2.0120137018125225e-10,0.8061951114890308,5.48707807237995,-1810.757984971926,4006906666.5041595
517,reward_only,50,200000,-500.0,-500.0,500.0,1.0167548656463623,0.2025962620973587,0.13422121107578278,187.54537963867188,0.3789967894554138,0.0,0.0,56,1.6167237730459403,1.0986754803429364e-10,1.0374846293292626,2.265665021281071,-862.7506384926376,9443048906.538136,146,2.179532756809139,2.9998332542187706e-10,0.8167779431739651,5.707074426652879,-1771.7556866490495,2722744479.298313
517,reward_only,100,400000,-500.0,-500.0,500.0,1.0133839845657349,0.1847928762435913,0.12905675172805786,324.0780944824219,0.38070496916770935,0.0,0.0,52,1.5578248239167236,1.278389876438311e-10,1.0115627878118887,2.135517235697815,-799.4085115195905,7912787847.086036,146,2.1112441882025275,2.154724849433367e-10,0.8116340309393256,5.618014160620187,-1780.1657533177495,3766764146.952512
517,reward_only,150,600000,-500.0,-500.0,500.0,0.9209682941436768,0.1551380455493927,0.09482323378324509,300.3306884765625,0.6368541121482849,0.0,0.0,55,1.7009848319720529,1.290919393957265e-10,1.1889901204555213,2.0615921625399296,-841.902065464409,9210413338.130405,146,2.3128598030544145,4.947537210459756e-10,0.9227098375189974,5.6222162768494774,-1745.337806183754,1864988171.4244924
517,reward_only,200,800000,-500.0,-500.0,500.0,0.9383152723312378,0.1670026034116745,0.10172051191329956,247.75453186035156,0.5957926511764526,0.0,0.0,58,1.6914059400185504,1.2536705744897534e-10,1.16961894042034,2.1182298008204983,-884.9802378199736,9329555660.157194,146,2.275746104307022,4.35747030772284e-10,0.8953597578153394,5.645788271628802,-1752.8650779785767,2054769613.0676408
517,reward_only,250,1000000,-500.0,-500.0,500.0,0.9854681491851807,0.21452228724956512,0.12902741134166718,145.77430725097656,0.4827384948730469,0.0,0.0,59,1.7996896247504786,1.3280157523768433e-10,1.2083407402255528,2.181176579572987,-896.8377198634802,9098843429.100147,146,2.3659707035906945,8.760764345002944e-10,0.854542276375538,6.0437105945867415,-1713.2055809979747,975419772.4345374
517,reward_only,300,1200000,-500.0,-500.0,500.0,0.9232908487319946,0.17952123284339905,0.1105438768863678,349.2795715332031,0.6494561433792114,0.0,0.0,62,1.9276345728983901,1.5587016492713465e-10,1.314292282244255,2.2475974177670017,-937.9608174299974,8431968252.928027,146,2.534188305864462,1.3699236379603375e-09,0.9109280682836066,6.22793418077705,-1690.881642926413,664948062.0977358
517,reward_only,350,1400000,-500.0,-500.0,500.0,1.0162789821624756,0.18346232175827026,0.12249922007322311,430.16912841796875,0.3957638442516327,0.0,0.0,55,1.9608798452289184,1.238177073558268e-10,1.2270192883159392,2.166734531247563,-847.8467543206979,9909885383.273462,146,2.6327552677855888,2.1196148165157046e-09,0.9691731764684488,6.056508372699614,-1694.6166614357637,457240234.83738846
517,reward_only,400,1600000,-500.0,-500.0,500.0,1.044783115386963,0.1951996386051178,0.12326163798570633,187.21218872070312,0.2939031422138214,0.0,0.0,56,2.104867073813772,1.3766577023280283e-10,1.3189821361774943,2.1633282956504694,-846.9799547050619,9581046428.222496,146,2.831152694585713,2.1513661076809074e-09,1.0693069617627797,5.975745287006136,-1676.9685420561318,497036258.9357015
517,reward_only,450,1800000,-500.0,-500.0,500.0,1.0136398077011108,0.1833856999874115,0.09298758953809738,185.96629333496094,0.4347038269042969,0.0,0.0,57,2.3775175520466334,1.6286751888226048e-10,1.5533423198018745,2.1328913405197074,-859.1915865629741,9537459221.226366,146,3.2810128239328415,1.5798360497886504e-09,1.2165001780004736,6.2032884059476,-1641.7778563217475,770016723.0411133
517,reward_only,500,2000000,-500.0,-500.0,500.0,1.000563144683838,0.16057530045509338,0.06797796487808228,239.2252197265625,0.4244996905326843,0.0,0.0,60,2.4083461699863626,1.6607975252196216e-10,1.583766109119474,2.2250871591812538,-897.6937074725972,9536178161.81439,146,3.1813757912303933,2.211262437406229e-09,1.1814431232557427,6.214298627356272,-1646.9769317751698,534284444.6096386
517,reward_only,550,2200000,-500.0,-500.0,500.0,0.9924625158309937,0.14997030794620514,0.058441370725631714,351.59588623046875,0.4253004789352417,0.0,0.0,60,2.3107761273186647,1.6202769879903076e-10,1.4183437591602637,2.288097415499456,-901.4907724063135,8753711678.146404,146,3.1627721083362075,2.8776037038324113e-09,1.1670771506955273,6.1345218709957,-1641.1525974586334,405572577.32925713
517,reward_only,600,2400000,-500.0,-500.0,500.0,1.0327651500701904,0.19252848625183105,0.07117906957864761,112.04407501220703,0.29083016514778137,0.0,0.0,62,2.161391778372684,1.4232030112105247e-10,1.1457810259701058,2.4347063018965764,-932.8786190602393,8050720922.769452,146,2.8720000684410714,2.5046140946182965e-09,0.9472939381083442,6.317591318185931,-1653.1800726324936,378219518.98450524
517,reward_only,650,2600000,-500.0,-500.0,500.0,1.0623583793640137,0.23310215771198273,0.09961949288845062,432.5778503417969,0.19829152524471283,0.0,0.0,69,2.0042272121619096,1.1892273625292512e-10,1.046204106231218,2.5866049226240238,-1036.5865898477064,8797343041.335249,146,2.6433307790465514,1.8582486240160172e-09,0.771064842920918,6.4631043392674155,-1666.4596888957278,414941699.91876817
517,reward_only,700,2800000,-500.0,-500.0,500.0,1.04369056224823,0.2127334326505661,0.11785481125116348,336.24981689453125,0.2689855098724365,0.0,0.0,57,1.6927080332031617,1.1349153031540749e-10,0.8781643520569776,2.360567787904737,-878.6500264322633,7737708264.36516,146,2.326095315764339,1.4946372098080528e-09,0.7555681676143446,6.165209794523492,-1739.2933186171672,505519441.5448667
517,reward_only,750,3000000,-500.0,-500.0,500.0,1.0244450569152832,0.1942276507616043,0.11286819726228714,362.70208740234375,0.3207773268222809,0.0,0.0,55,1.6890192590565862,1.100806352818298e-10,0.9414879102076691,2.2477192929678047,-852.8223320053775,8552711453.719904,146,2.329198345364434,1.6544819868617394e-09,0.8093425279144627,5.98487330453202,-1751.0375170160696,489181831.1359453
517,reward_only,800,3200000,-500.0,-500.0,500.0,1.0187034606933594,0.19879549741744995,0.13136063516139984,243.96139526367188,0.34413403272628784,0.0,0.0,58,1.5825962156097888,1.180571277306416e-10,0.9171620448540572,2.2806088925389885,-895.636583031148,7768798567.983529,146,2.1174722762503246,9.408358527161348e-10,0.772929745895708,5.761286636242324,-1784.1690290956933,821535173.9246626
517,reward_only,850,3400000,-500.0,-500.0,500.0,1.0132761001586914,0.18815526366233826,0.11330625414848328,158.51771545410156,0.34360989928245544,0.0,0.0,58,1.6356568568874559,1.0593804306345331e-10,0.9379730202033498,2.2875924475571168,-900.4337335818606,8853977221.776087,146,2.2330335563939663,1.289130260454293e-09,0.7949852104526852,5.838763289465097,-1759.2284325154799,616683383.2389679
517,reward_only,900,3600000,-500.0,-500.0,500.0,1.0283198356628418,0.20885270833969116,0.14833304286003113,228.31459045410156,0.3043808043003082,0.0,0.0,57,1.4867062069497061,1.0494481963664426e-10,0.8516494293675466,2.2804115648113044,-884.8733052556056,8115211711.414202,146,2.0124386903004705,8.533315142065218e-10,0.7349714331176633,5.701755009532422,-1792.8014902937805,861296484.2873327
517,reward_only,950,3800000,-500.0,-500.0,500.0,1.027334451675415,0.20899459719657898,0.13880974054336548,234.9453582763672,0.296491801738739,0.0,0.0,51,1.4476372597187532,1.1050476354124381e-10,0.7906978758952673,2.2067615636371936,-784.4714298915712,7155328427.087708,146,1.994443098044719,8.996086751891639e-10,0.678720471735906,5.86667037533472,-1785.6725498475178,754461901.5520154
517,reward_only,1000,4000000,-500.0,-500.0,500.0,1.0384364128112793,0.21284052729606628,0.12972603738307953,225.16598510742188,0.26285475492477417,0.0,0.0,59,1.5348781105822675,1.1308501278956844e-10,0.7778111632230154,2.4357279646509946,-906.1774421762284,6878110052.21697,146,2.1198775439316475,1.4519013927128676e-09,0.6937910400756117,5.980792418159115,-1779.4632119183834,477849972.15221894
