seed,run_label,update,true_environment_steps,stochastic_return,deterministic_return,deterministic_episode_length,entropy,mean_min_probability,global_min_probability,reward_gradient_norm,barrier_gradient_norm,regularizer_gradient_norm,beta,on_policy_numerical_rank,on_policy_trace,on_policy_smallest_positive_eigenvalue,on_policy_largest_eigenvalue,on_policy_entropy_effective_rank,on_policy_log_pseudodeterminant,on_policy_positive_spectrum_condition_number,fixed_reference_numerical_rank,fixed_reference_trace,fixed_reference_smallest_positive_eigenvalue,fixed_reference_largest_eigenvalue,fixed_reference_entropy_effective_rank,fixed_reference_log_pseudodeterminant,fixed_reference_positive_spectrum_condition_number
512,reward_only,100,399994,-500.0,-500.0,500.0,1.0251109600067139,0.166875958442688,0.12535470724105835,255.95018005371094,0.33913686871528625,0.0,0.0,53,1.9197083706838811,1.6898801990823728e-10,1.2630683575378239,2.0355221326015593,-809.3786777538666,7474307103.093383,146,2.0815704621025297,5.119739351216153e-10,1.0014698856777842,4.444258794904008,-1809.576698900719,1956095451.304358
512,reward_only,150,599994,-500.0,-217.40625,218.40625,1.0218100547790527,0.16500984132289886,0.11070933192968369,292.59588623046875,0.3315020799636841,0.0,0.0,55,1.8734339084980351,1.4573482382503418e-10,1.2237508827400847,2.0639782663414503,-840.2250708639186,8397106817.854951,146,2.1023469506164405,5.397437895955779e-10,0.9635169112560689,4.6904444855797305,-1791.8675698117215,1785137559.3927963
512,reward_only,200,799994,-500.0,-500.0,500.0,1.017283320426941,0.16223624348640442,0.11140111088752747,206.6467742919922,0.3691211938858032,0.0,0.0,53,1.8367399772229165,1.2729940003800368e-10,1.2075848291233708,2.0343355629783906,-811.2777341110854,9486178479.732513,146,2.0592810984912497,3.9937848748734274e-10,0.9595062042435236,4.631405005853727,-1805.9534644824164,2402498467.7571864
512,reward_only,250,999994,-500.0,-500.0,500.0,1.016646146774292,0.16054968535900116,0.10504935681819916,250.99072265625,0.3709157705307007,0.0,0.0,53,1.839041796992911,1.4073409419079346e-10,1.2047737182444904,2.030556418103479,-814.7237242197858,8560638594.164514,146,2.0732427544570253,2.111557093079911e-10,0.936461368102637,4.708227644020906,-1810.8279881555015,4434932738.364736
512,reward_only,300,1199994,-500.0,-500.0,500.0,1.0050010681152344,0.16026322543621063,0.09711174666881561,368.8851013183594,0.405558705329895,0.0,0.0,55,1.845471427565767,1.2524002339158238e-10,1.180095745765138,2.097658401416905,-841.9449427472407,9422672671.30241,146,2.1337256709502554,6.489771394573166e-10,0.8954563155777745,5.0076298547677585,-1785.772277691024,1379796392.0987525
512,reward_only,350,1399994,-500.0,-500.0,500.0,0.9597377181053162,0.12729935348033905,0.07998067885637283,366.57891845703125,0.511908769607544,0.0,0.0,53,1.88300067242991,2.070505294453529e-10,1.3061692919234673,1.993479930799305,-801.3584478699913,6308456662.354037,146,2.238954713275462,5.367130841082972e-10,0.9588415931288738,5.104607962528724,-1766.4681783639649,1786506834.87977
512,reward_only,400,1599994,-500.0,-500.0,500.0,0.9501187801361084,0.13411764800548553,0.08605730533599854,262.62701416015625,0.5554689764976501,0.0,0.0,58,1.8771214557323035,1.5835356526290195e-10,1.2947729662047294,2.027405536657382,-886.4945296984621,8176468676.62954,146,2.218217752230745,4.841847419263752e-10,0.9340757416989317,5.1956997306869965,-1759.361651463536,1929172195.68428
512,reward_only,450,1799994,-500.0,-500.0,500.0,0.8786339163780212,0.10779031366109848,0.07276315242052078,299.9945373535156,0.7219565510749817,0.0,0.0,54,1.891727725344168,1.6087832941588426e-10,1.3713254260302974,1.9340886293985613,-825.3931150161725,8523990962.669085,146,2.3119134844962623,7.052187609193178e-10,0.982977705203287,5.2745817575147536,-1741.1473992842057,1393862103.0471237
512,reward_only,500,1999994,-500.0,-500.0,500.0,0.9428256750106812,0.1405017077922821,0.07970056682825089,192.56333923339844,0.5650382041931152,0.0,0.0,65,1.8729323083864156,1.4765268445937057e-10,1.229359243109587,2.2276200947179032,-990.8803133190419,8326020265.807416,146,2.24415816233147,8.308182071629788e-10,0.8634306071409967,5.3860469402458495,-1753.8552315376878,1039253352.5347025
512,reward_only,550,2199994,-500.0,-500.0,500.0,0.9132145643234253,0.13060928881168365,0.07414502650499344,210.14859008789062,0.633928656578064,0.0,0.0,61,1.8943286230025267,1.8397893404608563e-10,1.3094732420333302,2.109955163205949,-924.4702218071177,7117517278.936483,146,2.2995462251177687,1.4549279343475146e-09,0.851346572156969,5.587191748464254,-1734.5375957685615,585146901.1341574
512,reward_only,600,2399994,-500.0,-500.0,500.0,0.9623026847839355,0.16993843019008636,0.08290696144104004,364.2742004394531,0.5400888919830322,0.0,0.0,60,1.9708734802062207,1.5454709105634664e-10,1.2994939429015824,2.255793800737227,-905.4681697664702,8408401180.63301,146,2.3327694218892545,1.333800347715205e-09,0.7537274198828819,5.733034544267825,-1724.1829611395779,565097633.3707021
512,reward_only,650,2599994,-500.0,-500.0,500.0,0.9485894441604614,0.14804840087890625,0.07850237190723419,320.07049560546875,0.5490266680717468,0.0,0.0,63,1.8120635856678082,1.177575378620255e-10,1.1723545814804692,2.2181516583967857,-971.1690725090252,9955664858.194447,146,2.249922481897792,1.2000092143328515e-09,0.8089880856029613,5.6540546155212095,-1732.4387781670887,674151561.4550681
512,reward_only,700,2799994,-500.0,-500.0,500.0,0.9475795030593872,0.15502777695655823,0.07840219140052795,376.3554992675781,0.5511472225189209,0.0,0.0,70,1.870631304658067,1.3912638690007798e-10,1.2190921977150453,2.352228919250794,-1072.7553997601012,8762480108.037378,146,2.2855262445022153,1.2546910083533048e-09,0.7728103344921733,5.7843098245989495,-1723.7726101945598,615936775.9448866
512,reward_only,750,2999994,-500.0,-500.0,500.0,0.8926203846931458,0.1256411373615265,0.06576863676309586,179.50965881347656,0.684592604637146,0.0,0.0,64,1.8319991112850404,1.4017663166372334e-10,1.2839434655524888,2.127027474857205,-976.9787972763744,9159468666.87883,146,2.331314154715601,1.45869356816976e-09,0.801191657735382,5.869839554080202,-1713.7522830970952,549252889.8585923
512,reward_only,800,3199994,-500.0,-500.0,500.0,1.022937297821045,0.18512393534183502,0.08751137554645538,91.82587432861328,0.3373090624809265,0.0,0.0,70,1.7467539940399397,1.3892014579857513e-10,1.0018839038717036,2.558260238610412,-1073.1007188775961,7211941062.345038,146,2.20953880088849,1.2949388168456861e-09,0.7326093590855984,5.659327903649709,-1736.7741870272457,565748241.9672506
512,reward_only,850,3399994,-500.0,-500.0,500.0,1.0231016874313354,0.1907380074262619,0.07976442575454712,234.91827392578125,0.3343242108821869,0.0,0.0,67,1.7760540082497467,1.0721418102869972e-10,1.0202839163960247,2.469867151526953,-1032.7492817549773,9516314974.442692,146,2.2698182150470747,1.2823994610473038e-09,0.7086489156300589,5.624045014547846,-1747.4387868558827,552596080.3596431
512,reward_only,900,3599994,-500.0,-500.0,500.0,0.9864972829818726,0.15878154337406158,0.06730226427316666,261.3722229003906,0.43586793541908264,0.0,0.0,66,1.7636573225785832,1.1524388151438834e-10,1.0826691635388321,2.438209989155495,-1014.8018995185032,9394591272.974953,146,2.3208000742744193,1.1680701616884969e-09,0.7511858778029165,5.608569011088878,-1749.473414838837,643099963.0339364
