Device       : cpu

========== GPOMDP LOSS ==========
states shape  = (128, 113, 11)
actions shape = (128, 113, 3)
rewards shape = (128, 113)
returns shape = (128, 113)
mask shape    = (128, 113)
log_probs shape = (128, 113)
valid steps = 4915
objective = -0.221906
loss = 0.221906
========== END GPOMDP DEBUG ==========


========== NPG PRECONDITIONING ==========
Fisher condition number  : 5.314e+02
||nat_g|| / ||g||        : 1.712
========== END NPG DEBUG ==========

/workplace/adelella/adelella/MCIBConceptDrift/vanilla-policy-gradient/vpg/train.py:127: UserWarning: Converting a tensor with requires_grad=True to a scalar may lead to unexpected behavior.
Consider using tensor.detach() first. (Triggered internally at /pytorch/torch/csrc/autograd/generated/python_variable_methods.cpp:838.)
  return float(torch.cat(grads).norm())
Iteration 0000 | train reward: 19.03 | best: 19.03 | KL: 1.916e-04 | std: 0.6066 | rollout: 1.183s | update: 0.259s | total: 1.443s | samples/s: 3407
Iteration 0001 | train reward: 22.64 | best: 22.64 | KL: 2.602e-04 | std: 0.6071 | rollout: 1.529s | update: 0.054s | total: 1.582s | samples/s: 3358
Iteration 0002 | train reward: 22.79 | best: 22.79 | KL: 2.048e-04 | std: 0.6074 | rollout: 1.569s | update: 0.055s | total: 1.624s | samples/s: 3343
Iteration 0003 | train reward: 25.45 | best: 25.45 | KL: 2.449e-04 | std: 0.6078 | rollout: 1.360s | update: 0.041s | total: 1.401s | samples/s: 4001
Iteration 0004 | train reward: 33.71 | best: 33.71 | KL: 1.845e-04 | std: 0.6077 | rollout: 1.791s | update: 0.063s | total: 1.854s | samples/s: 3499
Iteration 0005 | train reward: 28.01 | best: 33.71 | KL: 1.784e-04 | std: 0.6078 | rollout: 1.462s | update: 0.044s | total: 1.506s | samples/s: 3721
Iteration 0006 | train reward: 28.82 | best: 33.71 | KL: 1.752e-04 | std: 0.6078 | rollout: 1.778s | update: 0.047s | total: 1.824s | samples/s: 3168
Iteration 0007 | train reward: 32.47 | best: 33.71 | KL: 1.787e-04 | std: 0.6080 | rollout: 1.631s | update: 0.060s | total: 1.691s | samples/s: 3640
Iteration 0008 | train reward: 42.27 | best: 42.27 | KL: 2.282e-04 | std: 0.6078 | rollout: 2.110s | update: 0.054s | total: 2.164s | samples/s: 3098
Iteration 0009 | train reward: 42.62 | best: 42.62 | KL: 2.055e-04 | std: 0.6081 | rollout: 1.970s | update: 0.074s | total: 2.045s | samples/s: 3528
