active_beta,active_fisher_beta,environment_steps,fisher_environment_steps,fisher_logdet_condition_number,fisher_logdet_effective_rank,fisher_logdet_frobenius_norm,fisher_logdet_gradient_trajectory_count,fisher_logdet_logdet_margin,fisher_logdet_maximum_eigenvalue,fisher_logdet_minimum_eigenvalue,fisher_logdet_mu,fisher_logdet_parameter_count,fisher_logdet_rank,fisher_logdet_score_backend,fisher_logdet_separate_fisher_batch,fisher_logdet_surrogate_value,fisher_logdet_trace,fisher_logdet_trajectory_count,fisher_policy_update,gradient_environment_steps,mean_batch_return,mean_episode_length,method,reward_loss,run_id,seed,total_loss,update
0.0,4.336134880313252e-07,19488000,48000,89740049754.94392,4.004728360038258,6408.08152335842,128,-226.58748822065596,5366.885043014053,5.980479237162873e-08,0.0,68,68,vmap,True,-311300.1672683279,11164.828680656676,96,173,64000,28.269579507486405,500.0,fisher_logdet,14.173081398010254,seed_24__fisher_logdet,24,14.308065349364208,174
0.0,4.336134880313252e-07,19600000,48000,62442016543.927666,3.90027096451608,6780.873397138684,128,-226.3886378893143,5233.370046030492,8.381167578642885e-08,0.0,68,68,vmap,True,-286085.2189079067,11803.670461994083,96,174,64000,28.5541915909815,500.0,fisher_logdet,26.38492202758789,seed_24__fisher_logdet,24,26.508972437232753,175
0.0,4.336134880313252e-07,19712000,48000,80050172544.70082,3.826025189414036,7289.097272278709,128,-224.67950868865756,5785.207329655495,7.226976714416171e-08,0.0,68,68,vmap,True,-239506.27546560107,12572.572853665599,96,175,64000,28.70360888782034,500.0,fisher_logdet,-3.3784027099609375,seed_24__fisher_logdet,24,-3.274549558450907,176
0.0,4.336134880313252e-07,19824000,48000,42280892066.943756,4.1959016642959,5371.621970972,128,-225.84077434515982,3836.0958124060517,9.072882867117192e-08,0.0,68,68,vmap,True,-245156.59145460057,9743.426894220576,96,176,64000,28.6708769642776,500.0,fisher_logdet,15.03237533569336,seed_24__fisher_logdet,24,15.13867854042786,177
0.0,4.336134880313252e-07,19936000,48000,106531973809.34746,4.1166416794603125,5790.401121801654,128,-229.01849983963632,4372.812162874265,4.1046945874672045e-08,0.0,68,68,vmap,True,-316821.07467200165,10336.058311406734,96,177,64000,28.456005493933603,500.0,fisher_logdet,6.920978546142578,seed_24__fisher_logdet,24,7.058356437412938,178
0.0,4.336134880313252e-07,20048000,48000,64798684132.07866,3.486986425780421,7687.032609118155,128,-232.06849407973763,6851.324952627625,1.0573247041039632e-07,0.0,68,68,vmap,True,-255523.10977019955,12299.196005042042,96,178,64000,28.77585150339656,500.0,fisher_logdet,2.591684341430664,seed_24__fisher_logdet,24,2.7024826083307314,179
0.0,4.336134880313252e-07,20160000,48000,94187557372.57155,3.749517443069691,7027.1642161919535,128,-233.50054100632508,5970.995016209534,6.339473262471879e-08,0.0,68,68,vmap,True,-344802.12444044545,11797.137487821456,96,179,64000,28.535017551381408,500.0,fisher_logdet,-1.2700157165527344,seed_24__fisher_logdet,24,-1.1205048646935019,180
0.0,4.336134880313252e-07,20272000,48000,69939978286.4979,3.7774208316776146,7951.523789010157,128,-226.57707515000033,5833.725444386138,8.341045546924848e-08,0.0,68,68,vmap,True,-236637.19346581254,13713.873958563081,96,180,64000,28.686573478551438,500.0,fisher_logdet,-7.317802429199219,seed_24__fisher_logdet,24,-7.215193350342564,181
0.0,4.336134880313252e-07,20384000,48000,56778665792.87341,3.917789156492683,6860.70430318381,128,-226.8473722922671,5577.014066728919,9.822376043624679e-08,0.0,68,68,vmap,True,-245878.27104995982,11928.227561020227,96,181,64000,28.560033727076927,500.0,fisher_logdet,3.719867706298828,seed_24__fisher_logdet,24,3.826483841039913,182
0.0,4.336134880313252e-07,20496000,48000,54304347414.84131,4.011857670947218,6395.359262942029,128,-226.63434192020796,4929.425711410618,9.077405301925075e-08,0.0,68,68,vmap,True,-270385.58206003765,11277.458395243206,96,182,64000,27.89615218124157,500.0,fisher_logdet,8.528606414794922,seed_24__fisher_logdet,24,8.645849250145355,183
0.0,4.336134880313252e-07,20608000,48000,71097655661.72208,3.9113535003034943,6033.265997339601,128,-226.18938888458808,5190.379894186032,7.300353078984088e-08,0.0,68,68,vmap,True,-294579.7657244983,10274.400211065995,96,183,64000,28.415772511682547,500.0,fisher_logdet,-3.292926788330078,seed_24__fisher_logdet,24,-3.165193028610828,184
0.0,4.336134880313252e-07,20720000,48000,83077289121.70178,3.73023507737028,7599.185295200249,128,-220.99672238436418,6099.582426281257,7.342057607760699e-08,0.0,68,68,vmap,True,-275051.64140286786,12835.007888791544,96,184,64000,29.025210396333463,500.0,fisher_logdet,14.199138641357422,seed_24__fisher_logdet,24,14.318404742974861,185
0.0,4.336134880313252e-07,20832000,48000,53769464281.07846,4.049801916368698,6476.081467661019,128,-226.4644749543246,5020.249333528652,9.33661772653235e-08,0.0,68,68,vmap,True,-268526.66692067333,11474.862839447644,96,185,64000,28.551050845411794,500.0,fisher_logdet,22.96124267578125,seed_24__fisher_logdet,24,23.07767946045415,186
0.0,4.336134880313252e-07,20944000,48000,41335971479.33916,4.163197430024644,6214.062025553465,128,-224.50247915636083,4855.567687949376,1.1746591441249472e-07,0.0,68,68,vmap,True,-217027.99117450457,11165.821576000222,96,186,64000,28.763439112709,500.0,fisher_logdet,-17.70635986328125,seed_24__fisher_logdet,24,-17.612253599027643,187
0.0,4.336134880313252e-07,21056000,48000,85098744085.16512,3.8218293737427174,7163.13017251248,128,-225.15386481145288,5810.215362623758,6.82761587739651e-08,0.0,68,68,vmap,True,-330044.4592692858,12261.03837898963,96,187,64000,28.697852869103784,500.0,fisher_logdet,21.529552459716797,seed_24__fisher_logdet,24,21.672664188905966,188
0.0,4.336134880313252e-07,21168000,48000,95340748415.90776,3.7046684149303775,7475.097301525948,128,-228.32420045124704,6141.848386080734,6.441997244754118e-08,0.0,68,68,vmap,True,-345564.8725638692,12552.415394433834,96,188,64000,28.485698237614876,500.0,fisher_logdet,0.24739456176757812,seed_24__fisher_logdet,24,0.39723615150109787,189
0.0,4.336134880313252e-07,21280000,48000,45537270679.60302,3.875714172709508,6555.84735884297,128,-228.6133371009591,5437.68500056405,1.1941174601401153e-07,0.0,68,68,vmap,True,-301940.1093831328,11281.953160065017,96,189,64000,28.64124725153025,500.0,fisher_logdet,-15.65418529510498,seed_24__fisher_logdet,24,-15.5232599910988,190
0.0,4.336134880313252e-07,21392000,48000,37913510358.14885,3.8715820041939786,6674.881962393294,128,-225.3678951692385,5727.172299764149,1.5105887705101918e-07,0.0,68,68,vmap,True,-268180.57073856343,11367.65296668617,96,190,64000,28.84820033817971,500.0,fisher_logdet,16.360736846923828,seed_24__fisher_logdet,24,16.47702355962401,191
0.0,4.336134880313252e-07,21504000,48000,39584625008.82969,3.9093665960446193,6527.167931048277,128,-215.58134120020532,5311.25473846304,1.3417468871508367e-07,0.0,68,68,vmap,True,-272943.94180435385,11236.13119977732,96,191,64000,28.85976754287995,500.0,fisher_logdet,5.250205993652344,seed_24__fisher_logdet,24,5.368558168295149,192
0.0,4.336134880313252e-07,21616000,48000,62229763615.14235,3.763583195909448,7254.245527673697,128,-224.54567219853476,5460.481466908973,8.774710282814373e-08,0.0,68,68,vmap,True,-330900.22539536376,12368.19607190651,96,192,64000,28.503814700698147,500.0,fisher_logdet,-19.635719299316406,seed_24__fisher_logdet,24,-19.49223649839237,193
0.0,4.336134880313252e-07,21728000,48000,145876887778.9839,3.888893074051829,6078.485069758608,128,-234.90379973897532,5157.964437935812,3.5358338914870294e-08,0.0,68,68,vmap,True,-288325.2798247923,10447.814912262715,96,193,64000,28.661829051557916,500.0,fisher_logdet,-0.7638015747070312,seed_24__fisher_logdet,24,-0.6387798444345951,194
0.0,4.336134880313252e-07,21840000,48000,100709699316.11147,4.183614600098503,6140.344111987561,128,-220.69394120340561,4574.216264107479,4.5419818499802624e-08,0.0,68,68,vmap,True,-272088.40491727024,11114.862295369716,96,194,64000,28.67116918396172,500.0,fisher_logdet,3.4073829650878906,seed_24__fisher_logdet,24,3.5253641673969476,195
0.0,4.336134880313252e-07,21952000,48000,72454463239.02695,3.7967065754239893,6851.514138031361,128,-224.07866839460013,5293.996442068945,7.306653317690139e-08,0.0,68,68,vmap,True,-299046.0985798044,11764.807667813122,96,195,64000,28.496793568259232,500.0,fisher_logdet,18.020904541015625,seed_24__fisher_logdet,24,18.150574962902972,196
0.0,4.336134880313252e-07,22064000,48000,105819768265.57591,4.05672784232466,5821.227894424324,128,-231.11472023209268,4641.248629972278,4.3859939461633804e-08,0.0,68,68,vmap,True,-306149.3768697095,10248.28700034165,96,196,64000,28.523001266901346,500.0,fisher_logdet,-20.82650375366211,seed_24__fisher_logdet,24,-20.69375325449902,197
0.0,4.336134880313252e-07,22176000,48000,59536644731.23035,4.060078553961415,5888.097336880749,128,-228.90568706145768,4673.667894071616,7.850069339933783e-08,0.0,68,68,vmap,True,-273392.673785306,10374.21664669829,96,197,64000,29.066269821904505,500.0,fisher_logdet,12.506401062011719,seed_24__fisher_logdet,24,12.624947812893975,198
0.0,4.336134880313252e-07,22288000,48000,50304622435.901985,4.001822668856521,6190.48416483983,128,-223.13579546684636,4781.949928689941,9.505985130458117e-08,0.0,68,68,vmap,True,-254194.0826350423,10878.337159935985,96,198,64000,29.063380848094813,500.0,fisher_logdet,17.18731117248535,seed_24__fisher_logdet,24,17.297533155293657,199
0.0,4.336134880313252e-07,22400000,48000,56427252929.415504,4.006836841302585,6693.634033921363,128,-227.58367379568566,4743.347690297764,8.406129031713076e-08,0.0,68,68,vmap,True,-294394.2437068042,11848.639243632639,96,199,64000,29.132978403240585,500.0,fisher_logdet,18.11361312866211,seed_24__fisher_logdet,24,18.24126644353216,200
0.0,4.336134880313252e-07,22512000,48000,65628703324.43756,3.9423961342985487,6226.388222861224,128,-219.2900509290933,4833.92623354978,7.365567181257739e-08,0.0,68,68,vmap,True,-289423.454358467,10897.252683422634,96,200,64000,28.83345979862679,500.0,fisher_logdet,17.739173889160156,seed_24__fisher_logdet,24,17.864671802722608,201
0.0,4.336134880313252e-07,22624000,48000,29434174720.032024,3.818307764005509,6698.341915771398,128,-218.4959408303769,5627.476323815725,1.911885207362662e-07,0.0,68,68,vmap,True,-245058.90923642347,11343.35430577923,96,201,64000,28.96453877468104,500.0,fisher_logdet,7.453300476074219,seed_24__fisher_logdet,24,7.559561324481376,202
0.0,4.336134880313252e-07,22736000,48000,63013095310.718506,3.8221144971055,7271.772959472758,128,-218.36997915434023,5796.992232295465,9.199662710918121e-08,0.0,68,68,vmap,True,-305486.0568921207,12384.639815367102,96,202,64000,28.77027717483093,500.0,fisher_logdet,-1.5421485900878906,seed_24__fisher_logdet,24,-1.4096857154139624,203
0.0,4.336134880313252e-07,22848000,48000,61785269013.92896,4.1720968805293905,5864.053889344907,128,-222.74156513411347,4387.046870939928,7.100473852352906e-08,0.0,68,68,vmap,True,-274666.2841933473,10539.93962498652,96,203,64000,28.965845561018075,500.0,fisher_logdet,-3.0559730529785156,seed_24__fisher_logdet,24,-2.936874047444835,204
0.0,4.336134880313252e-07,22960000,48000,59250479362.23569,3.9260135335739665,6697.72238041952,128,-218.09368535412534,5619.7657424873705,9.484759959713043e-08,0.0,68,68,vmap,True,-237971.8938602973,11513.548917253524,96,204,64000,29.025723414953447,500.0,fisher_logdet,26.773494720458984,seed_24__fisher_logdet,24,26.876682543409167,205
0.0,4.336134880313252e-07,23072000,48000,82172643927.76372,3.839855117689215,6891.911576623299,128,-228.37281567357894,5700.577482086214,6.937317834263037e-08,0.0,68,68,vmap,True,-298063.24581706885,11759.76659963627,96,205,64000,28.66795124569665,500.0,fisher_logdet,18.421913146972656,seed_24__fisher_logdet,24,18.551157390645333,206
0.0,4.336134880313252e-07,23184000,48000,42691430497.98479,3.9695046819169906,6623.336456252514,128,-219.8152649915545,5345.792589819268,1.252193362335706e-07,0.0,68,68,vmap,True,-249751.52252544172,11479.62835514118,96,206,64000,29.260464739533155,500.0,fisher_logdet,-20.128379821777344,seed_24__fisher_logdet,24,-20.020084192953952,207
0.0,4.336134880313252e-07,23296000,48000,30867756543.467937,4.000688218367681,6278.769188167455,128,-215.4589696631067,4754.836708867706,1.5403894682698922e-07,0.0,68,68,vmap,True,-251973.44768616292,11017.271889221829,96,207,64000,28.98985872328374,500.0,fisher_logdet,13.57992172241211,seed_24__fisher_logdet,24,13.689180807954585,208
0.0,4.336134880313252e-07,23408000,48000,26424070181.040783,4.242194069097891,4690.567833867839,128,-223.00955831936358,3689.3736353234385,1.3962170135207092e-07,0.0,68,68,vmap,True,-285199.6453313208,8395.578623830455,96,208,64000,29.133668161380562,500.0,fisher_logdet,-17.13724708557129,seed_24__fisher_logdet,24,-17.013580672573877,209
0.0,4.336134880313252e-07,23520000,48000,44917206330.80895,3.752073490691355,6915.215554030569,128,-224.08623925047266,5905.532532050569,1.3147595352562994e-07,0.0,68,68,vmap,True,-251105.22251953674,11572.758498629022,96,209,64000,29.03056025481068,500.0,fisher_logdet,-1.4949913024902344,seed_24__fisher_logdet,24,-1.386108691090656,210
0.0,4.336134880313252e-07,23632000,48000,51136324704.35178,4.297139851453137,5648.744150971153,128,-217.99210680784108,4133.690133034835,8.083666858997106e-08,0.0,68,68,vmap,True,-318627.6598233889,10307.937756382331,96,210,64000,28.536314757140417,500.0,fisher_logdet,-8.700834274291992,seed_24__fisher_logdet,24,-8.562673023332714,211
0.0,4.336134880313252e-07,23744000,48000,76544993449.77458,4.147566616643237,6333.5396238526855,128,-215.71803487538506,5262.370935944563,6.874872801965156e-08,0.0,68,68,vmap,True,-254920.42812467582,11270.050043824798,96,211,64000,29.441332088663614,500.0,fisher_logdet,10.882369995117188,seed_24__fisher_logdet,24,10.992906931126766,212
0.0,4.336134880313252e-07,23856000,48000,46329834682.961,4.045277582213449,6634.623529090567,128,-218.71017139201643,4821.339348265791,1.0406554181033942e-07,0.0,68,68,vmap,True,-245809.33454776363,11794.269694482537,96,212,64000,29.384313818178327,500.0,fisher_logdet,4.433383941650391,seed_24__fisher_logdet,24,4.5399701845943055,213
0.0,4.336134880313252e-07,23968000,48000,54697611822.746506,4.032485902110698,6267.980748616097,128,-219.0872234656545,4622.43973474919,8.450898642026098e-08,0.0,68,68,vmap,True,-277716.86151250085,11033.103760530304,96,213,64000,29.184676821618012,500.0,fisher_logdet,10.652664184570312,seed_24__fisher_logdet,24,10.77308596157586,214
0.0,4.336134880313252e-07,24080000,48000,58179267526.095215,4.099191450132336,6695.712291347835,128,-217.56475352777758,5224.015414833345,8.979170135633301e-08,0.0,68,68,vmap,True,-258357.4937446401,11924.258437141621,96,214,64000,29.134570318483192,500.0,fisher_logdet,-9.024211883544922,seed_24__fisher_logdet,24,-8.912184589523278,215
0.0,4.336134880313252e-07,24192000,48000,78103706100.55476,3.736208186274884,7263.58146423905,128,-219.50429167091045,5870.527752436123,7.516324186816565e-08,0.0,68,68,vmap,True,-260879.44728275944,12223.851661138375,96,215,64000,28.92265988294917,500.0,fisher_logdet,5.178548812866211,seed_24__fisher_logdet,24,5.291669659958172,216
0.0,4.336134880313252e-07,24304000,48000,110928365978.31172,3.798465243782207,7148.789701856451,128,-223.7146406659465,6022.931803058684,5.429568667978273e-08,0.0,68,68,vmap,True,-298771.8542608198,12098.21940830404,96,216,64000,29.508605964309208,500.0,fisher_logdet,-6.162809371948242,seed_24__fisher_logdet,24,-6.033257866096621,217
0.0,4.336134880313252e-07,24416000,48000,94506475525.17177,3.875568616601236,7003.622435733602,128,-213.6843730056147,5301.274023414637,5.609429400425206e-08,0.0,68,68,vmap,True,-248670.48576728604,12083.829595351708,96,217,64000,28.99970846606939,500.0,fisher_logdet,-2.3257579803466797,seed_24__fisher_logdet,24,-2.217931103642683,218
0.0,4.336134880313252e-07,24528000,48000,39038083747.09714,3.934763279175928,6840.503870580227,128,-213.29044413796896,5100.090001805349,1.3064396384939335e-07,0.0,68,68,vmap,True,-278769.4960471225,11810.370811658868,96,218,64000,29.274119322991673,500.0,fisher_logdet,10.913936614990234,seed_24__fisher_logdet,24,11.034814828527962,219
0.0,4.336134880313252e-07,24640000,48000,20341300624.17312,4.390415837178529,5429.14646140655,128,-216.45954654058994,4346.8856904839595,2.1369752951383178e-07,0.0,68,68,vmap,True,-312922.63621123845,9933.81526482307,96,219,64000,29.12826399303284,500.0,fisher_logdet,-17.554244995117188,seed_24__fisher_logdet,24,-17.418557519345676,220
0.0,4.336134880313252e-07,24752000,48000,52480404326.92984,3.9527452257556193,6939.0905586118315,128,-213.34005388955012,5441.110931499494,1.0367890646580703e-07,0.0,68,68,vmap,True,-238828.5695106411,12060.816265507703,96,220,64000,29.240673122842683,500.0,fisher_logdet,-24.190021514892578,seed_24__fisher_logdet,24,-24.08646222582554,221
0.0,4.336134880313252e-07,24864000,48000,61196154837.061714,3.9330687393916763,6792.898248391236,128,-211.07791909998392,5380.152080917542,8.791650546088242e-08,0.0,68,68,vmap,True,-240895.30294196034,11768.0448984976,96,221,64000,28.92742450076812,500.0,fisher_logdet,-7.138099670410156,seed_24__fisher_logdet,24,-7.03364421785113,222
0.0,4.336134880313252e-07,24976000,48000,48260881272.94545,3.8071978274403655,6946.298314953599,128,-211.483637405909,6148.151897300104,1.2739410750766157e-07,0.0,68,68,vmap,True,-259843.49550609785,11434.96966820217,96,222,64000,29.202640386029653,500.0,fisher_logdet,-16.019779205322266,seed_24__fisher_logdet,24,-15.907107560893614,223
0.0,4.336134880313252e-07,25088000,48000,42160971155.92319,4.058744400452042,6055.479676654496,128,-209.2258851718265,4976.38787998923,1.1803304676225652e-07,0.0,68,68,vmap,True,-208046.13492325507,10520.407519440296,96,223,64000,29.11470013530895,500.0,fisher_logdet,-20.778789520263672,seed_24__fisher_logdet,24,-20.688577910028165,224
0.0,4.336134880313252e-07,25200000,48000,42703073084.21395,3.955807333283131,6717.9169503774665,128,-211.60475251631988,5131.502970971519,1.2016706528009767e-07,0.0,68,68,vmap,True,-257438.27564240395,11705.658958938897,96,224,64000,29.283169303812183,500.0,fisher_logdet,-22.454042434692383,seed_24__fisher_logdet,24,-22.34241372603831,225
0.0,4.336134880313252e-07,25312000,48000,32559511859.734074,4.161902916952936,6218.189514591379,128,-211.6345284630457,4791.13171528122,1.4714998602931607e-07,0.0,68,68,vmap,True,-263522.06814036134,11086.10167261542,96,225,64000,28.348990425092325,500.0,fisher_logdet,-3.4419260025024414,seed_24__fisher_logdet,24,-3.3276592793628708,226
0.0,4.336134880313252e-07,25424000,48000,40650958782.14926,3.8690775047425543,7249.795985201457,128,-213.59908164730095,5578.39946056046,1.3722676236138518e-07,0.0,68,68,vmap,True,-241022.2636765082,12501.679162457142,96,226,64000,29.052955456995104,500.0,fisher_logdet,-21.79538345336914,seed_24__fisher_logdet,24,-21.690872948923165,227
0.0,4.336134880313252e-07,25536000,48000,54597466269.77461,3.900390818993259,6845.625562504259,128,-213.55320141819948,6038.529490462542,1.1060091068375269e-07,0.0,68,68,vmap,True,-245535.99518545653,11559.859667786157,96,227,64000,29.351969680892314,500.0,fisher_logdet,-12.750690460205078,seed_24__fisher_logdet,24,-12.64422274089547,228
0.0,4.336134880313252e-07,25648000,48000,55069159824.17189,4.180117315219101,6152.686652773547,128,-219.41348760963672,5126.992949556078,9.310098367082135e-08,0.0,68,68,vmap,True,-367567.09034249635,10921.830886444988,96,228,64000,28.738709214741665,500.0,fisher_logdet,10.236891746520996,seed_24__fisher_logdet,24,10.39627379464993,229
0.0,4.336134880313252e-07,25760000,48000,44961544258.18004,4.048847238171114,5869.247224321721,128,-215.57332093872265,4349.415134880623,9.673633783362135e-08,0.0,68,68,vmap,True,-296985.0475264388,10363.215804271966,96,229,64000,29.34505985975811,500.0,fisher_logdet,9.460203170776367,seed_24__fisher_logdet,24,9.588979893127455,230
0.0,4.336134880313252e-07,25872000,48000,40757558575.82109,3.8782115207821093,6931.585735004487,128,-205.3100041412564,5535.190402439537,1.3580770281277885e-07,0.0,68,68,vmap,True,-227232.5769321493,11837.933918672841,96,230,64000,28.61120874722409,500.0,fisher_logdet,-23.720951080322266,seed_24__fisher_logdet,24,-23.62241997004437,231
0.0,4.336134880313252e-07,25984000,48000,45044925047.06095,4.241492238967076,5662.393326532624,128,-212.19619081614792,4439.692112000493,9.856142744964273e-08,0.0,68,68,vmap,True,-273111.8893288191,10095.796687210042,96,231,64000,29.104341492359083,500.0,fisher_logdet,-12.888057708740234,seed_24__fisher_logdet,24,-12.76963270978554,232
0.0,4.336134880313252e-07,26096000,48000,32871774927.46208,3.976804120619549,7084.778647049521,128,-206.50596619811822,5761.7539631981235,1.7527967309074568e-07,0.0,68,68,vmap,True,-200543.89860507767,12314.43009144316,96,232,64000,29.41031809481813,500.0,fisher_logdet,-6.595008850097656,seed_24__fisher_logdet,24,-6.508050310720108,233
0.0,4.336134880313252e-07,26208000,48000,57377730375.659615,4.042869724819247,6368.282776794943,128,-208.70564778129383,4488.39360500255,7.82253598324026e-08,0.0,68,68,vmap,True,-241769.1699339708,11216.105779037713,96,233,64000,29.213002148049398,500.0,fisher_logdet,15.569971084594727,seed_24__fisher_logdet,24,15.674805457668233,234
0.0,4.336134880313252e-07,26320000,48000,30544308206.342484,4.020937449652853,6434.755593414534,128,-206.53901594230047,4842.784701217853,1.5854949696363577e-07,0.0,68,68,vmap,True,-249249.16113008466,11254.216037066531,96,234,64000,29.331066966071724,500.0,fisher_logdet,5.014860153198242,seed_24__fisher_logdet,24,5.12293795134474,235
0.0,4.336134880313252e-07,26432000,48000,60432756238.97387,4.206716602898426,6088.767488566382,128,-216.0822043446674,4676.888607451675,7.738996032147692e-08,0.0,68,68,vmap,True,-341193.9170433012,10945.37190331922,96,235,64000,29.267054752251752,500.0,fisher_logdet,11.603631973266602,seed_24__fisher_logdet,24,11.751578257730818,236
0.0,4.336134880313252e-07,26544000,48000,50618622305.65097,3.9714465362693483,6680.512376255989,128,-214.60865729622938,5398.467541140026,1.0664983152924237e-07,0.0,68,68,vmap,True,-265740.93925930373,11598.795968270366,96,236,64000,29.527235514094926,500.0,fisher_logdet,6.533214569091797,seed_24__fisher_logdet,24,6.648443424676744,237
0.0,4.336134880313252e-07,26656000,48000,61303552895.934975,3.7860300771564255,7215.422443418561,128,-212.87544726605722,6146.291840375629,1.0025996129146356e-07,0.0,68,68,vmap,True,-257014.9086313444,12105.758883592933,96,237,64000,29.262329788849716,500.0,fisher_logdet,-2.5676918029785156,seed_24__fisher_logdet,24,-2.456246671970826,238
0.0,4.336134880313252e-07,26768000,48000,34809151106.22235,3.912597513226179,7336.068486587964,128,-202.29621261838628,5969.676627836981,1.714973344112912e-07,0.0,68,68,vmap,True,-281248.1468688403,12585.517595956682,96,238,64000,29.409521191162014,500.0,fisher_logdet,24.663089752197266,seed_24__fisher_logdet,24,24.78504274216341,239
0.0,4.336134880313252e-07,26880000,48000,35479784928.616066,4.379832698458958,5817.834537971343,128,-212.3074363457004,4444.6204753612255,1.252719114364314e-07,0.0,68,68,vmap,True,-251257.73249877465,10675.382637532513,96,239,64000,29.241082129400766,500.0,fisher_logdet,-15.826412200927734,seed_24__fisher_logdet,24,-15.7174634591441,240
0.0,4.336134880313252e-07,26992000,48000,74918629752.61493,3.8200640328531783,6759.274636576401,128,-217.18231165089043,5934.08201036118,7.920702807774003e-08,0.0,68,68,vmap,True,-289845.01020612475,11273.339358348656,96,240,64000,29.44082776577448,500.0,fisher_logdet,18.159868240356445,seed_24__fisher_logdet,24,18.2855489462204,241
0.0,4.336134880313252e-07,27104000,48000,56719276781.03835,4.003039047135747,5717.289732386067,128,-221.64281905694753,4196.600229432233,7.398895873854277e-08,0.0,68,68,vmap,True,-268636.3434939083,9972.25492773911,96,241,64000,29.301137855844797,500.0,fisher_logdet,-12.90620231628418,seed_24__fisher_logdet,24,-12.789717974369806,242
0.0,4.336134880313252e-07,27216000,48000,46973530498.82199,4.201991156657167,5568.216154292463,128,-221.2837219597344,4775.391983604684,1.0166133847921954e-07,0.0,68,68,vmap,True,-345378.41093158163,9823.855033997066,96,242,64000,29.408186077552646,500.0,fisher_logdet,24.697675704956055,seed_24__fisher_logdet,24,24.847436442410814,243
0.0,4.336134880313252e-07,27328000,48000,78687295993.35922,4.279629749141988,6141.477751951194,128,-214.6720242208538,5048.247135829172,6.415580904260857e-08,0.0,68,68,vmap,True,-308522.5417399469,11016.700056963173,96,243,64000,29.49756199209498,500.0,fisher_logdet,-4.483207702636719,seed_24__fisher_logdet,24,-4.34942816717657,244
0.0,4.336134880313252e-07,27440000,48000,28551918473.620758,4.559294715907309,5066.170312041399,128,-207.28317996461573,3543.4169705969593,1.2410433904365263e-07,0.0,68,68,vmap,True,-251206.60534977022,9471.621656046898,96,244,64000,29.17367659402751,500.0,fisher_logdet,16.93114471435547,seed_24__fisher_logdet,24,17.04007128671769,245
0.0,4.336134880313252e-07,27552000,48000,59835120471.8541,4.355444175957217,5673.277481532163,128,-212.28210091144243,4381.310938850059,7.3223065388679e-08,0.0,68,68,vmap,True,-248235.29719082123,10312.129903154371,96,245,64000,29.03283800342627,500.0,fisher_logdet,-10.531181335449219,seed_24__fisher_logdet,24,-10.423543162381813,246
0.0,4.336134880313252e-07,27664000,48000,42050268623.08594,3.9793301512974453,7040.60435402089,128,-210.72942679574095,5133.67805089978,1.2208431049311654e-07,0.0,68,68,vmap,True,-282764.0546438457,12417.345276261158,96,246,64000,29.067464229601054,500.0,fisher_logdet,12.94317626953125,seed_24__fisher_logdet,24,13.065786577555247,247
0.0,4.336134880313252e-07,27776000,48000,57430169145.14662,4.0360334924885075,6349.171237742627,128,-217.63431331464813,5371.604146298565,9.353279341251104e-08,0.0,68,68,vmap,True,-281629.44520299253,11005.53474374725,96,247,64000,29.872902352222425,500.0,fisher_logdet,16.7156982421875,seed_24__fisher_logdet,24,16.837816568254297,248
0.0,4.336134880313252e-07,27888000,48000,39650104717.036,3.728922957660433,7411.118263478972,128,-205.8375417396028,6206.940656724871,1.565428565957357e-07,0.0,68,68,vmap,True,-235222.51113193983,12302.728926730228,96,248,64000,30.283849523621342,500.0,fisher_logdet,-31.89016342163086,seed_24__fisher_logdet,24,-31.78816776811545,249
0.0,4.336134880313252e-07,28000000,48000,80396813577.37498,4.081557535468098,7511.809408246941,128,-214.22918830610814,6019.337178964955,7.487034511848984e-08,0.0,68,68,vmap,True,-298201.33939288097,13355.536408499855,96,249,64000,29.153124538392447,500.0,fisher_logdet,-5.5451507568359375,seed_24__fisher_logdet,24,-5.4158466339261775,250
0.0,4.336134880313252e-07,28112000,48000,40406031711.02659,3.9540299310203477,7082.22696808612,128,-213.2000550531754,5069.964032140184,1.2547542575819487e-07,0.0,68,68,vmap,True,-301539.74771117826,12282.671147497576,96,250,64000,29.779766126153735,500.0,fisher_logdet,2.982393264770508,seed_24__fisher_logdet,24,3.1131449665556374,251
0.0,4.336134880313252e-07,28224000,48000,68191711644.69718,3.820455676199447,7495.32724802693,128,-206.88825511109647,6001.1834209483195,8.800458701222514e-08,0.0,68,68,vmap,True,-213041.0492543077,12693.57041289669,96,251,64000,29.67779515297345,500.0,fisher_logdet,-18.532123565673828,seed_24__fisher_logdet,24,-18.439746093212815,252
0.0,4.336134880313252e-07,28336000,48000,36978080289.7779,3.966118593017465,6735.974403670051,128,-204.37615440249263,5397.013283154302,1.4595168924023984e-07,0.0,68,68,vmap,True,-230406.64646961412,11654.585776222393,96,252,64000,29.808775856144116,500.0,fisher_logdet,10.503616333007812,seed_24__fisher_logdet,24,10.603523762649102,253
0.0,4.336134880313252e-07,28448000,48000,36970329358.66587,4.162566416952857,6316.223248955508,128,-210.8371873912551,4612.44978300542,1.2476085182411984e-07,0.0,68,68,vmap,True,-288899.52738359175,11335.763434155842,96,253,64000,29.951830928441765,500.0,fisher_logdet,3.69891357421875,seed_24__fisher_logdet,24,3.8241843059781506,254
