active_beta,active_fisher_beta,environment_steps,fisher_environment_steps,fisher_logdet_condition_number,fisher_logdet_effective_rank,fisher_logdet_frobenius_norm,fisher_logdet_gradient_trajectory_count,fisher_logdet_logdet_margin,fisher_logdet_maximum_eigenvalue,fisher_logdet_minimum_eigenvalue,fisher_logdet_mu,fisher_logdet_parameter_count,fisher_logdet_rank,fisher_logdet_score_backend,fisher_logdet_separate_fisher_batch,fisher_logdet_surrogate_value,fisher_logdet_trace,fisher_logdet_trajectory_count,fisher_policy_update,gradient_environment_steps,mean_batch_return,mean_episode_length,method,reward_loss,run_id,seed,total_loss,update
0.0,4.336134880313252e-07,1232000,48000,14734931232.464895,4.150557364665514,4624.49213454091,128,-250.9217454904551,3636.830394108978,2.468169234543893e-07,0.0,68,68,vmap,True,-303374.32069115073,8403.996151708314,96,10,64000,12.57474410631379,500.0,fisher_logdet,-1.1414566040039062,seed_24__fisher_logdet,24,-1.0099094066298826,11
0.0,4.336134880313252e-07,1344000,48000,19836580467.539314,3.760443406444848,5584.454278505701,128,-241.05466931441185,5045.538421767742,2.543552519056542e-07,0.0,68,68,vmap,True,-261885.1729920631,9241.287002585525,96,11,64000,12.934142591358324,500.0,fisher_logdet,-5.4775390625,seed_24__fisher_logdet,24,-5.363982119175224,12
0.0,4.336134880313252e-07,1456000,48000,16642707602.017967,3.6260402655725517,5697.4671477005995,128,-248.91142287718043,5220.44354543147,3.136775379505243e-07,0.0,68,68,vmap,True,-245556.45344480034,9220.796449872423,96,12,64000,14.492349694542114,500.0,fisher_logdet,-5.968696594238281,seed_24__fisher_logdet,24,-5.86222000395148,13
0.0,4.336134880313252e-07,1568000,48000,14789242478.51229,4.022664278141012,4718.183009972802,128,-252.16493455193807,4183.986151721324,2.829074009571725e-07,0.0,68,68,vmap,True,-289593.0159639739,8182.5995300814375,96,13,64000,15.097464629425629,500.0,fisher_logdet,-12.602943420410156,seed_24__fisher_logdet,24,-12.477371982648506,14
0.0,4.336134880313252e-07,1680000,48000,21176030033.1489,4.011668099948424,4925.3900920125325,128,-248.27252898188695,4212.396833290316,1.9892287773941772e-07,0.0,68,68,vmap,True,-266317.5362127791,8637.112620478503,96,14,64000,15.372748592523552,500.0,fisher_logdet,6.105323791503906,seed_24__fisher_logdet,24,6.220802667305038,15
0.0,4.336134880313252e-07,1792000,48000,17388378789.218246,4.1282053678410895,4481.006803523085,128,-245.7401477508629,3646.4348503542687,2.097052804379474e-07,0.0,68,68,vmap,True,-238332.48237535887,8080.880781903417,96,15,64000,14.2055561846629,500.0,fisher_logdet,-14.547439575195312,seed_24__fisher_logdet,24,-14.44409539620137,16
0.0,4.336134880313252e-07,1904000,48000,26018249180.219322,4.267543096839505,4507.009135605055,128,-243.7399632145777,3629.096405913975,1.39482729248094e-07,0.0,68,68,vmap,True,-237287.83476612205,8331.495577407935,96,16,64000,14.256605552618222,500.0,fisher_logdet,8.252143859863281,seed_24__fisher_logdet,24,8.35503506556362,17
0.0,4.336134880313252e-07,2016000,48000,16640781244.780664,4.097256066184291,4471.094985769939,128,-242.20407916639292,3670.4069966959905,2.205669879740294e-07,0.0,68,68,vmap,True,-292056.5269460434,7947.603455466537,96,17,64000,13.597469036030564,500.0,fisher_logdet,1.6756591796875,seed_24__fisher_logdet,24,1.8022988290388886,18
0.0,4.336134880313252e-07,2128000,48000,23845949756.15894,3.9083910180181816,4857.1783613688185,128,-247.5148201306696,4258.467321166725,1.7858241607956281e-07,0.0,68,68,vmap,True,-280878.3628137991,8301.136400162559,96,18,64000,14.912338613718696,500.0,fisher_logdet,14.99700927734375,seed_24__fisher_logdet,24,15.118801923955969,19
0.0,4.336134880313252e-07,2240000,48000,44264047768.77481,3.8014068955810503,5237.880001711033,128,-248.64346434213013,4625.185124233417,1.0449078557827153e-07,0.0,68,68,vmap,True,-247458.81005803624,8841.044700665929,96,19,64000,18.095195960441075,500.0,fisher_logdet,0.1847076416015625,seed_24__fisher_logdet,24,0.2920091193749088,20
