method,seed,update,true_environment_steps,stochastic_return,deterministic_return,stochastic_termination_rate,deterministic_termination_rate,stochastic_episode_length,entropy,mean_min_probability,global_min_probability,minimum_probability_q01,minimum_probability_q05,minimum_probability_q10,action_margin_mean,action_margin_q10,beta,barrier_active
gpomdp_reward_only,703,0,0,-500.0,-500.0,0.0,0.0,500.0,1.0716885328292847,0.24133814871311188,0.1905820220708847,0.19372156262397766,0.19731536507606506,0.20134088397026062,0.0719757005572319,0.03709479793906212,0.0,False
gpomdp_reward_only,703,50,163543,-212.96875,-286.46875,1.0,0.53125,213.96875,1.0024759769439697,0.196790874004364,0.11861387640237808,0.12568765878677368,0.13457615673542023,0.14450356364250183,0.24097660183906555,0.05787788704037666,0.0,False
gpomdp_reward_only,703,100,226922,-125.84375,-80.28125,1.0,1.0,126.84375,0.7769217491149902,0.11206112802028656,0.04077569395303726,0.04106603562831879,0.04287093132734299,0.04525120183825493,0.49578550457954407,0.14622321724891663,0.0,False
gpomdp_reward_only,703,150,273377,-130.15625,-81.65625,1.0,1.0,131.15625,0.6313996315002441,0.07642366737127304,0.024707214906811714,0.024910109117627144,0.025849031284451485,0.027122467756271362,0.6214982867240906,0.2604408860206604,0.0,False
gpomdp_reward_only,703,200,315579,-107.125,-88.84375,1.0,1.0,108.125,0.5302030444145203,0.05718763917684555,0.01513243094086647,0.01514628529548645,0.01527367252856493,0.015705954283475876,0.6952425837516785,0.34634172916412354,0.0,False
gpomdp_reward_only,703,249,354956,-94.4375,-92.75,1.0,1.0,95.4375,0.46147096157073975,0.046637583523988724,0.00993614736944437,0.00995835941284895,0.010084392502903938,0.010280848480761051,0.7397258877754211,0.38172003626823425,0.0,False
gpomdp_reward_only,703,250,355691,-108.78125,-84.5,1.0,1.0,109.78125,0.4500376284122467,0.04447973147034645,0.009836271405220032,0.009841959923505783,0.009931975975632668,0.010140087455511093,0.7476179003715515,0.4096395671367645,0.0,False
gpomdp_reward_only,703,251,356366,-93.53125,-78.59375,1.0,1.0,94.53125,0.4532829523086548,0.046171288937330246,0.0097579350695014,0.009813820011913776,0.009981846436858177,0.010213765315711498,0.748751699924469,0.43158453702926636,0.0,False
gpomdp_reward_only,703,300,394940,-89.96875,-81.0,1.0,1.0,90.96875,0.44170334935188293,0.04278850555419922,0.008469241671264172,0.0084843086078763,0.008543763309717178,0.008671210147440434,0.7455580234527588,0.39020296931266785,0.0,False
gpomdp_reward_only,703,350,433582,-93.59375,-81.4375,1.0,1.0,94.59375,0.40470099449157715,0.03746222332119942,0.007527840323746204,0.007532612886279821,0.0075754825957119465,0.007697792258113623,0.7763562202453613,0.47562548518180847,0.0,False
gpomdp_reward_only,703,400,471745,-90.21875,-91.53125,1.0,1.0,91.21875,0.34384191036224365,0.03125340864062309,0.004710525274276733,0.004715629853308201,0.004730262327939272,0.0047588832676410675,0.8177971839904785,0.5568311214447021,0.0,False
gpomdp_reward_only,703,450,507980,-85.78125,-84.5,1.0,1.0,86.78125,0.3435412347316742,0.03205166757106781,0.0043534087017178535,0.004356618504971266,0.004370509181171656,0.004399699624627829,0.8161378502845764,0.5385664105415344,0.0,False
gpomdp_reward_only,703,500,544980,-80.53125,-85.84375,1.0,1.0,81.53125,0.34044137597084045,0.0315200537443161,0.004323262255638838,0.004328867886215448,0.0043515535071492195,0.004400912672281265,0.8178300857543945,0.5423692464828491,0.0,False
gpomdp_reward_only,703,600,615731,-90.4375,-86.0,1.0,1.0,91.4375,0.29213494062423706,0.025780022144317627,0.002851407043635845,0.0028547472320497036,0.0028622245881706476,0.002884060610085726,0.8456868529319763,0.604534924030304,0.0,False
gpomdp_reward_only,703,750,721631,-85.0,-94.28125,1.0,1.0,86.0,0.1933172196149826,0.015273954719305038,0.001640321803279221,0.0016421107575297356,0.0016472871648147702,0.0016635711072012782,0.9049262404441833,0.7836235761642456,0.0,False
gpomdp_reward_only,703,850,791940,-80.875,-84.46875,1.0,1.0,81.875,0.21327030658721924,0.017630264163017273,0.0016734865494072437,0.0016758707351982594,0.0016835364513099194,0.00169689382892102,0.8921908736228943,0.726183295249939,0.0,False
gpomdp_reward_only,703,1000,897567,-79.53125,-84.53125,1.0,1.0,80.53125,0.19012433290481567,0.01518945675343275,0.0013682028511539102,0.0013709369814023376,0.0013773187529295683,0.0013868875103071332,0.905501663684845,0.7738703489303589,0.0,False
